# event_ticker=KXATPCHALLENGERMATCH-26MAY30ILASMI
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Colton Smith
# fav_player=Andre Ilagan
# dog_player=Colton Smith
# kalshi_date=2026-05-30
timestamp,Andre Ilagan,Colton Smith
2026-05-30T20:07:00Z,29.00,93.00
2026-05-30T20:21:00Z,23.00,70.00
2026-05-30T20:22:00Z,23.00,77.00
2026-05-30T20:32:00Z,23.00,77.00
2026-05-30T20:33:00Z,23.00,79.69
2026-05-30T20:39:00Z,23.00,77.00
2026-05-30T20:41:00Z,30.00,70.00
2026-05-30T20:42:00Z,30.00,70.00
2026-05-30T20:48:00Z,30.00,77.00
2026-05-30T20:52:00Z,30.00,77.00
2026-05-30T20:53:00Z,30.00,68.05
2026-05-30T20:56:00Z,30.00,72.00
2026-05-30T20:58:00Z,28.00,72.00
2026-05-30T21:08:00Z,29.00,72.00
2026-05-30T21:09:00Z,29.00,72.00
2026-05-30T21:10:00Z,29.00,72.00
2026-05-30T21:13:00Z,29.00,72.00
2026-05-30T21:17:00Z,29.00,72.00
2026-05-30T21:24:00Z,29.00,72.00
2026-05-30T21:28:00Z,25.00,72.00
2026-05-30T21:40:00Z,25.00,72.00
2026-05-30T21:41:00Z,25.00,72.00
2026-05-30T21:42:00Z,26.00,72.00
2026-05-30T21:43:00Z,26.00,72.00
2026-05-30T21:46:00Z,25.00,72.00
2026-05-30T21:50:00Z,25.00,77.77
2026-05-30T21:52:00Z,25.00,75.15
2026-05-30T21:56:00Z,26.00,75.15
2026-05-30T21:59:00Z,26.00,75.15
2026-05-30T22:01:00Z,26.00,75.82
2026-05-30T22:02:00Z,26.00,76.95
2026-05-30T22:03:00Z,25.10,76.95
2026-05-30T22:04:00Z,26.00,76.95
2026-05-30T22:10:00Z,26.00,76.95
2026-05-30T22:13:00Z,26.00,76.95
2026-05-30T22:16:00Z,26.00,76.95
2026-05-30T22:18:00Z,26.00,76.95
2026-05-30T22:26:00Z,26.00,76.95
2026-05-30T22:28:00Z,26.00,76.95
2026-05-30T22:34:00Z,26.00,76.95
2026-05-30T22:35:00Z,24.66,76.95
2026-05-30T22:37:00Z,26.00,76.95
2026-05-30T22:38:00Z,26.00,77.00
2026-05-30T22:39:00Z,26.00,77.00
2026-05-30T22:40:00Z,26.00,77.00
2026-05-30T22:41:00Z,26.00,77.00
2026-05-30T22:43:00Z,26.00,77.52
2026-05-30T22:44:00Z,26.00,77.52
2026-05-30T22:45:00Z,26.00,77.52
2026-05-30T22:46:00Z,26.00,77.52
2026-05-30T22:47:00Z,25.00,77.52
2026-05-30T22:48:00Z,25.00,77.52
2026-05-30T22:49:00Z,26.70,77.52
2026-05-30T22:50:00Z,27.16,77.52
2026-05-30T22:51:00Z,26.66,77.00
2026-05-30T22:53:00Z,26.66,77.00
2026-05-30T22:54:00Z,26.66,77.00
2026-05-30T22:55:00Z,27.00,77.00
2026-05-30T22:58:00Z,27.00,77.00
2026-05-30T23:02:00Z,25.00,77.00
2026-05-30T23:03:00Z,23.00,77.00
2026-05-30T23:07:00Z,25.00,77.00
2026-05-30T23:08:00Z,25.00,77.00
2026-05-30T23:09:00Z,25.00,77.00
2026-05-30T23:11:00Z,25.00,77.00
2026-05-30T23:13:00Z,25.00,76.00
2026-05-30T23:15:00Z,25.00,76.00
2026-05-30T23:16:00Z,25.00,76.00
2026-05-30T23:18:00Z,25.00,76.00
2026-05-30T23:21:00Z,25.00,77.00
2026-05-30T23:23:00Z,24.00,77.00
2026-05-30T23:25:00Z,24.00,77.00
2026-05-30T23:27:00Z,25.71,77.00
2026-05-30T23:28:00Z,26.00,77.00
2026-05-30T23:29:00Z,24.00,77.00
2026-05-30T23:30:00Z,24.00,77.00
2026-05-30T23:31:00Z,26.00,77.00
2026-05-30T23:34:00Z,26.00,77.00
2026-05-30T23:35:00Z,26.08,77.00
2026-05-30T23:36:00Z,27.33,76.00
2026-05-30T23:37:00Z,27.00,76.01
2026-05-30T23:38:00Z,27.00,76.01
2026-05-30T23:39:00Z,27.00,77.00
2026-05-30T23:43:00Z,27.00,75.00
2026-05-30T23:44:00Z,27.00,74.00
2026-05-30T23:46:00Z,27.00,75.00
2026-05-30T23:48:00Z,27.00,75.00
2026-05-30T23:49:00Z,27.54,75.00
2026-05-30T23:51:00Z,27.00,75.00
2026-05-30T23:55:00Z,26.00,75.00
2026-05-30T23:56:00Z,27.00,75.00
2026-05-30T23:59:00Z,26.25,75.00
2026-05-31T00:00:00Z,26.25,75.00
2026-05-31T00:06:00Z,28.00,75.00
2026-05-31T00:07:00Z,28.00,75.00
2026-05-31T00:08:00Z,28.00,75.00
2026-05-31T00:09:00Z,25.27,75.00
2026-05-31T00:10:00Z,27.00,75.00
2026-05-31T00:12:00Z,27.00,74.00
2026-05-31T00:14:00Z,25.00,74.00
2026-05-31T00:15:00Z,25.00,75.00
2026-05-31T00:16:00Z,27.00,75.00
2026-05-31T00:18:00Z,24.00,75.00
2026-05-31T00:19:00Z,24.06,75.00
2026-05-31T00:23:00Z,24.00,75.00
2026-05-31T00:25:00Z,24.00,75.00
2026-05-31T00:26:00Z,22.75,75.00
2026-05-31T00:27:00Z,22.75,77.00
2026-05-31T00:29:00Z,23.72,77.00
2026-05-31T00:31:00Z,26.00,77.00
2026-05-31T00:36:00Z,26.00,76.00
2026-05-31T00:47:00Z,26.00,76.00
2026-05-31T00:49:00Z,26.00,76.00
2026-05-31T00:54:00Z,24.00,76.00
2026-05-31T00:55:00Z,23.78,76.00
2026-05-31T00:56:00Z,27.37,76.00
2026-05-31T00:57:00Z,24.00,76.00
2026-05-31T00:58:00Z,24.00,76.00
2026-05-31T01:01:00Z,27.00,76.00
2026-05-31T01:02:00Z,24.00,76.00
2026-05-31T01:08:00Z,24.00,76.00
2026-05-31T01:09:00Z,27.00,76.00
2026-05-31T01:12:00Z,27.00,76.00
2026-05-31T01:13:00Z,27.00,76.47
2026-05-31T01:14:00Z,27.00,76.00
2026-05-31T01:17:00Z,26.00,76.00
2026-05-31T01:18:00Z,26.83,76.00
2026-05-31T01:19:00Z,26.00,76.00
2026-05-31T01:20:00Z,26.00,76.00
2026-05-31T01:21:00Z,27.54,76.00
2026-05-31T01:22:00Z,27.00,76.00
2026-05-31T01:23:00Z,27.34,73.00
2026-05-31T01:24:00Z,27.34,75.00
2026-05-31T01:25:00Z,29.00,75.00
2026-05-31T01:26:00Z,27.40,75.00
2026-05-31T01:28:00Z,27.40,75.00
2026-05-31T01:29:00Z,26.00,75.00
2026-05-31T01:30:00Z,26.00,75.00
2026-05-31T01:31:00Z,26.00,75.00
2026-05-31T01:32:00Z,28.88,75.00
2026-05-31T01:33:00Z,29.00,75.26
2026-05-31T01:34:00Z,29.00,75.26
2026-05-31T01:35:00Z,28.00,75.46
2026-05-31T01:36:00Z,28.00,75.00
2026-05-31T01:37:00Z,28.46,75.00
2026-05-31T01:39:00Z,30.40,73.70
2026-05-31T01:40:00Z,29.15,74.00
2026-05-31T01:41:00Z,27.54,74.00
2026-05-31T01:42:00Z,28.09,72.60
2026-05-31T01:43:00Z,28.81,72.02
2026-05-31T01:44:00Z,29.67,72.58
2026-05-31T01:45:00Z,27.66,73.29
2026-05-31T01:46:00Z,35.44,69.55
2026-05-31T01:47:00Z,33.58,71.39
2026-05-31T01:48:00Z,27.75,73.61
2026-05-31T01:49:00Z,27.67,73.00
2026-05-31T01:50:00Z,30.31,71.81
2026-05-31T01:51:00Z,28.78,70.11
2026-05-31T01:52:00Z,29.04,73.95
2026-05-31T01:53:00Z,28.42,72.83
2026-05-31T01:54:00Z,30.34,71.00
2026-05-31T01:55:00Z,32.03,70.00
2026-05-31T01:56:00Z,31.45,68.98
2026-05-31T01:57:00Z,31.69,68.88
2026-05-31T01:58:00Z,29.55,72.51
2026-05-31T01:59:00Z,31.65,69.69
2026-05-31T02:00:00Z,31.54,70.22
2026-05-31T02:01:00Z,31.35,70.30
2026-05-31T02:02:00Z,29.48,70.16
2026-05-31T02:03:00Z,28.50,71.03
2026-05-31T02:04:00Z,30.81,69.02
2026-05-31T02:05:00Z,32.53,69.19
