# event_ticker=KXATPCHALLENGERMATCH-26JUN03MCDHIJ
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Rinky Hijikata
# fav_player=Mackenzie McDonald
# dog_player=Rinky Hijikata
# kalshi_date=2026-06-03
timestamp,Mackenzie McDonald,Rinky Hijikata
2026-06-04T12:11:00Z,38.50,62.11
2026-06-04T12:12:00Z,38.00,63.00
2026-06-04T12:13:00Z,38.80,62.98
2026-06-04T12:14:00Z,38.57,61.84
2026-06-04T12:15:00Z,40.21,62.65
2026-06-04T12:16:00Z,24.71,71.37
2026-06-04T12:17:00Z,24.58,76.40
2026-06-04T12:18:00Z,22.85,77.17
2026-06-04T12:19:00Z,24.06,78.13
2026-06-04T12:20:00Z,21.62,79.21
2026-06-04T12:21:00Z,19.44,80.86
2026-06-04T12:22:00Z,19.30,81.55
2026-06-04T12:23:00Z,20.00,80.00
2026-06-04T12:24:00Z,20.00,80.83
2026-06-04T12:25:00Z,18.17,81.57
2026-06-04T12:26:00Z,19.00,81.52
2026-06-04T12:27:00Z,21.25,80.55
2026-06-04T12:28:00Z,17.35,82.52
2026-06-04T12:29:00Z,16.86,83.12
2026-06-04T12:30:00Z,17.23,82.94
2026-06-04T12:31:00Z,18.14,83.54
2026-06-04T12:32:00Z,20.01,81.21
2026-06-04T12:33:00Z,19.42,81.31
2026-06-04T12:34:00Z,20.00,80.92
2026-06-04T12:35:00Z,19.01,80.08
2026-06-04T12:36:00Z,22.22,75.77
2026-06-04T12:37:00Z,19.26,82.51
2026-06-04T12:38:00Z,19.86,80.40
2026-06-04T12:39:00Z,21.04,79.01
2026-06-04T12:40:00Z,22.06,79.46
2026-06-04T12:41:00Z,21.70,81.17
2026-06-04T12:42:00Z,22.25,78.05
2026-06-04T12:43:00Z,19.12,79.57
2026-06-04T12:44:00Z,19.18,81.93
2026-06-04T12:45:00Z,20.07,80.52
2026-06-04T12:46:00Z,16.84,84.51
2026-06-04T12:47:00Z,15.56,86.99
2026-06-04T12:48:00Z,14.20,84.72
2026-06-04T12:49:00Z,16.50,86.62
2026-06-04T12:50:00Z,18.59,82.91
2026-06-04T12:51:00Z,18.48,82.20
2026-06-04T12:52:00Z,20.00,81.00
2026-06-04T12:53:00Z,18.63,82.02
2026-06-04T12:54:00Z,17.93,83.77
2026-06-04T12:55:00Z,18.63,82.29
2026-06-04T12:56:00Z,18.27,82.15
2026-06-04T12:57:00Z,19.71,80.81
2026-06-04T12:58:00Z,19.22,82.12
2026-06-04T12:59:00Z,18.00,82.98
2026-06-04T13:00:00Z,18.00,83.00
2026-06-04T13:01:00Z,19.00,82.92
2026-06-04T13:02:00Z,19.60,81.20
2026-06-04T13:03:00Z,20.29,79.10
2026-06-04T13:04:00Z,20.87,80.00
2026-06-04T13:05:00Z,18.05,81.62
2026-06-04T13:06:00Z,19.39,80.65
2026-06-04T13:07:00Z,16.90,82.71
2026-06-04T13:08:00Z,18.85,81.60
2026-06-04T13:09:00Z,19.96,80.26
2026-06-04T13:10:00Z,20.00,81.00
2026-06-04T13:11:00Z,19.03,80.68
2026-06-04T13:12:00Z,16.76,84.02
2026-06-04T13:13:00Z,17.44,83.66
2026-06-04T13:14:00Z,10.94,89.89
2026-06-04T13:15:00Z,5.74,93.46
2026-06-04T13:16:00Z,12.96,88.74
2026-06-04T13:17:00Z,15.44,86.15
2026-06-04T13:18:00Z,8.21,93.61
2026-06-04T13:19:00Z,5.60,94.76
2026-06-04T13:20:00Z,9.13,91.90
2026-06-04T13:21:00Z,1.00,99.00
2026-06-04T13:22:00Z,1.00,99.00
