# event_ticker=KXATPCHALLENGERMATCH-26JUN03MCDHIJ
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Rinky Hijikata
# fav_player=Mackenzie McDonald
# dog_player=Rinky Hijikata
# kalshi_date=2026-06-03
timestamp,Mackenzie McDonald,Rinky Hijikata
2026-06-04T00:06:00Z,,58.00
2026-06-04T00:13:00Z,44.00,58.00
2026-06-04T00:43:00Z,44.00,56.00
2026-06-04T01:20:00Z,44.00,58.00
2026-06-04T01:27:00Z,44.00,58.00
2026-06-04T01:33:00Z,44.00,58.00
2026-06-04T01:45:00Z,44.00,58.00
2026-06-04T01:55:00Z,44.00,58.00
2026-06-04T02:05:00Z,44.00,58.00
2026-06-04T02:15:00Z,44.00,58.00
2026-06-04T02:32:00Z,44.00,58.00
2026-06-04T02:48:00Z,44.00,58.00
2026-06-04T03:11:00Z,44.00,58.00
2026-06-04T03:16:00Z,44.00,58.00
2026-06-04T03:27:00Z,44.00,58.00
2026-06-04T03:28:00Z,44.00,58.00
2026-06-04T03:34:00Z,44.00,58.00
2026-06-04T03:36:00Z,44.00,58.00
2026-06-04T03:56:00Z,43.00,58.00
2026-06-04T03:57:00Z,43.00,58.00
2026-06-04T04:00:00Z,43.00,58.00
2026-06-04T04:07:00Z,43.00,58.00
2026-06-04T04:10:00Z,44.00,58.00
2026-06-04T04:15:00Z,44.00,58.00
2026-06-04T04:16:00Z,44.00,58.00
2026-06-04T04:17:00Z,44.00,58.00
2026-06-04T04:19:00Z,44.00,58.00
2026-06-04T04:22:00Z,44.00,58.00
2026-06-04T04:23:00Z,44.00,58.00
2026-06-04T04:25:00Z,44.00,58.00
2026-06-04T04:29:00Z,44.00,58.00
2026-06-04T04:32:00Z,44.00,58.00
2026-06-04T04:33:00Z,44.00,58.00
2026-06-04T04:41:00Z,44.00,58.00
2026-06-04T04:45:00Z,44.00,58.00
2026-06-04T04:52:00Z,44.00,58.00
2026-06-04T05:03:00Z,44.00,58.00
2026-06-04T05:15:00Z,44.00,58.00
2026-06-04T05:42:00Z,44.00,58.00
2026-06-04T05:48:00Z,44.00,58.00
2026-06-04T05:54:00Z,44.00,58.00
2026-06-04T05:55:00Z,44.00,56.00
2026-06-04T06:01:00Z,44.00,56.00
2026-06-04T06:09:00Z,44.00,58.00
2026-06-04T06:11:00Z,44.00,58.00
2026-06-04T06:14:00Z,44.00,58.00
2026-06-04T06:23:00Z,44.00,58.00
2026-06-04T06:26:00Z,44.00,58.00
2026-06-04T06:29:00Z,44.00,58.00
2026-06-04T06:48:00Z,44.00,58.00
2026-06-04T07:00:00Z,44.68,58.00
2026-06-04T09:02:00Z,44.68,58.00
2026-06-04T09:05:00Z,44.68,58.00
2026-06-04T09:06:00Z,44.68,58.00
2026-06-04T09:16:00Z,44.68,58.00
2026-06-04T09:21:00Z,44.00,58.00
2026-06-04T09:38:00Z,44.00,58.00
2026-06-04T09:39:00Z,44.00,58.00
2026-06-04T09:40:00Z,44.00,58.00
2026-06-04T09:42:00Z,44.00,58.00
2026-06-04T10:18:00Z,44.00,58.00
2026-06-04T10:29:00Z,44.00,58.00
2026-06-04T10:41:00Z,44.00,58.00
2026-06-04T10:43:00Z,44.00,58.00
2026-06-04T10:47:00Z,44.00,58.00
2026-06-04T10:49:00Z,44.00,58.00
2026-06-04T10:53:00Z,44.00,58.00
2026-06-04T10:54:00Z,44.00,58.00
2026-06-04T10:55:00Z,44.00,58.00
2026-06-04T10:59:00Z,44.00,58.00
2026-06-04T11:00:00Z,44.00,58.00
2026-06-04T11:09:00Z,44.00,59.00
2026-06-04T11:11:00Z,44.00,59.00
2026-06-04T11:13:00Z,44.00,59.00
2026-06-04T11:15:00Z,44.00,59.00
2026-06-04T11:18:00Z,44.00,59.00
2026-06-04T11:19:00Z,44.49,59.00
2026-06-04T11:22:00Z,44.49,60.00
2026-06-04T11:26:00Z,44.49,60.00
2026-06-04T11:34:00Z,44.49,59.00
2026-06-04T11:36:00Z,43.00,59.00
2026-06-04T11:39:00Z,42.00,59.00
2026-06-04T11:45:00Z,44.00,59.00
2026-06-04T11:48:00Z,43.00,59.00
2026-06-04T11:49:00Z,43.00,59.00
2026-06-04T11:50:00Z,43.00,59.16
2026-06-04T11:51:00Z,42.05,59.16
2026-06-04T11:52:00Z,43.00,60.68
2026-06-04T11:53:00Z,43.00,59.00
2026-06-04T11:55:00Z,43.00,60.21
2026-06-04T11:56:00Z,40.00,60.21
2026-06-04T11:57:00Z,38.00,63.00
2026-06-04T11:58:00Z,41.28,60.36
2026-06-04T11:59:00Z,49.08,57.27
2026-06-04T12:00:00Z,38.95,59.13
2026-06-04T12:01:00Z,34.22,66.59
2026-06-04T12:02:00Z,39.95,61.00
2026-06-04T12:03:00Z,41.04,60.50
2026-06-04T12:04:00Z,36.94,63.85
2026-06-04T12:05:00Z,36.89,65.00
2026-06-04T12:06:00Z,39.15,62.11
2026-06-04T12:07:00Z,36.00,64.93
2026-06-04T12:08:00Z,40.61,61.38
2026-06-04T12:09:00Z,40.07,60.38
2026-06-04T12:10:00Z,37.00,63.06
