# event_ticker=KXATPMATCH-26FEB15DZUMAR
# final_score=0-6 7-6(5) 6-4
# score_resolution=0-6 7-6 6-4
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Pedro Martinez
# kalshi_date=2026-02-15
timestamp,Damir Dzumhur,Pedro Martinez
2026-02-17T12:03:00Z,,62.00
2026-02-17T12:28:00Z,,61.00
2026-02-17T12:39:00Z,,60.00
2026-02-17T13:17:00Z,,61.00
2026-02-17T13:18:00Z,,61.00
2026-02-17T13:48:00Z,,61.00
2026-02-17T14:08:00Z,,61.00
2026-02-17T14:14:00Z,,61.00
2026-02-17T14:32:00Z,,61.00
2026-02-17T14:42:00Z,,61.00
2026-02-17T15:17:00Z,,61.00
2026-02-17T15:18:00Z,,61.00
2026-02-17T16:04:00Z,40.00,61.00
2026-02-17T16:05:00Z,40.00,59.14
2026-02-17T16:12:00Z,40.00,60.00
2026-02-17T16:17:00Z,40.00,60.00
2026-02-17T16:19:00Z,40.00,60.00
2026-02-17T16:24:00Z,40.00,60.00
2026-02-17T16:28:00Z,40.00,61.00
2026-02-17T16:36:00Z,40.00,61.00
2026-02-17T17:01:00Z,40.00,60.00
2026-02-17T17:12:00Z,40.00,60.00
2026-02-17T17:22:00Z,41.48,60.00
2026-02-17T17:26:00Z,41.48,60.00
2026-02-17T17:27:00Z,41.48,60.00
2026-02-17T17:28:00Z,41.48,60.00
2026-02-17T17:29:00Z,41.48,60.00
2026-02-17T17:44:00Z,41.00,60.00
2026-02-17T17:52:00Z,41.00,60.00
2026-02-17T17:53:00Z,42.00,60.00
2026-02-17T17:55:00Z,42.00,60.00
2026-02-17T18:12:00Z,42.00,60.00
2026-02-17T18:13:00Z,42.00,60.00
2026-02-17T18:14:00Z,42.00,60.00
2026-02-17T18:23:00Z,42.00,60.00
2026-02-17T18:27:00Z,42.00,60.00
2026-02-17T18:33:00Z,42.00,60.00
2026-02-17T18:37:00Z,41.00,60.00
2026-02-17T18:54:00Z,41.00,60.00
2026-02-17T19:21:00Z,41.00,60.00
2026-02-17T19:28:00Z,41.00,60.00
2026-02-17T19:33:00Z,41.00,60.00
2026-02-17T19:53:00Z,41.00,60.00
2026-02-17T20:05:00Z,41.00,60.00
2026-02-17T20:17:00Z,41.00,60.00
2026-02-17T20:38:00Z,41.00,60.00
2026-02-17T20:46:00Z,41.00,60.00
2026-02-17T20:58:00Z,41.00,60.00
2026-02-17T21:04:00Z,41.00,60.00
2026-02-17T21:11:00Z,41.00,60.00
2026-02-17T21:25:00Z,41.00,60.00
2026-02-17T21:28:00Z,41.00,60.00
2026-02-17T21:29:00Z,41.00,60.00
2026-02-17T21:30:00Z,41.00,60.00
2026-02-17T21:33:00Z,41.00,60.00
2026-02-17T21:36:00Z,41.00,60.00
2026-02-17T21:37:00Z,41.00,60.00
2026-02-17T21:38:00Z,41.00,60.00
2026-02-17T21:39:00Z,41.00,60.00
2026-02-17T21:40:00Z,41.00,60.00
2026-02-17T21:41:00Z,41.00,59.00
2026-02-17T21:45:00Z,41.00,60.00
2026-02-17T21:46:00Z,41.00,60.00
2026-02-17T21:47:00Z,41.00,60.00
2026-02-17T21:48:00Z,42.00,60.00
2026-02-17T21:49:00Z,42.00,59.00
2026-02-17T21:50:00Z,42.00,59.00
2026-02-17T21:51:00Z,42.00,59.00
2026-02-17T21:52:00Z,42.00,59.00
2026-02-17T21:53:00Z,42.00,59.00
2026-02-17T21:55:00Z,42.00,59.00
2026-02-17T22:04:00Z,42.00,58.00
2026-02-17T22:06:00Z,42.00,58.00
2026-02-17T22:11:00Z,42.00,58.00
2026-02-17T22:12:00Z,42.00,58.00
2026-02-17T22:15:00Z,42.00,58.00
2026-02-17T22:16:00Z,42.00,58.00
2026-02-17T22:18:00Z,42.49,58.00
2026-02-17T22:19:00Z,43.00,58.00
2026-02-17T22:20:00Z,42.00,58.00
2026-02-17T22:21:00Z,43.00,58.00
2026-02-17T22:22:00Z,43.00,58.00
2026-02-17T22:23:00Z,43.00,58.00
2026-02-17T22:25:00Z,43.00,58.00
2026-02-17T22:26:00Z,43.00,58.00
2026-02-17T22:27:00Z,43.00,58.00
2026-02-17T22:28:00Z,42.00,58.00
2026-02-17T22:29:00Z,43.00,58.00
2026-02-17T22:30:00Z,43.44,58.00
2026-02-17T22:31:00Z,43.44,58.00
2026-02-17T22:33:00Z,43.44,58.00
2026-02-17T22:34:00Z,43.44,57.21
2026-02-17T22:35:00Z,43.00,58.00
2026-02-17T22:36:00Z,43.00,58.00
2026-02-17T22:38:00Z,43.00,58.00
2026-02-17T22:40:00Z,43.63,58.00
2026-02-17T22:41:00Z,42.00,58.00
2026-02-17T22:42:00Z,42.00,58.00
2026-02-17T22:43:00Z,42.00,58.00
