# event_ticker=KXATPCHALLENGERMATCH-26FEB20KOUBAS
# final_score=6-3 6-3
# match_winner=Moise Kouame
# fav_player=Moise Kouame
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-02-20
timestamp,Moise Kouame,Nishesh Basavareddy
2026-02-20T03:59:00Z,31.00,71.00
2026-02-20T04:12:00Z,31.00,70.00
2026-02-20T04:14:00Z,31.00,70.00
2026-02-20T04:16:00Z,31.00,69.00
2026-02-20T04:46:00Z,31.00,69.00
2026-02-20T04:47:00Z,31.00,69.00
2026-02-20T04:50:00Z,31.00,69.00
2026-02-20T04:56:00Z,31.00,69.00
2026-02-20T04:58:00Z,34.00,69.00
2026-02-20T05:05:00Z,34.00,69.00
2026-02-20T05:21:00Z,34.00,69.00
2026-02-20T05:32:00Z,34.00,69.00
2026-02-20T05:43:00Z,34.00,69.00
2026-02-20T06:14:00Z,34.00,69.00
2026-02-20T06:21:00Z,34.00,67.58
2026-02-20T06:26:00Z,34.00,69.00
2026-02-20T06:35:00Z,34.00,69.00
2026-02-20T06:42:00Z,34.00,69.00
2026-02-20T06:55:00Z,34.00,69.00
2026-02-20T06:58:00Z,34.00,69.00
2026-02-20T07:01:00Z,34.00,70.00
2026-02-20T07:03:00Z,34.00,70.00
2026-02-20T07:15:00Z,34.00,70.00
2026-02-20T07:35:00Z,32.00,70.00
2026-02-20T08:03:00Z,32.00,69.00
2026-02-20T08:10:00Z,32.00,70.00
2026-02-20T08:14:00Z,32.00,70.00
2026-02-20T08:26:00Z,32.00,70.00
2026-02-20T08:38:00Z,32.00,70.00
2026-02-20T08:43:00Z,32.00,70.00
2026-02-20T08:51:00Z,32.00,69.00
2026-02-20T09:04:00Z,32.00,69.00
2026-02-20T09:15:00Z,32.00,69.00
2026-02-20T09:21:00Z,32.00,71.00
2026-02-20T09:29:00Z,31.44,71.00
2026-02-20T09:41:00Z,31.44,70.00
2026-02-20T09:54:00Z,31.44,70.00
2026-02-20T09:59:00Z,32.00,70.00
2026-02-20T10:52:00Z,32.00,69.00
2026-02-20T11:14:00Z,33.00,68.00
2026-02-20T11:21:00Z,33.00,68.00
2026-02-20T11:23:00Z,33.00,68.00
2026-02-20T11:29:00Z,33.00,68.00
2026-02-20T11:40:00Z,33.00,68.00
2026-02-20T11:41:00Z,33.00,68.00
2026-02-20T11:45:00Z,33.00,68.00
2026-02-20T11:51:00Z,33.00,68.00
2026-02-20T11:52:00Z,33.00,68.00
2026-02-20T11:57:00Z,33.00,68.00
2026-02-20T12:05:00Z,33.00,68.00
2026-02-20T12:06:00Z,33.00,68.00
2026-02-20T12:19:00Z,33.00,69.00
2026-02-20T12:26:00Z,33.00,69.00
2026-02-20T12:27:00Z,33.00,69.00
2026-02-20T12:40:00Z,33.00,69.00
2026-02-20T12:43:00Z,33.00,69.00
2026-02-20T12:44:00Z,33.00,69.00
2026-02-20T12:45:00Z,32.00,69.00
2026-02-20T12:48:00Z,32.00,69.00
2026-02-20T12:55:00Z,32.00,70.00
2026-02-20T13:05:00Z,32.00,70.00
2026-02-20T13:08:00Z,32.00,70.00
2026-02-20T13:10:00Z,31.00,70.00
2026-02-20T13:15:00Z,31.00,70.00
2026-02-20T13:25:00Z,31.00,70.00
2026-02-20T13:29:00Z,31.00,70.00
2026-02-20T13:32:00Z,31.00,70.00
2026-02-20T13:35:00Z,31.00,70.00
2026-02-20T13:36:00Z,31.00,70.00
2026-02-20T13:39:00Z,31.00,70.00
2026-02-20T13:40:00Z,31.00,70.00
2026-02-20T13:47:00Z,31.00,70.00
2026-02-20T13:48:00Z,31.00,70.00
2026-02-20T13:50:00Z,32.00,70.00
2026-02-20T13:59:00Z,32.00,70.00
2026-02-20T14:00:00Z,32.00,70.00
2026-02-20T14:01:00Z,32.00,70.00
2026-02-20T14:02:00Z,32.00,70.00
2026-02-20T14:03:00Z,32.00,70.00
2026-02-20T14:07:00Z,32.61,67.08
2026-02-20T14:12:00Z,32.61,67.00
2026-02-20T14:13:00Z,32.61,67.00
