# event_ticker=KXATPCHALLENGERMATCH-26FEB27BLAGAS
# final_score=6-4 6-1
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Ugo Blanchet
# kalshi_date=2026-02-27
timestamp,Hugo Gaston,Ugo Blanchet
2026-02-27T08:21:00Z,65.00,
2026-02-27T09:02:00Z,65.76,
2026-02-27T09:37:00Z,65.00,
2026-02-27T09:57:00Z,65.00,
2026-02-27T10:14:00Z,65.00,37.00
2026-02-27T10:49:00Z,65.00,41.00
2026-02-27T11:38:00Z,62.00,41.00
2026-02-27T11:43:00Z,62.00,40.00
2026-02-27T11:56:00Z,62.00,40.00
2026-02-27T12:04:00Z,62.00,38.00
2026-02-27T12:07:00Z,62.00,38.00
2026-02-27T12:27:00Z,62.00,38.00
2026-02-27T13:35:00Z,62.00,40.00
2026-02-27T13:55:00Z,62.00,40.00
2026-02-27T14:26:00Z,62.00,40.00
2026-02-27T14:36:00Z,62.00,40.00
2026-02-27T14:39:00Z,62.00,40.00
2026-02-27T14:46:00Z,62.00,40.00
2026-02-27T14:48:00Z,62.00,40.00
2026-02-27T14:53:00Z,62.00,40.00
2026-02-27T14:55:00Z,62.00,40.00
2026-02-27T14:59:00Z,62.00,40.00
2026-02-27T15:02:00Z,62.00,40.00
2026-02-27T15:03:00Z,62.00,38.00
2026-02-27T15:08:00Z,62.00,40.00
2026-02-27T15:09:00Z,62.00,38.00
2026-02-27T15:10:00Z,62.00,38.00
2026-02-27T15:11:00Z,62.00,38.00
2026-02-27T15:16:00Z,62.00,38.00
2026-02-27T15:19:00Z,62.00,40.00
2026-02-27T15:20:00Z,62.00,40.00
2026-02-27T15:22:00Z,62.00,40.00
2026-02-27T15:23:00Z,62.00,40.00
2026-02-27T15:26:00Z,62.00,40.00
2026-02-27T15:43:00Z,62.00,40.00
2026-02-27T15:45:00Z,62.00,40.00
2026-02-27T15:46:00Z,62.00,40.00
2026-02-27T15:48:00Z,62.00,40.00
2026-02-27T15:49:00Z,62.00,40.00
2026-02-27T15:52:00Z,62.00,40.00
2026-02-27T15:54:00Z,62.00,40.00
2026-02-27T16:04:00Z,60.00,40.00
2026-02-27T16:06:00Z,60.00,40.00
2026-02-27T16:07:00Z,62.00,40.00
