# event_ticker=KXATPCHALLENGERMATCH-26APR28ALBCAM
# final_score=2-6 6-1 7-5
# score_resolution=6-2 1-6 5-7
# match_winner=Gerard Campana Lee
# fav_player=Radu Albot
# dog_player=Gerard Campana Lee
# kalshi_date=2026-04-28
timestamp,Radu Albot,Gerard Campana Lee
2026-04-27T21:08:00Z,63.28,40.00
2026-04-27T21:13:00Z,56.00,40.00
2026-04-27T21:38:00Z,60.00,40.00
2026-04-27T21:50:00Z,56.00,40.00
2026-04-28T00:21:00Z,62.00,40.00
2026-04-28T01:01:00Z,61.00,40.00
2026-04-28T01:03:00Z,61.00,46.00
2026-04-28T02:40:00Z,60.62,46.00
2026-04-28T04:54:00Z,60.62,43.28
2026-04-28T05:27:00Z,60.00,43.28
2026-04-28T05:29:00Z,60.00,43.28
2026-04-28T05:34:00Z,57.00,43.28
2026-04-28T05:37:00Z,57.00,43.28
2026-04-28T05:48:00Z,57.00,43.28
2026-04-28T05:52:00Z,57.00,43.28
2026-04-28T05:55:00Z,57.00,43.28
2026-04-28T06:01:00Z,57.00,43.28
2026-04-28T06:12:00Z,60.28,43.28
2026-04-28T06:21:00Z,63.80,43.28
2026-04-28T06:29:00Z,61.00,43.28
2026-04-28T06:30:00Z,61.00,43.00
2026-04-28T06:33:00Z,60.00,43.00
2026-04-28T06:43:00Z,60.00,43.00
2026-04-28T06:44:00Z,60.00,43.00
2026-04-28T06:46:00Z,60.00,43.00
2026-04-28T06:54:00Z,61.00,43.00
2026-04-28T07:02:00Z,62.00,43.00
2026-04-28T07:03:00Z,62.40,43.00
2026-04-28T07:14:00Z,62.00,43.00
2026-04-28T07:20:00Z,62.53,43.00
2026-04-28T07:25:00Z,63.00,43.00
2026-04-28T07:26:00Z,63.00,39.00
2026-04-28T07:35:00Z,63.00,42.12
2026-04-28T07:45:00Z,63.00,42.12
2026-04-28T07:49:00Z,63.00,42.12
2026-04-28T07:50:00Z,63.00,42.12
2026-04-28T08:11:00Z,60.00,42.12
2026-04-28T08:12:00Z,59.31,44.41
2026-04-28T08:17:00Z,59.31,46.09
2026-04-28T08:26:00Z,60.90,41.00
2026-04-28T08:29:00Z,60.90,49.67
2026-04-28T08:37:00Z,60.83,42.00
2026-04-28T08:40:00Z,58.05,49.31
2026-04-28T08:41:00Z,58.05,42.00
2026-04-28T08:43:00Z,65.45,40.26
2026-04-28T08:44:00Z,60.00,40.00
2026-04-28T08:45:00Z,61.37,40.94
2026-04-28T08:46:00Z,59.02,41.90
2026-04-28T08:47:00Z,63.68,39.51
2026-04-28T08:48:00Z,66.00,36.81
2026-04-28T08:49:00Z,67.48,36.81
2026-04-28T08:50:00Z,68.00,34.00
2026-04-28T08:52:00Z,68.00,34.00
2026-04-28T08:53:00Z,69.27,32.00
2026-04-28T08:54:00Z,69.27,34.09
2026-04-28T08:55:00Z,65.50,34.86
2026-04-28T08:56:00Z,67.00,34.86
2026-04-28T08:57:00Z,67.00,34.33
2026-04-28T08:58:00Z,68.00,35.00
2026-04-28T08:59:00Z,68.00,32.92
2026-04-28T09:00:00Z,63.60,36.84
2026-04-28T09:01:00Z,63.00,37.00
2026-04-28T09:02:00Z,66.33,32.14
2026-04-28T09:03:00Z,69.39,32.14
2026-04-28T09:04:00Z,70.90,34.00
2026-04-28T09:05:00Z,70.49,34.00
2026-04-28T09:06:00Z,71.55,31.70
2026-04-28T09:07:00Z,66.37,35.44
2026-04-28T09:08:00Z,72.39,32.81
2026-04-28T09:09:00Z,73.00,27.49
2026-04-28T09:10:00Z,75.07,27.49
2026-04-28T09:11:00Z,75.00,27.49
2026-04-28T09:12:00Z,76.00,24.00
2026-04-28T09:13:00Z,76.00,23.00
2026-04-28T09:14:00Z,77.82,22.31
2026-04-28T09:15:00Z,81.41,18.81
2026-04-28T09:16:00Z,85.25,15.80
2026-04-28T09:17:00Z,85.14,13.11
2026-04-28T09:18:00Z,92.69,8.83
2026-04-28T09:19:00Z,88.00,8.83
2026-04-28T09:20:00Z,85.03,13.61
2026-04-28T09:21:00Z,88.00,12.56
2026-04-28T09:22:00Z,85.50,15.40
2026-04-28T09:24:00Z,85.50,19.00
2026-04-28T09:25:00Z,83.00,19.00
2026-04-28T09:27:00Z,82.03,16.38
2026-04-28T09:28:00Z,81.28,16.00
2026-04-28T09:29:00Z,83.00,16.00
2026-04-28T09:30:00Z,83.00,17.28
2026-04-28T09:31:00Z,83.00,19.00
2026-04-28T09:32:00Z,83.00,19.00
2026-04-28T09:33:00Z,83.00,19.00
2026-04-28T09:34:00Z,83.00,19.00
2026-04-28T09:35:00Z,83.28,18.00
2026-04-28T09:36:00Z,83.26,20.61
2026-04-28T09:38:00Z,77.24,23.00
2026-04-28T09:39:00Z,78.25,23.00
2026-04-28T09:40:00Z,80.00,23.00
2026-04-28T09:41:00Z,82.05,23.00
2026-04-28T09:42:00Z,82.64,22.00
2026-04-28T09:43:00Z,83.00,22.48
2026-04-28T09:44:00Z,83.00,21.00
2026-04-28T09:45:00Z,83.00,20.55
2026-04-28T09:46:00Z,73.70,24.43
2026-04-28T09:47:00Z,78.00,24.43
2026-04-28T09:48:00Z,75.48,24.01
2026-04-28T09:49:00Z,75.64,26.47
2026-04-28T09:50:00Z,69.34,28.58
2026-04-28T09:51:00Z,65.19,31.50
2026-04-28T09:52:00Z,69.00,32.00
2026-04-28T09:53:00Z,64.14,36.29
2026-04-28T09:54:00Z,64.21,37.44
2026-04-28T09:55:00Z,63.00,39.29
2026-04-28T09:56:00Z,59.76,41.00
2026-04-28T09:57:00Z,59.76,42.00
2026-04-28T09:58:00Z,62.81,42.20
2026-04-28T09:59:00Z,58.34,38.48
2026-04-28T10:00:00Z,59.00,40.57
2026-04-28T10:01:00Z,58.64,40.00
2026-04-28T10:02:00Z,57.90,43.03
2026-04-28T10:03:00Z,57.90,44.00
2026-04-28T10:04:00Z,59.00,44.00
2026-04-28T10:05:00Z,55.77,44.20
2026-04-28T10:06:00Z,56.91,44.55
2026-04-28T10:07:00Z,56.98,46.00
2026-04-28T10:08:00Z,57.00,46.00
2026-04-28T10:09:00Z,57.00,46.00
2026-04-28T10:11:00Z,56.78,46.00
2026-04-28T10:12:00Z,57.00,46.00
2026-04-28T10:13:00Z,57.00,46.00
2026-04-28T10:14:00Z,57.66,44.11
2026-04-28T10:15:00Z,60.47,44.63
2026-04-28T10:16:00Z,55.26,46.52
2026-04-28T10:17:00Z,50.20,47.90
2026-04-28T10:18:00Z,50.73,50.39
2026-04-28T10:19:00Z,51.00,48.17
2026-04-28T10:21:00Z,53.00,50.00
2026-04-28T10:22:00Z,55.04,47.00
2026-04-28T10:23:00Z,61.53,39.65
2026-04-28T10:24:00Z,67.50,32.56
2026-04-28T10:25:00Z,80.80,25.66
2026-04-28T10:26:00Z,78.05,21.29
2026-04-28T10:27:00Z,74.96,21.93
2026-04-28T10:28:00Z,71.02,28.00
2026-04-28T10:29:00Z,71.02,28.76
2026-04-28T10:30:00Z,60.29,38.86
2026-04-28T10:31:00Z,51.03,51.11
2026-04-28T10:32:00Z,52.05,50.09
2026-04-28T10:33:00Z,47.37,54.96
2026-04-28T10:34:00Z,36.74,59.86
2026-04-28T10:35:00Z,44.00,60.00
2026-04-28T10:36:00Z,36.36,64.73
2026-04-28T10:37:00Z,33.25,70.88
2026-04-28T10:38:00Z,29.95,70.00
2026-04-28T10:39:00Z,17.64,78.82
2026-04-28T10:40:00Z,15.46,84.55
2026-04-28T10:41:00Z,11.79,91.21
2026-04-28T10:42:00Z,14.31,89.31
2026-04-28T10:43:00Z,22.34,79.74
2026-04-28T10:44:00Z,34.59,65.82
2026-04-28T10:45:00Z,37.47,63.00
2026-04-28T10:46:00Z,37.97,59.99
2026-04-28T10:47:00Z,41.61,60.59
2026-04-28T10:48:00Z,46.05,45.43
2026-04-28T10:49:00Z,44.88,59.55
2026-04-28T10:50:00Z,32.09,67.42
2026-04-28T10:51:00Z,32.59,65.83
2026-04-28T10:52:00Z,39.56,66.68
2026-04-28T10:53:00Z,36.19,64.60
2026-04-28T10:54:00Z,34.04,71.68
2026-04-28T10:55:00Z,44.87,57.88
2026-04-28T10:56:00Z,48.90,52.59
2026-04-28T10:57:00Z,48.11,54.00
2026-04-28T10:58:00Z,48.23,53.90
2026-04-28T10:59:00Z,42.47,58.99
2026-04-28T11:00:00Z,39.65,61.31
2026-04-28T11:01:00Z,39.79,64.27
2026-04-28T11:02:00Z,45.61,57.59
2026-04-28T11:03:00Z,33.40,68.99
2026-04-28T11:04:00Z,42.87,61.91
2026-04-28T11:05:00Z,44.42,55.88
2026-04-28T11:06:00Z,49.90,52.82
2026-04-28T11:07:00Z,59.62,44.04
2026-04-28T11:08:00Z,47.88,53.19
2026-04-28T11:09:00Z,44.02,56.47
2026-04-28T11:10:00Z,42.18,55.79
2026-04-28T11:11:00Z,37.83,64.03
2026-04-28T11:12:00Z,26.00,79.41
2026-04-28T11:13:00Z,12.20,87.25
2026-04-28T11:14:00Z,1.43,98.74
2026-04-28T11:15:00Z,1.00,99.00
2026-04-28T11:16:00Z,1.00,99.00
2026-04-28T11:17:00Z,1.00,99.00
2026-04-28T11:18:00Z,1.00,99.00
2026-04-28T11:19:00Z,1.00,99.00
2026-04-28T11:20:00Z,1.00,99.00
2026-04-28T11:21:00Z,1.00,99.00
2026-04-28T11:22:00Z,1.00,99.00
2026-04-28T11:23:00Z,1.00,99.00
