# event_ticker=KXATPMATCH-26APR12MARTSI
# final_score=3-6 7-6(5) 6-4
# score_resolution=3-6 7-6 6-4
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-04-12
timestamp,Fabian Marozsan,Stefanos Tsitsipas
2026-04-15T01:51:00Z,41.93,58.54
2026-04-15T01:52:00Z,41.04,58.77
2026-04-15T01:53:00Z,41.15,56.23
2026-04-15T01:54:00Z,41.15,58.15
2026-04-15T01:55:00Z,41.04,56.00
2026-04-15T01:56:00Z,42.92,57.14
2026-04-15T01:57:00Z,42.00,56.28
2026-04-15T01:58:00Z,42.61,56.37
2026-04-15T01:59:00Z,42.61,56.01
2026-04-15T02:00:00Z,42.61,57.57
2026-04-15T02:01:00Z,42.00,56.33
2026-04-15T02:02:00Z,42.00,58.34
2026-04-15T02:03:00Z,42.27,56.26
2026-04-15T02:04:00Z,42.44,59.00
2026-04-15T02:05:00Z,43.00,56.30
2026-04-15T02:06:00Z,43.00,56.71
2026-04-15T02:07:00Z,42.63,59.00
2026-04-15T02:08:00Z,43.00,59.00
2026-04-15T02:09:00Z,43.00,56.03
2026-04-15T02:10:00Z,42.00,59.00
2026-04-15T02:11:00Z,43.00,56.44
2026-04-15T02:12:00Z,42.11,57.97
2026-04-15T02:13:00Z,42.67,56.40
2026-04-15T02:14:00Z,42.67,56.25
2026-04-15T02:15:00Z,41.29,56.00
2026-04-15T02:16:00Z,42.09,57.05
2026-04-15T02:17:00Z,43.00,57.98
2026-04-15T02:18:00Z,43.85,57.60
2026-04-15T02:19:00Z,43.32,57.99
2026-04-15T02:20:00Z,42.76,57.00
2026-04-15T02:21:00Z,42.20,58.00
2026-04-15T02:22:00Z,42.00,56.62
2026-04-15T02:23:00Z,42.00,58.00
2026-04-15T02:24:00Z,42.01,56.64
2026-04-15T02:25:00Z,42.00,57.86
2026-04-15T02:26:00Z,42.31,58.75
2026-04-15T02:27:00Z,43.00,58.16
2026-04-15T02:28:00Z,41.87,59.00
2026-04-15T02:29:00Z,42.72,58.67
2026-04-15T02:30:00Z,41.00,58.19
2026-04-15T02:31:00Z,41.68,58.73
2026-04-15T02:32:00Z,42.99,56.20
2026-04-15T02:33:00Z,43.00,56.09
2026-04-15T02:34:00Z,43.00,58.18
2026-04-15T02:35:00Z,43.00,59.00
2026-04-15T02:36:00Z,43.00,56.13
2026-04-15T02:37:00Z,41.00,56.08
2026-04-15T02:38:00Z,41.00,58.51
2026-04-15T02:39:00Z,43.57,58.95
2026-04-15T02:40:00Z,43.18,57.93
2026-04-15T02:41:00Z,41.01,56.64
2026-04-15T02:42:00Z,41.19,56.76
2026-04-15T02:43:00Z,41.38,57.87
2026-04-15T02:44:00Z,43.00,56.10
2026-04-15T02:45:00Z,43.00,57.77
2026-04-15T02:46:00Z,42.96,58.00
2026-04-15T02:47:00Z,42.96,56.23
2026-04-15T02:48:00Z,43.00,57.98
2026-04-15T02:49:00Z,41.22,58.00
2026-04-15T02:50:00Z,41.00,57.17
2026-04-15T02:51:00Z,43.00,56.18
2026-04-15T02:52:00Z,42.04,56.35
2026-04-15T02:53:00Z,43.00,56.15
2026-04-15T02:54:00Z,41.00,58.00
2026-04-15T02:55:00Z,43.00,56.35
2026-04-15T02:56:00Z,42.82,56.39
2026-04-15T02:57:00Z,43.00,58.00
2026-04-15T02:58:00Z,43.00,58.00
2026-04-15T02:59:00Z,42.60,56.12
2026-04-15T03:00:00Z,43.00,57.69
2026-04-15T03:01:00Z,42.48,58.00
2026-04-15T03:02:00Z,41.33,57.93
2026-04-15T03:03:00Z,41.08,58.00
2026-04-15T03:04:00Z,41.05,57.07
2026-04-15T03:05:00Z,41.17,57.36
2026-04-15T03:06:00Z,41.42,56.84
2026-04-15T03:07:00Z,43.00,58.00
2026-04-15T03:08:00Z,42.47,58.00
2026-04-15T03:09:00Z,43.00,58.00
2026-04-15T03:10:00Z,43.00,57.66
2026-04-15T03:11:00Z,42.69,58.00
2026-04-15T03:12:00Z,41.33,56.03
2026-04-15T03:13:00Z,41.98,56.00
2026-04-15T03:14:00Z,41.98,57.01
2026-04-15T03:15:00Z,42.75,57.23
2026-04-15T03:16:00Z,43.00,57.92
2026-04-15T03:17:00Z,42.98,57.05
2026-04-15T03:18:00Z,43.00,58.00
2026-04-15T03:19:00Z,43.00,57.31
2026-04-15T03:20:00Z,41.06,57.97
2026-04-15T03:21:00Z,43.00,57.95
2026-04-15T03:22:00Z,42.83,57.18
2026-04-15T03:23:00Z,43.00,58.00
2026-04-15T03:24:00Z,43.00,58.00
2026-04-15T03:25:00Z,42.88,57.47
2026-04-15T03:26:00Z,42.88,58.00
2026-04-15T03:27:00Z,42.88,57.16
2026-04-15T03:28:00Z,43.00,58.00
2026-04-15T03:29:00Z,42.61,57.83
2026-04-15T03:30:00Z,43.00,58.00
2026-04-15T03:31:00Z,43.00,57.24
2026-04-15T03:32:00Z,43.00,57.26
2026-04-15T03:33:00Z,43.00,58.00
2026-04-15T03:34:00Z,43.00,57.91
2026-04-15T03:35:00Z,43.00,57.87
2026-04-15T03:36:00Z,43.00,57.87
2026-04-15T03:37:00Z,43.00,58.00
2026-04-15T03:38:00Z,43.00,58.00
2026-04-15T03:39:00Z,43.00,58.00
2026-04-15T03:40:00Z,41.14,57.00
2026-04-15T03:41:00Z,41.07,57.88
2026-04-15T03:42:00Z,42.57,57.03
2026-04-15T03:43:00Z,41.00,57.21
2026-04-15T03:44:00Z,41.00,57.04
2026-04-15T03:45:00Z,41.00,57.11
2026-04-15T03:47:00Z,43.00,57.00
2026-04-15T03:48:00Z,43.00,58.00
2026-04-15T03:49:00Z,43.00,57.00
2026-04-15T03:50:00Z,41.79,57.84
2026-04-15T03:51:00Z,43.00,57.54
2026-04-15T03:52:00Z,43.00,57.94
2026-04-15T03:53:00Z,41.00,56.27
2026-04-15T03:54:00Z,41.14,58.00
2026-04-15T03:55:00Z,42.00,57.90
2026-04-15T03:56:00Z,43.00,57.91
2026-04-15T03:58:00Z,42.00,58.00
2026-04-15T03:59:00Z,42.00,58.00
2026-04-15T04:00:00Z,43.00,56.01
2026-04-15T04:01:00Z,43.00,56.26
2026-04-15T04:02:00Z,43.00,58.00
2026-04-15T04:04:00Z,43.00,58.00
2026-04-15T04:05:00Z,42.00,57.28
2026-04-15T04:06:00Z,42.75,57.88
2026-04-15T04:07:00Z,42.00,58.00
2026-04-15T04:08:00Z,42.00,58.00
2026-04-15T04:09:00Z,43.00,58.00
2026-04-15T04:10:00Z,42.41,58.00
2026-04-15T04:11:00Z,43.00,57.65
2026-04-15T04:12:00Z,43.00,57.27
2026-04-15T04:13:00Z,43.00,56.48
2026-04-15T04:14:00Z,43.00,58.00
2026-04-15T04:15:00Z,42.98,56.09
2026-04-15T04:16:00Z,43.00,57.03
2026-04-15T04:17:00Z,42.83,57.03
2026-04-15T04:18:00Z,43.00,57.65
2026-04-15T04:19:00Z,42.40,57.91
2026-04-15T04:20:00Z,43.00,58.00
2026-04-15T04:21:00Z,42.41,56.26
2026-04-15T04:22:00Z,42.65,57.43
2026-04-15T04:23:00Z,42.50,57.81
2026-04-15T04:24:00Z,43.00,58.00
2026-04-15T04:25:00Z,42.78,58.00
2026-04-15T04:26:00Z,42.25,58.00
2026-04-15T04:27:00Z,42.29,57.57
2026-04-15T04:28:00Z,42.98,56.00
2026-04-15T04:29:00Z,42.98,56.00
2026-04-15T04:30:00Z,42.58,56.00
2026-04-15T04:31:00Z,42.00,57.09
2026-04-15T04:32:00Z,42.12,58.00
2026-04-15T04:33:00Z,42.29,58.00
2026-04-15T04:34:00Z,42.82,58.00
2026-04-15T04:35:00Z,43.00,58.00
2026-04-15T04:36:00Z,42.00,58.00
2026-04-15T04:37:00Z,42.00,58.00
2026-04-15T04:38:00Z,42.00,57.55
2026-04-15T04:39:00Z,42.00,56.05
2026-04-15T04:40:00Z,42.00,58.00
2026-04-15T04:41:00Z,43.00,58.00
2026-04-15T04:42:00Z,42.00,57.49
2026-04-15T04:43:00Z,42.98,58.00
2026-04-15T04:44:00Z,42.58,58.00
2026-04-15T04:45:00Z,43.00,57.72
2026-04-15T04:46:00Z,43.00,57.01
2026-04-15T04:47:00Z,43.00,56.07
2026-04-15T04:48:00Z,42.03,57.99
2026-04-15T04:49:00Z,42.93,58.43
2026-04-15T04:50:00Z,42.57,58.93
2026-04-15T04:51:00Z,41.22,59.68
2026-04-15T04:52:00Z,41.05,59.76
2026-04-15T04:53:00Z,41.73,58.83
2026-04-15T04:54:00Z,41.95,60.33
2026-04-15T04:55:00Z,41.98,61.41
2026-04-15T04:56:00Z,41.84,59.99
2026-04-15T04:57:00Z,41.21,59.96
2026-04-15T04:58:00Z,41.99,60.14
2026-04-15T04:59:00Z,41.52,60.46
2026-04-15T05:00:00Z,41.45,59.07
2026-04-15T05:01:00Z,42.00,59.88
2026-04-15T05:02:00Z,41.99,59.91
2026-04-15T05:03:00Z,42.00,57.87
2026-04-15T05:04:00Z,41.87,59.24
2026-04-15T05:05:00Z,42.00,59.75
2026-04-15T05:06:00Z,42.00,57.00
2026-04-15T05:07:00Z,42.51,57.75
2026-04-15T05:08:00Z,42.25,58.94
2026-04-15T05:09:00Z,43.00,58.89
2026-04-15T05:10:00Z,43.00,58.30
2026-04-15T05:11:00Z,42.75,57.39
2026-04-15T05:12:00Z,42.08,56.06
2026-04-15T05:13:00Z,43.00,58.24
2026-04-15T05:14:00Z,42.97,59.00
2026-04-15T05:15:00Z,43.00,56.27
2026-04-15T05:16:00Z,42.00,57.13
2026-04-15T05:17:00Z,42.99,59.00
2026-04-15T05:18:00Z,43.93,58.19
2026-04-15T05:19:00Z,43.35,58.15
2026-04-15T05:20:00Z,43.88,57.86
2026-04-15T05:21:00Z,42.02,58.04
2026-04-15T05:22:00Z,42.53,56.16
2026-04-15T05:23:00Z,42.55,56.72
2026-04-15T05:24:00Z,42.90,57.87
2026-04-15T05:25:00Z,43.00,56.95
2026-04-15T05:26:00Z,42.00,57.49
2026-04-15T05:27:00Z,43.00,57.80
2026-04-15T05:28:00Z,43.00,58.00
2026-04-15T05:29:00Z,43.00,58.00
2026-04-15T05:30:00Z,43.00,56.28
2026-04-15T05:31:00Z,42.18,57.54
2026-04-15T05:32:00Z,43.83,57.94
2026-04-15T05:33:00Z,43.83,56.04
2026-04-15T05:34:00Z,42.84,58.00
2026-04-15T05:35:00Z,44.00,58.00
2026-04-15T05:36:00Z,43.37,56.64
2026-04-15T05:37:00Z,43.37,58.00
2026-04-15T05:38:00Z,43.64,57.68
2026-04-15T05:39:00Z,42.91,57.48
2026-04-15T05:40:00Z,41.00,57.93
2026-04-15T05:41:00Z,41.00,57.97
2026-04-15T05:42:00Z,43.85,56.03
2026-04-15T05:43:00Z,44.00,58.00
2026-04-15T05:44:00Z,44.00,57.89
2026-04-15T05:45:00Z,44.00,58.00
2026-04-15T05:46:00Z,44.00,57.98
2026-04-15T05:47:00Z,43.99,58.00
2026-04-15T05:48:00Z,41.93,58.00
2026-04-15T05:49:00Z,42.88,57.68
2026-04-15T05:50:00Z,43.44,58.00
2026-04-15T05:51:00Z,42.71,58.00
2026-04-15T05:52:00Z,43.00,58.00
2026-04-15T05:53:00Z,43.00,57.89
2026-04-15T05:54:00Z,42.39,56.35
2026-04-15T05:55:00Z,43.00,57.75
2026-04-15T05:56:00Z,43.00,57.38
2026-04-15T05:57:00Z,42.98,57.98
2026-04-15T05:58:00Z,41.41,57.99
2026-04-15T05:59:00Z,41.21,57.95
2026-04-15T06:00:00Z,40.89,58.00
2026-04-15T06:01:00Z,40.89,57.24
2026-04-15T06:02:00Z,43.00,58.00
2026-04-15T06:03:00Z,43.00,58.00
2026-04-15T06:04:00Z,43.00,58.00
2026-04-15T06:05:00Z,43.00,58.00
2026-04-15T06:06:00Z,43.00,58.00
2026-04-15T06:07:00Z,42.56,56.29
2026-04-15T06:08:00Z,43.00,57.81
2026-04-15T06:09:00Z,42.89,58.00
2026-04-15T06:10:00Z,42.16,58.00
2026-04-15T06:11:00Z,42.96,58.00
2026-04-15T06:12:00Z,42.00,57.00
2026-04-15T06:13:00Z,42.72,58.00
2026-04-15T06:14:00Z,42.91,57.55
2026-04-15T06:15:00Z,43.00,58.00
2026-04-15T06:16:00Z,42.84,58.00
2026-04-15T06:17:00Z,43.00,57.34
2026-04-15T06:18:00Z,43.00,58.00
2026-04-15T06:19:00Z,42.73,57.03
2026-04-15T06:20:00Z,43.00,58.00
2026-04-15T06:21:00Z,43.00,58.00
2026-04-15T06:22:00Z,42.21,58.00
2026-04-15T06:23:00Z,43.00,58.00
2026-04-15T06:24:00Z,42.20,58.00
2026-04-15T06:25:00Z,42.94,57.05
2026-04-15T06:26:00Z,42.94,58.00
2026-04-15T06:27:00Z,42.94,58.00
2026-04-15T06:28:00Z,42.20,57.87
2026-04-15T06:29:00Z,43.00,57.52
2026-04-15T06:30:00Z,42.22,57.89
2026-04-15T06:31:00Z,43.00,58.00
2026-04-15T06:32:00Z,42.00,58.00
2026-04-15T06:33:00Z,42.00,57.37
2026-04-15T06:34:00Z,42.01,58.00
2026-04-15T06:35:00Z,42.00,58.00
2026-04-15T06:36:00Z,42.50,58.00
2026-04-15T06:37:00Z,43.00,57.03
2026-04-15T06:38:00Z,43.00,58.00
2026-04-15T06:39:00Z,41.20,58.00
2026-04-15T06:40:00Z,41.07,57.76
2026-04-15T06:41:00Z,42.12,57.08
2026-04-15T06:42:00Z,41.17,57.07
2026-04-15T06:43:00Z,43.00,57.09
2026-04-15T06:44:00Z,43.00,58.00
2026-04-15T06:45:00Z,40.11,57.31
2026-04-15T06:46:00Z,43.00,58.00
2026-04-15T06:47:00Z,43.00,57.24
2026-04-15T06:48:00Z,43.00,58.00
2026-04-15T06:49:00Z,43.00,58.00
2026-04-15T06:50:00Z,43.00,57.94
2026-04-15T06:51:00Z,43.00,58.00
2026-04-15T06:52:00Z,40.00,57.62
