# event_ticker=KXATPMATCH-26APR12MARTSI
# final_score=3-6 7-6(5) 6-4
# score_resolution=3-6 7-6 6-4
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-04-12
timestamp,Fabian Marozsan,Stefanos Tsitsipas
2026-04-14T20:56:00Z,42.01,57.58
2026-04-14T20:57:00Z,44.00,56.20
2026-04-14T20:58:00Z,42.04,58.00
2026-04-14T20:59:00Z,44.00,56.63
2026-04-14T21:00:00Z,42.82,57.67
2026-04-14T21:01:00Z,41.81,56.58
2026-04-14T21:02:00Z,42.97,57.67
2026-04-14T21:03:00Z,41.16,57.26
2026-04-14T21:04:00Z,43.61,57.63
2026-04-14T21:05:00Z,43.79,57.82
2026-04-14T21:06:00Z,43.02,57.60
2026-04-14T21:07:00Z,41.52,58.05
2026-04-14T21:08:00Z,41.47,57.97
2026-04-14T21:09:00Z,42.61,58.25
2026-04-14T21:10:00Z,42.52,58.40
2026-04-14T21:11:00Z,43.01,58.25
2026-04-14T21:12:00Z,42.35,58.20
2026-04-14T21:13:00Z,41.40,58.22
2026-04-14T21:14:00Z,42.74,57.94
2026-04-14T21:15:00Z,41.82,57.85
2026-04-14T21:16:00Z,42.96,57.21
2026-04-14T21:17:00Z,42.79,57.97
2026-04-14T21:18:00Z,41.15,58.10
2026-04-14T21:19:00Z,41.03,58.14
2026-04-14T21:20:00Z,42.62,59.00
2026-04-14T21:21:00Z,42.91,57.45
2026-04-14T21:22:00Z,42.39,58.30
2026-04-14T21:23:00Z,41.83,57.11
2026-04-14T21:24:00Z,43.00,58.60
2026-04-14T21:25:00Z,41.24,58.81
2026-04-14T21:26:00Z,41.00,58.78
2026-04-14T21:27:00Z,42.90,58.34
2026-04-14T21:28:00Z,40.44,57.74
2026-04-14T21:29:00Z,42.99,57.72
2026-04-14T21:30:00Z,41.19,58.45
2026-04-14T21:31:00Z,40.00,55.73
2026-04-14T21:32:00Z,40.00,58.46
2026-04-14T21:33:00Z,40.88,57.89
2026-04-14T21:34:00Z,41.74,57.45
2026-04-14T21:35:00Z,42.15,58.14
2026-04-14T21:36:00Z,41.83,57.77
2026-04-14T21:37:00Z,42.65,56.99
2026-04-14T21:38:00Z,44.97,55.85
2026-04-14T21:39:00Z,43.69,58.99
2026-04-14T21:40:00Z,41.04,54.40
2026-04-14T21:41:00Z,44.00,55.61
2026-04-14T21:42:00Z,42.87,57.78
2026-04-14T21:43:00Z,42.00,57.70
2026-04-14T21:44:00Z,43.00,56.30
2026-04-14T21:45:00Z,42.60,57.65
2026-04-14T21:46:00Z,42.59,56.36
2026-04-14T21:47:00Z,42.95,57.57
2026-04-14T21:48:00Z,42.68,57.41
2026-04-14T21:49:00Z,42.28,57.38
2026-04-14T21:50:00Z,42.59,57.30
2026-04-14T21:51:00Z,44.85,54.85
2026-04-14T21:52:00Z,43.00,58.64
2026-04-14T21:53:00Z,42.82,58.61
2026-04-14T21:54:00Z,42.77,55.96
2026-04-14T21:55:00Z,42.77,56.01
2026-04-14T21:56:00Z,45.14,55.17
2026-04-14T21:57:00Z,45.14,55.32
2026-04-14T21:58:00Z,42.03,56.00
2026-04-14T21:59:00Z,44.36,57.13
2026-04-14T22:00:00Z,42.05,56.36
2026-04-14T22:01:00Z,40.70,57.36
2026-04-14T22:02:00Z,43.66,58.83
2026-04-14T22:03:00Z,43.81,57.00
2026-04-14T22:04:00Z,42.13,57.07
2026-04-14T22:05:00Z,43.52,57.20
2026-04-14T22:06:00Z,44.00,56.99
2026-04-14T22:07:00Z,43.73,56.34
2026-04-14T22:08:00Z,43.30,56.22
2026-04-14T22:09:00Z,44.00,56.27
2026-04-14T22:10:00Z,42.10,56.96
2026-04-14T22:11:00Z,42.00,55.75
2026-04-14T22:12:00Z,43.78,55.05
2026-04-14T22:13:00Z,42.31,55.21
2026-04-14T22:14:00Z,44.00,56.25
2026-04-14T22:15:00Z,42.00,57.28
2026-04-14T22:16:00Z,44.00,57.17
2026-04-14T22:17:00Z,43.00,56.21
2026-04-14T22:18:00Z,43.00,57.23
2026-04-14T22:19:00Z,43.91,56.93
2026-04-14T22:20:00Z,43.26,55.62
2026-04-14T22:21:00Z,44.00,57.85
2026-04-14T22:22:00Z,42.43,56.41
2026-04-14T22:23:00Z,42.00,57.70
2026-04-14T22:24:00Z,44.00,56.71
2026-04-14T22:25:00Z,42.00,56.37
2026-04-14T22:26:00Z,42.08,55.94
2026-04-14T22:27:00Z,44.00,56.04
2026-04-14T22:28:00Z,44.97,55.59
2026-04-14T22:29:00Z,44.70,55.02
2026-04-14T22:30:00Z,43.10,55.28
2026-04-14T22:31:00Z,44.33,55.42
2026-04-14T22:32:00Z,44.31,56.07
2026-04-14T22:33:00Z,44.91,57.02
2026-04-14T22:34:00Z,43.00,57.59
2026-04-14T22:35:00Z,43.06,57.87
2026-04-14T22:36:00Z,43.14,56.46
2026-04-14T22:37:00Z,44.69,57.75
2026-04-14T22:38:00Z,43.11,57.51
2026-04-14T22:39:00Z,43.00,57.86
2026-04-14T22:40:00Z,43.02,56.48
2026-04-14T22:41:00Z,43.05,56.82
2026-04-14T22:42:00Z,43.42,56.16
2026-04-14T22:43:00Z,44.00,56.28
2026-04-14T22:44:00Z,42.01,56.30
2026-04-14T22:45:00Z,41.81,56.02
2026-04-14T22:46:00Z,41.78,58.99
2026-04-14T22:47:00Z,41.18,58.90
2026-04-14T22:48:00Z,42.00,59.00
2026-04-14T22:49:00Z,41.37,58.19
2026-04-14T22:50:00Z,42.89,58.57
2026-04-14T22:51:00Z,41.75,58.84
2026-04-14T22:52:00Z,41.75,58.90
2026-04-14T22:53:00Z,41.00,58.08
2026-04-14T22:54:00Z,42.40,57.74
2026-04-14T22:55:00Z,42.01,58.97
2026-04-14T22:56:00Z,43.00,55.79
2026-04-14T22:57:00Z,43.00,56.66
2026-04-14T22:58:00Z,41.52,58.95
2026-04-14T22:59:00Z,41.20,58.91
2026-04-14T23:00:00Z,42.78,58.56
2026-04-14T23:01:00Z,42.63,56.90
2026-04-14T23:02:00Z,43.00,56.24
2026-04-14T23:03:00Z,43.00,58.57
2026-04-14T23:04:00Z,42.95,56.21
2026-04-14T23:05:00Z,42.00,56.75
2026-04-14T23:06:00Z,42.30,57.90
2026-04-14T23:07:00Z,42.00,56.00
2026-04-14T23:08:00Z,42.47,56.23
2026-04-14T23:09:00Z,43.00,56.59
2026-04-14T23:10:00Z,42.81,56.39
2026-04-14T23:11:00Z,42.00,57.20
2026-04-14T23:12:00Z,43.00,57.79
2026-04-14T23:13:00Z,43.00,56.37
2026-04-14T23:14:00Z,42.69,57.35
2026-04-14T23:15:00Z,42.39,58.00
2026-04-14T23:16:00Z,43.00,57.34
2026-04-14T23:17:00Z,42.61,56.97
2026-04-14T23:18:00Z,42.97,56.33
2026-04-14T23:19:00Z,42.80,55.61
2026-04-14T23:20:00Z,43.00,55.58
2026-04-14T23:21:00Z,44.00,55.36
2026-04-14T23:22:00Z,44.00,57.22
2026-04-14T23:23:00Z,43.95,56.00
2026-04-14T23:24:00Z,44.00,56.00
2026-04-14T23:25:00Z,42.00,58.00
2026-04-14T23:26:00Z,42.08,56.81
2026-04-14T23:27:00Z,42.00,56.41
2026-04-14T23:28:00Z,42.00,56.13
2026-04-14T23:29:00Z,41.02,57.41
2026-04-14T23:30:00Z,41.35,57.93
2026-04-14T23:31:00Z,41.07,57.52
2026-04-14T23:32:00Z,41.00,56.32
2026-04-14T23:33:00Z,41.50,57.29
2026-04-14T23:34:00Z,40.99,57.09
2026-04-14T23:35:00Z,41.12,57.53
2026-04-14T23:36:00Z,42.00,57.45
2026-04-14T23:37:00Z,42.00,57.79
2026-04-14T23:38:00Z,41.00,57.58
2026-04-14T23:39:00Z,42.00,57.49
2026-04-14T23:40:00Z,41.66,57.00
2026-04-14T23:41:00Z,42.00,57.42
2026-04-14T23:42:00Z,41.01,56.24
2026-04-14T23:43:00Z,42.00,57.24
2026-04-14T23:44:00Z,42.00,57.56
2026-04-14T23:45:00Z,41.00,56.28
2026-04-14T23:46:00Z,41.02,56.43
2026-04-14T23:47:00Z,41.02,57.21
2026-04-14T23:48:00Z,41.98,57.00
2026-04-14T23:49:00Z,41.94,56.54
2026-04-14T23:50:00Z,42.00,56.07
2026-04-14T23:51:00Z,41.00,56.09
2026-04-14T23:52:00Z,41.01,56.00
2026-04-14T23:53:00Z,41.24,56.60
2026-04-14T23:54:00Z,41.24,56.32
2026-04-14T23:55:00Z,41.00,56.63
2026-04-14T23:56:00Z,42.00,56.00
2026-04-14T23:57:00Z,42.00,57.00
2026-04-14T23:58:00Z,42.00,56.07
2026-04-14T23:59:00Z,42.00,56.27
2026-04-15T00:00:00Z,42.00,56.49
2026-04-15T00:01:00Z,41.04,57.00
2026-04-15T00:02:00Z,41.00,56.31
2026-04-15T00:03:00Z,41.00,56.01
2026-04-15T00:04:00Z,41.00,56.17
2026-04-15T00:05:00Z,41.00,56.95
2026-04-15T00:06:00Z,41.79,56.99
2026-04-15T00:07:00Z,42.00,56.21
2026-04-15T00:08:00Z,42.00,58.00
2026-04-15T00:09:00Z,41.00,57.43
2026-04-15T00:10:00Z,41.88,57.01
2026-04-15T00:11:00Z,41.95,57.07
2026-04-15T00:12:00Z,41.77,57.11
2026-04-15T00:13:00Z,41.00,58.00
2026-04-15T00:14:00Z,41.87,57.57
2026-04-15T00:15:00Z,41.00,57.16
2026-04-15T00:16:00Z,41.00,57.12
2026-04-15T00:17:00Z,42.00,57.97
2026-04-15T00:18:00Z,42.00,57.63
2026-04-15T00:19:00Z,41.78,57.05
2026-04-15T00:20:00Z,41.78,57.89
2026-04-15T00:21:00Z,42.00,57.00
2026-04-15T00:22:00Z,40.95,58.00
2026-04-15T00:23:00Z,42.00,57.99
2026-04-15T00:24:00Z,41.00,58.00
2026-04-15T00:25:00Z,41.00,57.11
2026-04-15T00:26:00Z,41.00,57.75
2026-04-15T00:27:00Z,41.00,57.32
2026-04-15T00:28:00Z,42.00,57.84
2026-04-15T00:29:00Z,42.00,57.30
2026-04-15T00:30:00Z,41.00,57.00
2026-04-15T00:31:00Z,41.00,58.65
2026-04-15T00:32:00Z,41.00,58.62
2026-04-15T00:33:00Z,41.01,57.48
2026-04-15T00:34:00Z,41.00,57.38
2026-04-15T00:35:00Z,41.02,58.00
2026-04-15T00:36:00Z,41.02,57.03
2026-04-15T00:37:00Z,41.02,58.86
2026-04-15T00:38:00Z,41.00,59.00
2026-04-15T00:39:00Z,41.04,57.00
2026-04-15T00:40:00Z,41.88,58.15
2026-04-15T00:41:00Z,41.04,58.75
2026-04-15T00:42:00Z,41.87,58.53
2026-04-15T00:43:00Z,42.00,58.03
2026-04-15T00:44:00Z,42.00,57.77
2026-04-15T00:45:00Z,41.01,57.38
2026-04-15T00:46:00Z,41.99,57.00
2026-04-15T00:47:00Z,42.00,58.00
2026-04-15T00:48:00Z,42.00,57.00
2026-04-15T00:49:00Z,41.99,57.62
2026-04-15T00:50:00Z,42.00,57.00
2026-04-15T00:51:00Z,41.00,57.59
2026-04-15T00:52:00Z,41.01,56.92
2026-04-15T00:53:00Z,41.84,57.55
2026-04-15T00:54:00Z,41.84,57.51
2026-04-15T00:55:00Z,41.84,58.52
2026-04-15T00:56:00Z,40.99,58.00
2026-04-15T00:57:00Z,40.72,59.00
2026-04-15T00:58:00Z,40.72,57.01
2026-04-15T00:59:00Z,41.00,57.87
2026-04-15T01:00:00Z,41.92,57.06
2026-04-15T01:01:00Z,41.41,57.02
2026-04-15T01:02:00Z,41.00,59.00
2026-04-15T01:03:00Z,41.00,57.00
2026-04-15T01:04:00Z,41.57,58.13
2026-04-15T01:05:00Z,41.08,58.13
2026-04-15T01:06:00Z,41.43,59.00
2026-04-15T01:07:00Z,41.43,57.34
2026-04-15T01:08:00Z,40.00,57.74
2026-04-15T01:09:00Z,40.13,57.21
2026-04-15T01:10:00Z,40.74,57.01
2026-04-15T01:11:00Z,42.00,57.08
2026-04-15T01:12:00Z,41.00,57.11
2026-04-15T01:13:00Z,41.00,57.92
2026-04-15T01:14:00Z,41.00,57.98
2026-04-15T01:15:00Z,42.00,57.37
2026-04-15T01:16:00Z,42.00,56.25
2026-04-15T01:17:00Z,41.00,57.67
2026-04-15T01:18:00Z,41.20,57.08
2026-04-15T01:19:00Z,41.14,57.00
2026-04-15T01:20:00Z,41.00,57.00
2026-04-15T01:21:00Z,41.00,57.02
2026-04-15T01:22:00Z,41.00,57.89
2026-04-15T01:23:00Z,42.00,57.31
2026-04-15T01:24:00Z,41.06,58.00
2026-04-15T01:25:00Z,41.00,57.59
2026-04-15T01:26:00Z,41.00,57.29
2026-04-15T01:27:00Z,41.57,57.00
2026-04-15T01:28:00Z,41.00,57.92
2026-04-15T01:29:00Z,42.00,57.97
2026-04-15T01:30:00Z,41.59,57.22
2026-04-15T01:31:00Z,41.75,57.09
2026-04-15T01:32:00Z,41.00,57.87
2026-04-15T01:33:00Z,42.00,57.00
2026-04-15T01:34:00Z,42.00,57.11
2026-04-15T01:35:00Z,41.00,57.69
2026-04-15T01:36:00Z,41.00,57.14
2026-04-15T01:37:00Z,41.00,57.81
2026-04-15T01:38:00Z,42.00,57.76
2026-04-15T01:39:00Z,42.00,57.93
2026-04-15T01:40:00Z,41.11,57.15
2026-04-15T01:41:00Z,41.11,56.11
2026-04-15T01:42:00Z,41.11,57.65
2026-04-15T01:43:00Z,41.00,56.93
2026-04-15T01:44:00Z,41.98,56.18
2026-04-15T01:45:00Z,41.98,58.27
2026-04-15T01:46:00Z,42.00,58.27
2026-04-15T01:47:00Z,42.00,56.23
2026-04-15T01:48:00Z,42.00,59.00
2026-04-15T01:49:00Z,41.00,59.00
2026-04-15T01:50:00Z,41.00,58.61
