# event_ticker=KXATPMATCH-25JUL19RUBKOV
# final_score=3-6 6-4 6-4
# score_resolution=6-3 4-6 4-6
# match_winner=Aleksandar Kovacevic
# fav_player=Andrey Rublev
# dog_player=Aleksandar Kovacevic
# kalshi_date=2025-07-19
timestamp,Andrey Rublev,Aleksandar Kovacevic
2025-07-19T04:28:00Z,90.88,25.70
2025-07-19T04:29:00Z,93.31,9.05
2025-07-19T04:30:00Z,91.00,9.58
2025-07-19T04:31:00Z,91.00,15.08
2025-07-19T04:32:00Z,88.15,13.76
2025-07-19T04:33:00Z,88.15,12.21
2025-07-19T04:34:00Z,90.03,11.81
2025-07-19T04:35:00Z,89.01,12.06
2025-07-19T04:36:00Z,87.06,14.40
2025-07-19T04:37:00Z,84.00,14.70
2025-07-19T04:38:00Z,88.57,12.85
2025-07-19T04:39:00Z,89.41,12.37
2025-07-19T04:40:00Z,89.82,12.10
2025-07-19T04:41:00Z,88.00,14.13
2025-07-19T04:42:00Z,88.00,16.02
2025-07-19T04:43:00Z,88.00,14.32
2025-07-19T04:44:00Z,88.01,14.00
2025-07-19T04:45:00Z,89.44,13.00
2025-07-19T04:46:00Z,90.56,11.52
2025-07-19T04:47:00Z,90.89,9.37
2025-07-19T04:48:00Z,91.00,9.42
2025-07-19T04:49:00Z,92.00,9.21
2025-07-19T04:50:00Z,91.89,9.33
2025-07-19T04:51:00Z,93.00,8.00
2025-07-19T04:52:00Z,93.03,7.77
2025-07-19T04:53:00Z,94.58,9.31
2025-07-19T04:54:00Z,91.59,9.99
2025-07-19T04:55:00Z,92.24,9.97
2025-07-19T04:56:00Z,95.17,7.52
2025-07-19T04:57:00Z,94.70,7.52
2025-07-19T04:58:00Z,93.61,7.00
2025-07-19T04:59:00Z,94.11,9.19
2025-07-19T05:00:00Z,91.90,11.85
2025-07-19T05:01:00Z,92.31,6.79
2025-07-19T05:02:00Z,89.59,12.34
2025-07-19T05:03:00Z,87.00,13.00
2025-07-19T05:04:00Z,86.88,15.00
2025-07-19T05:05:00Z,87.75,11.03
2025-07-19T05:06:00Z,81.26,19.38
2025-07-19T05:07:00Z,80.47,22.00
2025-07-19T05:08:00Z,80.47,20.00
2025-07-19T05:09:00Z,82.93,19.58
2025-07-19T05:10:00Z,79.15,21.18
2025-07-19T05:11:00Z,74.04,24.21
2025-07-19T05:12:00Z,75.94,23.95
2025-07-19T05:13:00Z,77.63,22.50
2025-07-19T05:14:00Z,78.98,23.68
2025-07-19T05:15:00Z,78.98,23.00
2025-07-19T05:16:00Z,75.00,22.13
2025-07-19T05:17:00Z,73.93,25.60
2025-07-19T05:18:00Z,74.45,26.54
2025-07-19T05:19:00Z,76.02,26.12
2025-07-19T05:20:00Z,72.00,29.00
2025-07-19T05:21:00Z,71.11,29.22
2025-07-19T05:22:00Z,70.10,31.13
2025-07-19T05:23:00Z,67.66,35.84
2025-07-19T05:24:00Z,67.88,33.40
2025-07-19T05:25:00Z,69.36,33.39
2025-07-19T05:26:00Z,71.09,27.72
2025-07-19T05:27:00Z,72.00,29.00
2025-07-19T05:28:00Z,74.74,27.98
2025-07-19T05:29:00Z,74.22,27.11
2025-07-19T05:30:00Z,73.98,29.12
2025-07-19T05:31:00Z,75.00,28.00
2025-07-19T05:32:00Z,74.00,26.00
2025-07-19T05:33:00Z,73.00,26.61
2025-07-19T05:34:00Z,81.67,25.00
2025-07-19T05:35:00Z,75.69,26.80
2025-07-19T05:36:00Z,73.91,30.14
2025-07-19T05:37:00Z,68.12,30.01
2025-07-19T05:38:00Z,68.00,33.10
2025-07-19T05:39:00Z,68.16,31.13
2025-07-19T05:40:00Z,69.93,30.08
2025-07-19T05:41:00Z,70.01,32.00
2025-07-19T05:42:00Z,70.00,32.00
2025-07-19T05:43:00Z,69.71,32.00
2025-07-19T05:44:00Z,70.84,29.00
2025-07-19T05:45:00Z,75.94,25.29
2025-07-19T05:46:00Z,75.98,23.59
2025-07-19T05:47:00Z,72.73,27.94
2025-07-19T05:48:00Z,70.00,34.81
2025-07-19T05:49:00Z,69.63,31.83
2025-07-19T05:50:00Z,68.34,30.38
2025-07-19T05:51:00Z,66.19,36.44
2025-07-19T05:52:00Z,61.03,38.15
2025-07-19T05:53:00Z,69.33,31.82
2025-07-19T05:54:00Z,66.53,37.76
2025-07-19T05:55:00Z,68.00,32.00
2025-07-19T05:56:00Z,54.93,44.86
2025-07-19T05:57:00Z,65.13,38.04
2025-07-19T05:58:00Z,71.44,30.83
2025-07-19T05:59:00Z,72.00,32.60
2025-07-19T06:00:00Z,73.44,29.88
2025-07-19T06:01:00Z,73.60,26.03
2025-07-19T06:02:00Z,78.01,21.99
2025-07-19T06:03:00Z,77.44,19.21
2025-07-19T06:04:00Z,79.19,27.77
2025-07-19T06:05:00Z,83.87,19.95
2025-07-19T06:06:00Z,69.40,31.00
2025-07-19T06:07:00Z,67.24,33.64
2025-07-19T06:08:00Z,68.32,31.69
2025-07-19T06:09:00Z,72.96,39.00
2025-07-19T06:10:00Z,73.49,29.00
2025-07-19T06:11:00Z,74.00,37.00
2025-07-19T06:12:00Z,74.00,28.07
2025-07-19T06:13:00Z,73.00,32.00
2025-07-19T06:14:00Z,72.00,33.00
2025-07-19T06:15:00Z,72.00,30.20
2025-07-19T06:16:00Z,71.17,30.20
2025-07-19T06:17:00Z,74.65,27.02
2025-07-19T06:18:00Z,60.79,31.56
2025-07-19T06:19:00Z,63.00,33.00
2025-07-19T06:20:00Z,63.56,36.72
2025-07-19T06:21:00Z,30.44,48.04
2025-07-19T06:22:00Z,47.00,65.33
2025-07-19T06:23:00Z,47.30,54.94
2025-07-19T06:24:00Z,50.86,60.00
2025-07-19T06:25:00Z,49.00,57.00
2025-07-19T06:26:00Z,48.98,46.62
2025-07-19T06:27:00Z,64.13,40.23
2025-07-19T06:28:00Z,68.40,31.01
2025-07-19T06:29:00Z,68.80,35.91
2025-07-19T06:30:00Z,62.00,38.00
2025-07-19T06:31:00Z,60.00,38.43
2025-07-19T06:32:00Z,65.14,35.55
2025-07-19T06:33:00Z,58.36,48.42
2025-07-19T06:34:00Z,6.24,71.68
2025-07-19T06:35:00Z,13.77,84.90
2025-07-19T06:36:00Z,15.63,85.67
2025-07-19T06:37:00Z,15.88,84.88
2025-07-19T06:38:00Z,26.06,77.88
2025-07-19T06:39:00Z,11.43,94.82
2025-07-19T06:40:00Z,11.43,99.00
2025-07-19T06:41:00Z,11.43,99.00
2025-07-19T06:42:00Z,11.43,99.00
2025-07-19T06:44:00Z,11.43,99.00
2025-07-19T06:46:00Z,11.43,99.00
