# event_ticker=KXATPMATCH-25JUL19RUBKOV
# final_score=3-6 6-4 6-4
# score_resolution=6-3 4-6 4-6
# match_winner=Aleksandar Kovacevic
# fav_player=Andrey Rublev
# dog_player=Aleksandar Kovacevic
# kalshi_date=2025-07-19
timestamp,Andrey Rublev,Aleksandar Kovacevic
2025-07-18T16:24:00Z,79.27,
2025-07-18T17:39:00Z,79.94,
2025-07-18T17:41:00Z,79.00,
2025-07-18T19:18:00Z,79.00,
2025-07-18T19:34:00Z,79.00,
2025-07-18T19:35:00Z,79.00,22.00
2025-07-18T19:41:00Z,79.00,22.00
2025-07-18T19:51:00Z,79.00,22.00
2025-07-18T19:54:00Z,79.00,22.00
2025-07-18T20:33:00Z,79.00,22.00
2025-07-18T20:52:00Z,79.00,22.00
2025-07-18T20:54:00Z,79.00,22.00
2025-07-18T21:03:00Z,79.00,22.00
2025-07-18T21:09:00Z,79.00,22.00
2025-07-18T21:20:00Z,79.00,22.00
2025-07-18T21:23:00Z,79.00,22.00
2025-07-18T21:37:00Z,79.00,22.00
2025-07-18T22:26:00Z,79.71,22.00
2025-07-18T22:27:00Z,80.00,22.00
2025-07-18T22:28:00Z,80.00,22.00
2025-07-18T22:36:00Z,80.00,22.00
2025-07-18T22:50:00Z,80.00,22.00
2025-07-18T23:01:00Z,80.00,22.00
2025-07-19T00:00:00Z,80.00,22.00
2025-07-19T00:48:00Z,80.00,22.00
2025-07-19T00:58:00Z,80.00,22.00
2025-07-19T01:12:00Z,80.00,22.00
2025-07-19T01:22:00Z,80.00,22.00
2025-07-19T01:25:00Z,79.00,22.00
2025-07-19T01:31:00Z,79.00,22.00
2025-07-19T01:34:00Z,79.00,22.00
2025-07-19T01:37:00Z,79.00,22.00
2025-07-19T01:40:00Z,79.00,22.00
2025-07-19T01:41:00Z,79.00,22.00
2025-07-19T01:42:00Z,79.00,22.00
2025-07-19T01:54:00Z,79.00,22.00
2025-07-19T01:57:00Z,79.00,22.00
2025-07-19T02:00:00Z,79.00,22.00
2025-07-19T02:12:00Z,79.00,22.00
2025-07-19T02:22:00Z,79.00,22.00
2025-07-19T02:23:00Z,79.00,22.00
2025-07-19T02:25:00Z,79.00,22.00
2025-07-19T02:31:00Z,79.00,21.00
2025-07-19T02:33:00Z,79.00,22.00
2025-07-19T02:35:00Z,79.00,22.00
2025-07-19T02:46:00Z,79.00,22.00
2025-07-19T02:47:00Z,79.00,21.00
2025-07-19T02:48:00Z,79.00,21.00
2025-07-19T02:52:00Z,79.00,21.00
2025-07-19T02:54:00Z,79.00,22.00
2025-07-19T03:02:00Z,79.00,22.00
2025-07-19T03:07:00Z,79.00,22.00
2025-07-19T03:08:00Z,79.00,22.00
2025-07-19T03:13:00Z,79.00,22.00
2025-07-19T03:14:00Z,79.00,22.00
2025-07-19T03:15:00Z,79.00,21.00
2025-07-19T03:17:00Z,79.00,22.00
2025-07-19T03:20:00Z,79.00,22.00
2025-07-19T03:27:00Z,79.00,22.00
2025-07-19T03:29:00Z,79.00,21.87
2025-07-19T03:30:00Z,78.71,21.87
2025-07-19T03:31:00Z,78.71,22.00
2025-07-19T03:32:00Z,78.71,22.00
2025-07-19T03:33:00Z,79.00,22.00
2025-07-19T03:35:00Z,79.00,22.00
2025-07-19T03:37:00Z,79.00,22.00
2025-07-19T03:38:00Z,79.00,22.00
2025-07-19T03:39:00Z,79.00,22.00
2025-07-19T03:40:00Z,79.00,21.00
2025-07-19T03:41:00Z,79.00,21.00
2025-07-19T03:43:00Z,79.00,23.00
2025-07-19T03:44:00Z,79.00,23.00
2025-07-19T03:45:00Z,78.00,23.42
2025-07-19T03:46:00Z,78.00,24.00
2025-07-19T03:47:00Z,79.00,23.78
2025-07-19T03:48:00Z,79.00,23.78
2025-07-19T03:49:00Z,79.00,23.78
2025-07-19T03:50:00Z,79.00,23.00
2025-07-19T03:51:00Z,79.00,23.00
2025-07-19T03:52:00Z,78.97,23.00
2025-07-19T03:53:00Z,78.97,23.00
2025-07-19T03:54:00Z,79.00,22.00
2025-07-19T03:55:00Z,79.00,22.93
2025-07-19T03:56:00Z,78.99,22.85
2025-07-19T03:57:00Z,79.00,22.85
2025-07-19T03:58:00Z,79.00,23.00
2025-07-19T03:59:00Z,79.12,23.00
2025-07-19T04:00:00Z,79.00,23.00
2025-07-19T04:01:00Z,79.00,23.00
2025-07-19T04:02:00Z,79.00,23.00
2025-07-19T04:04:00Z,79.00,23.00
2025-07-19T04:05:00Z,79.00,22.00
2025-07-19T04:06:00Z,79.00,22.82
2025-07-19T04:07:00Z,79.00,23.81
2025-07-19T04:08:00Z,79.00,23.72
2025-07-19T04:09:00Z,79.00,24.66
2025-07-19T04:10:00Z,78.00,24.56
2025-07-19T04:11:00Z,78.00,26.00
2025-07-19T04:12:00Z,79.00,24.00
2025-07-19T04:13:00Z,81.75,18.08
2025-07-19T04:14:00Z,88.63,16.81
2025-07-19T04:15:00Z,89.96,14.72
2025-07-19T04:16:00Z,84.02,17.55
2025-07-19T04:17:00Z,86.22,16.06
2025-07-19T04:18:00Z,87.75,17.24
2025-07-19T04:19:00Z,88.84,13.00
2025-07-19T04:20:00Z,88.84,12.48
2025-07-19T04:21:00Z,88.00,13.57
2025-07-19T04:22:00Z,88.69,13.74
2025-07-19T04:23:00Z,91.44,10.10
2025-07-19T04:24:00Z,91.07,10.93
2025-07-19T04:25:00Z,90.20,11.07
2025-07-19T04:26:00Z,90.56,12.02
2025-07-19T04:27:00Z,90.91,12.00
