# event_ticker=KXATPCHALLENGERMATCH-26MAY28SUNHAR
# final_score=6-2 6-2
# match_winner=Jay Friend
# fav_player=Jay Friend
# dog_player=Fajing Sun
# kalshi_date=2026-05-28
timestamp,Fajing Sun,Jay Friend
2026-05-29T14:36:00Z,48.00,54.00
2026-05-29T14:40:00Z,48.00,54.00
2026-05-29T14:41:00Z,48.00,54.00
2026-05-29T14:43:00Z,48.00,54.00
2026-05-29T14:44:00Z,48.00,52.00
2026-05-29T14:45:00Z,48.00,52.00
2026-05-29T14:46:00Z,48.00,53.09
2026-05-29T14:49:00Z,48.00,54.00
2026-05-29T14:51:00Z,48.00,54.00
2026-05-29T14:52:00Z,48.00,54.00
2026-05-29T14:53:00Z,48.00,54.00
2026-05-29T14:54:00Z,48.00,54.00
2026-05-29T14:55:00Z,48.00,54.00
2026-05-29T14:56:00Z,48.00,54.00
2026-05-29T14:57:00Z,48.00,54.00
2026-05-29T14:58:00Z,48.00,54.00
2026-05-29T14:59:00Z,48.00,53.15
2026-05-29T15:00:00Z,48.00,53.15
2026-05-29T15:01:00Z,48.00,52.00
2026-05-29T15:02:00Z,51.33,53.00
2026-05-29T15:03:00Z,51.31,51.00
2026-05-29T15:04:00Z,50.00,51.00
2026-05-29T15:05:00Z,49.94,51.92
2026-05-29T15:06:00Z,45.00,53.15
2026-05-29T15:07:00Z,49.47,56.00
2026-05-29T15:08:00Z,50.00,53.00
2026-05-29T15:09:00Z,50.47,53.00
2026-05-29T15:10:00Z,51.00,53.00
2026-05-29T15:11:00Z,51.00,53.00
2026-05-29T15:12:00Z,51.00,48.00
2026-05-29T15:13:00Z,51.00,48.00
2026-05-29T15:14:00Z,50.15,48.00
2026-05-29T15:15:00Z,50.00,48.00
2026-05-29T15:16:00Z,50.00,48.00
2026-05-29T15:17:00Z,50.00,48.00
2026-05-29T15:18:00Z,50.00,48.00
2026-05-29T15:19:00Z,50.43,49.00
2026-05-29T15:20:00Z,51.00,49.00
2026-05-29T15:21:00Z,52.31,49.00
2026-05-29T15:22:00Z,53.52,40.06
2026-05-29T15:23:00Z,48.72,50.00
2026-05-29T15:25:00Z,52.00,50.04
2026-05-29T15:26:00Z,52.00,50.04
2026-05-29T15:27:00Z,52.00,50.00
2026-05-29T15:28:00Z,51.39,51.00
2026-05-29T15:29:00Z,51.00,51.00
2026-05-29T15:30:00Z,51.79,53.00
2026-05-29T15:31:00Z,50.00,53.00
2026-05-29T15:32:00Z,50.00,53.99
2026-05-29T15:33:00Z,50.00,53.00
2026-05-29T15:34:00Z,48.56,53.00
2026-05-29T15:35:00Z,47.00,53.00
2026-05-29T15:36:00Z,48.03,53.00
2026-05-29T15:37:00Z,50.64,53.00
2026-05-29T15:38:00Z,55.60,53.00
2026-05-29T15:39:00Z,52.07,53.83
2026-05-29T15:40:00Z,53.00,53.95
2026-05-29T15:41:00Z,42.81,58.34
2026-05-29T15:42:00Z,38.96,63.18
2026-05-29T15:43:00Z,36.42,63.60
2026-05-29T15:44:00Z,35.19,66.00
2026-05-29T15:45:00Z,36.22,64.38
2026-05-29T15:46:00Z,36.73,63.14
2026-05-29T15:47:00Z,33.30,66.11
2026-05-29T15:48:00Z,33.13,67.15
2026-05-29T15:49:00Z,34.60,66.37
2026-05-29T15:50:00Z,35.96,65.00
2026-05-29T15:51:00Z,35.51,65.09
2026-05-29T15:52:00Z,33.44,67.80
2026-05-29T15:53:00Z,31.83,69.00
2026-05-29T15:54:00Z,27.56,70.74
2026-05-29T15:55:00Z,26.11,75.13
2026-05-29T15:56:00Z,24.58,76.00
2026-05-29T15:57:00Z,22.13,78.00
2026-05-29T15:58:00Z,21.49,78.85
2026-05-29T15:59:00Z,23.47,77.08
2026-05-29T16:00:00Z,23.93,76.35
2026-05-29T16:01:00Z,22.00,78.39
2026-05-29T16:02:00Z,21.00,79.81
2026-05-29T16:03:00Z,20.99,80.00
2026-05-29T16:04:00Z,21.69,79.23
2026-05-29T16:05:00Z,21.37,79.00
2026-05-29T16:06:00Z,22.00,78.99
2026-05-29T16:07:00Z,21.63,79.00
2026-05-29T16:08:00Z,20.35,79.04
2026-05-29T16:09:00Z,20.90,80.00
2026-05-29T16:10:00Z,21.27,80.00
2026-05-29T16:11:00Z,22.15,78.83
2026-05-29T16:12:00Z,22.76,78.17
2026-05-29T16:13:00Z,21.86,79.25
2026-05-29T16:14:00Z,20.24,80.20
2026-05-29T16:15:00Z,16.83,84.12
2026-05-29T16:16:00Z,16.66,84.10
2026-05-29T16:17:00Z,9.85,89.38
2026-05-29T16:18:00Z,9.34,90.53
2026-05-29T16:19:00Z,10.30,92.68
2026-05-29T16:20:00Z,6.45,93.05
2026-05-29T16:21:00Z,6.16,93.90
2026-05-29T16:22:00Z,6.99,92.96
2026-05-29T16:23:00Z,7.99,92.00
2026-05-29T16:24:00Z,8.00,92.46
2026-05-29T16:25:00Z,7.89,92.00
2026-05-29T16:26:00Z,6.79,93.20
2026-05-29T16:27:00Z,5.89,94.99
2026-05-29T16:28:00Z,4.13,95.02
2026-05-29T16:29:00Z,4.99,95.14
2026-05-29T16:30:00Z,5.35,96.18
2026-05-29T16:31:00Z,2.09,97.93
2026-05-29T16:32:00Z,1.31,97.87
2026-05-29T16:33:00Z,1.53,98.60
2026-05-29T16:34:00Z,2.00,98.98
2026-05-29T16:35:00Z,2.77,98.00
2026-05-29T16:36:00Z,3.00,98.37
2026-05-29T16:37:00Z,3.00,98.00
2026-05-29T16:38:00Z,2.43,98.77
2026-05-29T16:39:00Z,1.87,98.00
2026-05-29T16:40:00Z,2.72,98.10
2026-05-29T16:41:00Z,1.71,99.00
2026-05-29T16:42:00Z,1.00,99.00
2026-05-29T16:43:00Z,1.00,99.00
2026-05-29T16:44:00Z,1.00,99.00
2026-05-29T16:45:00Z,1.00,99.00
2026-05-29T16:46:00Z,1.00,99.00
2026-05-29T16:47:00Z,1.00,99.00
2026-05-29T16:48:00Z,1.00,99.00
2026-05-29T16:49:00Z,1.00,99.00
2026-05-29T16:50:00Z,1.00,99.00
2026-05-29T16:51:00Z,1.00,99.00
