# event_ticker=KXATPCHALLENGERMATCH-26MAY28SUNHAR
# final_score=6-2 6-2
# match_winner=Jay Friend
# fav_player=Jay Friend
# dog_player=Fajing Sun
# kalshi_date=2026-05-28
timestamp,Fajing Sun,Jay Friend
2026-05-29T03:43:00Z,44.82,
2026-05-29T03:47:00Z,44.00,55.00
2026-05-29T03:48:00Z,46.51,55.00
2026-05-29T03:49:00Z,46.00,55.70
2026-05-29T03:50:00Z,46.00,53.00
2026-05-29T04:03:00Z,47.00,53.00
2026-05-29T04:06:00Z,43.71,53.00
2026-05-29T04:11:00Z,40.73,55.91
2026-05-29T04:17:00Z,41.20,55.99
2026-05-29T04:20:00Z,41.20,55.00
2026-05-29T04:21:00Z,44.00,55.00
2026-05-29T04:24:00Z,44.00,55.00
2026-05-29T04:25:00Z,45.00,53.84
2026-05-29T04:26:00Z,45.00,53.00
2026-05-29T04:27:00Z,43.00,53.00
2026-05-29T04:30:00Z,43.00,55.00
2026-05-29T04:32:00Z,45.00,55.00
2026-05-29T04:33:00Z,45.00,55.00
2026-05-29T04:35:00Z,45.00,55.45
2026-05-29T04:39:00Z,45.00,55.00
2026-05-29T04:40:00Z,45.00,58.90
2026-05-29T04:44:00Z,45.00,58.90
2026-05-29T04:45:00Z,45.00,56.67
2026-05-29T04:49:00Z,45.73,51.30
2026-05-29T04:50:00Z,45.73,57.77
2026-05-29T04:51:00Z,50.29,57.77
2026-05-29T04:52:00Z,53.99,57.77
2026-05-29T04:53:00Z,50.65,57.77
2026-05-29T04:54:00Z,50.88,52.00
2026-05-29T04:56:00Z,50.88,55.00
2026-05-29T04:57:00Z,50.88,56.60
2026-05-29T05:00:00Z,50.88,54.00
2026-05-29T05:02:00Z,47.00,54.00
2026-05-29T05:03:00Z,47.00,54.00
2026-05-29T05:04:00Z,49.51,54.00
2026-05-29T05:05:00Z,49.53,54.00
2026-05-29T05:13:00Z,49.00,54.00
2026-05-29T05:15:00Z,45.00,54.00
2026-05-29T05:22:00Z,49.44,55.00
2026-05-29T05:28:00Z,49.44,52.00
2026-05-29T05:32:00Z,49.00,52.00
2026-05-29T05:36:00Z,41.06,52.00
2026-05-29T05:38:00Z,46.00,52.00
2026-05-29T05:39:00Z,47.89,52.00
2026-05-29T05:43:00Z,48.00,52.00
2026-05-29T05:44:00Z,46.00,52.00
2026-05-29T05:50:00Z,47.00,52.00
2026-05-29T05:51:00Z,49.00,52.00
2026-05-29T05:53:00Z,49.00,52.00
2026-05-29T05:56:00Z,49.00,53.00
2026-05-29T06:04:00Z,48.00,59.29
2026-05-29T06:08:00Z,49.00,59.29
2026-05-29T06:13:00Z,49.00,59.29
2026-05-29T06:20:00Z,45.81,59.29
2026-05-29T06:26:00Z,48.00,59.29
2026-05-29T06:27:00Z,48.00,59.29
2026-05-29T06:29:00Z,48.00,59.29
2026-05-29T06:34:00Z,48.00,52.00
2026-05-29T06:45:00Z,49.00,56.49
2026-05-29T06:46:00Z,49.00,53.00
2026-05-29T06:57:00Z,49.00,53.00
2026-05-29T06:58:00Z,49.00,51.00
2026-05-29T07:00:00Z,49.00,53.00
2026-05-29T07:01:00Z,49.00,53.00
2026-05-29T07:02:00Z,45.12,53.00
2026-05-29T07:10:00Z,49.00,53.00
2026-05-29T07:35:00Z,49.00,53.00
2026-05-29T08:09:00Z,49.00,53.00
2026-05-29T08:15:00Z,45.18,53.00
2026-05-29T08:20:00Z,49.00,53.00
2026-05-29T08:31:00Z,48.95,48.36
2026-05-29T08:34:00Z,45.17,48.36
2026-05-29T08:57:00Z,49.00,48.36
2026-05-29T09:02:00Z,45.38,48.36
2026-05-29T09:10:00Z,49.00,48.36
2026-05-29T09:14:00Z,45.23,48.36
2026-05-29T09:24:00Z,48.00,48.36
2026-05-29T09:45:00Z,48.00,51.00
2026-05-29T10:00:00Z,48.00,52.00
2026-05-29T10:03:00Z,48.00,53.00
2026-05-29T10:04:00Z,48.00,53.00
2026-05-29T10:15:00Z,45.00,53.00
2026-05-29T10:28:00Z,45.61,53.00
2026-05-29T10:58:00Z,48.00,53.00
2026-05-29T11:05:00Z,47.17,53.00
2026-05-29T11:11:00Z,48.00,53.00
2026-05-29T11:15:00Z,48.00,53.00
2026-05-29T11:20:00Z,46.50,53.00
2026-05-29T11:30:00Z,46.50,52.91
2026-05-29T11:35:00Z,47.63,52.91
2026-05-29T11:56:00Z,48.00,52.91
2026-05-29T11:58:00Z,48.00,52.00
2026-05-29T11:59:00Z,48.00,52.00
2026-05-29T12:06:00Z,48.00,52.00
2026-05-29T12:10:00Z,48.00,52.00
2026-05-29T12:19:00Z,48.00,52.00
2026-05-29T12:20:00Z,47.00,52.00
2026-05-29T12:21:00Z,47.00,52.00
2026-05-29T12:24:00Z,47.00,53.00
2026-05-29T12:36:00Z,47.00,52.00
2026-05-29T12:39:00Z,46.86,52.00
2026-05-29T12:43:00Z,46.86,52.00
2026-05-29T12:48:00Z,48.00,52.00
2026-05-29T12:58:00Z,48.00,52.00
2026-05-29T13:11:00Z,48.00,51.72
2026-05-29T13:16:00Z,48.00,52.00
2026-05-29T13:22:00Z,48.00,53.48
2026-05-29T13:23:00Z,45.00,53.48
2026-05-29T13:24:00Z,47.00,53.48
2026-05-29T13:31:00Z,47.00,52.06
2026-05-29T13:35:00Z,47.00,52.06
2026-05-29T13:37:00Z,45.00,54.00
2026-05-29T13:39:00Z,47.00,54.00
2026-05-29T13:46:00Z,47.00,54.00
2026-05-29T13:47:00Z,47.68,54.00
2026-05-29T13:51:00Z,47.68,52.46
2026-05-29T13:57:00Z,48.00,52.46
2026-05-29T13:59:00Z,46.00,52.46
2026-05-29T14:08:00Z,46.00,54.00
2026-05-29T14:09:00Z,46.00,54.00
2026-05-29T14:21:00Z,48.00,54.00
2026-05-29T14:22:00Z,48.00,54.00
2026-05-29T14:28:00Z,48.00,54.00
2026-05-29T14:29:00Z,48.00,54.00
2026-05-29T14:30:00Z,47.54,54.00
2026-05-29T14:31:00Z,47.54,54.00
2026-05-29T14:32:00Z,48.00,54.00
