# event_ticker=KXATPCHALLENGERMATCH-26FEB13TABECH
# final_score=6-7(4) 6-2 6-4
# score_resolution=6-7 6-2 6-4
# match_winner=Clement Tabur
# fav_player=Clement Tabur
# dog_player=Moez Echargui
# kalshi_date=2026-02-13
timestamp,Clement Tabur,Moez Echargui
2026-02-13T02:15:00Z,68.00,
2026-02-13T03:13:00Z,68.00,
2026-02-13T03:24:00Z,68.00,35.00
2026-02-13T03:32:00Z,68.00,32.00
2026-02-13T03:47:00Z,68.00,32.00
2026-02-13T04:02:00Z,68.00,35.00
2026-02-13T04:30:00Z,68.00,35.00
2026-02-13T05:09:00Z,68.00,35.00
2026-02-13T05:26:00Z,68.00,35.00
2026-02-13T05:55:00Z,68.00,32.00
2026-02-13T06:14:00Z,68.00,32.00
2026-02-13T06:15:00Z,68.00,35.00
2026-02-13T06:23:00Z,68.00,35.00
2026-02-13T08:14:00Z,68.00,35.00
2026-02-13T08:16:00Z,68.00,35.00
2026-02-13T08:48:00Z,68.00,35.00
2026-02-13T09:56:00Z,68.00,35.00
2026-02-13T11:14:00Z,67.00,35.00
2026-02-13T11:23:00Z,67.00,35.00
2026-02-13T12:08:00Z,67.00,35.00
2026-02-13T12:32:00Z,67.00,35.00
2026-02-13T13:07:00Z,67.00,35.00
2026-02-13T13:09:00Z,67.00,35.00
2026-02-13T13:13:00Z,67.92,35.00
2026-02-13T13:15:00Z,68.00,35.00
2026-02-13T13:17:00Z,68.00,35.00
2026-02-13T13:19:00Z,68.00,35.00
2026-02-13T13:23:00Z,68.00,35.00
2026-02-13T13:24:00Z,68.00,35.00
2026-02-13T13:25:00Z,68.00,35.00
2026-02-13T13:33:00Z,68.00,35.00
2026-02-13T13:34:00Z,68.40,34.00
2026-02-13T13:35:00Z,69.00,34.00
2026-02-13T13:36:00Z,69.00,34.00
2026-02-13T13:37:00Z,69.00,35.00
2026-02-13T13:38:00Z,69.00,35.00
2026-02-13T13:39:00Z,69.33,40.62
2026-02-13T13:40:00Z,69.00,33.86
2026-02-13T13:41:00Z,72.03,31.64
2026-02-13T13:42:00Z,72.27,30.00
2026-02-13T13:43:00Z,70.93,33.20
2026-02-13T13:44:00Z,70.93,28.14
2026-02-13T13:45:00Z,74.23,29.17
2026-02-13T13:46:00Z,77.76,25.40
2026-02-13T13:47:00Z,79.11,20.71
2026-02-13T13:48:00Z,78.39,27.98
2026-02-13T13:49:00Z,81.00,22.75
2026-02-13T13:50:00Z,72.91,26.89
2026-02-13T13:51:00Z,76.00,28.97
2026-02-13T13:52:00Z,73.00,30.00
2026-02-13T13:53:00Z,73.00,28.78
2026-02-13T13:54:00Z,73.17,30.04
2026-02-13T13:55:00Z,77.80,22.54
2026-02-13T13:56:00Z,79.16,21.28
2026-02-13T13:57:00Z,80.96,19.40
2026-02-13T13:58:00Z,80.51,20.98
2026-02-13T13:59:00Z,81.39,24.00
2026-02-13T14:00:00Z,73.18,26.88
2026-02-13T14:01:00Z,76.93,25.13
2026-02-13T14:02:00Z,78.00,25.56
2026-02-13T14:03:00Z,78.00,28.86
2026-02-13T14:04:00Z,72.01,29.69
2026-02-13T14:05:00Z,76.00,28.27
2026-02-13T14:06:00Z,71.12,32.00
2026-02-13T14:07:00Z,66.48,32.61
2026-02-13T14:08:00Z,69.21,29.63
2026-02-13T14:09:00Z,71.00,28.73
2026-02-13T14:10:00Z,74.04,26.00
2026-02-13T14:11:00Z,74.92,28.57
2026-02-13T14:12:00Z,74.40,27.00
2026-02-13T14:13:00Z,72.18,28.42
2026-02-13T14:14:00Z,68.00,35.79
2026-02-13T14:15:00Z,62.86,40.59
2026-02-13T14:16:00Z,65.69,34.44
2026-02-13T14:17:00Z,63.99,39.11
2026-02-13T14:18:00Z,63.37,41.33
2026-02-13T14:19:00Z,61.16,38.75
2026-02-13T14:20:00Z,68.00,32.99
2026-02-13T14:21:00Z,75.05,29.40
2026-02-13T14:22:00Z,75.00,26.68
2026-02-13T14:23:00Z,74.00,28.58
2026-02-13T14:24:00Z,72.62,31.39
2026-02-13T14:25:00Z,70.84,33.16
2026-02-13T14:26:00Z,69.21,33.24
2026-02-13T14:27:00Z,71.51,29.90
2026-02-13T14:28:00Z,71.53,33.04
2026-02-13T14:29:00Z,65.44,40.22
2026-02-13T14:30:00Z,56.32,39.90
2026-02-13T14:31:00Z,69.00,30.42
2026-02-13T14:32:00Z,73.71,28.45
2026-02-13T14:33:00Z,74.25,28.11
2026-02-13T14:34:00Z,70.00,32.00
2026-02-13T14:35:00Z,68.96,33.30
2026-02-13T14:36:00Z,67.01,33.88
2026-02-13T14:37:00Z,70.00,34.14
2026-02-13T14:38:00Z,61.62,43.09
2026-02-13T14:39:00Z,54.06,47.18
2026-02-13T14:40:00Z,53.44,48.72
2026-02-13T14:41:00Z,54.90,46.50
2026-02-13T14:42:00Z,48.13,49.25
2026-02-13T14:43:00Z,45.00,53.43
2026-02-13T14:44:00Z,42.28,57.36
2026-02-13T14:45:00Z,41.45,58.29
2026-02-13T14:46:00Z,39.80,60.75
2026-02-13T14:47:00Z,41.23,60.71
