# event_ticker=KXATPCHALLENGERMATCH-26FEB13TABECH
# final_score=6-7(4) 6-2 6-4
# score_resolution=6-7 6-2 6-4
# match_winner=Clement Tabur
# fav_player=Clement Tabur
# dog_player=Moez Echargui
# kalshi_date=2026-02-13
timestamp,Clement Tabur,Moez Echargui
2026-02-13T14:48:00Z,39.99,61.55
2026-02-13T14:49:00Z,41.39,55.89
2026-02-13T14:50:00Z,47.42,49.47
2026-02-13T14:51:00Z,55.41,42.82
2026-02-13T14:52:00Z,55.41,36.80
2026-02-13T14:53:00Z,58.73,43.12
2026-02-13T14:54:00Z,62.33,38.91
2026-02-13T14:55:00Z,63.99,36.57
2026-02-13T14:56:00Z,62.55,38.12
2026-02-13T14:57:00Z,64.38,40.80
2026-02-13T14:58:00Z,61.34,40.09
2026-02-13T14:59:00Z,66.86,38.36
2026-02-13T15:00:00Z,58.93,45.11
2026-02-13T15:01:00Z,60.51,29.41
2026-02-13T15:02:00Z,70.93,34.69
2026-02-13T15:03:00Z,68.07,33.54
2026-02-13T15:04:00Z,74.08,31.26
2026-02-13T15:05:00Z,73.01,33.56
2026-02-13T15:06:00Z,67.06,28.97
2026-02-13T15:07:00Z,75.41,25.41
2026-02-13T15:08:00Z,74.31,28.67
2026-02-13T15:09:00Z,71.55,30.39
2026-02-13T15:10:00Z,79.11,21.32
2026-02-13T15:11:00Z,77.20,26.14
2026-02-13T15:12:00Z,83.99,20.63
2026-02-13T15:13:00Z,83.02,20.75
2026-02-13T15:14:00Z,89.33,19.26
2026-02-13T15:15:00Z,88.52,16.25
2026-02-13T15:16:00Z,81.87,22.30
2026-02-13T15:17:00Z,80.10,22.31
2026-02-13T15:18:00Z,80.57,20.39
2026-02-13T15:19:00Z,81.00,20.10
2026-02-13T15:20:00Z,81.63,22.12
2026-02-13T15:21:00Z,79.00,22.63
2026-02-13T15:22:00Z,78.61,23.47
2026-02-13T15:23:00Z,79.05,23.21
2026-02-13T15:24:00Z,80.11,22.40
2026-02-13T15:25:00Z,78.98,22.11
2026-02-13T15:26:00Z,78.34,23.53
2026-02-13T15:27:00Z,78.55,23.23
2026-02-13T15:28:00Z,79.98,23.05
2026-02-13T15:29:00Z,79.00,23.39
2026-02-13T15:30:00Z,74.25,27.30
2026-02-13T15:31:00Z,72.82,30.42
2026-02-13T15:32:00Z,72.51,28.53
2026-02-13T15:33:00Z,77.00,23.12
2026-02-13T15:34:00Z,83.27,17.88
2026-02-13T15:35:00Z,81.07,19.18
2026-02-13T15:36:00Z,86.34,17.81
2026-02-13T15:37:00Z,90.57,9.95
2026-02-13T15:38:00Z,92.25,8.78
2026-02-13T15:39:00Z,92.07,7.49
2026-02-13T15:40:00Z,92.48,8.64
2026-02-13T15:41:00Z,94.06,7.21
2026-02-13T15:42:00Z,92.66,8.07
2026-02-13T15:43:00Z,95.71,5.74
2026-02-13T15:44:00Z,95.17,7.53
2026-02-13T15:45:00Z,95.29,7.82
2026-02-13T15:46:00Z,93.41,6.71
2026-02-13T15:47:00Z,97.86,1.82
2026-02-13T15:48:00Z,97.01,2.66
2026-02-13T15:49:00Z,98.00,3.12
2026-02-13T15:50:00Z,97.98,3.12
2026-02-13T15:51:00Z,98.02,3.32
2026-02-13T15:52:00Z,98.81,2.24
2026-02-13T15:53:00Z,98.26,2.77
2026-02-13T15:54:00Z,98.77,3.00
2026-02-13T15:55:00Z,98.77,2.42
2026-02-13T15:56:00Z,98.77,1.75
2026-02-13T15:57:00Z,97.00,2.00
2026-02-13T15:58:00Z,97.00,2.39
2026-02-13T15:59:00Z,97.52,2.17
2026-02-13T16:00:00Z,97.08,4.95
2026-02-13T16:01:00Z,98.00,2.18
2026-02-13T16:02:00Z,99.00,1.94
2026-02-13T16:03:00Z,98.92,1.62
2026-02-13T16:04:00Z,99.00,3.00
2026-02-13T16:05:00Z,99.00,2.52
2026-02-13T16:06:00Z,99.00,1.00
2026-02-13T16:07:00Z,99.00,1.87
2026-02-13T16:08:00Z,99.00,2.00
2026-02-13T16:09:00Z,97.75,3.28
2026-02-13T16:10:00Z,96.97,4.46
2026-02-13T16:11:00Z,97.81,4.76
2026-02-13T16:12:00Z,96.73,4.90
2026-02-13T16:13:00Z,94.42,6.65
2026-02-13T16:14:00Z,93.80,7.41
2026-02-13T16:15:00Z,94.00,7.78
2026-02-13T16:16:00Z,95.20,4.14
2026-02-13T16:17:00Z,98.93,1.39
2026-02-13T16:18:00Z,99.00,1.40
2026-02-13T16:19:00Z,97.11,3.03
2026-02-13T16:20:00Z,98.89,1.35
2026-02-13T16:21:00Z,99.00,1.35
