# event_ticker=KXATPMATCH-26APR15MOUMUS
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Lorenzo Musetti
# fav_player=Corentin Moutet
# dog_player=Lorenzo Musetti
# kalshi_date=2026-04-15
timestamp,Corentin Moutet,Lorenzo Musetti
2026-04-16T02:16:00Z,,76.00
2026-04-16T02:17:00Z,,76.00
2026-04-16T02:21:00Z,,76.00
2026-04-16T02:27:00Z,,76.00
2026-04-16T02:28:00Z,,76.00
2026-04-16T02:30:00Z,,76.00
2026-04-16T02:41:00Z,25.00,76.00
2026-04-16T02:43:00Z,25.00,76.00
2026-04-16T02:45:00Z,25.00,76.00
2026-04-16T02:47:00Z,25.00,76.00
2026-04-16T02:56:00Z,25.00,76.00
2026-04-16T02:58:00Z,25.00,76.00
2026-04-16T03:11:00Z,25.00,76.00
2026-04-16T03:20:00Z,25.00,77.00
2026-04-16T03:27:00Z,25.00,77.00
2026-04-16T03:29:00Z,25.00,77.00
2026-04-16T03:31:00Z,25.00,77.00
2026-04-16T03:34:00Z,25.00,77.00
2026-04-16T03:38:00Z,25.00,77.00
2026-04-16T03:39:00Z,25.00,77.00
2026-04-16T03:41:00Z,25.00,77.00
2026-04-16T03:46:00Z,25.00,77.00
2026-04-16T03:50:00Z,25.00,77.00
2026-04-16T03:56:00Z,25.00,76.00
2026-04-16T03:59:00Z,25.00,76.00
2026-04-16T04:02:00Z,25.00,76.00
2026-04-16T04:04:00Z,25.00,76.00
2026-04-16T04:09:00Z,25.00,76.00
2026-04-16T04:14:00Z,25.00,76.00
2026-04-16T04:26:00Z,25.00,77.00
2026-04-16T04:32:00Z,25.00,77.00
2026-04-16T04:40:00Z,25.00,77.00
2026-04-16T04:46:00Z,25.00,77.00
2026-04-16T04:47:00Z,25.00,77.00
2026-04-16T04:48:00Z,25.00,77.00
2026-04-16T04:54:00Z,25.00,77.00
2026-04-16T04:58:00Z,25.00,77.00
2026-04-16T05:00:00Z,25.00,77.00
2026-04-16T05:01:00Z,25.00,77.00
2026-04-16T05:02:00Z,25.00,77.00
2026-04-16T05:03:00Z,25.00,77.00
2026-04-16T05:04:00Z,25.00,77.00
2026-04-16T05:05:00Z,25.00,77.00
2026-04-16T05:06:00Z,25.00,77.00
2026-04-16T05:07:00Z,25.00,77.00
2026-04-16T05:08:00Z,25.00,77.00
2026-04-16T05:11:00Z,25.00,77.00
2026-04-16T05:12:00Z,25.00,77.00
2026-04-16T05:13:00Z,25.00,77.00
2026-04-16T05:15:00Z,25.00,77.00
2026-04-16T05:18:00Z,25.00,77.00
2026-04-16T05:21:00Z,25.00,77.00
2026-04-16T05:24:00Z,24.00,77.00
2026-04-16T05:27:00Z,24.00,77.00
2026-04-16T05:29:00Z,24.00,77.00
2026-04-16T05:31:00Z,24.00,77.00
2026-04-16T05:33:00Z,24.00,77.00
2026-04-16T05:34:00Z,24.00,77.00
2026-04-16T05:37:00Z,24.00,77.00
2026-04-16T05:38:00Z,24.00,77.00
2026-04-16T05:44:00Z,24.00,77.00
2026-04-16T05:47:00Z,24.00,77.00
2026-04-16T05:48:00Z,25.00,77.00
2026-04-16T05:50:00Z,25.00,77.00
2026-04-16T05:52:00Z,25.00,77.00
2026-04-16T05:53:00Z,25.00,77.00
2026-04-16T05:57:00Z,24.00,77.00
2026-04-16T06:00:00Z,25.00,77.00
2026-04-16T06:03:00Z,25.00,77.00
2026-04-16T06:14:00Z,25.00,77.00
2026-04-16T06:18:00Z,25.00,77.00
2026-04-16T06:20:00Z,25.00,76.00
2026-04-16T06:34:00Z,25.00,76.20
2026-04-16T06:35:00Z,25.00,77.00
2026-04-16T06:36:00Z,25.00,77.00
2026-04-16T06:38:00Z,25.00,77.00
2026-04-16T06:41:00Z,25.00,77.00
2026-04-16T06:43:00Z,25.00,77.00
2026-04-16T06:44:00Z,25.00,77.00
2026-04-16T06:47:00Z,25.00,77.00
2026-04-16T06:48:00Z,25.00,77.00
