# event_ticker=KXATPCHALLENGERMATCH-26APR06LACAM
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Juan Manuel La Serna
# fav_player=Enzo Camargo Lima
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-04-06
timestamp,Enzo Camargo Lima,Juan Manuel La Serna
2026-04-06T09:23:00Z,,94.00
2026-04-06T09:28:00Z,,93.00
2026-04-06T09:30:00Z,,94.00
2026-04-06T09:37:00Z,6.00,94.00
2026-04-06T09:39:00Z,6.00,93.00
2026-04-06T09:40:00Z,7.00,93.00
2026-04-06T09:42:00Z,6.00,93.00
2026-04-06T09:51:00Z,7.00,93.00
2026-04-06T10:02:00Z,7.00,93.00
2026-04-06T10:03:00Z,7.00,93.00
2026-04-06T10:14:00Z,7.00,93.00
2026-04-06T10:26:00Z,7.00,93.00
2026-04-06T10:36:00Z,7.00,93.00
2026-04-06T10:37:00Z,7.00,93.00
2026-04-06T10:48:00Z,7.00,93.00
2026-04-06T11:00:00Z,7.00,93.00
2026-04-06T11:01:00Z,7.00,93.00
2026-04-06T11:11:00Z,7.00,93.00
2026-04-06T11:22:00Z,7.00,93.00
2026-04-06T11:50:00Z,9.00,93.00
2026-04-06T11:56:00Z,7.00,93.00
2026-04-06T12:07:00Z,7.00,93.00
2026-04-06T12:18:00Z,7.00,93.00
2026-04-06T12:19:00Z,7.00,93.00
2026-04-06T12:30:00Z,7.00,93.00
2026-04-06T12:41:00Z,7.00,93.00
2026-04-06T12:52:00Z,7.00,93.00
2026-04-06T13:03:00Z,7.00,92.00
2026-04-06T13:14:00Z,8.00,93.00
2026-04-06T13:15:00Z,8.00,93.00
2026-04-06T13:26:00Z,8.00,92.00
2026-04-06T13:27:00Z,7.00,92.00
2026-04-06T13:36:00Z,8.00,92.00
2026-04-06T13:37:00Z,8.00,93.00
2026-04-06T13:44:00Z,7.00,93.00
2026-04-06T13:47:00Z,7.00,93.00
2026-04-06T13:58:00Z,7.00,93.00
2026-04-06T13:59:00Z,7.00,93.00
2026-04-06T14:18:00Z,7.00,93.00
2026-04-06T14:29:00Z,7.00,95.00
2026-04-06T14:42:00Z,7.00,95.00
2026-04-06T15:03:00Z,7.00,95.00
2026-04-06T15:05:00Z,7.00,95.00
2026-04-06T15:54:00Z,7.00,95.00
2026-04-06T16:02:00Z,7.00,95.00
2026-04-06T16:06:00Z,7.00,95.00
2026-04-06T16:09:00Z,7.00,94.00
2026-04-06T16:20:00Z,7.00,94.00
2026-04-06T16:30:00Z,7.00,94.00
2026-04-06T16:36:00Z,7.00,94.00
2026-04-06T16:53:00Z,7.00,94.00
2026-04-06T16:58:00Z,7.00,94.00
2026-04-06T17:19:00Z,7.00,94.00
2026-04-06T18:04:00Z,7.00,94.00
2026-04-06T18:38:00Z,7.00,94.00
2026-04-06T18:39:00Z,7.00,94.00
2026-04-06T19:04:00Z,7.00,94.00
2026-04-06T19:09:00Z,7.00,94.00
2026-04-06T19:10:00Z,7.00,94.00
2026-04-06T19:14:00Z,7.00,94.00
2026-04-06T19:17:00Z,7.00,94.00
2026-04-06T19:19:00Z,7.00,94.00
2026-04-06T19:29:00Z,7.00,94.00
2026-04-06T19:31:00Z,7.00,94.00
2026-04-06T19:35:00Z,7.00,94.00
2026-04-06T19:37:00Z,7.00,94.00
2026-04-06T19:39:00Z,7.00,94.00
2026-04-06T19:42:00Z,7.00,94.00
2026-04-06T19:44:00Z,7.00,94.00
2026-04-06T19:49:00Z,7.00,94.00
2026-04-06T19:51:00Z,7.00,94.00
2026-04-06T19:54:00Z,7.00,94.00
2026-04-06T19:58:00Z,7.00,94.00
2026-04-06T20:00:00Z,7.00,94.00
2026-04-06T20:01:00Z,7.00,94.00
2026-04-06T20:06:00Z,7.00,94.00
2026-04-06T20:10:00Z,7.00,94.00
2026-04-06T20:13:00Z,7.00,94.00
2026-04-06T20:15:00Z,7.00,94.00
2026-04-06T20:17:00Z,7.00,94.00
2026-04-06T20:18:00Z,7.00,94.00
2026-04-06T20:22:00Z,7.00,94.00
2026-04-06T20:23:00Z,7.43,94.00
2026-04-06T20:24:00Z,8.00,94.00
2026-04-06T20:25:00Z,8.00,94.00
2026-04-06T20:28:00Z,8.00,94.00
2026-04-06T20:32:00Z,8.00,94.00
2026-04-06T20:37:00Z,8.00,94.00
2026-04-06T20:40:00Z,8.00,94.00
2026-04-06T20:42:00Z,8.00,94.00
2026-04-06T20:43:00Z,8.00,94.00
2026-04-06T20:44:00Z,8.00,94.00
2026-04-06T20:48:00Z,8.00,94.00
2026-04-06T20:49:00Z,8.00,94.00
2026-04-06T20:50:00Z,8.00,94.00
2026-04-06T20:51:00Z,8.00,94.00
2026-04-06T20:52:00Z,8.00,94.00
2026-04-06T20:53:00Z,8.00,93.00
2026-04-06T20:56:00Z,8.00,93.00
2026-04-06T20:58:00Z,8.00,93.00
2026-04-06T21:02:00Z,7.00,93.00
2026-04-06T21:03:00Z,7.73,93.00
2026-04-06T21:04:00Z,7.25,93.00
2026-04-06T21:05:00Z,7.47,93.57
2026-04-06T21:06:00Z,8.21,93.57
2026-04-06T21:07:00Z,8.00,93.30
2026-04-06T21:08:00Z,8.00,93.00
2026-04-06T21:09:00Z,8.31,93.00
2026-04-06T21:10:00Z,9.13,92.00
2026-04-06T21:11:00Z,7.71,93.52
2026-04-06T21:12:00Z,5.89,95.00
2026-04-06T21:13:00Z,6.57,95.00
2026-04-06T21:14:00Z,5.10,94.72
2026-04-06T21:15:00Z,5.00,94.33
2026-04-06T21:16:00Z,5.34,95.46
2026-04-06T21:17:00Z,7.83,91.59
2026-04-06T21:18:00Z,8.87,90.91
2026-04-06T21:19:00Z,10.56,91.89
2026-04-06T21:20:00Z,11.66,91.18
2026-04-06T21:21:00Z,5.75,91.18
2026-04-06T21:22:00Z,6.14,94.29
2026-04-06T21:23:00Z,7.65,93.00
2026-04-06T21:24:00Z,7.53,92.14
2026-04-06T21:25:00Z,9.32,90.00
2026-04-06T21:26:00Z,9.55,91.05
2026-04-06T21:27:00Z,9.27,91.02
2026-04-06T21:28:00Z,11.77,89.18
2026-04-06T21:29:00Z,10.37,89.55
2026-04-06T21:30:00Z,13.47,87.13
2026-04-06T21:31:00Z,10.12,91.00
2026-04-06T21:32:00Z,8.42,91.86
2026-04-06T21:33:00Z,8.00,93.00
2026-04-06T21:34:00Z,6.77,93.03
2026-04-06T21:35:00Z,5.31,94.00
2026-04-06T21:36:00Z,5.89,95.00
2026-04-06T21:37:00Z,5.34,95.00
2026-04-06T21:38:00Z,4.00,96.02
2026-04-06T21:39:00Z,3.49,96.00
2026-04-06T21:40:00Z,3.23,97.00
2026-04-06T21:41:00Z,4.00,97.28
2026-04-06T21:42:00Z,3.64,97.00
2026-04-06T21:43:00Z,3.11,97.00
2026-04-06T21:44:00Z,2.89,98.00
2026-04-06T21:45:00Z,3.50,97.01
2026-04-06T21:46:00Z,3.59,97.00
2026-04-06T21:47:00Z,4.96,96.15
2026-04-06T21:48:00Z,3.16,97.06
2026-04-06T21:49:00Z,2.45,97.99
2026-04-06T21:50:00Z,2.36,98.00
2026-04-06T21:51:00Z,2.00,98.06
2026-04-06T21:52:00Z,2.19,97.83
2026-04-06T21:53:00Z,3.82,97.00
2026-04-06T21:54:00Z,4.53,96.39
2026-04-06T21:55:00Z,5.48,95.38
2026-04-06T21:56:00Z,6.80,95.00
2026-04-06T21:57:00Z,6.18,94.31
2026-04-06T21:58:00Z,6.87,94.04
2026-04-06T21:59:00Z,7.14,93.01
2026-04-06T22:00:00Z,6.86,93.40
2026-04-06T22:01:00Z,5.42,94.46
2026-04-06T22:02:00Z,6.19,94.08
2026-04-06T22:03:00Z,6.10,94.05
2026-04-06T22:04:00Z,6.26,94.02
2026-04-06T22:05:00Z,5.10,95.00
2026-04-06T22:06:00Z,5.04,94.93
2026-04-06T22:07:00Z,4.03,96.00
2026-04-06T22:08:00Z,3.84,97.00
2026-04-06T22:09:00Z,2.48,98.19
2026-04-06T22:10:00Z,2.02,98.17
2026-04-06T22:11:00Z,1.79,99.00
2026-04-06T22:12:00Z,1.69,98.81
2026-04-06T22:13:00Z,1.50,99.00
2026-04-06T22:14:00Z,2.00,99.00
2026-04-06T22:15:00Z,1.18,99.00
2026-04-06T22:16:00Z,1.63,99.00
2026-04-06T22:17:00Z,1.41,98.69
2026-04-06T22:18:00Z,1.77,98.70
2026-04-06T22:19:00Z,1.76,99.00
2026-04-06T22:20:00Z,1.00,99.00
2026-04-06T22:21:00Z,1.00,99.00
2026-04-06T22:23:00Z,1.00,99.00
2026-04-06T22:24:00Z,1.00,99.00
2026-04-06T22:26:00Z,1.00,99.00
