# event_ticker=KXATPMATCH-25JUL20TIENAV
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Learner Tien
# fav_player=Emilio Nava
# dog_player=Learner Tien
# kalshi_date=2025-07-20
timestamp,Emilio Nava,Learner Tien
2025-07-21T12:49:00Z,,58.00
2025-07-21T12:56:00Z,,56.00
2025-07-21T13:12:00Z,,56.00
2025-07-21T13:40:00Z,45.00,56.00
2025-07-21T13:47:00Z,45.00,56.72
2025-07-21T14:22:00Z,45.00,57.00
2025-07-21T14:37:00Z,45.00,57.00
2025-07-21T15:07:00Z,45.00,57.00
2025-07-21T15:25:00Z,45.00,58.00
2025-07-21T15:52:00Z,45.00,57.00
2025-07-21T15:58:00Z,45.00,57.00
2025-07-21T16:01:00Z,45.00,56.61
2025-07-21T16:02:00Z,45.00,56.00
2025-07-21T16:15:00Z,45.00,56.00
2025-07-21T16:39:00Z,45.00,58.00
2025-07-21T17:02:00Z,45.00,58.86
2025-07-21T17:06:00Z,45.00,56.00
2025-07-21T17:08:00Z,45.00,58.00
2025-07-21T17:09:00Z,45.00,58.16
2025-07-21T17:10:00Z,45.00,58.00
2025-07-21T17:18:00Z,45.00,58.00
2025-07-21T17:23:00Z,44.00,58.00
2025-07-21T17:28:00Z,44.00,58.00
2025-07-21T17:39:00Z,44.00,58.00
2025-07-21T17:55:00Z,44.00,60.00
2025-07-21T18:14:00Z,44.00,59.00
2025-07-21T18:39:00Z,41.00,59.00
2025-07-21T18:50:00Z,41.00,59.00
2025-07-21T18:55:00Z,41.00,58.00
2025-07-21T19:10:00Z,41.00,58.96
2025-07-21T19:16:00Z,41.00,58.00
2025-07-21T19:18:00Z,43.65,58.00
2025-07-21T19:19:00Z,43.65,58.00
2025-07-21T19:20:00Z,43.65,58.00
2025-07-21T19:26:00Z,43.65,58.76
2025-07-21T19:34:00Z,43.65,58.55
2025-07-21T19:37:00Z,43.65,59.00
2025-07-21T19:40:00Z,43.65,59.00
2025-07-21T19:44:00Z,43.65,56.50
2025-07-21T19:47:00Z,43.65,58.00
2025-07-21T19:49:00Z,43.65,58.00
2025-07-21T19:52:00Z,43.65,58.68
2025-07-21T19:59:00Z,41.00,58.68
2025-07-21T20:00:00Z,43.00,59.00
2025-07-21T20:02:00Z,43.00,59.00
2025-07-21T20:06:00Z,43.00,59.00
2025-07-21T20:07:00Z,43.00,59.00
2025-07-21T20:08:00Z,43.00,59.00
2025-07-21T20:09:00Z,43.00,59.17
2025-07-21T20:10:00Z,43.00,60.00
2025-07-21T20:11:00Z,41.00,59.00
2025-07-21T20:13:00Z,41.00,59.00
2025-07-21T20:14:00Z,41.00,59.00
2025-07-21T20:15:00Z,42.00,59.00
2025-07-21T20:19:00Z,42.00,55.19
2025-07-21T20:20:00Z,42.00,58.00
2025-07-21T20:22:00Z,42.00,58.00
2025-07-21T20:28:00Z,42.00,59.53
2025-07-21T20:29:00Z,43.00,59.53
2025-07-21T20:33:00Z,43.00,61.00
2025-07-21T20:34:00Z,42.00,61.00
2025-07-21T20:35:00Z,42.00,61.00
2025-07-21T20:36:00Z,41.00,61.00
2025-07-21T20:37:00Z,42.91,59.82
2025-07-21T20:39:00Z,42.91,59.00
2025-07-21T20:40:00Z,43.00,61.33
2025-07-21T20:41:00Z,38.74,61.33
2025-07-21T20:42:00Z,38.74,66.66
2025-07-21T20:43:00Z,31.00,69.77
2025-07-21T20:44:00Z,31.00,64.95
2025-07-21T20:45:00Z,29.25,69.09
2025-07-21T20:46:00Z,29.25,78.74
2025-07-21T20:47:00Z,25.00,78.74
2025-07-21T20:48:00Z,25.00,80.53
2025-07-21T20:49:00Z,21.00,81.64
2025-07-21T20:51:00Z,17.97,82.90
2025-07-21T20:52:00Z,20.00,81.77
2025-07-21T20:53:00Z,20.00,79.17
2025-07-21T20:54:00Z,23.00,83.45
2025-07-21T20:55:00Z,21.00,79.32
2025-07-21T20:56:00Z,20.00,81.90
2025-07-21T20:57:00Z,20.00,82.00
2025-07-21T20:58:00Z,20.00,81.29
2025-07-21T20:59:00Z,19.00,82.00
2025-07-21T21:00:00Z,16.23,82.01
2025-07-21T21:01:00Z,15.00,85.00
2025-07-21T21:02:00Z,14.00,87.00
2025-07-21T21:03:00Z,14.43,86.00
2025-07-21T21:04:00Z,16.00,87.44
2025-07-21T21:05:00Z,16.00,87.42
2025-07-21T21:06:00Z,16.00,88.48
2025-07-21T21:07:00Z,14.00,89.00
