# event_ticker=KXATPMATCH-25JUL20TIENAV
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Learner Tien
# fav_player=Emilio Nava
# dog_player=Learner Tien
# kalshi_date=2025-07-20
timestamp,Emilio Nava,Learner Tien
2025-07-21T21:08:00Z,14.96,88.75
2025-07-21T21:09:00Z,10.00,89.00
2025-07-21T21:10:00Z,13.33,90.00
2025-07-21T21:11:00Z,9.02,93.02
2025-07-21T21:12:00Z,6.93,97.64
2025-07-21T21:13:00Z,8.01,90.28
2025-07-21T21:14:00Z,11.01,90.28
2025-07-21T21:15:00Z,9.26,92.00
2025-07-21T21:16:00Z,14.99,86.00
2025-07-21T21:17:00Z,14.94,86.04
2025-07-21T21:18:00Z,15.74,86.04
2025-07-21T21:19:00Z,15.33,86.69
2025-07-21T21:20:00Z,13.90,88.00
2025-07-21T21:21:00Z,16.00,88.00
2025-07-21T21:22:00Z,16.00,85.81
2025-07-21T21:23:00Z,16.00,85.85
2025-07-21T21:24:00Z,16.00,87.26
2025-07-21T21:25:00Z,15.00,86.00
2025-07-21T21:26:00Z,9.00,91.03
2025-07-21T21:27:00Z,9.00,88.00
2025-07-21T21:28:00Z,17.11,85.47
2025-07-21T21:29:00Z,18.00,85.00
2025-07-21T21:30:00Z,18.00,85.42
2025-07-21T21:31:00Z,13.00,85.97
2025-07-21T21:32:00Z,14.79,90.50
2025-07-21T21:33:00Z,13.66,88.99
2025-07-21T21:34:00Z,21.12,93.29
2025-07-21T21:35:00Z,5.86,93.73
2025-07-21T21:36:00Z,14.63,88.37
2025-07-21T21:37:00Z,13.60,86.92
2025-07-21T21:38:00Z,8.37,92.32
2025-07-21T21:39:00Z,4.75,95.46
2025-07-21T21:40:00Z,4.99,97.50
2025-07-21T21:41:00Z,3.53,96.93
2025-07-21T21:42:00Z,6.40,96.93
2025-07-21T21:43:00Z,10.42,88.50
2025-07-21T21:44:00Z,6.04,95.40
2025-07-21T21:45:00Z,4.29,97.94
2025-07-21T21:46:00Z,2.16,98.01
2025-07-21T21:47:00Z,2.00,98.00
2025-07-21T21:48:00Z,3.83,98.28
2025-07-21T21:49:00Z,3.95,98.00
2025-07-21T21:50:00Z,2.94,96.88
2025-07-21T21:51:00Z,3.42,99.00
2025-07-21T21:52:00Z,1.00,99.00
2025-07-21T21:53:00Z,1.00,99.00
2025-07-21T21:56:00Z,1.00,99.00
