# event_ticker=KXATPCHALLENGERMATCH-26FEB16SINMIC
# final_score=4-6 7-6(5) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Daniel Michalski
# fav_player=Karan (IND) Singh
# dog_player=Daniel Michalski
# kalshi_date=2026-02-16
timestamp,Karan (IND) Singh,Daniel Michalski
2026-02-15T22:50:00Z,35.00,
2026-02-15T22:51:00Z,35.00,
2026-02-15T22:53:00Z,36.00,
2026-02-15T22:55:00Z,36.00,67.00
2026-02-15T23:34:00Z,35.50,67.00
2026-02-15T23:58:00Z,35.50,67.00
2026-02-16T00:02:00Z,35.00,67.00
2026-02-16T00:03:00Z,35.00,67.00
2026-02-16T00:12:00Z,35.00,67.00
2026-02-16T01:49:00Z,35.00,67.00
2026-02-16T02:00:00Z,35.00,67.00
2026-02-16T02:23:00Z,35.00,67.00
2026-02-16T02:51:00Z,35.00,67.00
2026-02-16T02:52:00Z,35.00,67.46
2026-02-16T03:06:00Z,35.00,68.00
2026-02-16T03:08:00Z,35.00,68.00
2026-02-16T03:11:00Z,35.00,68.00
2026-02-16T03:26:00Z,35.00,68.00
2026-02-16T03:38:00Z,35.00,68.00
2026-02-16T03:53:00Z,35.00,68.00
2026-02-16T04:03:00Z,35.00,68.00
2026-02-16T04:09:00Z,35.00,68.00
2026-02-16T04:11:00Z,32.00,68.00
2026-02-16T04:23:00Z,32.00,68.00
2026-02-16T04:24:00Z,32.00,68.00
2026-02-16T04:36:00Z,32.00,68.00
2026-02-16T04:41:00Z,29.00,68.00
2026-02-16T04:49:00Z,32.00,68.00
2026-02-16T04:50:00Z,32.00,68.00
2026-02-16T04:52:00Z,32.00,68.00
2026-02-16T04:53:00Z,32.00,68.00
2026-02-16T04:54:00Z,32.00,68.00
2026-02-16T04:57:00Z,32.00,68.00
2026-02-16T05:07:00Z,33.00,68.00
2026-02-16T05:12:00Z,33.00,68.00
2026-02-16T05:30:00Z,33.00,69.74
2026-02-16T06:55:00Z,33.00,71.00
2026-02-16T07:02:00Z,33.00,71.00
2026-02-16T07:10:00Z,33.00,71.00
2026-02-16T07:21:00Z,33.00,71.00
2026-02-16T07:23:00Z,33.00,71.00
2026-02-16T07:30:00Z,33.00,71.00
2026-02-16T07:38:00Z,33.00,71.00
2026-02-16T07:41:00Z,33.00,71.00
2026-02-16T07:47:00Z,33.00,71.00
2026-02-16T07:49:00Z,33.00,71.00
2026-02-16T07:52:00Z,33.00,71.00
2026-02-16T07:54:00Z,33.00,71.00
2026-02-16T08:04:00Z,31.00,70.67
2026-02-16T08:13:00Z,31.00,72.37
2026-02-16T08:14:00Z,30.00,72.37
2026-02-16T08:15:00Z,30.00,71.43
2026-02-16T08:20:00Z,30.00,72.00
2026-02-16T08:25:00Z,29.00,72.00
2026-02-16T08:30:00Z,29.00,72.00
2026-02-16T08:31:00Z,29.00,71.00
2026-02-16T08:35:00Z,29.00,71.45
2026-02-16T08:41:00Z,29.00,71.00
2026-02-16T08:43:00Z,29.00,71.00
2026-02-16T08:53:00Z,29.00,70.00
2026-02-16T08:54:00Z,30.00,70.00
2026-02-16T08:56:00Z,30.00,70.00
2026-02-16T08:57:00Z,30.00,70.00
2026-02-16T08:59:00Z,31.00,70.00
2026-02-16T09:00:00Z,31.00,69.00
2026-02-16T09:04:00Z,33.85,69.11
2026-02-16T09:05:00Z,34.00,69.11
2026-02-16T09:09:00Z,32.00,69.11
2026-02-16T09:10:00Z,32.00,70.00
2026-02-16T09:14:00Z,33.00,70.00
2026-02-16T09:15:00Z,33.00,70.00
2026-02-16T09:16:00Z,33.00,69.00
2026-02-16T09:17:00Z,33.00,69.00
2026-02-16T09:18:00Z,33.00,69.00
2026-02-16T09:19:00Z,32.07,68.73
2026-02-16T09:20:00Z,32.00,69.40
2026-02-16T09:21:00Z,33.86,69.40
2026-02-16T09:22:00Z,33.40,68.00
2026-02-16T09:24:00Z,34.99,68.27
2026-02-16T09:25:00Z,34.70,66.78
2026-02-16T09:26:00Z,33.00,68.76
2026-02-16T09:27:00Z,38.09,62.34
2026-02-16T09:28:00Z,42.25,56.58
2026-02-16T09:29:00Z,50.41,50.58
2026-02-16T09:30:00Z,46.56,53.00
2026-02-16T09:31:00Z,45.93,54.00
2026-02-16T09:32:00Z,47.95,53.87
2026-02-16T09:33:00Z,41.02,62.42
2026-02-16T09:34:00Z,34.25,66.00
2026-02-16T09:35:00Z,35.00,67.00
2026-02-16T09:36:00Z,31.28,70.02
2026-02-16T09:37:00Z,28.67,72.00
2026-02-16T09:38:00Z,29.72,72.00
2026-02-16T09:39:00Z,32.99,70.00
2026-02-16T09:40:00Z,33.20,69.00
2026-02-16T09:41:00Z,35.50,69.00
2026-02-16T09:42:00Z,33.00,70.00
2026-02-16T09:43:00Z,32.63,69.50
2026-02-16T09:44:00Z,31.00,70.04
2026-02-16T09:45:00Z,30.04,71.20
2026-02-16T09:46:00Z,34.47,69.33
2026-02-16T09:47:00Z,34.40,66.45
2026-02-16T09:48:00Z,35.41,67.00
2026-02-16T09:49:00Z,35.99,66.92
2026-02-16T09:50:00Z,33.90,66.31
2026-02-16T09:51:00Z,27.63,72.00
2026-02-16T09:52:00Z,26.15,74.05
2026-02-16T09:53:00Z,28.52,74.27
2026-02-16T09:54:00Z,29.67,70.67
2026-02-16T09:55:00Z,27.00,71.02
2026-02-16T09:56:00Z,21.48,77.24
2026-02-16T09:57:00Z,29.90,71.18
2026-02-16T09:58:00Z,34.49,67.54
2026-02-16T09:59:00Z,32.39,68.14
2026-02-16T10:00:00Z,30.02,69.10
2026-02-16T10:01:00Z,35.31,68.93
2026-02-16T10:02:00Z,34.39,66.12
2026-02-16T10:03:00Z,40.33,65.60
2026-02-16T10:04:00Z,52.75,48.84
2026-02-16T10:05:00Z,57.37,42.17
2026-02-16T10:06:00Z,58.30,42.00
2026-02-16T10:07:00Z,58.74,40.96
2026-02-16T10:08:00Z,53.28,49.84
2026-02-16T10:09:00Z,43.76,57.60
2026-02-16T10:10:00Z,41.55,59.00
2026-02-16T10:11:00Z,46.35,56.73
2026-02-16T10:12:00Z,52.64,46.34
2026-02-16T10:13:00Z,61.31,40.53
2026-02-16T10:14:00Z,66.07,36.19
2026-02-16T10:15:00Z,69.67,30.86
2026-02-16T10:16:00Z,69.96,30.83
2026-02-16T10:17:00Z,78.93,24.01
2026-02-16T10:18:00Z,79.84,18.99
2026-02-16T10:19:00Z,80.87,13.93
2026-02-16T10:20:00Z,90.73,11.38
2026-02-16T10:21:00Z,92.25,7.13
2026-02-16T10:22:00Z,92.88,6.55
2026-02-16T10:23:00Z,94.41,6.89
2026-02-16T10:24:00Z,92.59,7.77
2026-02-16T10:25:00Z,90.53,9.25
2026-02-16T10:26:00Z,89.73,10.50
2026-02-16T10:27:00Z,83.46,16.80
2026-02-16T10:28:00Z,74.55,24.56
2026-02-16T10:29:00Z,70.58,30.29
2026-02-16T10:30:00Z,69.87,30.26
2026-02-16T10:31:00Z,75.92,26.86
2026-02-16T10:32:00Z,68.35,31.63
2026-02-16T10:33:00Z,63.52,35.65
2026-02-16T10:34:00Z,61.08,39.36
2026-02-16T10:35:00Z,61.62,39.32
2026-02-16T10:36:00Z,42.35,55.56
2026-02-16T10:37:00Z,23.66,49.90
