# event_ticker=KXATPMATCH-25OCT16RUNFUC
# final_score=6-4 6-4
# match_winner=Holger Rune
# fav_player=Holger Rune
# dog_player=Marton Fucsovics
# kalshi_date=2025-10-16
timestamp,Holger Rune,Marton Fucsovics
2025-10-16T06:28:00Z,65.00,
2025-10-16T06:31:00Z,65.00,
2025-10-16T09:07:00Z,65.00,37.00
2025-10-16T09:12:00Z,65.00,37.00
2025-10-16T09:14:00Z,65.00,37.00
2025-10-16T09:18:00Z,65.00,37.00
2025-10-16T09:20:00Z,65.00,37.00
2025-10-16T09:21:00Z,65.00,37.00
2025-10-16T09:28:00Z,65.00,36.00
2025-10-16T09:31:00Z,66.00,36.00
2025-10-16T09:39:00Z,66.00,36.00
2025-10-16T09:47:00Z,66.00,35.00
2025-10-16T09:58:00Z,66.00,35.00
2025-10-16T10:01:00Z,66.00,35.00
2025-10-16T10:30:00Z,66.00,35.00
2025-10-16T10:50:00Z,66.00,35.00
2025-10-16T10:51:00Z,66.00,35.00
2025-10-16T10:52:00Z,66.00,35.00
2025-10-16T11:18:00Z,66.00,35.00
2025-10-16T11:22:00Z,66.00,35.00
2025-10-16T11:39:00Z,66.00,35.00
2025-10-16T12:13:00Z,66.00,35.00
2025-10-16T12:19:00Z,66.67,35.00
2025-10-16T12:20:00Z,67.00,35.00
2025-10-16T12:24:00Z,67.00,35.00
2025-10-16T12:36:00Z,67.00,34.00
2025-10-16T12:43:00Z,67.00,34.00
2025-10-16T12:45:00Z,67.00,34.00
2025-10-16T12:51:00Z,67.00,34.00
2025-10-16T12:55:00Z,67.00,34.00
2025-10-16T13:06:00Z,67.00,34.00
2025-10-16T13:08:00Z,67.00,34.72
2025-10-16T13:09:00Z,66.00,34.72
2025-10-16T13:13:00Z,66.00,34.72
2025-10-16T13:21:00Z,66.00,34.72
2025-10-16T13:22:00Z,66.00,35.00
2025-10-16T13:25:00Z,66.00,35.00
2025-10-16T13:26:00Z,66.00,35.00
2025-10-16T13:27:00Z,66.00,35.00
2025-10-16T13:30:00Z,66.00,35.00
2025-10-16T13:32:00Z,66.00,35.00
2025-10-16T13:35:00Z,66.00,35.00
2025-10-16T13:36:00Z,66.00,35.00
2025-10-16T13:37:00Z,66.00,35.00
2025-10-16T13:38:00Z,66.00,35.00
2025-10-16T13:40:00Z,66.00,35.00
2025-10-16T13:56:00Z,66.00,35.00
2025-10-16T13:58:00Z,66.00,35.00
2025-10-16T14:05:00Z,66.00,35.00
2025-10-16T14:09:00Z,66.00,35.00
2025-10-16T14:11:00Z,66.00,35.00
2025-10-16T14:12:00Z,66.00,35.00
2025-10-16T14:13:00Z,66.00,34.00
2025-10-16T14:14:00Z,66.00,35.00
2025-10-16T14:21:00Z,66.00,35.00
2025-10-16T14:22:00Z,66.00,35.00
2025-10-16T14:23:00Z,67.00,35.00
2025-10-16T14:28:00Z,67.00,35.00
2025-10-16T14:30:00Z,66.05,35.00
2025-10-16T14:31:00Z,67.00,35.00
2025-10-16T14:32:00Z,66.00,35.00
2025-10-16T14:33:00Z,66.00,35.00
2025-10-16T14:35:00Z,66.00,35.00
2025-10-16T14:36:00Z,66.29,34.00
2025-10-16T14:37:00Z,66.29,34.00
2025-10-16T14:38:00Z,66.29,34.00
2025-10-16T14:39:00Z,66.46,34.00
2025-10-16T14:40:00Z,66.00,34.00
2025-10-16T14:41:00Z,66.34,34.00
2025-10-16T14:42:00Z,66.00,34.32
2025-10-16T14:43:00Z,66.00,34.00
2025-10-16T14:44:00Z,66.00,34.00
2025-10-16T14:45:00Z,66.00,34.00
2025-10-16T14:46:00Z,66.12,34.00
2025-10-16T14:47:00Z,66.00,34.00
2025-10-16T14:48:00Z,66.00,34.00
2025-10-16T14:49:00Z,66.00,34.00
2025-10-16T14:50:00Z,66.00,34.00
2025-10-16T14:51:00Z,66.01,33.82
2025-10-16T14:52:00Z,66.20,33.80
2025-10-16T14:53:00Z,67.00,33.80
2025-10-16T14:54:00Z,66.00,34.00
2025-10-16T14:57:00Z,66.00,34.00
2025-10-16T14:59:00Z,67.00,32.23
2025-10-16T15:00:00Z,66.00,34.00
2025-10-16T15:01:00Z,66.00,34.00
2025-10-16T15:02:00Z,67.00,34.00
2025-10-16T15:05:00Z,67.00,34.00
2025-10-16T15:07:00Z,67.00,34.00
2025-10-16T15:08:00Z,67.00,34.00
2025-10-16T15:10:00Z,67.00,34.00
2025-10-16T15:13:00Z,67.00,34.00
2025-10-16T15:22:00Z,67.00,34.00
2025-10-16T15:26:00Z,67.00,34.00
2025-10-16T15:28:00Z,67.00,34.00
2025-10-16T15:29:00Z,67.00,34.00
2025-10-16T15:30:00Z,67.00,34.00
2025-10-16T15:31:00Z,67.00,34.00
2025-10-16T15:32:00Z,67.00,34.00
2025-10-16T15:35:00Z,67.00,34.00
2025-10-16T15:37:00Z,67.00,34.00
2025-10-16T15:38:00Z,67.00,34.00
2025-10-16T15:42:00Z,67.00,34.00
2025-10-16T15:43:00Z,67.00,34.00
2025-10-16T15:49:00Z,67.00,34.00
2025-10-16T15:51:00Z,67.00,34.00
2025-10-16T15:55:00Z,67.00,34.00
2025-10-16T15:56:00Z,67.00,34.00
2025-10-16T15:59:00Z,67.00,34.00
2025-10-16T16:01:00Z,67.00,34.00
2025-10-16T16:04:00Z,67.00,34.00
2025-10-16T16:05:00Z,66.01,34.00
2025-10-16T16:08:00Z,67.00,34.00
2025-10-16T16:10:00Z,67.00,34.00
2025-10-16T16:11:00Z,67.00,34.00
2025-10-16T16:12:00Z,67.00,34.00
2025-10-16T16:14:00Z,67.00,34.00
2025-10-16T16:16:00Z,67.00,34.00
2025-10-16T16:17:00Z,67.00,34.00
2025-10-16T16:19:00Z,67.00,34.00
2025-10-16T16:20:00Z,67.00,34.00
2025-10-16T16:21:00Z,67.00,34.00
2025-10-16T16:23:00Z,67.00,34.00
2025-10-16T16:24:00Z,67.00,34.00
2025-10-16T16:26:00Z,67.00,34.00
2025-10-16T16:27:00Z,67.00,34.00
2025-10-16T16:28:00Z,67.00,34.00
2025-10-16T16:29:00Z,67.00,34.00
2025-10-16T16:30:00Z,67.00,34.00
2025-10-16T16:32:00Z,67.00,34.00
2025-10-16T16:33:00Z,66.92,34.00
2025-10-16T16:34:00Z,68.00,34.00
2025-10-16T16:35:00Z,68.00,34.00
2025-10-16T16:36:00Z,68.00,34.00
2025-10-16T16:37:00Z,68.00,34.00
2025-10-16T16:38:00Z,68.00,34.41
2025-10-16T16:39:00Z,68.00,34.00
2025-10-16T16:40:00Z,68.00,34.00
2025-10-16T16:41:00Z,68.00,34.00
2025-10-16T16:42:00Z,68.00,34.00
2025-10-16T16:43:00Z,68.00,34.00
2025-10-16T16:44:00Z,67.17,34.00
2025-10-16T16:45:00Z,67.87,34.30
2025-10-16T16:46:00Z,67.95,34.03
2025-10-16T16:47:00Z,68.00,35.00
2025-10-16T16:48:00Z,67.59,35.00
2025-10-16T16:49:00Z,67.44,35.00
2025-10-16T16:50:00Z,68.00,35.00
2025-10-16T16:51:00Z,68.00,34.22
2025-10-16T16:52:00Z,68.00,34.22
2025-10-16T16:53:00Z,68.00,35.00
2025-10-16T16:54:00Z,68.00,35.00
2025-10-16T16:55:00Z,68.00,35.00
2025-10-16T16:56:00Z,68.00,34.00
2025-10-16T16:57:00Z,68.00,34.00
2025-10-16T16:58:00Z,68.00,34.00
2025-10-16T16:59:00Z,68.00,34.00
2025-10-16T17:00:00Z,68.00,34.30
2025-10-16T17:01:00Z,68.00,34.19
2025-10-16T17:02:00Z,68.00,35.00
2025-10-16T17:03:00Z,68.26,35.00
2025-10-16T17:04:00Z,68.00,34.00
2025-10-16T17:05:00Z,67.02,34.00
2025-10-16T17:06:00Z,66.77,36.98
2025-10-16T17:07:00Z,63.12,39.91
2025-10-16T17:08:00Z,66.44,37.59
2025-10-16T17:09:00Z,66.35,36.57
2025-10-16T17:10:00Z,63.37,38.94
2025-10-16T17:11:00Z,64.40,36.85
2025-10-16T17:12:00Z,65.14,36.00
2025-10-16T17:13:00Z,69.47,32.09
2025-10-16T17:14:00Z,70.11,30.67
2025-10-16T17:15:00Z,71.08,30.09
2025-10-16T17:16:00Z,72.48,28.27
2025-10-16T17:17:00Z,68.77,30.73
2025-10-16T17:18:00Z,68.84,32.99
2025-10-16T17:19:00Z,67.33,33.90
2025-10-16T17:20:00Z,65.99,34.97
2025-10-16T17:21:00Z,65.62,34.15
2025-10-16T17:22:00Z,66.40,39.71
2025-10-16T17:23:00Z,62.26,41.26
2025-10-16T17:24:00Z,60.59,38.97
2025-10-16T17:25:00Z,61.19,39.65
2025-10-16T17:26:00Z,58.28,42.87
2025-10-16T17:27:00Z,63.59,37.28
2025-10-16T17:28:00Z,64.20,36.77
2025-10-16T17:29:00Z,57.78,43.04
2025-10-16T17:30:00Z,59.54,42.39
2025-10-16T17:31:00Z,64.36,37.09
2025-10-16T17:32:00Z,66.78,33.09
2025-10-16T17:33:00Z,72.32,28.18
2025-10-16T17:34:00Z,77.75,22.63
2025-10-16T17:35:00Z,75.18,26.63
2025-10-16T17:36:00Z,79.72,20.63
2025-10-16T17:37:00Z,80.00,21.87
2025-10-16T17:38:00Z,80.03,19.01
2025-10-16T17:39:00Z,81.17,19.01
2025-10-16T17:40:00Z,83.30,16.69
2025-10-16T17:41:00Z,83.14,17.72
2025-10-16T17:42:00Z,84.65,15.16
2025-10-16T17:43:00Z,89.29,11.25
2025-10-16T17:44:00Z,88.08,10.03
2025-10-16T17:45:00Z,89.96,10.62
2025-10-16T17:46:00Z,88.02,12.77
2025-10-16T17:47:00Z,85.32,14.48
2025-10-16T17:48:00Z,86.24,13.76
2025-10-16T17:49:00Z,86.78,14.74
2025-10-16T17:50:00Z,86.23,14.99
2025-10-16T17:51:00Z,83.76,16.16
2025-10-16T17:52:00Z,85.38,15.29
2025-10-16T17:53:00Z,86.69,14.93
2025-10-16T17:54:00Z,84.01,17.00
2025-10-16T17:55:00Z,85.26,15.03
2025-10-16T17:56:00Z,88.00,14.88
2025-10-16T17:57:00Z,87.28,12.31
2025-10-16T17:58:00Z,87.08,12.85
2025-10-16T17:59:00Z,86.99,13.12
2025-10-16T18:00:00Z,87.01,12.96
2025-10-16T18:01:00Z,88.98,13.00
2025-10-16T18:02:00Z,89.00,11.79
2025-10-16T18:03:00Z,87.93,13.74
2025-10-16T18:04:00Z,88.67,10.49
2025-10-16T18:05:00Z,88.69,10.31
2025-10-16T18:06:00Z,93.21,6.21
2025-10-16T18:07:00Z,94.68,6.28
2025-10-16T18:08:00Z,93.30,6.84
2025-10-16T18:09:00Z,94.49,6.00
2025-10-16T18:10:00Z,96.44,4.90
2025-10-16T18:11:00Z,95.49,4.80
2025-10-16T18:12:00Z,98.00,2.98
2025-10-16T18:13:00Z,96.39,2.06
2025-10-16T18:14:00Z,96.47,3.82
2025-10-16T18:15:00Z,95.55,5.65
2025-10-16T18:16:00Z,95.00,6.00
2025-10-16T18:17:00Z,95.23,6.22
2025-10-16T18:18:00Z,95.88,4.02
2025-10-16T18:19:00Z,96.46,3.72
2025-10-16T18:20:00Z,96.22,3.00
2025-10-16T18:21:00Z,96.68,4.45
2025-10-16T18:22:00Z,96.01,3.95
2025-10-16T18:23:00Z,96.00,5.16
2025-10-16T18:24:00Z,95.35,6.00
2025-10-16T18:25:00Z,91.48,8.19
2025-10-16T18:26:00Z,91.40,8.09
2025-10-16T18:27:00Z,94.51,3.86
2025-10-16T18:28:00Z,97.44,3.14
2025-10-16T18:29:00Z,97.05,3.01
2025-10-16T18:30:00Z,96.01,4.51
2025-10-16T18:31:00Z,97.53,4.86
2025-10-16T18:32:00Z,97.26,4.30
2025-10-16T18:33:00Z,96.49,4.70
2025-10-16T18:34:00Z,97.94,2.58
2025-10-16T18:35:00Z,98.32,2.59
2025-10-16T18:36:00Z,97.78,2.28
2025-10-16T18:37:00Z,98.58,2.08
2025-10-16T18:38:00Z,99.00,1.01
2025-10-16T18:39:00Z,98.93,1.62
2025-10-16T18:40:00Z,98.92,1.71
2025-10-16T18:41:00Z,99.00,1.91
2025-10-16T18:42:00Z,99.00,2.00
2025-10-16T18:43:00Z,98.96,1.00
2025-10-16T18:44:00Z,98.28,2.16
2025-10-16T18:45:00Z,97.50,3.18
2025-10-16T18:46:00Z,98.20,2.70
2025-10-16T18:47:00Z,96.72,3.48
2025-10-16T18:48:00Z,96.67,5.19
2025-10-16T18:49:00Z,93.85,7.76
2025-10-16T18:50:00Z,90.46,9.01
2025-10-16T18:51:00Z,91.72,9.45
2025-10-16T18:52:00Z,95.28,6.38
2025-10-16T18:53:00Z,98.74,3.57
2025-10-16T18:54:00Z,99.00,1.00
2025-10-16T18:55:00Z,99.00,1.00
2025-10-16T18:57:00Z,99.00,1.00
2025-10-16T18:58:00Z,99.00,1.00
2025-10-16T19:00:00Z,99.00,1.00
2025-10-16T19:01:00Z,99.00,1.00
