# event_ticker=KXATPMATCH-26APR05BERMAN
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Zizou Bergs
# fav_player=Adrian Mannarino
# dog_player=Zizou Bergs
# kalshi_date=2026-04-05
timestamp,Adrian Mannarino,Zizou Bergs
2026-04-05T23:47:00Z,24.00,
2026-04-05T23:48:00Z,24.00,
2026-04-06T00:02:00Z,24.00,77.00
2026-04-06T00:50:00Z,24.00,77.00
2026-04-06T01:05:00Z,24.00,77.00
2026-04-06T01:07:00Z,25.00,77.00
2026-04-06T01:08:00Z,25.00,77.00
2026-04-06T01:15:00Z,25.00,77.00
2026-04-06T01:43:00Z,25.00,77.00
2026-04-06T01:45:00Z,25.00,77.00
2026-04-06T01:54:00Z,24.00,77.00
2026-04-06T01:58:00Z,25.00,77.00
2026-04-06T01:59:00Z,25.00,77.00
2026-04-06T02:02:00Z,25.00,77.00
2026-04-06T02:11:00Z,25.00,77.00
2026-04-06T02:22:00Z,25.00,77.00
2026-04-06T02:27:00Z,25.00,77.00
2026-04-06T02:30:00Z,25.00,77.00
2026-04-06T02:35:00Z,25.00,77.00
2026-04-06T02:41:00Z,25.00,77.00
2026-04-06T02:44:00Z,25.00,77.00
2026-04-06T02:50:00Z,25.00,77.00
2026-04-06T03:08:00Z,25.00,77.00
2026-04-06T03:14:00Z,25.00,77.00
2026-04-06T03:20:00Z,25.00,77.00
2026-04-06T03:24:00Z,25.00,77.00
2026-04-06T03:29:00Z,25.00,77.00
2026-04-06T03:37:00Z,25.00,77.00
2026-04-06T03:38:00Z,25.00,77.00
2026-04-06T03:46:00Z,25.00,77.00
2026-04-06T03:51:00Z,25.00,77.00
2026-04-06T04:02:00Z,25.00,77.00
2026-04-06T04:12:00Z,23.17,77.00
2026-04-06T04:20:00Z,25.00,77.00
2026-04-06T04:24:00Z,23.00,77.00
2026-04-06T04:38:00Z,23.00,77.00
2026-04-06T04:41:00Z,25.00,77.00
2026-04-06T04:43:00Z,25.00,77.00
2026-04-06T04:48:00Z,23.00,78.78
2026-04-06T04:49:00Z,23.00,78.00
2026-04-06T04:56:00Z,23.00,78.00
2026-04-06T04:57:00Z,23.00,78.00
2026-04-06T04:58:00Z,22.00,77.07
2026-04-06T05:01:00Z,23.00,77.07
2026-04-06T05:02:00Z,23.00,78.00
2026-04-06T05:03:00Z,23.00,78.00
2026-04-06T05:04:00Z,23.00,78.00
2026-04-06T05:05:00Z,23.00,78.00
2026-04-06T05:07:00Z,23.00,78.00
2026-04-06T05:10:00Z,23.00,78.00
2026-04-06T05:11:00Z,23.00,78.00
2026-04-06T05:21:00Z,23.00,78.00
2026-04-06T05:24:00Z,23.00,77.00
2026-04-06T05:25:00Z,23.00,78.00
2026-04-06T05:27:00Z,23.00,78.00
2026-04-06T05:31:00Z,23.00,78.00
2026-04-06T05:32:00Z,23.00,78.00
2026-04-06T05:43:00Z,23.00,78.00
2026-04-06T05:47:00Z,23.00,78.00
2026-04-06T05:48:00Z,23.00,78.00
2026-04-06T05:52:00Z,22.00,78.00
2026-04-06T05:55:00Z,23.00,78.00
2026-04-06T05:58:00Z,23.00,78.00
2026-04-06T05:59:00Z,23.00,78.00
2026-04-06T06:02:00Z,23.00,78.00
2026-04-06T06:11:00Z,23.00,78.00
2026-04-06T06:19:00Z,23.00,78.00
2026-04-06T06:20:00Z,23.00,78.00
2026-04-06T06:32:00Z,23.00,78.00
2026-04-06T06:36:00Z,23.00,78.00
2026-04-06T06:37:00Z,23.00,78.00
2026-04-06T06:41:00Z,23.00,78.00
2026-04-06T06:50:00Z,23.00,78.00
2026-04-06T06:52:00Z,23.00,78.00
2026-04-06T07:09:00Z,23.00,78.00
2026-04-06T07:10:00Z,23.00,78.00
2026-04-06T07:25:00Z,23.00,78.00
2026-04-06T07:29:00Z,23.00,78.00
2026-04-06T07:31:00Z,23.00,78.00
2026-04-06T07:42:00Z,23.00,78.00
2026-04-06T07:45:00Z,23.00,78.00
2026-04-06T08:08:00Z,23.00,78.00
2026-04-06T08:09:00Z,23.00,78.00
2026-04-06T08:11:00Z,23.00,78.00
2026-04-06T08:43:00Z,23.00,78.00
2026-04-06T08:46:00Z,23.00,78.00
2026-04-06T08:48:00Z,23.00,78.00
2026-04-06T08:52:00Z,23.00,78.00
2026-04-06T08:56:00Z,23.00,78.00
2026-04-06T09:00:00Z,22.00,78.00
2026-04-06T09:07:00Z,22.00,78.00
2026-04-06T09:15:00Z,22.00,78.00
2026-04-06T09:17:00Z,22.00,78.00
2026-04-06T09:26:00Z,22.00,78.00
2026-04-06T09:40:00Z,22.00,78.00
2026-04-06T09:47:00Z,23.00,78.00
2026-04-06T09:58:00Z,23.00,78.00
2026-04-06T10:01:00Z,23.00,78.00
2026-04-06T10:02:00Z,23.00,78.00
2026-04-06T10:04:00Z,23.00,78.00
2026-04-06T10:10:00Z,23.00,78.00
2026-04-06T10:12:00Z,22.00,78.00
2026-04-06T10:14:00Z,21.00,78.00
2026-04-06T10:16:00Z,21.00,78.00
2026-04-06T10:18:00Z,21.00,78.00
2026-04-06T10:20:00Z,21.00,78.00
2026-04-06T10:21:00Z,21.00,80.00
2026-04-06T10:28:00Z,21.00,80.00
2026-04-06T10:29:00Z,21.00,80.00
2026-04-06T10:31:00Z,21.00,80.00
2026-04-06T10:41:00Z,21.00,80.00
2026-04-06T10:42:00Z,21.00,80.00
2026-04-06T10:44:00Z,21.00,80.00
2026-04-06T10:45:00Z,20.00,80.00
2026-04-06T10:46:00Z,21.00,79.04
2026-04-06T10:47:00Z,21.00,80.00
2026-04-06T10:48:00Z,21.00,79.01
2026-04-06T10:49:00Z,21.00,79.01
2026-04-06T10:50:00Z,21.00,80.00
2026-04-06T10:51:00Z,21.00,80.00
2026-04-06T10:52:00Z,21.00,80.00
2026-04-06T10:53:00Z,21.00,79.00
2026-04-06T10:54:00Z,21.86,80.32
2026-04-06T10:55:00Z,22.00,79.72
2026-04-06T10:56:00Z,22.00,79.06
2026-04-06T10:57:00Z,23.00,81.00
2026-04-06T10:58:00Z,23.25,78.99
2026-04-06T10:59:00Z,24.04,77.09
2026-04-06T11:00:00Z,20.00,80.86
2026-04-06T11:01:00Z,22.22,80.86
2026-04-06T11:02:00Z,21.27,79.35
2026-04-06T11:03:00Z,17.02,84.70
2026-04-06T11:04:00Z,13.80,86.70
2026-04-06T11:05:00Z,12.87,87.22
2026-04-06T11:06:00Z,14.17,85.99
2026-04-06T11:07:00Z,14.00,88.15
2026-04-06T11:08:00Z,11.96,87.39
2026-04-06T11:09:00Z,12.00,87.91
2026-04-06T11:10:00Z,10.00,88.93
2026-04-06T11:11:00Z,11.00,91.07
2026-04-06T11:12:00Z,10.87,90.03
2026-04-06T11:13:00Z,10.33,89.07
2026-04-06T11:14:00Z,12.50,87.00
2026-04-06T11:15:00Z,11.00,87.00
2026-04-06T11:16:00Z,13.00,88.00
2026-04-06T11:17:00Z,11.25,91.00
2026-04-06T11:18:00Z,10.95,90.00
2026-04-06T11:19:00Z,9.65,91.00
2026-04-06T11:20:00Z,8.48,91.85
2026-04-06T11:21:00Z,9.00,91.67
2026-04-06T11:22:00Z,10.72,89.94
2026-04-06T11:23:00Z,12.63,88.41
2026-04-06T11:24:00Z,12.00,89.00
2026-04-06T11:25:00Z,14.31,86.00
2026-04-06T11:26:00Z,14.90,85.00
2026-04-06T11:27:00Z,20.65,81.39
2026-04-06T11:28:00Z,20.26,81.00
2026-04-06T11:29:00Z,21.30,79.25
2026-04-06T11:30:00Z,25.25,76.43
2026-04-06T11:31:00Z,25.77,75.10
2026-04-06T11:32:00Z,26.25,75.83
2026-04-06T11:33:00Z,23.59,75.00
2026-04-06T11:34:00Z,23.00,76.00
2026-04-06T11:35:00Z,21.15,78.00
2026-04-06T11:36:00Z,20.11,83.85
2026-04-06T11:37:00Z,15.96,86.75
2026-04-06T11:38:00Z,9.50,91.75
2026-04-06T11:39:00Z,9.99,90.99
2026-04-06T11:40:00Z,9.59,90.13
2026-04-06T11:41:00Z,12.17,88.00
2026-04-06T11:42:00Z,11.78,88.38
2026-04-06T11:43:00Z,13.53,91.00
2026-04-06T11:44:00Z,10.06,90.13
2026-04-06T11:45:00Z,9.00,91.00
2026-04-06T11:46:00Z,9.75,91.64
2026-04-06T11:47:00Z,9.00,90.69
2026-04-06T11:48:00Z,6.57,94.00
2026-04-06T11:49:00Z,10.99,90.30
2026-04-06T11:50:00Z,11.00,91.00
2026-04-06T11:51:00Z,11.77,89.03
2026-04-06T11:52:00Z,11.69,87.72
2026-04-06T11:53:00Z,11.29,88.63
2026-04-06T11:54:00Z,9.77,91.52
2026-04-06T11:55:00Z,10.00,91.00
2026-04-06T11:56:00Z,7.53,90.39
2026-04-06T11:57:00Z,6.45,94.87
2026-04-06T11:58:00Z,5.90,95.81
2026-04-06T11:59:00Z,4.78,95.91
2026-04-06T12:00:00Z,1.39,98.39
2026-04-06T12:01:00Z,3.68,96.73
2026-04-06T12:02:00Z,5.66,95.11
2026-04-06T12:03:00Z,8.79,92.90
2026-04-06T12:04:00Z,10.00,91.00
2026-04-06T12:05:00Z,11.81,90.04
2026-04-06T12:06:00Z,9.54,90.94
2026-04-06T12:07:00Z,8.04,93.95
2026-04-06T12:08:00Z,7.00,93.63
2026-04-06T12:09:00Z,3.34,96.33
2026-04-06T12:10:00Z,2.61,97.15
2026-04-06T12:11:00Z,3.01,97.15
2026-04-06T12:12:00Z,3.62,97.60
2026-04-06T12:13:00Z,1.10,98.93
2026-04-06T12:14:00Z,1.10,98.99
2026-04-06T12:15:00Z,2.00,98.00
2026-04-06T12:16:00Z,2.65,98.98
2026-04-06T12:17:00Z,1.37,99.00
2026-04-06T12:18:00Z,1.00,99.00
2026-04-06T12:19:00Z,1.00,99.00
2026-04-06T12:22:00Z,1.00,99.00
