# event_ticker=KXATPCHALLENGERMATCH-26APR04DUCPAC
# final_score=4-6 6-3 7-6(7)
# score_resolution=4-6 6-3 7-6
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Rodrigo Pacheco Mendez
# kalshi_date=2026-04-04
timestamp,James Duckworth,Rodrigo Pacheco Mendez
2026-04-04T14:09:00Z,54.00,
2026-04-04T14:10:00Z,54.00,
2026-04-04T14:59:00Z,54.00,
2026-04-04T16:22:00Z,54.00,
2026-04-04T16:39:00Z,54.00,
2026-04-04T16:48:00Z,54.00,49.00
2026-04-04T16:56:00Z,53.00,49.00
2026-04-04T16:57:00Z,53.00,49.00
2026-04-04T16:59:00Z,53.00,49.00
2026-04-04T17:03:00Z,53.00,49.00
2026-04-04T17:28:00Z,53.00,49.00
2026-04-04T17:29:00Z,53.00,49.00
2026-04-04T17:53:00Z,54.00,49.00
2026-04-04T18:02:00Z,54.00,49.00
2026-04-04T18:03:00Z,54.00,48.00
2026-04-04T18:05:00Z,54.00,48.00
2026-04-04T18:08:00Z,54.00,49.00
2026-04-04T18:14:00Z,53.00,49.00
2026-04-04T18:21:00Z,53.00,48.00
2026-04-04T18:30:00Z,53.00,48.00
2026-04-04T18:45:00Z,53.00,48.00
2026-04-04T18:47:00Z,53.00,48.00
2026-04-04T18:52:00Z,53.00,48.00
2026-04-04T19:03:00Z,53.00,48.00
2026-04-04T19:39:00Z,53.00,49.00
2026-04-04T19:44:00Z,53.00,49.00
2026-04-04T20:24:00Z,53.00,49.00
2026-04-04T20:34:00Z,53.00,49.00
2026-04-04T20:45:00Z,53.00,49.00
2026-04-04T21:01:00Z,51.09,49.00
2026-04-04T21:28:00Z,53.00,49.00
2026-04-04T21:39:00Z,53.00,49.00
2026-04-04T21:40:00Z,53.00,49.00
2026-04-04T21:47:00Z,53.00,46.00
2026-04-04T21:57:00Z,53.98,46.00
2026-04-04T22:04:00Z,53.98,48.00
2026-04-04T22:06:00Z,53.98,47.00
2026-04-04T22:10:00Z,54.00,47.00
2026-04-04T22:13:00Z,54.00,47.00
2026-04-04T22:15:00Z,54.00,47.00
2026-04-04T22:20:00Z,54.00,47.00
2026-04-04T22:22:00Z,54.43,47.00
2026-04-04T22:23:00Z,54.43,47.00
2026-04-04T22:25:00Z,55.00,47.00
2026-04-04T22:28:00Z,55.00,47.00
2026-04-04T22:29:00Z,55.00,47.00
2026-04-04T22:31:00Z,55.00,47.00
2026-04-04T22:34:00Z,55.00,47.00
2026-04-04T22:37:00Z,54.00,47.00
2026-04-04T22:38:00Z,54.00,47.00
2026-04-04T22:39:00Z,54.00,47.00
2026-04-04T22:41:00Z,54.00,47.00
2026-04-04T22:42:00Z,54.00,47.00
2026-04-04T22:44:00Z,54.00,47.00
2026-04-04T22:48:00Z,54.00,46.00
2026-04-04T22:51:00Z,54.00,47.00
2026-04-04T22:53:00Z,54.00,47.00
2026-04-04T22:54:00Z,54.00,47.00
2026-04-04T22:55:00Z,54.00,47.00
2026-04-04T22:58:00Z,54.00,47.00
2026-04-04T23:03:00Z,54.00,47.00
2026-04-04T23:05:00Z,54.00,47.00
2026-04-04T23:07:00Z,54.00,47.00
2026-04-04T23:08:00Z,54.00,47.00
2026-04-04T23:09:00Z,53.44,47.00
2026-04-04T23:10:00Z,54.00,47.00
2026-04-04T23:11:00Z,54.00,47.00
