# event_ticker=KXATPCHALLENGERMATCH-26MAR25FERGUE
# final_score=2-6 6-3 6-4
# score_resolution=6-2 3-6 4-6
# match_winner=Sascha Gueymard Wayenburg
# fav_player=Frederico Ferreira Silva
# dog_player=Sascha Gueymard Wayenburg
# kalshi_date=2026-03-25
timestamp,Frederico Ferreira Silva,Sascha Gueymard Wayenburg
2026-03-24T22:22:00Z,54.00,
2026-03-24T23:25:00Z,53.50,
2026-03-25T00:09:00Z,54.00,
2026-03-25T00:23:00Z,54.88,
2026-03-25T01:32:00Z,55.00,
2026-03-25T02:28:00Z,55.00,
2026-03-25T02:47:00Z,55.00,
2026-03-25T02:58:00Z,55.00,46.00
2026-03-25T03:26:00Z,55.00,46.00
2026-03-25T03:39:00Z,55.00,46.00
2026-03-25T03:40:00Z,55.00,46.00
2026-03-25T03:47:00Z,55.00,46.00
2026-03-25T03:48:00Z,55.00,46.00
2026-03-25T03:58:00Z,55.00,45.50
2026-03-25T03:59:00Z,55.00,46.00
2026-03-25T04:09:00Z,55.56,46.00
2026-03-25T04:13:00Z,56.00,46.00
2026-03-25T04:17:00Z,56.00,46.00
2026-03-25T04:26:00Z,56.00,46.00
2026-03-25T04:37:00Z,56.00,46.00
2026-03-25T04:43:00Z,56.00,46.00
2026-03-25T04:46:00Z,56.00,46.00
2026-03-25T04:56:00Z,56.00,46.00
2026-03-25T04:58:00Z,56.00,46.00
2026-03-25T05:07:00Z,56.00,46.00
2026-03-25T05:09:00Z,56.00,46.00
2026-03-25T05:11:00Z,56.00,46.00
2026-03-25T05:18:00Z,56.00,46.00
2026-03-25T05:26:00Z,56.00,45.00
2026-03-25T05:30:00Z,56.00,45.00
2026-03-25T05:33:00Z,56.00,45.00
2026-03-25T05:34:00Z,56.00,45.00
2026-03-25T05:37:00Z,56.00,45.00
2026-03-25T05:40:00Z,56.00,46.00
2026-03-25T05:42:00Z,56.00,46.00
2026-03-25T05:44:00Z,56.00,45.00
2026-03-25T05:45:00Z,56.00,46.00
2026-03-25T05:46:00Z,56.00,46.00
2026-03-25T05:47:00Z,56.00,46.00
2026-03-25T05:48:00Z,56.00,46.00
2026-03-25T05:49:00Z,56.00,46.00
2026-03-25T05:50:00Z,56.00,46.00
2026-03-25T05:51:00Z,56.00,46.00
2026-03-25T05:52:00Z,56.00,46.00
2026-03-25T05:55:00Z,56.00,46.00
2026-03-25T05:57:00Z,56.00,46.00
2026-03-25T05:58:00Z,56.54,46.00
2026-03-25T05:59:00Z,57.00,46.00
2026-03-25T06:00:00Z,57.00,46.00
2026-03-25T06:02:00Z,57.00,46.00
2026-03-25T06:03:00Z,57.00,46.00
2026-03-25T06:05:00Z,57.00,46.00
2026-03-25T06:06:00Z,57.00,46.00
2026-03-25T06:07:00Z,57.00,46.00
2026-03-25T06:10:00Z,57.00,46.00
2026-03-25T06:11:00Z,57.00,46.00
2026-03-25T06:12:00Z,57.00,46.00
2026-03-25T06:13:00Z,57.00,46.00
2026-03-25T06:14:00Z,57.00,46.00
2026-03-25T06:15:00Z,57.00,46.00
2026-03-25T06:16:00Z,57.00,46.00
2026-03-25T06:19:00Z,57.00,46.00
2026-03-25T06:21:00Z,57.00,46.00
2026-03-25T06:23:00Z,57.00,46.00
2026-03-25T06:25:00Z,57.00,46.00
2026-03-25T06:26:00Z,57.00,46.00
2026-03-25T06:27:00Z,57.00,46.00
2026-03-25T06:30:00Z,56.00,46.00
2026-03-25T06:33:00Z,56.00,46.00
2026-03-25T06:36:00Z,56.00,46.00
2026-03-25T06:37:00Z,56.00,46.00
2026-03-25T06:39:00Z,56.00,46.00
2026-03-25T06:41:00Z,56.00,46.00
2026-03-25T06:42:00Z,56.00,46.00
2026-03-25T06:44:00Z,56.00,46.00
2026-03-25T06:45:00Z,56.00,46.00
2026-03-25T06:46:00Z,56.20,46.00
2026-03-25T06:47:00Z,56.00,46.00
2026-03-25T06:48:00Z,56.00,46.00
2026-03-25T06:51:00Z,56.00,46.00
2026-03-25T06:52:00Z,56.00,46.00
2026-03-25T06:54:00Z,56.00,46.00
2026-03-25T06:55:00Z,56.00,46.00
