# event_ticker=KXATPCHALLENGERMATCH-26MAR09ERHMAR
# final_score=6-7(5) 6-1 6-3
# score_resolution=6-7 6-1 6-3
# match_winner=Andrej Martin
# fav_player=Andrej Martin
# dog_player=Mathys Erhard
# kalshi_date=2026-03-09
timestamp,Andrej Martin,Mathys Erhard
2026-03-09T11:41:00Z,45.64,55.26
2026-03-09T11:42:00Z,49.29,47.73
2026-03-09T11:43:00Z,51.02,60.17
2026-03-09T11:44:00Z,48.54,52.40
2026-03-09T11:45:00Z,48.21,52.45
2026-03-09T11:46:00Z,43.10,55.78
2026-03-09T11:47:00Z,44.51,58.58
2026-03-09T11:48:00Z,45.82,54.91
2026-03-09T11:49:00Z,45.09,54.35
2026-03-09T11:50:00Z,47.58,55.73
2026-03-09T11:51:00Z,41.18,62.56
2026-03-09T11:52:00Z,34.55,63.69
2026-03-09T11:53:00Z,38.94,60.38
2026-03-09T11:54:00Z,44.36,61.76
2026-03-09T11:55:00Z,40.70,57.92
2026-03-09T11:56:00Z,46.63,53.88
2026-03-09T11:57:00Z,48.48,56.84
2026-03-09T11:58:00Z,34.35,66.32
2026-03-09T11:59:00Z,37.46,66.43
2026-03-09T12:00:00Z,48.00,56.06
2026-03-09T12:01:00Z,47.05,59.94
2026-03-09T12:02:00Z,32.94,69.67
2026-03-09T12:03:00Z,48.14,59.62
2026-03-09T12:04:00Z,38.61,62.50
2026-03-09T12:05:00Z,26.92,71.96
2026-03-09T12:06:00Z,26.98,73.66
2026-03-09T12:07:00Z,26.40,73.15
2026-03-09T12:08:00Z,26.94,73.93
2026-03-09T12:09:00Z,27.21,74.33
2026-03-09T12:10:00Z,25.71,78.07
2026-03-09T12:11:00Z,21.26,77.98
2026-03-09T12:12:00Z,30.46,69.12
2026-03-09T12:13:00Z,29.55,69.19
2026-03-09T12:14:00Z,29.02,71.02
2026-03-09T12:15:00Z,38.15,60.38
2026-03-09T12:16:00Z,45.08,59.04
2026-03-09T12:17:00Z,39.16,60.76
2026-03-09T12:18:00Z,42.81,56.18
2026-03-09T12:19:00Z,46.10,53.24
2026-03-09T12:20:00Z,49.12,52.28
2026-03-09T12:21:00Z,46.56,53.63
2026-03-09T12:22:00Z,45.89,54.02
2026-03-09T12:23:00Z,44.77,53.31
2026-03-09T12:24:00Z,47.74,56.11
2026-03-09T12:25:00Z,48.00,57.53
2026-03-09T12:26:00Z,49.28,54.68
2026-03-09T12:27:00Z,49.52,51.07
2026-03-09T12:28:00Z,53.88,44.94
2026-03-09T12:29:00Z,53.97,45.30
2026-03-09T12:30:00Z,54.72,45.72
2026-03-09T12:31:00Z,55.70,46.60
2026-03-09T12:32:00Z,58.53,43.10
2026-03-09T12:33:00Z,62.93,36.89
2026-03-09T12:34:00Z,60.55,40.02
2026-03-09T12:35:00Z,60.77,40.00
2026-03-09T12:36:00Z,61.00,40.00
2026-03-09T12:37:00Z,62.32,41.00
2026-03-09T12:38:00Z,62.83,40.00
2026-03-09T12:39:00Z,62.83,39.01
2026-03-09T12:40:00Z,62.74,37.97
2026-03-09T12:41:00Z,62.97,38.06
2026-03-09T12:42:00Z,62.00,38.60
2026-03-09T12:43:00Z,58.85,42.18
2026-03-09T12:44:00Z,55.62,46.35
2026-03-09T12:45:00Z,49.86,56.52
2026-03-09T12:46:00Z,45.62,53.51
2026-03-09T12:47:00Z,55.11,45.72
2026-03-09T12:48:00Z,59.30,41.95
2026-03-09T12:49:00Z,53.24,49.24
2026-03-09T12:50:00Z,50.43,49.85
2026-03-09T12:51:00Z,51.20,50.36
2026-03-09T12:52:00Z,52.17,54.26
2026-03-09T12:53:00Z,53.99,45.72
2026-03-09T12:54:00Z,57.36,44.61
2026-03-09T12:55:00Z,66.09,32.08
2026-03-09T12:56:00Z,71.02,27.42
2026-03-09T12:57:00Z,85.02,14.14
2026-03-09T12:58:00Z,86.06,14.13
2026-03-09T12:59:00Z,90.29,9.44
2026-03-09T13:00:00Z,90.98,9.03
2026-03-09T13:01:00Z,89.07,11.77
2026-03-09T13:02:00Z,90.41,11.41
2026-03-09T13:03:00Z,89.20,12.00
2026-03-09T13:04:00Z,92.12,9.47
2026-03-09T13:05:00Z,93.05,8.63
2026-03-09T13:06:00Z,92.59,8.32
2026-03-09T13:07:00Z,91.03,10.99
2026-03-09T13:08:00Z,87.11,13.42
2026-03-09T13:09:00Z,89.87,11.10
2026-03-09T13:10:00Z,94.26,6.48
2026-03-09T13:11:00Z,93.94,6.32
2026-03-09T13:12:00Z,93.74,7.23
2026-03-09T13:13:00Z,97.24,2.61
2026-03-09T13:14:00Z,98.85,1.94
2026-03-09T13:15:00Z,99.00,1.94
2026-03-09T13:16:00Z,99.00,1.94
2026-03-09T13:17:00Z,99.00,1.94
2026-03-09T13:18:00Z,99.00,1.94
2026-03-09T13:19:00Z,99.00,1.94
2026-03-09T13:21:00Z,99.00,1.94
2026-03-09T13:22:00Z,99.00,1.94
2026-03-09T13:23:00Z,99.00,1.94
2026-03-09T13:24:00Z,99.00,1.94
