# event_ticker=KXATPCHALLENGERMATCH-26APR09SAKSAM
# final_score=6-2 3-6 7-6(2)
# score_resolution=2-6 6-3 6-7
# match_winner=Toby Samuel
# fav_player=Stefanos Sakellaridis
# dog_player=Toby Samuel
# kalshi_date=2026-04-09
timestamp,Stefanos Sakellaridis,Toby Samuel
2026-04-09T02:27:00Z,,53.00
2026-04-09T02:52:00Z,,53.00
2026-04-09T03:07:00Z,,53.00
2026-04-09T03:55:00Z,,53.00
2026-04-09T04:33:00Z,,53.00
2026-04-09T04:35:00Z,,53.00
2026-04-09T04:42:00Z,,53.00
2026-04-09T04:44:00Z,48.00,53.00
2026-04-09T04:49:00Z,48.00,54.00
2026-04-09T04:56:00Z,48.61,54.00
2026-04-09T05:01:00Z,48.61,54.00
2026-04-09T05:13:00Z,48.61,54.00
2026-04-09T05:22:00Z,48.61,54.00
2026-04-09T05:28:00Z,47.00,54.00
2026-04-09T05:40:00Z,47.00,54.00
2026-04-09T05:46:00Z,47.52,54.00
2026-04-09T05:48:00Z,47.52,54.00
2026-04-09T05:49:00Z,47.52,54.00
2026-04-09T05:50:00Z,47.52,54.00
2026-04-09T06:00:00Z,47.40,54.00
2026-04-09T06:08:00Z,47.40,54.00
2026-04-09T06:11:00Z,48.00,54.00
2026-04-09T06:19:00Z,48.00,53.00
2026-04-09T06:27:00Z,48.00,53.81
2026-04-09T06:31:00Z,48.00,54.00
2026-04-09T06:52:00Z,49.35,54.00
2026-04-09T06:59:00Z,49.00,54.00
2026-04-09T09:01:00Z,49.00,53.00
2026-04-09T09:02:00Z,49.00,53.96
2026-04-09T09:12:00Z,49.00,54.00
2026-04-09T09:58:00Z,49.00,54.00
2026-04-09T09:59:00Z,49.00,54.00
2026-04-09T10:03:00Z,49.00,54.00
2026-04-09T10:12:00Z,49.00,54.00
2026-04-09T10:14:00Z,49.00,53.00
2026-04-09T10:16:00Z,49.00,53.00
2026-04-09T10:34:00Z,49.00,54.00
2026-04-09T10:35:00Z,49.00,54.00
2026-04-09T10:36:00Z,49.00,53.00
2026-04-09T10:40:00Z,49.00,54.00
2026-04-09T10:43:00Z,49.00,54.00
2026-04-09T10:54:00Z,49.00,53.30
2026-04-09T10:58:00Z,49.00,52.00
2026-04-09T10:59:00Z,49.00,52.00
2026-04-09T11:14:00Z,50.00,52.00
2026-04-09T11:28:00Z,50.00,52.00
2026-04-09T11:40:00Z,50.00,52.00
2026-04-09T11:44:00Z,50.05,52.00
2026-04-09T11:45:00Z,50.05,52.00
2026-04-09T11:47:00Z,50.05,52.00
2026-04-09T11:48:00Z,50.05,52.00
2026-04-09T11:50:00Z,50.05,52.00
2026-04-09T11:51:00Z,50.05,52.00
2026-04-09T11:53:00Z,50.05,52.00
