# event_ticker=KXATPCHALLENGERMATCH-26APR20HSUCAS
# final_score=6-3 4-3 RET
# match_winner=Yu Hsiou Hsu
# fav_player=Murphy Cassone
# dog_player=Yu Hsiou Hsu
# kalshi_date=2026-04-20
timestamp,Yu Hsiou Hsu,Murphy Cassone
2026-04-19T21:06:00Z,55.00,
2026-04-19T21:17:00Z,55.00,
2026-04-19T23:14:00Z,55.00,
2026-04-19T23:46:00Z,55.00,
2026-04-20T00:04:00Z,55.00,47.00
2026-04-20T01:03:00Z,55.26,47.00
2026-04-20T01:16:00Z,55.26,47.00
2026-04-20T01:24:00Z,55.00,47.00
2026-04-20T01:58:00Z,55.00,47.00
2026-04-20T02:12:00Z,55.00,47.00
2026-04-20T02:37:00Z,55.00,47.00
2026-04-20T02:38:00Z,55.00,47.00
2026-04-20T02:41:00Z,55.00,47.00
2026-04-20T02:56:00Z,55.00,46.00
2026-04-20T03:01:00Z,55.00,46.00
2026-04-20T03:08:00Z,54.00,46.00
2026-04-20T03:11:00Z,55.00,46.00
2026-04-20T03:14:00Z,55.00,47.00
2026-04-20T03:18:00Z,55.00,46.00
2026-04-20T03:19:00Z,55.00,46.00
2026-04-20T03:20:00Z,55.00,46.00
2026-04-20T03:24:00Z,55.00,46.00
2026-04-20T03:28:00Z,55.00,46.00
2026-04-20T03:31:00Z,55.00,46.00
2026-04-20T03:32:00Z,55.00,47.00
2026-04-20T03:33:00Z,55.00,46.00
2026-04-20T03:39:00Z,55.28,46.00
2026-04-20T03:40:00Z,55.28,47.00
2026-04-20T03:47:00Z,55.28,47.00
2026-04-20T03:51:00Z,55.00,47.00
2026-04-20T03:53:00Z,55.00,47.00
2026-04-20T03:55:00Z,55.00,47.00
2026-04-20T03:57:00Z,55.00,47.00
2026-04-20T03:58:00Z,55.00,47.00
2026-04-20T04:00:00Z,55.00,47.00
2026-04-20T04:01:00Z,55.00,47.00
2026-04-20T04:02:00Z,55.00,47.00
2026-04-20T04:03:00Z,53.00,47.00
2026-04-20T04:07:00Z,53.00,47.00
2026-04-20T04:08:00Z,55.00,47.00
2026-04-20T04:09:00Z,55.00,47.00
2026-04-20T04:10:00Z,55.00,47.00
2026-04-20T04:12:00Z,56.00,47.00
2026-04-20T04:13:00Z,56.00,47.00
2026-04-20T04:15:00Z,56.00,46.10
2026-04-20T04:16:00Z,55.00,46.10
2026-04-20T04:17:00Z,56.00,46.10
2026-04-20T04:18:00Z,56.00,46.00
2026-04-20T04:21:00Z,56.00,47.00
2026-04-20T04:24:00Z,56.00,47.00
2026-04-20T04:25:00Z,56.00,47.00
2026-04-20T04:26:00Z,56.00,47.00
2026-04-20T04:27:00Z,56.00,47.00
2026-04-20T04:28:00Z,56.00,47.00
2026-04-20T04:30:00Z,56.00,46.00
2026-04-20T04:33:00Z,55.00,46.00
2026-04-20T04:34:00Z,56.00,46.00
2026-04-20T04:35:00Z,56.00,46.00
2026-04-20T04:36:00Z,56.00,46.00
2026-04-20T04:37:00Z,56.00,46.00
2026-04-20T04:38:00Z,56.99,46.00
2026-04-20T04:41:00Z,56.76,46.00
2026-04-20T04:42:00Z,56.76,46.00
2026-04-20T04:43:00Z,56.76,46.00
2026-04-20T04:44:00Z,56.00,46.00
2026-04-20T04:47:00Z,56.00,46.00
2026-04-20T04:51:00Z,56.00,46.00
2026-04-20T04:53:00Z,56.00,46.00
2026-04-20T04:54:00Z,57.00,46.00
2026-04-20T04:55:00Z,57.00,46.00
2026-04-20T04:56:00Z,56.00,46.00
2026-04-20T04:57:00Z,56.00,46.00
2026-04-20T04:58:00Z,56.00,46.00
2026-04-20T04:59:00Z,56.00,46.00
2026-04-20T05:00:00Z,56.00,46.00
2026-04-20T05:02:00Z,56.00,45.98
2026-04-20T05:04:00Z,55.82,46.79
2026-04-20T05:05:00Z,55.84,47.00
2026-04-20T05:06:00Z,55.84,47.72
2026-04-20T05:07:00Z,56.00,48.00
2026-04-20T05:08:00Z,56.00,48.00
2026-04-20T05:10:00Z,56.00,48.00
2026-04-20T05:12:00Z,56.00,47.45
2026-04-20T05:13:00Z,56.00,47.45
2026-04-20T05:14:00Z,56.00,48.00
2026-04-20T05:15:00Z,56.00,43.44
2026-04-20T05:16:00Z,56.95,46.00
2026-04-20T05:17:00Z,56.00,46.00
2026-04-20T05:18:00Z,56.91,46.00
2026-04-20T05:19:00Z,56.91,46.00
2026-04-20T05:20:00Z,56.59,46.00
2026-04-20T05:21:00Z,57.00,46.00
2026-04-20T05:22:00Z,57.00,46.00
2026-04-20T05:26:00Z,57.00,46.00
2026-04-20T05:28:00Z,57.00,46.00
2026-04-20T05:30:00Z,57.00,46.00
