# event_ticker=KXATPCHALLENGERMATCH-26APR07AJDGUE
# final_score=6-4 6-3
# match_winner=Duje Ajdukovic
# fav_player=Duje Ajdukovic
# dog_player=Sascha Gueymard Wayenburg
# kalshi_date=2026-04-07
timestamp,Duje Ajdukovic,Sascha Gueymard Wayenburg
2026-04-08T02:23:00Z,42.00,
2026-04-08T02:24:00Z,42.00,58.00
2026-04-08T02:27:00Z,42.00,56.00
2026-04-08T02:55:00Z,42.00,58.00
2026-04-08T03:00:00Z,44.00,58.00
2026-04-08T03:12:00Z,44.00,58.00
2026-04-08T03:18:00Z,44.00,58.00
2026-04-08T03:24:00Z,44.00,58.00
2026-04-08T03:27:00Z,42.00,58.00
2026-04-08T03:31:00Z,42.00,56.00
2026-04-08T03:36:00Z,42.00,56.00
2026-04-08T04:18:00Z,42.00,58.00
2026-04-08T04:21:00Z,42.00,58.00
2026-04-08T04:25:00Z,42.00,55.00
2026-04-08T04:31:00Z,42.00,58.00
2026-04-08T04:33:00Z,42.00,58.00
2026-04-08T04:49:00Z,44.00,58.00
2026-04-08T04:55:00Z,44.00,58.00
2026-04-08T05:03:00Z,44.00,58.00
2026-04-08T05:04:00Z,44.00,58.00
2026-04-08T05:05:00Z,44.00,55.00
2026-04-08T05:09:00Z,44.00,55.00
2026-04-08T05:26:00Z,44.00,55.00
2026-04-08T05:28:00Z,44.00,58.00
2026-04-08T05:34:00Z,44.00,58.00
2026-04-08T05:37:00Z,44.00,58.00
2026-04-08T05:38:00Z,44.00,58.00
2026-04-08T05:39:00Z,44.00,58.00
2026-04-08T05:43:00Z,44.00,58.00
2026-04-08T05:45:00Z,44.00,58.00
2026-04-08T05:55:00Z,44.96,58.00
2026-04-08T05:56:00Z,44.96,58.00
2026-04-08T05:58:00Z,44.96,58.00
2026-04-08T05:59:00Z,45.00,58.00
2026-04-08T06:00:00Z,45.00,58.00
2026-04-08T06:03:00Z,44.99,57.88
2026-04-08T06:07:00Z,44.99,58.00
2026-04-08T06:10:00Z,45.00,58.00
2026-04-08T06:15:00Z,45.00,58.00
2026-04-08T06:17:00Z,45.00,58.00
2026-04-08T06:23:00Z,45.00,58.00
2026-04-08T06:25:00Z,45.00,58.00
2026-04-08T06:27:00Z,45.00,58.00
2026-04-08T06:28:00Z,45.00,58.00
2026-04-08T06:29:00Z,45.00,58.00
2026-04-08T06:34:00Z,45.00,58.00
2026-04-08T06:35:00Z,42.00,58.00
2026-04-08T06:41:00Z,42.00,58.00
2026-04-08T06:44:00Z,45.00,58.00
2026-04-08T06:51:00Z,45.00,58.00
2026-04-08T06:58:00Z,45.00,58.00
2026-04-08T07:02:00Z,42.00,58.00
2026-04-08T07:03:00Z,45.00,58.00
2026-04-08T07:14:00Z,45.00,58.00
2026-04-08T07:19:00Z,45.00,58.00
2026-04-08T07:31:00Z,45.00,58.00
2026-04-08T07:34:00Z,45.00,58.00
2026-04-08T07:37:00Z,45.00,58.00
2026-04-08T07:50:00Z,45.00,58.00
2026-04-08T07:52:00Z,45.00,58.00
2026-04-08T07:59:00Z,45.00,58.00
2026-04-08T08:03:00Z,45.00,58.00
2026-04-08T08:05:00Z,45.00,55.00
2026-04-08T08:07:00Z,45.00,55.00
2026-04-08T08:10:00Z,45.00,58.00
2026-04-08T08:14:00Z,45.00,58.00
2026-04-08T08:19:00Z,45.00,58.00
2026-04-08T08:21:00Z,45.00,58.00
2026-04-08T08:38:00Z,45.00,58.00
2026-04-08T08:39:00Z,45.00,58.00
2026-04-08T08:43:00Z,42.00,58.00
2026-04-08T08:50:00Z,45.00,58.00
2026-04-08T08:51:00Z,45.00,55.00
2026-04-08T09:00:00Z,45.00,55.00
2026-04-08T09:01:00Z,45.00,55.00
2026-04-08T09:30:00Z,45.00,58.00
2026-04-08T10:00:00Z,45.00,58.00
2026-04-08T10:34:00Z,45.00,58.00
2026-04-08T10:40:00Z,42.00,58.00
2026-04-08T11:07:00Z,42.00,58.00
2026-04-08T11:10:00Z,45.00,58.00
2026-04-08T11:13:00Z,42.00,58.00
2026-04-08T11:18:00Z,42.00,58.00
2026-04-08T11:41:00Z,42.00,58.00
2026-04-08T12:00:00Z,42.00,58.00
2026-04-08T12:04:00Z,42.00,58.00
2026-04-08T12:05:00Z,45.00,58.00
2026-04-08T12:06:00Z,45.00,58.00
2026-04-08T12:09:00Z,45.00,58.00
2026-04-08T12:11:00Z,45.00,58.00
2026-04-08T12:12:00Z,45.00,58.25
2026-04-08T12:14:00Z,45.00,58.00
2026-04-08T12:25:00Z,45.00,58.00
2026-04-08T12:31:00Z,45.00,58.00
2026-04-08T12:37:00Z,45.00,58.00
2026-04-08T12:44:00Z,45.00,58.00
2026-04-08T12:46:00Z,45.00,58.00
2026-04-08T12:51:00Z,45.00,58.00
2026-04-08T12:52:00Z,45.00,58.00
2026-04-08T12:55:00Z,44.00,54.18
2026-04-08T12:57:00Z,45.00,54.18
2026-04-08T13:05:00Z,45.00,58.00
2026-04-08T13:07:00Z,45.00,58.00
2026-04-08T13:08:00Z,45.00,55.00
2026-04-08T13:09:00Z,45.00,58.00
2026-04-08T13:11:00Z,45.00,58.00
2026-04-08T13:17:00Z,45.00,57.00
2026-04-08T13:18:00Z,45.00,57.00
2026-04-08T13:19:00Z,45.00,57.00
2026-04-08T13:22:00Z,45.00,57.00
2026-04-08T13:23:00Z,45.00,57.00
2026-04-08T13:24:00Z,45.00,57.00
2026-04-08T13:27:00Z,45.00,57.00
2026-04-08T13:30:00Z,45.00,57.00
2026-04-08T13:31:00Z,45.00,57.00
2026-04-08T13:39:00Z,46.00,57.00
2026-04-08T13:40:00Z,46.00,54.00
2026-04-08T13:41:00Z,46.00,56.00
2026-04-08T13:46:00Z,45.95,56.00
2026-04-08T13:47:00Z,46.00,56.00
2026-04-08T13:48:00Z,46.00,56.00
2026-04-08T13:49:00Z,46.00,56.13
2026-04-08T13:50:00Z,46.00,56.00
2026-04-08T13:52:00Z,46.00,56.55
2026-04-08T13:55:00Z,46.00,57.00
2026-04-08T14:02:00Z,45.00,57.00
2026-04-08T14:03:00Z,45.00,57.00
2026-04-08T14:04:00Z,45.00,57.00
2026-04-08T14:05:00Z,45.00,57.66
2026-04-08T14:07:00Z,45.00,57.29
2026-04-08T14:09:00Z,45.00,57.00
2026-04-08T14:11:00Z,45.00,57.00
2026-04-08T14:12:00Z,44.00,57.00
2026-04-08T14:13:00Z,43.00,57.84
2026-04-08T14:14:00Z,44.19,56.58
2026-04-08T14:15:00Z,49.66,53.42
2026-04-08T14:16:00Z,52.48,50.35
2026-04-08T14:17:00Z,57.23,44.00
2026-04-08T14:18:00Z,59.86,41.02
2026-04-08T14:19:00Z,53.17,46.27
2026-04-08T14:20:00Z,58.43,42.55
2026-04-08T14:21:00Z,60.95,44.75
2026-04-08T14:22:00Z,63.91,39.00
2026-04-08T14:23:00Z,58.24,39.40
2026-04-08T14:24:00Z,59.92,40.37
2026-04-08T14:25:00Z,64.45,37.08
2026-04-08T14:26:00Z,60.00,40.00
2026-04-08T14:27:00Z,60.05,40.00
2026-04-08T14:28:00Z,61.53,39.00
2026-04-08T14:29:00Z,64.00,39.53
2026-04-08T14:30:00Z,63.00,39.53
