# event_ticker=KXATPCHALLENGERMATCH-26MAY14DROATM
# final_score=6-7(13) 6-1 6-4
# score_resolution=7-6 1-6 4-6
# match_winner=Titouan Droguet
# fav_player=Terence Atmane
# dog_player=Titouan Droguet
# kalshi_date=2026-05-14
timestamp,Titouan Droguet,Terence Atmane
2026-05-14T00:54:00Z,,53.00
2026-05-14T00:59:00Z,,53.00
2026-05-14T01:11:00Z,,53.00
2026-05-14T01:18:00Z,,53.00
2026-05-14T01:42:00Z,49.00,53.00
2026-05-14T01:46:00Z,49.00,53.00
2026-05-14T01:47:00Z,49.00,53.00
2026-05-14T01:51:00Z,49.00,53.00
2026-05-14T01:56:00Z,49.00,53.00
2026-05-14T02:19:00Z,49.00,53.00
2026-05-14T02:22:00Z,49.00,52.00
2026-05-14T02:28:00Z,49.00,53.00
2026-05-14T02:32:00Z,49.00,53.00
2026-05-14T02:34:00Z,49.00,53.00
2026-05-14T02:47:00Z,49.00,53.00
2026-05-14T02:59:00Z,49.00,53.00
2026-05-14T03:00:00Z,50.00,53.00
2026-05-14T03:06:00Z,50.00,52.00
2026-05-14T03:10:00Z,50.00,52.00
2026-05-14T03:11:00Z,50.00,51.00
2026-05-14T03:12:00Z,50.00,51.00
2026-05-14T03:14:00Z,50.00,51.00
2026-05-14T03:18:00Z,50.00,51.00
2026-05-14T03:23:00Z,50.00,51.00
2026-05-14T03:24:00Z,50.00,52.00
2026-05-14T03:28:00Z,50.00,52.00
2026-05-14T03:32:00Z,50.00,51.00
2026-05-14T03:33:00Z,50.00,51.00
2026-05-14T03:40:00Z,51.00,51.00
2026-05-14T03:43:00Z,51.00,51.00
2026-05-14T03:44:00Z,51.00,51.00
2026-05-14T03:47:00Z,51.00,51.00
2026-05-14T03:48:00Z,51.00,52.00
2026-05-14T03:51:00Z,51.00,52.00
2026-05-14T03:54:00Z,51.00,51.00
2026-05-14T03:56:00Z,51.00,51.00
2026-05-14T03:57:00Z,51.00,51.00
2026-05-14T03:58:00Z,51.00,51.89
2026-05-14T03:59:00Z,51.00,51.00
2026-05-14T04:00:00Z,51.00,51.00
2026-05-14T04:04:00Z,51.00,51.00
2026-05-14T04:09:00Z,51.00,51.00
2026-05-14T04:11:00Z,51.00,51.04
2026-05-14T04:12:00Z,51.00,52.00
2026-05-14T04:13:00Z,51.00,52.00
2026-05-14T04:15:00Z,51.00,52.00
2026-05-14T04:16:00Z,51.00,52.00
2026-05-14T04:17:00Z,51.00,51.00
2026-05-14T04:21:00Z,51.00,51.00
2026-05-14T04:22:00Z,51.00,49.65
2026-05-14T04:23:00Z,51.00,51.00
2026-05-14T04:24:00Z,51.00,51.00
2026-05-14T04:26:00Z,51.00,51.00
2026-05-14T04:27:00Z,51.00,51.00
2026-05-14T04:28:00Z,51.00,51.00
2026-05-14T04:29:00Z,51.00,51.00
2026-05-14T04:31:00Z,51.00,51.00
2026-05-14T04:33:00Z,51.00,50.00
2026-05-14T04:38:00Z,51.00,50.82
2026-05-14T04:39:00Z,51.00,51.11
2026-05-14T04:42:00Z,51.00,51.00
2026-05-14T04:44:00Z,51.00,51.00
2026-05-14T04:45:00Z,51.00,51.00
2026-05-14T04:47:00Z,51.00,51.27
2026-05-14T04:48:00Z,51.00,52.00
2026-05-14T04:49:00Z,51.00,51.00
2026-05-14T04:50:00Z,51.00,51.64
2026-05-14T04:51:00Z,50.05,51.64
2026-05-14T04:53:00Z,50.05,51.00
2026-05-14T04:57:00Z,50.05,52.00
2026-05-14T04:59:00Z,49.00,52.00
2026-05-14T05:00:00Z,49.00,52.00
2026-05-14T05:03:00Z,49.00,51.98
