# event_ticker=KXATPCHALLENGERMATCH-26MAY11HERKAW
# final_score=6-3 3-6 6-4
# score_resolution=3-6 6-3 4-6
# match_winner=Yuta Kawahashi
# fav_player=Alex Hernandez
# dog_player=Yuta Kawahashi
# kalshi_date=2026-05-11
timestamp,Alex Hernandez,Yuta Kawahashi
2026-05-10T23:52:00Z,66.00,
2026-05-11T00:18:00Z,66.00,35.00
2026-05-11T00:33:00Z,66.00,35.00
2026-05-11T00:47:00Z,66.00,35.00
2026-05-11T01:41:00Z,66.00,35.00
2026-05-11T02:29:00Z,69.00,35.00
2026-05-11T02:31:00Z,69.00,34.00
2026-05-11T02:37:00Z,69.00,34.00
2026-05-11T02:45:00Z,68.00,34.00
2026-05-11T02:50:00Z,68.00,35.00
2026-05-11T02:54:00Z,67.00,35.00
2026-05-11T02:59:00Z,67.29,35.00
2026-05-11T03:01:00Z,67.29,35.00
2026-05-11T03:12:00Z,67.29,35.00
2026-05-11T03:21:00Z,67.29,35.00
2026-05-11T03:24:00Z,68.00,35.00
2026-05-11T03:26:00Z,68.00,35.00
2026-05-11T03:45:00Z,68.00,35.00
2026-05-11T03:55:00Z,68.00,35.00
2026-05-11T04:12:00Z,67.00,35.00
2026-05-11T04:30:00Z,67.00,35.00
2026-05-11T04:36:00Z,67.00,35.00
2026-05-11T04:37:00Z,68.00,35.00
2026-05-11T04:38:00Z,68.00,35.00
2026-05-11T04:39:00Z,68.00,35.00
2026-05-11T04:40:00Z,68.81,35.00
2026-05-11T04:41:00Z,68.00,35.00
2026-05-11T04:47:00Z,68.00,35.00
2026-05-11T04:50:00Z,69.00,35.00
2026-05-11T04:54:00Z,69.00,34.00
2026-05-11T05:01:00Z,69.00,34.00
2026-05-11T05:13:00Z,69.00,34.00
2026-05-11T05:15:00Z,69.00,33.00
2026-05-11T05:23:00Z,68.00,33.00
2026-05-11T05:27:00Z,67.13,33.00
2026-05-11T05:37:00Z,68.00,33.00
2026-05-11T05:42:00Z,68.00,33.00
2026-05-11T05:49:00Z,68.00,33.00
2026-05-11T05:50:00Z,68.00,34.00
2026-05-11T06:08:00Z,68.00,34.00
2026-05-11T06:11:00Z,68.00,34.00
2026-05-11T06:19:00Z,68.00,34.00
2026-05-11T06:20:00Z,68.00,34.00
2026-05-11T06:21:00Z,68.00,34.00
2026-05-11T06:25:00Z,68.00,34.00
2026-05-11T06:27:00Z,69.00,34.00
2026-05-11T07:06:00Z,69.00,34.00
2026-05-11T07:30:00Z,69.00,34.00
2026-05-11T08:33:00Z,69.00,32.00
2026-05-11T08:37:00Z,69.00,32.00
2026-05-11T08:57:00Z,69.00,32.00
2026-05-11T09:22:00Z,69.00,32.00
2026-05-11T09:44:00Z,69.00,32.00
2026-05-11T10:09:00Z,69.00,31.00
2026-05-11T10:10:00Z,69.00,31.00
2026-05-11T11:29:00Z,69.00,33.00
2026-05-11T11:30:00Z,66.00,33.00
2026-05-11T11:31:00Z,63.00,34.00
2026-05-11T11:32:00Z,63.00,34.00
2026-05-11T11:33:00Z,61.27,40.00
2026-05-11T11:34:00Z,59.01,41.00
2026-05-11T11:35:00Z,65.00,37.00
2026-05-11T11:36:00Z,66.40,37.00
2026-05-11T11:37:00Z,71.24,27.99
2026-05-11T11:38:00Z,78.00,24.80
2026-05-11T11:39:00Z,78.00,27.43
2026-05-11T11:40:00Z,64.12,33.00
2026-05-11T11:41:00Z,62.00,38.13
2026-05-11T11:42:00Z,61.80,38.00
2026-05-11T11:43:00Z,62.95,40.66
2026-05-11T11:44:00Z,62.95,34.84
2026-05-11T11:45:00Z,70.07,34.84
2026-05-11T11:46:00Z,77.71,24.47
2026-05-11T11:47:00Z,80.72,21.74
2026-05-11T11:48:00Z,72.96,25.00
2026-05-11T11:49:00Z,66.00,25.00
2026-05-11T11:51:00Z,62.88,25.00
2026-05-11T11:52:00Z,62.00,42.00
2026-05-11T11:53:00Z,60.73,41.48
2026-05-11T11:54:00Z,47.81,52.85
2026-05-11T11:55:00Z,53.78,52.85
2026-05-11T11:56:00Z,54.54,43.00
2026-05-11T11:57:00Z,51.81,49.78
2026-05-11T11:58:00Z,43.23,54.95
2026-05-11T11:59:00Z,38.87,60.29
2026-05-11T12:00:00Z,40.76,58.65
2026-05-11T12:01:00Z,43.09,57.60
2026-05-11T12:02:00Z,40.53,60.39
2026-05-11T12:03:00Z,37.03,64.00
2026-05-11T12:04:00Z,37.34,64.00
2026-05-11T12:05:00Z,36.34,65.35
2026-05-11T12:06:00Z,35.23,65.31
2026-05-11T12:07:00Z,38.89,65.00
2026-05-11T12:08:00Z,39.63,60.47
2026-05-11T12:09:00Z,36.61,60.47
2026-05-11T12:10:00Z,35.83,64.93
2026-05-11T12:11:00Z,37.90,64.93
2026-05-11T12:12:00Z,41.33,59.96
2026-05-11T12:13:00Z,42.00,60.00
2026-05-11T12:14:00Z,37.04,63.90
2026-05-11T12:15:00Z,35.76,65.00
2026-05-11T12:16:00Z,36.00,66.90
2026-05-11T12:17:00Z,38.39,61.95
2026-05-11T12:18:00Z,40.22,59.00
2026-05-11T12:19:00Z,40.93,60.00
2026-05-11T12:20:00Z,42.70,55.94
2026-05-11T12:21:00Z,50.76,56.13
2026-05-11T12:22:00Z,57.60,44.08
2026-05-11T12:23:00Z,62.41,38.33
2026-05-11T12:24:00Z,63.03,39.86
2026-05-11T12:25:00Z,65.54,38.06
2026-05-11T12:26:00Z,66.92,36.00
2026-05-11T12:27:00Z,67.00,36.00
2026-05-11T12:28:00Z,67.67,36.00
2026-05-11T12:29:00Z,68.87,32.93
2026-05-11T12:30:00Z,66.90,36.00
2026-05-11T12:31:00Z,65.13,34.00
2026-05-11T12:32:00Z,66.07,34.18
2026-05-11T12:33:00Z,70.00,32.00
2026-05-11T12:34:00Z,68.37,31.97
2026-05-11T12:35:00Z,69.00,32.91
2026-05-11T12:36:00Z,68.92,33.00
2026-05-11T12:37:00Z,68.98,32.00
2026-05-11T12:38:00Z,66.13,36.87
2026-05-11T12:39:00Z,57.54,42.19
2026-05-11T12:40:00Z,54.93,43.48
2026-05-11T12:41:00Z,54.82,44.93
2026-05-11T12:42:00Z,51.17,50.34
2026-05-11T12:43:00Z,58.61,43.10
2026-05-11T12:44:00Z,51.52,46.24
2026-05-11T12:45:00Z,39.90,63.79
2026-05-11T12:46:00Z,34.38,64.44
2026-05-11T12:47:00Z,44.27,57.53
2026-05-11T12:48:00Z,51.52,49.02
2026-05-11T12:49:00Z,56.95,44.82
2026-05-11T12:50:00Z,61.39,42.38
2026-05-11T12:51:00Z,59.33,43.01
2026-05-11T12:52:00Z,62.25,39.27
2026-05-11T12:53:00Z,55.40,45.17
2026-05-11T12:54:00Z,53.74,47.38
2026-05-11T12:55:00Z,58.78,46.22
2026-05-11T12:56:00Z,44.64,52.91
2026-05-11T12:57:00Z,49.66,49.99
2026-05-11T12:58:00Z,41.76,55.82
2026-05-11T12:59:00Z,54.66,46.97
2026-05-11T13:00:00Z,45.53,54.93
2026-05-11T13:01:00Z,50.19,51.33
2026-05-11T13:02:00Z,58.51,40.14
2026-05-11T13:03:00Z,59.28,34.76
2026-05-11T13:04:00Z,66.77,34.58
2026-05-11T13:05:00Z,75.06,29.04
2026-05-11T13:06:00Z,80.64,16.98
2026-05-11T13:07:00Z,83.96,16.74
2026-05-11T13:08:00Z,74.94,24.28
2026-05-11T13:09:00Z,62.93,35.20
2026-05-11T13:10:00Z,75.61,27.34
2026-05-11T13:11:00Z,77.08,22.89
2026-05-11T13:12:00Z,74.02,27.90
2026-05-11T13:13:00Z,59.99,40.84
2026-05-11T13:14:00Z,58.26,44.89
2026-05-11T13:15:00Z,63.69,36.72
2026-05-11T13:16:00Z,53.18,50.52
2026-05-11T13:17:00Z,46.00,54.38
2026-05-11T13:18:00Z,45.90,58.94
2026-05-11T13:19:00Z,38.31,61.03
2026-05-11T13:20:00Z,27.61,71.73
2026-05-11T13:21:00Z,17.93,84.18
2026-05-11T13:22:00Z,39.76,61.37
2026-05-11T13:23:00Z,48.82,48.92
2026-05-11T13:24:00Z,59.93,39.07
2026-05-11T13:25:00Z,62.30,41.00
2026-05-11T13:26:00Z,45.73,53.68
2026-05-11T13:27:00Z,53.98,47.83
2026-05-11T13:28:00Z,49.57,43.59
2026-05-11T13:29:00Z,56.15,48.83
2026-05-11T13:30:00Z,56.80,48.06
2026-05-11T13:31:00Z,42.93,57.94
2026-05-11T13:32:00Z,45.82,56.61
2026-05-11T13:33:00Z,42.17,58.87
2026-05-11T13:34:00Z,43.90,54.52
2026-05-11T13:35:00Z,49.12,51.76
2026-05-11T13:36:00Z,42.77,58.76
2026-05-11T13:37:00Z,45.99,54.47
2026-05-11T13:38:00Z,47.85,58.86
2026-05-11T13:39:00Z,44.27,55.68
2026-05-11T13:40:00Z,45.02,54.82
2026-05-11T13:41:00Z,11.59,85.98
2026-05-11T13:42:00Z,1.00,99.00
