# event_ticker=KXATPMATCH-25JUL19UGODEJ
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Jesper de Jong
# fav_player=Camilo Ugo Carabelli
# dog_player=Jesper De Jong
# kalshi_date=2025-07-19
timestamp,Camilo Ugo Carabelli,Jesper De Jong
2025-07-18T23:33:00Z,,55.00
2025-07-19T01:34:00Z,50.00,55.00
2025-07-19T01:58:00Z,50.00,55.00
2025-07-19T02:43:00Z,50.00,55.00
2025-07-19T03:12:00Z,49.00,55.00
2025-07-19T03:32:00Z,49.00,55.00
2025-07-19T03:34:00Z,49.00,55.00
2025-07-19T03:41:00Z,49.00,55.00
2025-07-19T03:44:00Z,49.00,55.00
2025-07-19T03:57:00Z,49.00,55.05
2025-07-19T03:59:00Z,49.00,55.00
2025-07-19T04:05:00Z,49.00,55.00
2025-07-19T04:07:00Z,49.00,55.00
2025-07-19T04:35:00Z,49.00,55.00
2025-07-19T04:37:00Z,49.00,55.00
2025-07-19T04:38:00Z,49.00,55.00
2025-07-19T04:50:00Z,49.00,55.00
2025-07-19T04:52:00Z,49.09,55.00
2025-07-19T04:53:00Z,49.09,55.00
2025-07-19T04:55:00Z,49.00,55.00
2025-07-19T04:56:00Z,49.00,55.00
2025-07-19T05:07:00Z,49.00,55.00
2025-07-19T05:11:00Z,45.20,55.00
2025-07-19T05:24:00Z,45.20,55.00
2025-07-19T05:25:00Z,45.20,55.00
2025-07-19T05:33:00Z,49.40,55.00
2025-07-19T05:42:00Z,50.00,55.00
2025-07-19T05:46:00Z,50.00,55.00
2025-07-19T05:55:00Z,50.00,55.00
2025-07-19T05:58:00Z,50.00,55.00
2025-07-19T06:24:00Z,50.00,55.00
2025-07-19T06:43:00Z,49.00,55.00
2025-07-19T06:45:00Z,49.00,53.67
2025-07-19T06:47:00Z,49.00,53.67
2025-07-19T06:48:00Z,49.00,53.67
2025-07-19T06:52:00Z,54.97,53.67
2025-07-19T06:54:00Z,56.27,53.67
2025-07-19T06:57:00Z,51.00,53.67
2025-07-19T06:58:00Z,51.00,54.00
2025-07-19T06:59:00Z,51.00,54.00
2025-07-19T12:01:00Z,29.00,74.00
2025-07-19T12:02:00Z,22.50,77.98
2025-07-19T12:03:00Z,25.08,79.00
2025-07-19T12:04:00Z,24.58,79.00
2025-07-19T12:05:00Z,27.41,78.00
2025-07-19T12:06:00Z,28.97,73.16
2025-07-19T12:07:00Z,30.00,73.00
2025-07-19T12:08:00Z,30.24,72.29
2025-07-19T12:09:00Z,30.24,74.60
2025-07-19T12:10:00Z,30.24,76.95
2025-07-19T12:11:00Z,25.09,77.13
2025-07-19T12:12:00Z,24.55,77.13
2025-07-19T12:13:00Z,28.00,75.00
2025-07-19T12:14:00Z,26.00,75.00
2025-07-19T12:15:00Z,22.97,81.15
2025-07-19T12:16:00Z,17.00,81.15
2025-07-19T12:17:00Z,22.00,81.13
2025-07-19T12:18:00Z,23.10,80.92
2025-07-19T12:19:00Z,25.00,80.92
2025-07-19T12:20:00Z,27.00,80.92
2025-07-19T12:21:00Z,27.00,80.92
2025-07-19T12:22:00Z,24.00,80.92
2025-07-19T12:23:00Z,23.81,77.00
2025-07-19T12:24:00Z,19.74,79.51
2025-07-19T12:26:00Z,21.31,90.00
2025-07-19T12:27:00Z,27.00,75.00
2025-07-19T12:28:00Z,27.00,75.00
2025-07-19T12:29:00Z,27.13,71.67
2025-07-19T12:30:00Z,30.38,73.00
2025-07-19T12:31:00Z,32.00,71.11
2025-07-19T12:32:00Z,25.09,73.05
2025-07-19T12:33:00Z,30.90,73.05
2025-07-19T12:34:00Z,29.31,75.16
2025-07-19T12:35:00Z,24.00,76.00
2025-07-19T12:36:00Z,23.55,86.20
2025-07-19T12:37:00Z,23.02,77.00
2025-07-19T12:38:00Z,28.80,77.00
2025-07-19T12:39:00Z,30.00,69.96
2025-07-19T12:40:00Z,30.87,72.00
2025-07-19T12:41:00Z,30.00,74.00
2025-07-19T12:42:00Z,26.30,74.00
2025-07-19T12:43:00Z,29.26,71.98
2025-07-19T12:44:00Z,23.43,75.65
2025-07-19T12:45:00Z,22.00,79.00
2025-07-19T12:46:00Z,26.60,75.00
2025-07-19T12:47:00Z,24.76,75.00
2025-07-19T12:48:00Z,14.28,89.49
2025-07-19T12:49:00Z,9.07,93.57
2025-07-19T12:50:00Z,7.02,93.36
2025-07-19T12:51:00Z,20.00,93.36
2025-07-19T12:52:00Z,15.97,89.00
2025-07-19T12:53:00Z,13.82,97.00
2025-07-19T12:54:00Z,22.06,97.00
2025-07-19T12:55:00Z,22.99,79.85
2025-07-19T12:56:00Z,16.88,81.74
2025-07-19T12:57:00Z,12.62,92.61
2025-07-19T12:58:00Z,18.00,88.51
2025-07-19T12:59:00Z,5.47,95.00
2025-07-19T13:00:00Z,2.82,98.65
2025-07-19T13:01:00Z,7.23,96.02
2025-07-19T13:02:00Z,1.28,97.24
2025-07-19T13:03:00Z,1.28,99.00
2025-07-19T13:10:00Z,1.28,99.00
