# event_ticker=KXATPMATCH-26MAR17DAMFEA
# final_score=6-0 RET
# match_winner=Martin Damm
# fav_player=Martin Damm Jr
# dog_player=Jacob Fearnley
# kalshi_date=2026-03-17
timestamp,Martin Damm Jr,Jacob Fearnley
2026-03-19T19:10:00Z,46.00,55.00
2026-03-19T19:17:00Z,46.00,55.00
2026-03-19T19:19:00Z,46.00,55.00
2026-03-19T19:24:00Z,46.00,55.00
2026-03-19T19:27:00Z,46.00,55.00
2026-03-19T19:28:00Z,46.00,55.00
2026-03-19T19:41:00Z,46.00,55.00
2026-03-19T19:43:00Z,46.00,55.00
2026-03-19T19:47:00Z,46.00,55.00
2026-03-19T19:52:00Z,46.00,55.00
2026-03-19T19:56:00Z,46.00,55.00
2026-03-19T19:57:00Z,46.00,55.00
2026-03-19T19:58:00Z,46.00,55.00
2026-03-19T19:59:00Z,46.00,55.00
2026-03-19T20:01:00Z,45.00,55.00
2026-03-19T20:02:00Z,46.00,55.00
2026-03-19T20:03:00Z,46.00,55.00
2026-03-19T20:06:00Z,46.00,55.00
2026-03-19T20:07:00Z,46.00,55.00
2026-03-19T20:09:00Z,46.00,55.00
2026-03-19T20:10:00Z,46.00,55.00
2026-03-19T20:15:00Z,46.00,55.00
2026-03-19T20:18:00Z,46.00,55.00
2026-03-19T20:20:00Z,46.00,55.00
2026-03-19T20:24:00Z,46.00,55.00
2026-03-19T20:27:00Z,46.00,55.00
2026-03-19T20:28:00Z,46.00,55.00
2026-03-19T20:33:00Z,46.00,55.00
2026-03-19T20:34:00Z,46.00,55.00
2026-03-19T20:36:00Z,46.00,55.00
2026-03-19T20:37:00Z,46.00,55.00
2026-03-19T20:39:00Z,46.00,54.14
2026-03-19T20:41:00Z,46.00,55.00
2026-03-19T20:42:00Z,46.00,55.00
2026-03-19T20:43:00Z,46.00,55.00
2026-03-19T20:44:00Z,46.05,55.00
2026-03-19T20:45:00Z,46.00,55.00
2026-03-19T20:46:00Z,47.00,55.00
2026-03-19T20:47:00Z,46.03,55.00
2026-03-19T20:48:00Z,46.03,55.00
2026-03-19T20:49:00Z,45.00,54.94
2026-03-19T20:50:00Z,48.04,50.55
2026-03-19T20:51:00Z,51.19,49.97
2026-03-19T20:52:00Z,55.00,42.26
2026-03-19T20:53:00Z,57.74,43.72
2026-03-19T20:54:00Z,68.00,32.79
2026-03-19T20:55:00Z,72.00,31.00
2026-03-19T20:56:00Z,73.00,29.08
2026-03-19T20:57:00Z,73.00,27.16
2026-03-19T20:58:00Z,73.92,28.97
2026-03-19T20:59:00Z,76.00,25.92
2026-03-19T21:00:00Z,76.58,24.41
2026-03-19T21:01:00Z,77.00,27.00
2026-03-19T21:02:00Z,77.00,25.00
2026-03-19T21:03:00Z,77.00,22.00
2026-03-19T21:04:00Z,83.00,18.00
2026-03-19T21:05:00Z,84.00,17.00
2026-03-19T21:06:00Z,84.00,17.00
2026-03-19T21:08:00Z,83.00,17.00
2026-03-19T21:09:00Z,83.98,17.00
2026-03-19T21:10:00Z,85.00,17.00
2026-03-19T21:11:00Z,84.00,17.99
2026-03-19T21:12:00Z,84.00,14.56
2026-03-19T21:13:00Z,91.52,11.79
2026-03-19T21:14:00Z,97.63,2.87
2026-03-19T21:15:00Z,98.60,2.55
2026-03-19T21:16:00Z,99.00,1.00
2026-03-19T21:17:00Z,99.00,1.00
