# event_ticker=KXATPMATCH-26MAR17DAMFEA
# final_score=6-0 RET
# match_winner=Martin Damm
# fav_player=Martin Damm Jr
# dog_player=Jacob Fearnley
# kalshi_date=2026-03-17
timestamp,Martin Damm Jr,Jacob Fearnley
2026-03-19T09:37:00Z,47.00,
2026-03-19T09:39:00Z,47.00,
2026-03-19T09:45:00Z,47.00,
2026-03-19T10:25:00Z,47.00,53.00
2026-03-19T10:36:00Z,47.00,53.00
2026-03-19T10:59:00Z,47.00,53.00
2026-03-19T11:20:00Z,47.00,53.00
2026-03-19T12:49:00Z,47.00,53.00
2026-03-19T13:42:00Z,46.00,53.00
2026-03-19T14:05:00Z,47.00,53.00
2026-03-19T14:17:00Z,47.00,53.00
2026-03-19T14:21:00Z,47.00,53.00
2026-03-19T14:24:00Z,47.00,53.00
2026-03-19T14:27:00Z,47.00,53.00
2026-03-19T14:29:00Z,47.00,53.00
2026-03-19T14:31:00Z,47.00,53.00
2026-03-19T14:38:00Z,47.00,53.00
2026-03-19T14:39:00Z,47.00,53.00
2026-03-19T14:40:00Z,47.00,53.00
2026-03-19T14:41:00Z,47.00,53.00
2026-03-19T14:48:00Z,47.00,53.00
2026-03-19T14:50:00Z,47.00,53.00
2026-03-19T15:09:00Z,47.00,53.00
2026-03-19T15:20:00Z,46.00,53.00
2026-03-19T15:23:00Z,46.00,53.00
2026-03-19T15:26:00Z,46.00,53.00
2026-03-19T16:08:00Z,47.00,53.00
2026-03-19T16:10:00Z,47.00,53.00
2026-03-19T16:12:00Z,47.00,53.00
2026-03-19T16:14:00Z,47.00,53.00
2026-03-19T16:15:00Z,47.00,54.46
2026-03-19T16:22:00Z,47.00,55.00
2026-03-19T16:25:00Z,47.00,55.00
2026-03-19T16:30:00Z,47.00,55.00
2026-03-19T16:38:00Z,47.00,55.00
2026-03-19T17:03:00Z,47.00,55.00
2026-03-19T17:04:00Z,47.00,55.00
2026-03-19T17:15:00Z,47.00,55.00
2026-03-19T17:21:00Z,47.00,55.00
2026-03-19T17:29:00Z,46.00,55.00
2026-03-19T17:39:00Z,46.00,55.00
2026-03-19T17:40:00Z,46.00,55.00
2026-03-19T17:46:00Z,45.00,55.00
2026-03-19T18:00:00Z,46.00,55.00
2026-03-19T18:01:00Z,46.00,55.00
2026-03-19T18:02:00Z,46.00,55.00
2026-03-19T18:04:00Z,46.00,55.00
2026-03-19T18:06:00Z,46.00,55.00
2026-03-19T18:07:00Z,46.00,55.00
2026-03-19T18:12:00Z,46.00,55.00
2026-03-19T18:18:00Z,46.00,55.00
2026-03-19T18:25:00Z,46.00,55.00
2026-03-19T18:37:00Z,46.00,55.00
2026-03-19T18:50:00Z,46.00,54.00
2026-03-19T18:51:00Z,46.00,55.00
2026-03-19T19:00:00Z,46.00,55.00
2026-03-19T19:01:00Z,46.00,55.00
2026-03-19T19:05:00Z,46.00,55.00
