# event_ticker=KXATPMATCH-26FEB20TIRTAB
# final_score=7-6(2) 6-7(6) 6-1
# score_resolution=7-6 6-7 6-1
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-02-20
timestamp,Alejandro Tabilo,Thiago Agustin Tirante
2026-02-20T14:33:00Z,62.00,
2026-02-20T14:35:00Z,62.00,40.00
2026-02-20T14:48:00Z,62.00,40.00
2026-02-20T14:53:00Z,62.00,40.00
2026-02-20T15:01:00Z,62.00,40.00
2026-02-20T15:09:00Z,61.00,40.00
2026-02-20T15:14:00Z,61.00,40.00
2026-02-20T15:20:00Z,61.00,40.00
2026-02-20T15:21:00Z,62.00,40.00
2026-02-20T15:29:00Z,62.00,40.00
2026-02-20T15:44:00Z,61.00,40.00
2026-02-20T15:45:00Z,61.00,40.00
2026-02-20T15:48:00Z,62.00,40.00
2026-02-20T15:49:00Z,62.00,40.00
2026-02-20T15:57:00Z,62.00,40.00
2026-02-20T15:59:00Z,62.00,40.00
2026-02-20T16:04:00Z,62.00,40.00
2026-02-20T16:09:00Z,62.00,38.00
2026-02-20T16:18:00Z,62.00,40.00
2026-02-20T16:20:00Z,61.00,40.00
2026-02-20T16:25:00Z,61.00,40.00
2026-02-20T16:27:00Z,61.00,40.00
2026-02-20T16:38:00Z,61.00,40.00
2026-02-20T16:40:00Z,61.00,40.00
2026-02-20T16:45:00Z,61.00,40.00
2026-02-20T16:59:00Z,61.00,39.00
2026-02-20T17:01:00Z,61.00,39.00
2026-02-20T17:04:00Z,61.00,39.00
2026-02-20T17:11:00Z,62.00,39.00
2026-02-20T17:15:00Z,62.00,39.00
2026-02-20T17:16:00Z,62.00,39.00
2026-02-20T17:20:00Z,62.00,39.00
2026-02-20T17:21:00Z,62.00,39.00
2026-02-20T17:31:00Z,62.00,39.00
2026-02-20T17:45:00Z,61.00,39.00
2026-02-20T17:49:00Z,61.00,39.00
2026-02-20T17:57:00Z,61.00,39.00
2026-02-20T18:03:00Z,61.00,39.00
2026-02-20T18:05:00Z,61.00,39.00
2026-02-20T18:12:00Z,61.00,39.00
2026-02-20T18:16:00Z,61.00,39.00
2026-02-20T18:19:00Z,61.00,39.61
2026-02-20T18:21:00Z,61.00,39.61
2026-02-20T18:27:00Z,61.00,39.61
2026-02-20T18:51:00Z,61.00,39.61
2026-02-20T19:15:00Z,62.00,39.61
2026-02-20T19:25:00Z,62.00,39.61
2026-02-20T19:27:00Z,62.00,40.00
2026-02-20T19:29:00Z,61.14,40.00
2026-02-20T19:32:00Z,62.00,40.00
2026-02-20T19:36:00Z,62.00,40.00
2026-02-20T19:37:00Z,62.00,40.00
2026-02-20T19:44:00Z,62.00,40.00
2026-02-20T19:45:00Z,62.00,40.00
2026-02-20T19:52:00Z,62.00,39.00
2026-02-20T19:53:00Z,62.00,39.00
2026-02-20T19:59:00Z,62.00,40.00
2026-02-20T20:11:00Z,62.00,40.00
2026-02-20T20:17:00Z,62.00,40.00
2026-02-20T20:18:00Z,62.00,40.00
2026-02-20T20:23:00Z,62.00,40.00
2026-02-20T20:24:00Z,62.00,40.00
2026-02-20T20:31:00Z,62.00,40.00
2026-02-20T20:33:00Z,62.00,40.00
2026-02-20T20:38:00Z,62.00,40.00
2026-02-20T20:39:00Z,62.00,40.00
2026-02-20T20:42:00Z,62.00,40.00
2026-02-20T20:44:00Z,62.00,40.00
2026-02-20T20:48:00Z,62.00,40.00
2026-02-20T20:49:00Z,61.11,40.00
2026-02-20T20:50:00Z,61.00,40.00
2026-02-20T20:51:00Z,62.00,40.00
2026-02-20T20:52:00Z,62.00,40.00
2026-02-20T20:55:00Z,62.00,40.00
2026-02-20T21:01:00Z,62.00,40.00
2026-02-20T21:05:00Z,62.00,40.00
2026-02-20T21:06:00Z,62.00,40.00
2026-02-20T21:11:00Z,62.00,40.00
2026-02-20T21:12:00Z,62.00,40.00
2026-02-20T21:13:00Z,62.00,40.00
2026-02-20T21:15:00Z,62.00,40.00
2026-02-20T21:18:00Z,62.00,40.00
2026-02-20T21:21:00Z,62.00,39.00
2026-02-20T21:22:00Z,62.00,39.00
2026-02-20T21:27:00Z,62.00,39.00
2026-02-20T21:30:00Z,62.00,39.00
2026-02-20T21:31:00Z,61.00,39.00
2026-02-20T21:32:00Z,61.00,39.00
2026-02-20T21:33:00Z,61.00,39.00
2026-02-20T21:35:00Z,61.00,40.00
2026-02-20T21:36:00Z,61.00,40.00
2026-02-20T21:38:00Z,61.00,40.00
2026-02-20T21:39:00Z,62.00,40.00
2026-02-20T21:40:00Z,61.00,40.00
2026-02-20T21:41:00Z,61.00,40.00
2026-02-20T21:43:00Z,61.00,40.00
2026-02-20T21:45:00Z,61.00,40.00
2026-02-20T21:46:00Z,61.00,40.00
2026-02-20T21:47:00Z,61.00,40.00
2026-02-20T21:48:00Z,61.07,40.00
2026-02-20T21:49:00Z,62.00,40.00
2026-02-20T21:50:00Z,62.00,40.00
2026-02-20T21:52:00Z,62.00,39.00
2026-02-20T21:53:00Z,62.00,39.00
2026-02-20T21:54:00Z,62.00,39.00
2026-02-20T21:55:00Z,62.00,39.00
2026-02-20T21:57:00Z,62.00,39.00
2026-02-20T21:59:00Z,62.00,39.00
2026-02-20T22:00:00Z,62.00,39.00
2026-02-20T22:10:00Z,62.00,39.00
2026-02-20T22:12:00Z,62.00,39.00
2026-02-20T22:13:00Z,62.00,39.00
2026-02-20T22:15:00Z,62.00,39.00
2026-02-20T22:17:00Z,62.00,39.00
2026-02-20T22:18:00Z,62.00,39.00
2026-02-20T22:20:00Z,62.00,39.00
2026-02-20T22:21:00Z,62.00,39.00
2026-02-20T22:22:00Z,62.00,39.00
2026-02-20T22:23:00Z,62.00,39.00
2026-02-20T22:26:00Z,62.00,39.00
2026-02-20T22:28:00Z,62.00,39.00
2026-02-20T22:29:00Z,62.00,39.00
2026-02-20T22:32:00Z,62.00,39.00
2026-02-20T22:33:00Z,62.00,39.00
2026-02-20T22:41:00Z,62.00,39.00
2026-02-20T22:43:00Z,62.00,39.00
2026-02-20T22:45:00Z,62.00,39.00
2026-02-20T22:49:00Z,62.00,39.00
2026-02-20T22:50:00Z,62.00,39.00
2026-02-20T22:52:00Z,62.00,39.00
2026-02-20T22:53:00Z,62.00,39.00
2026-02-20T22:54:00Z,62.00,39.00
2026-02-20T22:55:00Z,62.00,39.00
2026-02-20T22:57:00Z,62.00,39.00
2026-02-20T22:58:00Z,62.00,39.00
2026-02-20T22:59:00Z,62.00,39.00
2026-02-20T23:01:00Z,62.00,39.00
2026-02-20T23:02:00Z,61.50,39.00
2026-02-20T23:04:00Z,62.00,39.00
2026-02-20T23:05:00Z,62.00,39.00
2026-02-20T23:06:00Z,62.00,39.00
2026-02-20T23:07:00Z,62.00,39.00
2026-02-20T23:08:00Z,62.00,39.00
2026-02-20T23:09:00Z,62.00,39.00
2026-02-20T23:10:00Z,62.00,38.00
2026-02-20T23:11:00Z,62.00,38.00
2026-02-20T23:12:00Z,62.00,38.00
2026-02-20T23:13:00Z,62.00,38.00
2026-02-20T23:14:00Z,62.00,38.00
2026-02-20T23:15:00Z,62.00,38.00
2026-02-20T23:16:00Z,62.00,38.00
2026-02-20T23:17:00Z,62.00,39.00
2026-02-20T23:18:00Z,62.00,39.00
2026-02-20T23:20:00Z,62.00,38.91
2026-02-20T23:22:00Z,62.00,39.00
2026-02-20T23:23:00Z,62.00,39.00
2026-02-20T23:24:00Z,62.00,39.00
2026-02-20T23:25:00Z,62.00,39.00
2026-02-20T23:26:00Z,62.00,39.00
2026-02-20T23:27:00Z,62.00,39.00
2026-02-20T23:28:00Z,62.00,39.00
2026-02-20T23:29:00Z,62.00,39.00
2026-02-20T23:30:00Z,60.89,39.00
2026-02-20T23:31:00Z,60.89,39.00
2026-02-20T23:32:00Z,62.00,39.00
2026-02-20T23:33:00Z,62.00,39.00
2026-02-20T23:34:00Z,60.00,39.00
2026-02-20T23:35:00Z,60.00,39.00
2026-02-20T23:36:00Z,62.00,39.00
2026-02-20T23:37:00Z,61.00,39.00
2026-02-20T23:38:00Z,61.00,40.00
2026-02-20T23:39:00Z,61.00,40.00
2026-02-20T23:41:00Z,61.00,40.00
2026-02-20T23:42:00Z,61.00,40.00
2026-02-20T23:44:00Z,61.00,40.00
2026-02-20T23:45:00Z,61.00,40.00
2026-02-20T23:46:00Z,61.00,40.00
2026-02-20T23:49:00Z,61.00,40.00
2026-02-20T23:51:00Z,61.00,40.00
2026-02-20T23:52:00Z,61.00,40.00
2026-02-20T23:53:00Z,61.00,40.00
2026-02-20T23:54:00Z,61.00,40.00
2026-02-20T23:56:00Z,61.00,40.00
2026-02-20T23:57:00Z,61.00,40.00
2026-02-20T23:59:00Z,61.00,40.00
2026-02-21T00:02:00Z,61.00,39.66
2026-02-21T00:07:00Z,61.00,38.73
2026-02-21T00:09:00Z,60.00,38.73
2026-02-21T00:11:00Z,61.00,38.73
2026-02-21T00:12:00Z,61.00,38.73
2026-02-21T00:13:00Z,61.00,38.73
2026-02-21T00:17:00Z,61.00,40.00
2026-02-21T00:19:00Z,61.00,40.00
2026-02-21T00:20:00Z,60.00,40.00
2026-02-21T00:21:00Z,61.00,40.00
2026-02-21T00:22:00Z,61.00,40.00
2026-02-21T00:23:00Z,62.00,40.00
2026-02-21T00:24:00Z,62.00,40.00
2026-02-21T00:27:00Z,61.00,39.00
2026-02-21T00:28:00Z,60.00,39.00
2026-02-21T00:30:00Z,61.00,39.00
2026-02-21T00:31:00Z,61.00,39.00
2026-02-21T00:32:00Z,61.00,39.00
2026-02-21T00:33:00Z,61.00,39.00
2026-02-21T00:34:00Z,61.00,39.00
2026-02-21T00:41:00Z,61.00,39.00
2026-02-21T00:42:00Z,61.00,39.00
2026-02-21T00:43:00Z,61.00,40.00
2026-02-21T00:44:00Z,60.53,40.00
2026-02-21T00:45:00Z,60.86,40.00
2026-02-21T00:46:00Z,61.00,40.00
2026-02-21T00:47:00Z,61.00,40.00
2026-02-21T00:48:00Z,59.60,40.00
2026-02-21T00:51:00Z,60.00,40.00
2026-02-21T00:52:00Z,60.00,40.00
2026-02-21T00:53:00Z,61.00,40.00
2026-02-21T00:55:00Z,61.00,40.00
2026-02-21T00:56:00Z,61.00,40.00
2026-02-21T00:59:00Z,60.13,40.00
2026-02-21T01:00:00Z,61.00,40.00
2026-02-21T01:01:00Z,60.00,40.00
2026-02-21T01:03:00Z,60.00,40.00
2026-02-21T01:04:00Z,59.02,40.00
2026-02-21T01:05:00Z,59.02,40.00
2026-02-21T01:07:00Z,61.00,40.00
2026-02-21T01:08:00Z,61.00,40.00
2026-02-21T01:09:00Z,61.00,40.00
2026-02-21T01:10:00Z,61.00,40.00
2026-02-21T01:11:00Z,61.00,40.00
2026-02-21T01:12:00Z,61.00,39.01
2026-02-21T01:13:00Z,61.00,39.01
2026-02-21T01:15:00Z,59.11,39.01
2026-02-21T01:18:00Z,59.00,39.01
2026-02-21T01:20:00Z,59.07,39.01
2026-02-21T01:21:00Z,59.07,41.00
2026-02-21T01:22:00Z,59.07,41.00
2026-02-21T01:30:00Z,61.00,41.00
2026-02-21T01:32:00Z,61.00,41.00
2026-02-21T01:33:00Z,61.00,41.00
2026-02-21T01:34:00Z,61.00,41.00
2026-02-21T01:35:00Z,61.00,41.00
2026-02-21T01:37:00Z,62.00,41.00
2026-02-21T01:38:00Z,63.00,41.00
2026-02-21T01:39:00Z,63.00,40.00
2026-02-21T01:40:00Z,62.48,40.00
2026-02-21T01:41:00Z,62.48,38.00
2026-02-21T01:42:00Z,61.64,40.00
2026-02-21T01:43:00Z,60.00,40.00
2026-02-21T01:44:00Z,59.83,42.00
2026-02-21T01:45:00Z,58.72,44.00
2026-02-21T01:46:00Z,60.94,43.93
2026-02-21T01:47:00Z,63.00,39.69
2026-02-21T01:48:00Z,63.89,39.00
2026-02-21T01:49:00Z,63.72,39.00
2026-02-21T01:50:00Z,60.00,43.00
2026-02-21T01:51:00Z,57.47,43.98
2026-02-21T01:52:00Z,62.00,40.00
2026-02-21T01:53:00Z,63.00,39.00
2026-02-21T01:54:00Z,63.00,39.00
2026-02-21T01:55:00Z,63.67,42.01
2026-02-21T01:56:00Z,65.41,33.18
2026-02-21T01:57:00Z,65.09,32.04
2026-02-21T01:58:00Z,65.45,36.03
2026-02-21T01:59:00Z,66.26,33.00
2026-02-21T02:00:00Z,62.57,40.16
2026-02-21T02:01:00Z,61.00,40.97
2026-02-21T02:02:00Z,61.05,41.00
2026-02-21T02:03:00Z,61.04,40.33
2026-02-21T02:04:00Z,59.52,40.77
2026-02-21T02:05:00Z,59.98,40.86
2026-02-21T02:06:00Z,60.95,40.02
2026-02-21T02:07:00Z,60.88,40.65
2026-02-21T02:08:00Z,61.00,40.55
2026-02-21T02:09:00Z,61.17,39.30
2026-02-21T02:10:00Z,60.53,39.30
2026-02-21T02:11:00Z,60.21,37.58
2026-02-21T02:12:00Z,61.46,39.02
2026-02-21T02:13:00Z,59.31,40.64
2026-02-21T02:14:00Z,59.31,41.00
2026-02-21T02:15:00Z,62.96,37.70
2026-02-21T02:16:00Z,63.00,39.18
2026-02-21T02:17:00Z,61.25,37.21
2026-02-21T02:18:00Z,59.71,40.00
2026-02-21T02:19:00Z,59.60,39.08
2026-02-21T02:20:00Z,59.60,39.91
2026-02-21T02:21:00Z,59.61,39.91
2026-02-21T02:22:00Z,62.05,39.91
2026-02-21T02:23:00Z,62.05,39.71
2026-02-21T02:24:00Z,61.00,39.95
2026-02-21T02:25:00Z,62.52,39.95
2026-02-21T02:26:00Z,61.30,39.00
2026-02-21T02:27:00Z,62.00,38.89
2026-02-21T02:28:00Z,62.55,38.00
2026-02-21T02:29:00Z,63.98,38.00
2026-02-21T02:30:00Z,61.03,39.81
2026-02-21T02:31:00Z,62.17,40.16
2026-02-21T02:32:00Z,61.75,40.00
2026-02-21T02:33:00Z,64.45,42.43
2026-02-21T02:34:00Z,61.02,38.57
2026-02-21T02:35:00Z,62.44,40.89
2026-02-21T02:36:00Z,61.83,40.04
2026-02-21T02:37:00Z,60.62,41.00
2026-02-21T02:38:00Z,61.96,41.00
2026-02-21T02:39:00Z,62.06,41.00
2026-02-21T02:40:00Z,61.13,41.00
2026-02-21T02:41:00Z,61.13,41.00
