# event_ticker=KXATPCHALLENGERMATCH-26MAY30TSENEU
# final_score=5-7 6-2 7-6(4)
# score_resolution=7-5 2-6 6-7
# match_winner=Lukas Neumayer
# fav_player=Chun Hsin Tseng
# dog_player=Lukas Neumayer
# kalshi_date=2026-05-30
timestamp,Chun Hsin Tseng,Lukas Neumayer
2026-05-30T14:34:00Z,41.78,62.49
2026-05-30T14:35:00Z,48.40,51.57
2026-05-30T14:36:00Z,50.94,48.37
2026-05-30T14:37:00Z,51.09,47.69
2026-05-30T14:38:00Z,54.96,46.79
2026-05-30T14:39:00Z,49.80,51.80
2026-05-30T14:40:00Z,48.85,52.67
2026-05-30T14:41:00Z,47.89,51.78
2026-05-30T14:42:00Z,40.58,60.94
2026-05-30T14:43:00Z,47.10,55.97
2026-05-30T14:44:00Z,51.66,48.58
2026-05-30T14:45:00Z,55.00,46.00
2026-05-30T14:46:00Z,55.02,46.00
2026-05-30T14:47:00Z,52.33,50.03
2026-05-30T14:48:00Z,49.68,52.99
2026-05-30T14:49:00Z,47.37,53.32
2026-05-30T14:50:00Z,47.40,53.00
2026-05-30T14:51:00Z,52.27,47.90
2026-05-30T14:52:00Z,54.24,45.98
2026-05-30T14:53:00Z,55.59,45.00
2026-05-30T14:54:00Z,52.83,46.09
2026-05-30T14:55:00Z,49.85,51.50
2026-05-30T14:56:00Z,48.22,52.05
2026-05-30T14:57:00Z,51.59,50.91
2026-05-30T14:58:00Z,49.00,53.00
2026-05-30T14:59:00Z,52.05,47.90
2026-05-30T15:00:00Z,57.06,43.21
2026-05-30T15:01:00Z,59.00,40.12
2026-05-30T15:02:00Z,59.91,40.93
2026-05-30T15:03:00Z,63.77,37.44
2026-05-30T15:04:00Z,54.50,44.35
2026-05-30T15:05:00Z,53.96,47.87
2026-05-30T15:06:00Z,59.21,40.22
2026-05-30T15:07:00Z,61.76,37.51
2026-05-30T15:08:00Z,58.21,47.32
2026-05-30T15:09:00Z,53.27,47.13
2026-05-30T15:10:00Z,52.15,44.51
2026-05-30T15:11:00Z,57.42,42.31
2026-05-30T15:12:00Z,63.06,35.44
2026-05-30T15:13:00Z,64.99,35.94
2026-05-30T15:14:00Z,64.93,34.58
2026-05-30T15:15:00Z,62.03,39.85
2026-05-30T15:16:00Z,54.76,46.31
2026-05-30T15:17:00Z,53.96,47.24
2026-05-30T15:18:00Z,54.31,45.91
2026-05-30T15:19:00Z,57.60,41.44
2026-05-30T15:20:00Z,63.77,36.60
2026-05-30T15:21:00Z,64.94,36.00
2026-05-30T15:22:00Z,64.04,35.94
2026-05-30T15:23:00Z,63.96,36.29
2026-05-30T15:24:00Z,63.05,42.70
2026-05-30T15:25:00Z,53.86,45.92
2026-05-30T15:26:00Z,42.21,54.48
2026-05-30T15:27:00Z,43.53,57.13
2026-05-30T15:28:00Z,43.38,56.04
2026-05-30T15:29:00Z,44.43,57.88
2026-05-30T15:30:00Z,43.36,64.81
2026-05-30T15:31:00Z,51.10,49.18
2026-05-30T15:32:00Z,41.59,56.34
2026-05-30T15:33:00Z,20.37,78.13
2026-05-30T15:34:00Z,23.11,76.05
2026-05-30T15:35:00Z,13.05,87.37
2026-05-30T15:36:00Z,4.07,97.84
2026-05-30T15:37:00Z,1.00,99.00
2026-05-30T15:38:00Z,1.00,99.00
2026-05-30T15:39:00Z,1.00,99.00
