# event_ticker=KXATPMATCH-25AUG09FRINAV
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Taylor Fritz
# fav_player=Emilio Nava
# dog_player=Taylor Fritz
# kalshi_date=2025-08-09
timestamp,Emilio Nava,Taylor Fritz
2025-08-09T14:21:00Z,,73.00
2025-08-09T14:25:00Z,,86.00
2025-08-09T14:58:00Z,27.00,86.00
2025-08-09T15:17:00Z,27.00,83.00
2025-08-09T15:23:00Z,27.00,83.93
2025-08-09T15:39:00Z,27.00,84.00
2025-08-09T17:02:00Z,27.00,84.00
2025-08-09T17:12:00Z,27.00,84.00
2025-08-09T17:14:00Z,27.00,84.00
2025-08-09T17:32:00Z,27.00,84.00
2025-08-09T17:54:00Z,18.00,84.00
2025-08-09T18:01:00Z,18.00,84.00
2025-08-09T18:57:00Z,18.00,84.00
2025-08-09T19:08:00Z,18.00,84.00
2025-08-09T19:12:00Z,18.00,83.06
2025-08-09T19:32:00Z,18.00,84.00
2025-08-09T19:55:00Z,18.00,83.00
2025-08-09T20:22:00Z,18.00,84.00
2025-08-09T20:48:00Z,18.00,84.00
2025-08-09T20:54:00Z,18.00,84.00
2025-08-09T21:39:00Z,18.00,84.00
2025-08-09T21:41:00Z,18.00,84.00
2025-08-09T21:49:00Z,18.00,84.00
2025-08-09T21:51:00Z,18.00,84.00
2025-08-09T22:29:00Z,18.00,83.37
2025-08-09T22:30:00Z,17.00,83.37
2025-08-09T22:50:00Z,17.00,84.00
2025-08-09T22:55:00Z,17.00,84.00
2025-08-09T22:58:00Z,17.00,84.00
2025-08-09T23:06:00Z,17.00,84.00
2025-08-09T23:08:00Z,17.00,84.00
2025-08-09T23:19:00Z,17.00,84.00
2025-08-09T23:26:00Z,17.00,84.00
2025-08-09T23:30:00Z,17.00,84.00
2025-08-09T23:33:00Z,17.00,84.00
2025-08-09T23:36:00Z,17.00,84.00
2025-08-09T23:45:00Z,17.00,84.00
2025-08-10T00:03:00Z,17.00,84.00
2025-08-10T00:07:00Z,17.00,84.00
2025-08-10T00:11:00Z,17.00,83.00
2025-08-10T00:12:00Z,17.00,84.00
2025-08-10T00:16:00Z,17.00,83.00
2025-08-10T00:26:00Z,17.00,84.00
2025-08-10T00:34:00Z,17.00,84.00
2025-08-10T00:38:00Z,17.00,84.00
2025-08-10T00:41:00Z,17.00,84.00
2025-08-10T00:42:00Z,18.00,84.00
2025-08-10T00:45:00Z,18.00,84.00
2025-08-10T00:46:00Z,16.57,84.00
2025-08-10T00:52:00Z,16.57,84.00
2025-08-10T00:56:00Z,16.57,84.77
2025-08-10T00:57:00Z,17.00,84.77
2025-08-10T00:59:00Z,17.05,84.83
2025-08-10T01:00:00Z,17.05,85.02
2025-08-10T01:01:00Z,16.00,85.02
2025-08-10T01:02:00Z,15.92,85.02
2025-08-10T01:03:00Z,17.21,84.24
2025-08-10T01:07:00Z,17.21,86.00
2025-08-10T01:09:00Z,20.05,83.55
2025-08-10T01:10:00Z,20.05,84.09
2025-08-10T01:11:00Z,24.00,79.00
2025-08-10T01:12:00Z,25.00,78.31
2025-08-10T01:13:00Z,22.83,79.76
2025-08-10T01:14:00Z,24.96,80.26
2025-08-10T01:15:00Z,25.23,74.04
2025-08-10T01:16:00Z,22.00,79.72
2025-08-10T01:17:00Z,19.96,82.98
2025-08-10T01:18:00Z,21.62,82.98
2025-08-10T01:19:00Z,24.60,80.00
2025-08-10T01:20:00Z,25.00,80.00
2025-08-10T01:22:00Z,25.00,77.98
2025-08-10T01:23:00Z,25.00,78.00
2025-08-10T01:24:00Z,25.00,80.76
2025-08-10T01:25:00Z,12.14,88.00
2025-08-10T01:26:00Z,12.04,89.50
2025-08-10T01:27:00Z,10.00,89.50
2025-08-10T01:28:00Z,10.00,89.50
2025-08-10T01:29:00Z,10.00,90.82
2025-08-10T01:30:00Z,9.00,93.37
2025-08-10T01:32:00Z,6.88,95.48
2025-08-10T01:33:00Z,8.40,95.48
2025-08-10T01:34:00Z,8.40,95.00
2025-08-10T01:37:00Z,8.88,92.00
2025-08-10T01:39:00Z,8.00,94.98
2025-08-10T01:40:00Z,9.05,92.48
2025-08-10T01:41:00Z,9.61,92.48
2025-08-10T01:43:00Z,9.61,92.00
2025-08-10T01:44:00Z,10.64,92.00
2025-08-10T01:45:00Z,9.09,92.00
2025-08-10T01:46:00Z,10.00,92.00
2025-08-10T01:47:00Z,10.00,90.11
2025-08-10T01:49:00Z,10.00,90.00
2025-08-10T01:50:00Z,10.00,90.00
2025-08-10T01:51:00Z,10.00,91.00
2025-08-10T01:52:00Z,11.00,91.00
2025-08-10T01:53:00Z,12.00,91.00
2025-08-10T01:54:00Z,9.00,91.00
2025-08-10T01:55:00Z,9.00,91.00
2025-08-10T01:56:00Z,11.00,91.00
2025-08-10T01:58:00Z,11.00,93.21
2025-08-10T01:59:00Z,11.00,91.00
2025-08-10T02:00:00Z,11.85,91.00
2025-08-10T02:01:00Z,12.00,91.00
2025-08-10T02:03:00Z,7.19,91.00
2025-08-10T02:04:00Z,11.00,93.13
2025-08-10T02:05:00Z,11.36,93.13
2025-08-10T02:06:00Z,7.00,93.13
2025-08-10T02:07:00Z,2.08,96.56
2025-08-10T02:08:00Z,2.95,98.00
2025-08-10T02:09:00Z,2.00,98.00
2025-08-10T02:10:00Z,2.00,99.00
2025-08-10T02:11:00Z,1.00,99.00
2025-08-10T02:14:00Z,1.00,99.00
