# event_ticker=KXATPMATCH-25AUG18KOPKOR
# final_score=6-3 6-4
# match_winner=Sebastian Korda
# fav_player=Sebastian Korda
# dog_player=Vit Kopriva
# kalshi_date=2025-08-18
timestamp,Sebastian Korda,Vit Kopriva
2025-08-18T13:35:00Z,,31.00
2025-08-18T14:00:00Z,,32.00
2025-08-18T14:01:00Z,70.00,32.00
2025-08-18T14:07:00Z,70.00,32.00
2025-08-18T14:15:00Z,69.00,32.00
2025-08-18T14:47:00Z,69.00,34.00
2025-08-18T15:32:00Z,68.00,34.00
2025-08-18T15:41:00Z,68.00,34.00
2025-08-18T15:47:00Z,68.83,34.00
2025-08-18T15:59:00Z,69.00,34.00
2025-08-18T16:00:00Z,69.00,34.00
2025-08-18T16:02:00Z,68.00,34.00
2025-08-18T16:03:00Z,68.00,32.00
2025-08-18T16:12:00Z,68.00,31.00
2025-08-18T16:56:00Z,68.00,31.00
2025-08-18T16:57:00Z,70.00,31.00
2025-08-18T16:59:00Z,70.00,31.00
2025-08-18T17:04:00Z,70.00,31.00
2025-08-18T17:44:00Z,70.00,31.00
2025-08-18T17:59:00Z,70.00,31.00
2025-08-18T18:03:00Z,70.00,32.00
2025-08-18T18:32:00Z,69.00,32.00
2025-08-18T18:36:00Z,69.00,32.00
2025-08-18T18:42:00Z,69.00,32.00
2025-08-18T18:43:00Z,69.00,32.00
2025-08-18T18:45:00Z,69.00,32.00
2025-08-18T18:50:00Z,69.00,32.00
2025-08-18T19:07:00Z,69.00,32.00
2025-08-18T19:08:00Z,69.00,32.00
2025-08-18T19:21:00Z,69.00,31.00
2025-08-18T19:25:00Z,69.00,31.00
2025-08-18T19:27:00Z,69.00,31.00
2025-08-18T19:30:00Z,69.00,31.00
2025-08-18T19:31:00Z,70.00,31.00
2025-08-18T19:42:00Z,70.00,34.00
2025-08-18T19:44:00Z,69.00,34.00
2025-08-18T19:49:00Z,69.33,34.00
2025-08-18T19:54:00Z,69.33,33.00
2025-08-18T19:55:00Z,69.00,33.00
2025-08-18T20:06:00Z,69.50,33.00
2025-08-18T20:07:00Z,71.00,33.00
2025-08-18T20:08:00Z,71.00,31.00
2025-08-18T20:09:00Z,71.00,31.00
2025-08-18T20:11:00Z,71.00,31.56
2025-08-18T20:14:00Z,70.26,31.56
2025-08-18T20:15:00Z,70.26,32.00
2025-08-18T20:16:00Z,71.63,32.00
2025-08-18T20:17:00Z,67.90,33.77
2025-08-18T20:18:00Z,73.09,30.06
2025-08-18T20:19:00Z,74.97,28.00
2025-08-18T20:20:00Z,74.85,27.00
2025-08-18T20:21:00Z,74.85,27.92
2025-08-18T20:22:00Z,74.85,29.00
2025-08-18T20:23:00Z,74.85,29.00
2025-08-18T20:24:00Z,74.85,29.00
2025-08-18T20:25:00Z,75.89,29.00
2025-08-18T20:27:00Z,76.00,29.00
2025-08-18T20:28:00Z,77.38,24.11
2025-08-18T20:29:00Z,79.66,23.09
2025-08-18T20:30:00Z,80.60,18.00
2025-08-18T20:31:00Z,87.19,18.00
2025-08-18T20:32:00Z,89.12,18.00
2025-08-18T20:33:00Z,81.72,20.93
2025-08-18T20:34:00Z,87.98,14.00
2025-08-18T20:35:00Z,89.26,17.00
2025-08-18T20:36:00Z,91.00,17.00
2025-08-18T20:37:00Z,86.00,15.00
2025-08-18T20:38:00Z,86.76,15.00
2025-08-18T20:39:00Z,86.00,15.00
2025-08-18T20:40:00Z,87.88,14.00
2025-08-18T20:41:00Z,86.80,14.96
2025-08-18T20:42:00Z,84.00,17.35
2025-08-18T20:43:00Z,85.00,17.35
2025-08-18T20:44:00Z,85.54,26.45
2025-08-18T20:45:00Z,75.07,23.75
2025-08-18T20:46:00Z,70.66,32.74
2025-08-18T20:47:00Z,69.00,33.77
2025-08-18T20:48:00Z,70.95,29.99
2025-08-18T20:49:00Z,70.95,37.29
2025-08-18T20:50:00Z,68.51,31.93
2025-08-18T20:51:00Z,68.21,31.93
2025-08-18T20:52:00Z,69.37,30.78
2025-08-18T20:53:00Z,73.16,23.24
2025-08-18T20:54:00Z,81.14,18.27
2025-08-18T20:55:00Z,85.04,18.00
2025-08-18T20:56:00Z,85.17,15.22
2025-08-18T20:57:00Z,88.38,15.00
2025-08-18T20:58:00Z,89.00,14.00
2025-08-18T20:59:00Z,88.38,14.00
2025-08-18T21:00:00Z,85.17,15.83
2025-08-18T21:01:00Z,87.57,15.83
2025-08-18T21:02:00Z,85.55,17.00
2025-08-18T21:03:00Z,87.00,17.00
2025-08-18T21:04:00Z,88.00,14.05
2025-08-18T21:05:00Z,88.69,14.49
2025-08-18T21:06:00Z,82.37,16.00
2025-08-18T21:07:00Z,85.00,17.00
2025-08-18T21:08:00Z,84.40,16.00
2025-08-18T21:09:00Z,82.18,19.90
2025-08-18T21:10:00Z,83.00,19.90
2025-08-18T21:11:00Z,85.00,17.00
2025-08-18T21:13:00Z,85.00,17.00
2025-08-18T21:14:00Z,82.00,19.75
2025-08-18T21:15:00Z,81.17,19.17
2025-08-18T21:16:00Z,81.17,20.88
2025-08-18T21:17:00Z,82.00,19.75
2025-08-18T21:18:00Z,83.86,19.75
2025-08-18T21:19:00Z,86.18,17.36
2025-08-18T21:20:00Z,94.36,11.25
2025-08-18T21:21:00Z,97.00,4.12
2025-08-18T21:22:00Z,97.63,3.13
2025-08-18T21:23:00Z,97.05,2.99
2025-08-18T21:24:00Z,96.72,3.05
2025-08-18T21:25:00Z,97.43,3.00
2025-08-18T21:26:00Z,96.13,6.18
2025-08-18T21:27:00Z,94.38,6.76
2025-08-18T21:28:00Z,92.45,8.97
2025-08-18T21:29:00Z,92.45,3.00
2025-08-18T21:30:00Z,98.39,1.27
2025-08-18T21:31:00Z,98.70,2.00
2025-08-18T21:32:00Z,98.67,2.00
2025-08-18T21:33:00Z,99.00,2.00
2025-08-18T21:34:00Z,99.00,1.00
2025-08-18T21:35:00Z,98.08,1.22
2025-08-18T21:36:00Z,98.08,2.00
2025-08-18T21:37:00Z,99.00,2.00
2025-08-18T21:38:00Z,98.87,2.00
2025-08-18T21:39:00Z,98.87,2.00
