# event_ticker=KXATPCHALLENGERMATCH-26MAY13KOLDEL
# final_score=6-4 4-6 7-6(4)
# score_resolution=4-6 6-4 6-7
# match_winner=Hugo Dellien
# fav_player=Zdenek Kolar
# dog_player=Hugo Dellien
# kalshi_date=2026-05-13
timestamp,Zdenek Kolar,Hugo Dellien
2026-05-13T04:08:00Z,,64.00
2026-05-13T04:14:00Z,,64.00
2026-05-13T04:51:00Z,,64.00
2026-05-13T05:05:00Z,,64.00
2026-05-13T05:07:00Z,,64.00
2026-05-13T05:54:00Z,36.00,64.00
2026-05-13T07:35:00Z,36.00,63.07
2026-05-13T07:55:00Z,36.00,64.00
2026-05-13T08:18:00Z,36.00,64.00
2026-05-13T09:53:00Z,36.00,64.00
2026-05-13T10:19:00Z,36.00,64.00
2026-05-13T10:28:00Z,36.00,64.00
2026-05-13T10:59:00Z,36.00,64.00
2026-05-13T11:51:00Z,36.00,64.00
2026-05-13T12:06:00Z,36.00,64.00
2026-05-13T12:28:00Z,36.00,64.00
2026-05-13T12:35:00Z,36.00,64.00
2026-05-13T12:37:00Z,36.00,64.00
2026-05-13T12:38:00Z,36.00,64.00
2026-05-13T12:39:00Z,36.00,64.00
2026-05-13T12:51:00Z,36.00,63.00
2026-05-13T13:04:00Z,36.00,64.00
2026-05-13T13:09:00Z,39.00,64.00
2026-05-13T13:13:00Z,39.00,64.00
2026-05-13T13:15:00Z,39.00,64.00
2026-05-13T13:16:00Z,39.00,64.00
2026-05-13T13:24:00Z,39.00,64.00
2026-05-13T13:26:00Z,39.00,64.00
2026-05-13T13:33:00Z,39.00,64.00
2026-05-13T13:37:00Z,39.00,64.00
2026-05-13T13:38:00Z,39.00,64.00
2026-05-13T13:39:00Z,38.99,64.00
2026-05-13T13:42:00Z,39.00,64.00
2026-05-13T13:43:00Z,39.00,64.00
2026-05-13T13:44:00Z,39.00,64.00
2026-05-13T13:46:00Z,39.00,64.00
2026-05-13T13:49:00Z,39.00,64.00
2026-05-13T13:50:00Z,39.00,64.00
2026-05-13T13:52:00Z,39.00,64.00
2026-05-13T13:53:00Z,38.11,64.00
2026-05-13T13:54:00Z,38.11,64.00
2026-05-13T13:56:00Z,39.36,63.22
2026-05-13T13:57:00Z,39.36,63.79
2026-05-13T13:58:00Z,39.00,64.00
2026-05-13T13:59:00Z,39.00,64.00
2026-05-13T14:00:00Z,39.00,64.00
2026-05-13T14:01:00Z,39.00,64.00
2026-05-13T14:02:00Z,39.00,64.00
2026-05-13T14:05:00Z,39.00,64.00
2026-05-13T14:06:00Z,39.00,64.00
2026-05-13T14:07:00Z,39.00,64.00
2026-05-13T14:08:00Z,39.00,64.00
2026-05-13T14:10:00Z,39.00,64.00
2026-05-13T14:12:00Z,36.32,64.00
2026-05-13T14:13:00Z,39.00,64.00
2026-05-13T14:14:00Z,39.00,64.00
2026-05-13T14:16:00Z,39.00,64.00
2026-05-13T14:17:00Z,39.00,64.00
2026-05-13T14:22:00Z,39.00,61.00
2026-05-13T14:23:00Z,39.00,64.00
2026-05-13T14:27:00Z,39.00,64.00
2026-05-13T14:28:00Z,39.00,64.00
2026-05-13T14:29:00Z,39.00,64.00
2026-05-13T14:30:00Z,39.00,64.00
2026-05-13T14:33:00Z,38.00,64.00
2026-05-13T14:34:00Z,38.00,64.00
2026-05-13T14:35:00Z,38.00,64.00
2026-05-13T14:36:00Z,38.00,64.00
2026-05-13T14:37:00Z,33.00,65.93
2026-05-13T14:38:00Z,33.00,68.00
2026-05-13T14:39:00Z,33.00,67.01
2026-05-13T14:40:00Z,33.92,69.57
2026-05-13T14:41:00Z,30.10,70.37
2026-05-13T14:42:00Z,23.58,74.12
2026-05-13T14:43:00Z,21.07,80.77
2026-05-13T14:44:00Z,23.40,79.00
2026-05-13T14:45:00Z,28.73,72.00
2026-05-13T14:46:00Z,28.73,74.58
2026-05-13T14:47:00Z,22.30,79.00
2026-05-13T14:48:00Z,24.31,78.86
2026-05-13T14:49:00Z,24.31,81.00
2026-05-13T14:50:00Z,20.00,81.00
2026-05-13T14:51:00Z,20.00,79.00
2026-05-13T14:52:00Z,21.00,80.00
2026-05-13T14:53:00Z,21.00,80.43
2026-05-13T14:54:00Z,20.66,80.01
2026-05-13T14:55:00Z,20.66,78.55
2026-05-13T14:56:00Z,21.00,80.00
2026-05-13T14:57:00Z,18.93,82.00
2026-05-13T14:58:00Z,18.00,82.00
2026-05-13T14:59:00Z,18.01,83.77
2026-05-13T15:00:00Z,14.97,85.12
2026-05-13T15:01:00Z,14.97,83.13
2026-05-13T15:02:00Z,17.18,82.04
2026-05-13T15:03:00Z,14.00,85.59
2026-05-13T15:04:00Z,16.73,81.49
2026-05-13T15:05:00Z,20.00,81.00
2026-05-13T15:06:00Z,19.31,80.99
2026-05-13T15:07:00Z,22.02,78.01
2026-05-13T15:08:00Z,21.00,78.01
2026-05-13T15:09:00Z,21.76,79.00
2026-05-13T15:10:00Z,24.06,76.03
2026-05-13T15:11:00Z,20.47,78.31
2026-05-13T15:12:00Z,26.77,74.59
2026-05-13T15:13:00Z,29.10,72.89
2026-05-13T15:14:00Z,34.93,64.99
2026-05-13T15:15:00Z,35.51,65.02
2026-05-13T15:16:00Z,39.28,62.30
2026-05-13T15:17:00Z,41.50,60.25
2026-05-13T15:18:00Z,40.70,58.40
2026-05-13T15:19:00Z,38.51,63.38
