# event_ticker=KXATPCHALLENGERMATCH-26MAR10SAKROC
# final_score=2-6 6-3 6-3
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Pedro Sakamoto
# kalshi_date=2026-03-10
timestamp,Henrique Rocha,Pedro Sakamoto
2026-03-10T09:39:00Z,77.39,20.92
2026-03-10T09:40:00Z,78.00,21.23
2026-03-10T10:21:00Z,78.00,21.00
2026-03-10T10:23:00Z,78.00,21.00
2026-03-10T10:26:00Z,78.00,21.00
2026-03-10T10:28:00Z,78.00,21.00
2026-03-10T10:37:00Z,78.00,21.00
2026-03-10T10:39:00Z,78.00,21.00
2026-03-10T10:42:00Z,78.00,22.00
2026-03-10T10:43:00Z,78.00,22.00
2026-03-10T10:44:00Z,78.00,21.00
2026-03-10T10:46:00Z,78.00,22.00
2026-03-10T10:49:00Z,78.00,22.00
2026-03-10T10:51:00Z,78.00,22.00
2026-03-10T10:53:00Z,78.00,22.00
2026-03-10T10:55:00Z,81.00,22.00
2026-03-10T10:56:00Z,81.00,22.00
2026-03-10T10:58:00Z,81.00,22.00
2026-03-10T11:00:00Z,81.00,22.00
2026-03-10T11:03:00Z,81.00,22.00
2026-03-10T11:05:00Z,81.00,21.00
2026-03-10T11:07:00Z,81.00,21.00
2026-03-10T11:10:00Z,81.00,21.00
2026-03-10T11:13:00Z,81.00,21.00
2026-03-10T11:54:00Z,81.00,20.80
2026-03-10T12:03:00Z,82.00,20.80
2026-03-10T13:06:00Z,82.00,20.80
2026-03-10T13:50:00Z,83.00,20.80
2026-03-10T14:26:00Z,83.00,20.80
2026-03-10T14:49:00Z,83.00,16.00
2026-03-10T14:50:00Z,83.00,19.00
2026-03-10T14:52:00Z,83.00,19.00
2026-03-10T14:53:00Z,83.00,19.00
2026-03-10T15:29:00Z,83.00,19.00
2026-03-10T15:51:00Z,83.00,19.00
2026-03-10T16:11:00Z,81.00,19.00
2026-03-10T16:15:00Z,81.00,19.00
2026-03-10T16:23:00Z,81.00,19.00
2026-03-10T16:33:00Z,83.00,19.00
2026-03-10T16:34:00Z,83.00,19.00
2026-03-10T17:09:00Z,83.00,19.00
2026-03-10T18:00:00Z,83.00,18.00
2026-03-10T18:03:00Z,83.00,18.00
2026-03-10T18:39:00Z,83.00,18.00
2026-03-10T18:44:00Z,83.00,18.00
2026-03-10T18:56:00Z,83.00,18.00
2026-03-10T18:58:00Z,83.00,18.91
2026-03-10T19:01:00Z,83.00,18.91
2026-03-10T19:02:00Z,83.00,18.91
2026-03-10T19:07:00Z,83.00,19.00
2026-03-10T19:11:00Z,83.00,19.00
2026-03-10T19:16:00Z,83.00,19.00
2026-03-10T19:26:00Z,84.00,19.00
2026-03-10T19:52:00Z,84.00,19.00
2026-03-10T19:54:00Z,84.00,19.00
2026-03-10T20:07:00Z,84.00,19.00
2026-03-10T20:10:00Z,84.00,18.99
2026-03-10T20:12:00Z,84.00,18.98
2026-03-10T20:15:00Z,84.00,18.98
2026-03-10T20:19:00Z,84.00,18.99
2026-03-10T20:20:00Z,84.00,18.00
2026-03-10T20:21:00Z,84.00,18.00
2026-03-10T20:24:00Z,84.00,18.95
2026-03-10T20:25:00Z,86.00,16.00
2026-03-10T20:26:00Z,87.00,15.00
2026-03-10T20:27:00Z,87.00,14.00
2026-03-10T20:29:00Z,88.00,14.00
2026-03-10T20:30:00Z,89.00,12.00
2026-03-10T20:31:00Z,85.63,15.50
2026-03-10T20:32:00Z,85.63,17.00
2026-03-10T20:33:00Z,84.97,17.00
2026-03-10T20:34:00Z,81.16,21.00
2026-03-10T20:35:00Z,76.53,26.33
2026-03-10T20:36:00Z,72.00,29.90
2026-03-10T20:37:00Z,72.00,29.04
2026-03-10T20:38:00Z,71.70,29.84
2026-03-10T20:39:00Z,70.63,29.20
2026-03-10T20:40:00Z,70.63,34.00
2026-03-10T20:41:00Z,62.50,37.61
2026-03-10T20:42:00Z,56.62,46.34
2026-03-10T20:43:00Z,51.39,47.76
2026-03-10T20:44:00Z,49.22,51.09
2026-03-10T20:45:00Z,49.62,50.05
2026-03-10T20:46:00Z,43.60,53.90
2026-03-10T20:47:00Z,45.16,57.98
2026-03-10T20:48:00Z,46.00,52.11
2026-03-10T20:49:00Z,48.00,54.00
2026-03-10T20:50:00Z,49.46,51.41
2026-03-10T20:51:00Z,49.00,55.51
2026-03-10T20:52:00Z,44.16,57.96
2026-03-10T20:53:00Z,45.00,55.12
2026-03-10T20:54:00Z,45.00,55.20
2026-03-10T20:55:00Z,45.00,56.00
2026-03-10T20:56:00Z,46.00,54.94
2026-03-10T20:57:00Z,49.13,54.94
2026-03-10T20:58:00Z,52.15,46.71
2026-03-10T20:59:00Z,57.96,40.80
2026-03-10T21:00:00Z,66.26,37.00
2026-03-10T21:01:00Z,64.63,36.21
2026-03-10T21:02:00Z,65.72,41.13
2026-03-10T21:03:00Z,58.90,41.03
2026-03-10T21:04:00Z,58.90,44.67
2026-03-10T21:05:00Z,55.45,45.51
2026-03-10T21:06:00Z,55.45,51.00
2026-03-10T21:07:00Z,48.00,53.36
2026-03-10T21:08:00Z,50.88,50.65
2026-03-10T21:09:00Z,49.00,52.95
2026-03-10T21:10:00Z,53.03,48.35
2026-03-10T21:11:00Z,53.00,48.91
2026-03-10T21:12:00Z,61.71,40.00
2026-03-10T21:13:00Z,62.71,39.00
2026-03-10T21:14:00Z,55.54,44.84
2026-03-10T21:15:00Z,55.00,51.32
2026-03-10T21:16:00Z,48.00,53.74
2026-03-10T21:17:00Z,48.00,49.55
2026-03-10T21:18:00Z,48.00,47.00
2026-03-10T21:19:00Z,54.00,45.96
2026-03-10T21:20:00Z,57.16,46.00
2026-03-10T21:21:00Z,57.70,43.49
2026-03-10T21:22:00Z,51.60,47.00
2026-03-10T21:23:00Z,57.00,39.57
2026-03-10T21:24:00Z,57.75,48.72
2026-03-10T21:25:00Z,57.00,43.73
2026-03-10T21:26:00Z,62.04,36.19
2026-03-10T21:27:00Z,71.29,27.52
2026-03-10T21:28:00Z,75.84,24.79
2026-03-10T21:29:00Z,77.00,23.08
2026-03-10T21:30:00Z,76.96,24.76
2026-03-10T21:31:00Z,79.42,19.74
2026-03-10T21:32:00Z,82.00,20.38
2026-03-10T21:33:00Z,78.15,20.55
2026-03-10T21:34:00Z,76.00,25.58
2026-03-10T21:35:00Z,76.00,26.00
2026-03-10T21:36:00Z,74.09,27.71
2026-03-10T21:37:00Z,76.00,30.89
2026-03-10T21:38:00Z,63.05,35.78
2026-03-10T21:39:00Z,69.70,31.47
2026-03-10T21:40:00Z,74.89,25.07
2026-03-10T21:41:00Z,77.00,24.16
2026-03-10T21:42:00Z,74.53,25.00
2026-03-10T21:43:00Z,75.05,25.29
2026-03-10T21:44:00Z,75.05,26.00
2026-03-10T21:45:00Z,75.44,25.91
2026-03-10T21:46:00Z,75.45,26.31
2026-03-10T21:47:00Z,80.40,20.49
2026-03-10T21:48:00Z,83.92,16.63
2026-03-10T21:49:00Z,80.46,18.75
2026-03-10T21:50:00Z,79.20,21.68
2026-03-10T21:51:00Z,76.96,26.06
2026-03-10T21:52:00Z,84.00,22.27
2026-03-10T21:53:00Z,81.53,19.22
