# event_ticker=KXATPCHALLENGERMATCH-26MAY20KUZSAI
# final_score=6-0 6-7(4) 6-1
# score_resolution=0-6 7-6 1-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Dimitar Kuzmanov
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-20
timestamp,Dimitar Kuzmanov,Nikolas Sanchez Izquierdo
2026-05-20T18:37:00Z,,74.16
2026-05-20T18:38:00Z,28.00,74.16
2026-05-20T18:39:00Z,28.00,72.13
2026-05-20T18:40:00Z,28.00,73.62
2026-05-20T18:41:00Z,28.00,74.63
2026-05-20T18:43:00Z,28.00,74.92
2026-05-20T18:44:00Z,28.00,76.03
2026-05-20T18:45:00Z,28.44,72.00
2026-05-20T18:49:00Z,29.05,70.99
2026-05-20T18:50:00Z,29.05,71.33
2026-05-20T18:51:00Z,29.05,72.00
2026-05-20T18:52:00Z,29.05,74.12
2026-05-20T18:53:00Z,29.05,69.19
2026-05-20T18:54:00Z,28.81,72.00
2026-05-20T18:55:00Z,29.93,70.00
2026-05-20T18:57:00Z,30.30,70.00
2026-05-20T18:58:00Z,27.42,71.00
2026-05-20T18:59:00Z,30.00,72.60
2026-05-20T19:00:00Z,27.31,72.00
2026-05-20T19:01:00Z,27.31,71.00
2026-05-20T19:03:00Z,27.31,71.29
2026-05-20T19:04:00Z,30.00,71.06
2026-05-20T19:05:00Z,30.00,72.00
2026-05-20T19:06:00Z,27.00,72.00
2026-05-20T19:07:00Z,27.00,72.00
2026-05-20T19:08:00Z,27.00,73.87
2026-05-20T19:09:00Z,29.72,72.00
2026-05-20T19:10:00Z,30.00,72.00
2026-05-20T19:11:00Z,31.00,72.00
2026-05-20T19:12:00Z,28.80,72.00
2026-05-20T19:14:00Z,28.80,71.00
2026-05-20T19:16:00Z,28.80,71.00
2026-05-20T19:17:00Z,30.00,71.19
2026-05-20T19:19:00Z,30.00,72.00
2026-05-20T19:20:00Z,30.00,72.00
2026-05-20T19:21:00Z,30.00,72.00
2026-05-20T19:22:00Z,30.00,72.00
2026-05-20T19:24:00Z,29.00,72.10
2026-05-20T19:25:00Z,29.00,72.00
2026-05-20T19:26:00Z,30.98,71.75
2026-05-20T19:27:00Z,30.00,72.00
2026-05-20T19:28:00Z,28.01,72.00
2026-05-20T19:29:00Z,30.77,71.41
2026-05-20T19:30:00Z,30.00,71.07
2026-05-20T19:31:00Z,26.74,71.00
2026-05-20T19:32:00Z,30.00,72.00
2026-05-20T19:33:00Z,30.00,72.00
2026-05-20T19:34:00Z,30.00,72.00
2026-05-20T19:35:00Z,30.00,71.30
2026-05-20T19:36:00Z,30.00,72.00
2026-05-20T19:37:00Z,30.00,71.51
2026-05-20T19:38:00Z,29.61,72.00
2026-05-20T19:39:00Z,27.21,72.00
2026-05-20T19:40:00Z,27.63,72.00
2026-05-20T19:41:00Z,27.63,72.00
2026-05-20T19:42:00Z,27.63,72.00
2026-05-20T19:43:00Z,27.63,71.00
2026-05-20T19:44:00Z,27.00,71.35
2026-05-20T19:45:00Z,29.00,71.25
2026-05-20T19:46:00Z,29.00,72.00
2026-05-20T19:47:00Z,29.00,71.04
2026-05-20T19:48:00Z,27.28,71.01
2026-05-20T19:49:00Z,27.00,71.87
2026-05-20T19:50:00Z,27.00,71.00
2026-05-20T19:51:00Z,29.00,71.61
2026-05-20T19:54:00Z,27.00,71.00
2026-05-20T19:55:00Z,29.00,71.00
2026-05-20T19:56:00Z,29.00,72.00
2026-05-20T19:57:00Z,29.00,71.84
2026-05-20T19:58:00Z,29.00,72.00
2026-05-20T19:59:00Z,29.00,71.00
2026-05-20T20:00:00Z,28.00,71.73
2026-05-20T20:01:00Z,28.00,71.00
2026-05-20T20:02:00Z,28.00,72.00
2026-05-20T20:03:00Z,28.00,71.61
2026-05-20T20:04:00Z,28.00,72.00
2026-05-20T20:05:00Z,28.00,72.00
2026-05-20T20:06:00Z,28.00,72.00
2026-05-20T20:07:00Z,28.00,71.00
2026-05-20T20:08:00Z,28.00,71.13
2026-05-20T20:09:00Z,28.00,72.00
2026-05-20T20:10:00Z,28.00,72.00
2026-05-20T20:11:00Z,29.00,71.71
2026-05-20T20:12:00Z,29.00,71.44
2026-05-20T20:13:00Z,29.00,72.00
2026-05-20T20:14:00Z,28.00,72.00
2026-05-20T20:15:00Z,28.00,72.00
2026-05-20T20:17:00Z,29.00,72.00
2026-05-20T20:18:00Z,29.00,71.00
2026-05-20T20:19:00Z,29.00,72.00
2026-05-20T20:20:00Z,29.00,72.00
2026-05-20T20:22:00Z,29.00,72.00
2026-05-20T20:23:00Z,28.76,72.00
2026-05-20T20:24:00Z,29.00,71.00
2026-05-20T20:25:00Z,29.00,72.00
2026-05-20T20:26:00Z,29.00,72.00
2026-05-20T20:27:00Z,28.00,72.00
2026-05-20T20:28:00Z,28.00,72.00
2026-05-20T20:29:00Z,28.00,71.07
2026-05-20T20:30:00Z,28.00,71.09
2026-05-20T20:31:00Z,29.00,71.09
2026-05-20T20:33:00Z,29.00,72.00
2026-05-20T20:34:00Z,29.00,71.00
2026-05-20T20:35:00Z,29.00,72.00
2026-05-20T20:36:00Z,29.00,72.00
2026-05-20T20:38:00Z,29.00,72.00
2026-05-20T20:39:00Z,29.00,71.40
2026-05-20T20:40:00Z,29.00,71.40
2026-05-20T20:41:00Z,28.05,72.00
2026-05-20T20:42:00Z,28.34,71.29
2026-05-20T20:43:00Z,28.00,72.00
2026-05-20T20:44:00Z,28.00,72.00
2026-05-20T20:45:00Z,28.00,72.00
2026-05-20T20:46:00Z,29.00,72.00
2026-05-20T20:47:00Z,28.00,72.00
2026-05-20T20:48:00Z,27.88,71.75
2026-05-20T20:49:00Z,28.00,72.00
2026-05-20T20:50:00Z,28.00,72.00
2026-05-20T20:51:00Z,29.00,71.00
2026-05-20T20:53:00Z,29.00,71.00
2026-05-20T20:55:00Z,29.00,71.60
2026-05-20T20:56:00Z,29.00,72.00
2026-05-20T20:59:00Z,29.00,72.00
2026-05-20T21:00:00Z,29.00,72.00
2026-05-20T21:02:00Z,28.00,72.00
2026-05-20T21:03:00Z,28.00,71.00
2026-05-20T21:04:00Z,28.00,71.00
2026-05-20T21:05:00Z,28.00,72.00
2026-05-20T21:06:00Z,28.00,72.23
2026-05-20T21:07:00Z,28.00,73.00
2026-05-20T21:08:00Z,28.00,73.00
2026-05-20T21:09:00Z,28.00,73.00
2026-05-20T21:10:00Z,28.00,72.78
2026-05-20T21:11:00Z,29.00,73.00
2026-05-20T21:12:00Z,29.00,72.21
2026-05-20T21:14:00Z,29.00,72.27
2026-05-20T21:16:00Z,27.00,72.27
2026-05-20T21:17:00Z,27.00,72.94
2026-05-20T21:18:00Z,29.00,74.36
2026-05-20T21:19:00Z,27.00,74.98
2026-05-20T21:20:00Z,27.00,74.98
2026-05-20T21:21:00Z,27.45,74.98
2026-05-20T21:22:00Z,27.00,75.00
2026-05-20T21:23:00Z,27.00,75.00
2026-05-20T21:24:00Z,26.00,75.00
2026-05-20T21:25:00Z,26.00,73.62
2026-05-20T21:26:00Z,27.00,72.00
2026-05-20T21:27:00Z,25.53,72.00
2026-05-20T21:28:00Z,25.53,72.00
2026-05-20T21:29:00Z,25.53,72.00
2026-05-20T21:30:00Z,25.53,75.00
2026-05-20T21:31:00Z,25.53,75.00
2026-05-20T21:33:00Z,25.53,75.00
2026-05-20T21:34:00Z,28.11,75.00
2026-05-20T21:35:00Z,28.11,72.33
2026-05-20T21:36:00Z,26.00,72.33
2026-05-20T21:37:00Z,27.75,74.00
2026-05-20T21:38:00Z,28.00,74.00
2026-05-20T21:39:00Z,28.00,73.77
2026-05-20T21:40:00Z,28.00,74.88
2026-05-20T21:42:00Z,28.00,74.00
2026-05-20T21:44:00Z,27.00,72.63
2026-05-20T21:45:00Z,27.00,73.41
2026-05-20T21:47:00Z,27.00,73.00
2026-05-20T21:48:00Z,27.81,73.18
2026-05-20T21:49:00Z,27.93,72.58
2026-05-20T21:50:00Z,27.14,73.38
2026-05-20T21:51:00Z,26.07,74.00
2026-05-20T21:52:00Z,26.07,74.32
2026-05-20T21:53:00Z,25.45,72.00
2026-05-20T21:54:00Z,25.45,72.93
2026-05-20T21:55:00Z,25.45,74.42
2026-05-20T21:56:00Z,25.45,74.24
