# event_ticker=KXATPCHALLENGERMATCH-26MAR08VARBUE
# final_score=6-0 7-5
# match_winner=Gonzalo Bueno
# fav_player=Gonzalo Bueno
# dog_player=Juan Pablo Varillas
# kalshi_date=2026-03-08
timestamp,Gonzalo Bueno,Juan Pablo Varillas
2026-03-09T07:04:00Z,,59.79
2026-03-09T07:13:00Z,44.00,56.00
2026-03-09T09:41:00Z,44.00,62.00
2026-03-09T11:07:00Z,44.00,57.00
2026-03-09T11:34:00Z,44.00,57.00
2026-03-09T12:28:00Z,44.00,57.00
2026-03-09T13:05:00Z,44.00,57.00
2026-03-09T13:34:00Z,44.00,57.00
2026-03-09T13:38:00Z,44.00,57.00
2026-03-09T13:45:00Z,44.00,57.00
2026-03-09T13:46:00Z,44.00,56.64
2026-03-09T13:47:00Z,44.00,56.64
2026-03-09T13:51:00Z,44.00,56.00
2026-03-09T14:12:00Z,44.00,56.00
2026-03-09T14:15:00Z,44.00,56.00
2026-03-09T14:25:00Z,44.00,56.00
2026-03-09T14:26:00Z,44.00,56.00
2026-03-09T14:31:00Z,43.00,58.83
2026-03-09T14:33:00Z,44.00,58.83
2026-03-09T14:40:00Z,44.00,56.00
2026-03-09T14:43:00Z,44.00,56.00
2026-03-09T14:44:00Z,44.00,56.00
2026-03-09T14:47:00Z,44.00,56.92
2026-03-09T14:49:00Z,44.00,56.00
2026-03-09T14:51:00Z,44.00,56.00
2026-03-09T14:52:00Z,44.00,56.00
2026-03-09T14:55:00Z,44.00,56.00
2026-03-09T15:06:00Z,44.00,56.00
2026-03-09T15:19:00Z,44.00,56.00
2026-03-09T15:35:00Z,44.00,59.00
2026-03-09T15:36:00Z,44.00,59.00
2026-03-09T15:51:00Z,44.00,59.00
2026-03-09T15:59:00Z,44.00,59.00
2026-03-09T16:09:00Z,44.00,57.00
2026-03-09T16:14:00Z,44.00,57.00
2026-03-09T16:23:00Z,44.00,57.00
2026-03-09T16:24:00Z,43.00,57.00
2026-03-09T17:03:00Z,44.00,57.00
2026-03-09T17:22:00Z,44.00,57.00
2026-03-09T17:26:00Z,44.00,57.00
2026-03-09T17:33:00Z,44.00,57.00
2026-03-09T17:34:00Z,44.00,57.11
2026-03-09T17:37:00Z,44.00,58.00
2026-03-09T17:41:00Z,44.00,58.00
2026-03-09T17:42:00Z,44.00,58.00
2026-03-09T17:44:00Z,44.00,58.00
2026-03-09T17:45:00Z,44.37,58.00
2026-03-09T17:47:00Z,44.37,57.00
2026-03-09T17:51:00Z,44.37,57.00
2026-03-09T17:54:00Z,44.37,57.00
2026-03-09T17:56:00Z,45.73,57.00
2026-03-09T17:59:00Z,45.73,57.48
2026-03-09T18:00:00Z,46.00,57.35
2026-03-09T18:02:00Z,45.52,57.00
2026-03-09T18:04:00Z,45.99,57.00
2026-03-09T18:05:00Z,45.99,57.00
2026-03-09T18:06:00Z,45.99,57.00
2026-03-09T18:09:00Z,45.99,58.00
2026-03-09T18:12:00Z,45.95,57.00
2026-03-09T18:14:00Z,42.60,58.00
2026-03-09T18:15:00Z,44.00,55.54
2026-03-09T18:16:00Z,46.25,54.05
2026-03-09T18:17:00Z,50.00,51.00
2026-03-09T18:18:00Z,50.00,51.00
2026-03-09T18:19:00Z,51.50,47.83
2026-03-09T18:20:00Z,61.60,45.32
2026-03-09T18:21:00Z,61.00,38.00
2026-03-09T18:22:00Z,58.74,45.88
2026-03-09T18:23:00Z,53.50,45.88
2026-03-09T18:24:00Z,60.95,49.34
2026-03-09T18:25:00Z,61.65,38.94
2026-03-09T18:26:00Z,61.65,32.00
2026-03-09T18:28:00Z,61.65,35.27
2026-03-09T18:29:00Z,65.28,34.79
2026-03-09T18:30:00Z,65.28,32.00
2026-03-09T18:31:00Z,75.10,25.68
2026-03-09T18:32:00Z,77.00,25.00
2026-03-09T18:33:00Z,76.93,25.00
2026-03-09T18:34:00Z,77.00,26.00
2026-03-09T18:35:00Z,76.26,26.00
2026-03-09T18:36:00Z,78.00,24.00
2026-03-09T18:37:00Z,78.00,21.00
2026-03-09T18:38:00Z,79.00,20.00
2026-03-09T18:39:00Z,80.71,21.00
2026-03-09T18:40:00Z,79.09,20.00
2026-03-09T18:41:00Z,79.09,20.00
2026-03-09T18:42:00Z,80.01,19.41
2026-03-09T18:43:00Z,80.70,19.93
2026-03-09T18:44:00Z,80.70,20.00
2026-03-09T18:45:00Z,81.00,20.00
2026-03-09T18:46:00Z,81.00,20.00
2026-03-09T18:47:00Z,83.23,18.00
2026-03-09T18:48:00Z,86.00,15.65
2026-03-09T18:49:00Z,85.81,15.00
2026-03-09T18:50:00Z,82.63,16.02
2026-03-09T18:51:00Z,82.00,16.77
2026-03-09T18:52:00Z,81.00,16.77
2026-03-09T18:53:00Z,78.00,20.73
2026-03-09T18:54:00Z,75.00,27.17
2026-03-09T18:55:00Z,65.28,32.89
2026-03-09T18:56:00Z,67.81,33.00
2026-03-09T18:57:00Z,64.31,35.00
2026-03-09T18:58:00Z,65.47,33.00
2026-03-09T18:59:00Z,66.73,35.43
2026-03-09T19:00:00Z,70.00,35.43
2026-03-09T19:01:00Z,62.52,34.78
2026-03-09T19:02:00Z,65.00,34.78
2026-03-09T19:03:00Z,71.00,29.02
2026-03-09T19:04:00Z,71.00,33.00
2026-03-09T19:05:00Z,66.00,33.00
2026-03-09T19:06:00Z,64.00,37.00
2026-03-09T19:07:00Z,60.00,37.00
2026-03-09T19:08:00Z,58.79,39.90
2026-03-09T19:09:00Z,62.27,37.00
2026-03-09T19:10:00Z,62.09,36.04
2026-03-09T19:11:00Z,64.00,36.99
2026-03-09T19:12:00Z,69.10,37.00
2026-03-09T19:13:00Z,70.09,28.00
2026-03-09T19:14:00Z,78.94,20.04
2026-03-09T19:15:00Z,79.00,20.94
2026-03-09T19:16:00Z,70.33,30.96
2026-03-09T19:17:00Z,67.00,33.88
2026-03-09T19:18:00Z,64.00,37.99
2026-03-09T19:19:00Z,64.79,37.23
2026-03-09T19:20:00Z,72.92,34.00
2026-03-09T19:21:00Z,77.00,23.00
2026-03-09T19:22:00Z,76.14,23.00
2026-03-09T19:23:00Z,72.13,26.33
2026-03-09T19:24:00Z,78.07,26.33
2026-03-09T19:25:00Z,83.06,18.74
2026-03-09T19:26:00Z,74.00,25.89
2026-03-09T19:27:00Z,77.63,26.56
2026-03-09T19:28:00Z,83.00,18.45
2026-03-09T19:29:00Z,79.25,22.02
2026-03-09T19:30:00Z,82.00,21.77
2026-03-09T19:31:00Z,77.26,22.57
2026-03-09T19:32:00Z,85.18,13.00
2026-03-09T19:33:00Z,84.75,13.54
2026-03-09T19:34:00Z,85.49,15.30
2026-03-09T19:35:00Z,81.59,18.31
2026-03-09T19:36:00Z,79.56,23.00
2026-03-09T19:37:00Z,76.84,25.30
2026-03-09T19:38:00Z,73.37,28.98
2026-03-09T19:39:00Z,60.14,37.00
2026-03-09T19:40:00Z,65.00,35.72
2026-03-09T19:41:00Z,72.09,26.18
2026-03-09T19:42:00Z,80.59,22.11
2026-03-09T19:43:00Z,79.14,22.32
2026-03-09T19:44:00Z,83.89,16.76
2026-03-09T19:45:00Z,83.41,18.00
2026-03-09T19:46:00Z,87.23,15.27
2026-03-09T19:47:00Z,91.45,8.07
2026-03-09T19:48:00Z,92.59,9.63
2026-03-09T19:49:00Z,98.31,2.26
2026-03-09T19:50:00Z,99.00,2.26
2026-03-09T19:51:00Z,99.00,2.26
2026-03-09T19:52:00Z,99.00,2.26
