# event_ticker=KXATPCHALLENGERMATCH-26APR14ROCGEN
# final_score=7-6(3) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Tom Gentzsch
# kalshi_date=2026-04-14
timestamp,Henrique Rocha,Tom Gentzsch
2026-04-14T22:13:00Z,66.46,32.94
2026-04-14T22:14:00Z,68.00,34.00
2026-04-14T22:15:00Z,66.00,34.00
2026-04-14T22:16:00Z,66.92,32.08
2026-04-14T22:17:00Z,68.00,33.70
2026-04-14T22:18:00Z,67.55,33.70
2026-04-14T22:19:00Z,66.44,33.91
2026-04-14T22:20:00Z,67.43,34.00
2026-04-14T22:21:00Z,67.43,32.00
2026-04-14T22:22:00Z,68.00,32.24
2026-04-14T22:23:00Z,68.00,32.01
2026-04-14T22:24:00Z,68.00,34.00
2026-04-14T22:27:00Z,68.00,33.70
2026-04-14T22:28:00Z,68.00,33.70
2026-04-14T22:29:00Z,66.00,33.91
2026-04-14T22:30:00Z,68.00,34.00
2026-04-14T22:32:00Z,66.00,32.00
2026-04-14T22:34:00Z,67.74,32.00
2026-04-14T22:35:00Z,67.74,34.00
2026-04-14T22:36:00Z,66.00,32.17
2026-04-14T22:37:00Z,68.00,34.00
2026-04-14T22:38:00Z,66.00,32.91
2026-04-14T22:39:00Z,68.00,34.00
2026-04-14T22:40:00Z,66.69,34.00
2026-04-14T22:41:00Z,66.69,34.00
2026-04-14T22:42:00Z,66.00,34.00
2026-04-14T22:43:00Z,66.00,32.00
2026-04-14T22:44:00Z,65.18,32.00
2026-04-14T22:45:00Z,67.00,33.00
2026-04-14T22:46:00Z,68.00,32.03
2026-04-14T22:47:00Z,68.00,32.03
2026-04-14T22:48:00Z,65.66,32.07
2026-04-14T22:49:00Z,65.19,32.07
2026-04-14T22:50:00Z,66.57,34.00
2026-04-14T22:51:00Z,65.96,34.00
2026-04-14T22:52:00Z,66.07,33.95
2026-04-14T22:53:00Z,66.07,32.00
2026-04-14T22:54:00Z,66.33,32.00
2026-04-14T22:55:00Z,67.75,33.74
2026-04-14T22:57:00Z,65.00,34.00
2026-04-14T22:58:00Z,65.00,32.00
2026-04-14T22:59:00Z,65.00,34.00
2026-04-14T23:00:00Z,65.00,32.00
2026-04-14T23:01:00Z,65.00,32.93
2026-04-14T23:02:00Z,65.00,32.00
2026-04-14T23:03:00Z,66.89,32.00
2026-04-14T23:04:00Z,66.89,32.23
2026-04-14T23:05:00Z,66.00,32.23
2026-04-14T23:06:00Z,66.00,32.49
2026-04-14T23:07:00Z,66.00,34.00
2026-04-14T23:08:00Z,66.00,32.00
2026-04-14T23:09:00Z,66.00,33.92
2026-04-14T23:10:00Z,66.00,32.00
2026-04-14T23:11:00Z,66.00,34.00
2026-04-14T23:12:00Z,67.67,34.00
2026-04-14T23:13:00Z,68.00,32.00
2026-04-14T23:15:00Z,68.00,32.00
2026-04-14T23:16:00Z,68.00,32.00
2026-04-14T23:17:00Z,66.00,32.33
2026-04-14T23:18:00Z,66.35,34.00
2026-04-14T23:19:00Z,66.00,33.39
2026-04-14T23:20:00Z,66.00,34.00
2026-04-14T23:21:00Z,67.01,33.46
2026-04-14T23:22:00Z,67.01,34.00
2026-04-14T23:24:00Z,66.95,32.00
2026-04-14T23:25:00Z,66.95,32.09
2026-04-14T23:26:00Z,66.00,32.09
2026-04-14T23:27:00Z,66.00,32.00
2026-04-14T23:28:00Z,66.53,32.89
2026-04-14T23:29:00Z,65.53,32.34
2026-04-14T23:30:00Z,68.00,32.00
2026-04-14T23:31:00Z,66.56,34.00
2026-04-14T23:32:00Z,66.56,32.00
2026-04-14T23:33:00Z,66.00,32.52
2026-04-14T23:34:00Z,66.06,33.86
2026-04-14T23:35:00Z,68.00,32.00
2026-04-14T23:36:00Z,65.22,35.99
2026-04-14T23:38:00Z,65.00,33.00
2026-04-14T23:40:00Z,67.00,33.00
2026-04-14T23:41:00Z,66.03,33.73
2026-04-14T23:42:00Z,66.00,34.00
2026-04-14T23:43:00Z,65.00,34.00
2026-04-14T23:44:00Z,65.00,34.00
2026-04-14T23:45:00Z,66.00,34.00
2026-04-14T23:47:00Z,66.00,33.05
2026-04-14T23:48:00Z,66.00,34.00
2026-04-14T23:51:00Z,66.00,34.00
2026-04-14T23:52:00Z,66.00,33.00
2026-04-14T23:53:00Z,66.00,33.19
2026-04-14T23:54:00Z,65.00,33.05
2026-04-14T23:55:00Z,67.00,34.00
2026-04-14T23:56:00Z,67.00,34.00
2026-04-14T23:57:00Z,67.00,33.00
2026-04-14T23:58:00Z,66.67,33.00
2026-04-14T23:59:00Z,66.67,33.83
2026-04-15T00:01:00Z,66.67,34.00
2026-04-15T00:02:00Z,67.00,34.00
2026-04-15T00:03:00Z,67.42,29.62
2026-04-15T00:04:00Z,68.00,32.83
2026-04-15T00:05:00Z,68.00,32.83
2026-04-15T00:06:00Z,68.00,31.00
2026-04-15T00:08:00Z,68.00,31.00
2026-04-15T00:09:00Z,67.00,31.00
2026-04-15T00:10:00Z,67.00,33.00
2026-04-15T00:11:00Z,67.00,33.00
2026-04-15T00:13:00Z,67.00,31.20
2026-04-15T00:14:00Z,67.00,33.00
2026-04-15T00:16:00Z,66.99,33.00
2026-04-15T00:18:00Z,66.99,31.53
2026-04-15T00:20:00Z,67.91,33.00
2026-04-15T00:21:00Z,67.91,33.00
2026-04-15T00:22:00Z,67.00,31.48
2026-04-15T00:23:00Z,68.00,31.48
2026-04-15T00:24:00Z,68.00,31.00
2026-04-15T00:25:00Z,68.00,31.00
2026-04-15T00:28:00Z,68.00,32.00
2026-04-15T00:29:00Z,67.00,32.00
2026-04-15T00:30:00Z,67.00,31.00
2026-04-15T00:31:00Z,67.00,32.00
2026-04-15T00:32:00Z,67.00,32.00
2026-04-15T00:33:00Z,67.00,32.00
2026-04-15T00:34:00Z,67.00,32.00
2026-04-15T00:35:00Z,67.00,31.70
2026-04-15T00:36:00Z,67.00,31.28
2026-04-15T00:38:00Z,67.00,32.35
2026-04-15T00:39:00Z,67.00,32.98
2026-04-15T00:41:00Z,67.00,31.00
2026-04-15T00:43:00Z,66.96,32.83
2026-04-15T00:44:00Z,66.00,34.00
2026-04-15T00:45:00Z,68.00,34.00
2026-04-15T00:48:00Z,68.00,32.00
2026-04-15T00:49:00Z,68.00,32.30
2026-04-15T00:50:00Z,68.00,31.31
2026-04-15T00:51:00Z,68.00,31.31
2026-04-15T00:52:00Z,66.67,31.31
2026-04-15T00:55:00Z,68.00,31.31
2026-04-15T00:57:00Z,68.00,32.00
2026-04-15T00:58:00Z,67.00,33.00
2026-04-15T00:59:00Z,66.50,33.00
2026-04-15T01:00:00Z,68.00,33.42
2026-04-15T01:02:00Z,68.00,33.50
2026-04-15T01:04:00Z,66.00,32.00
2026-04-15T01:05:00Z,66.00,32.00
2026-04-15T01:06:00Z,66.00,33.67
2026-04-15T01:07:00Z,66.00,32.00
2026-04-15T01:08:00Z,66.00,32.00
2026-04-15T01:09:00Z,66.00,32.00
2026-04-15T01:10:00Z,66.00,33.00
2026-04-15T01:11:00Z,66.00,32.00
2026-04-15T01:12:00Z,68.00,33.00
2026-04-15T01:13:00Z,68.00,33.59
2026-04-15T01:15:00Z,68.00,33.93
2026-04-15T01:16:00Z,68.00,32.30
2026-04-15T01:18:00Z,68.00,33.00
2026-04-15T01:19:00Z,68.00,33.86
2026-04-15T01:20:00Z,68.00,32.00
2026-04-15T01:22:00Z,66.00,32.00
2026-04-15T01:23:00Z,66.00,32.00
2026-04-15T01:24:00Z,66.00,32.46
2026-04-15T01:25:00Z,68.00,32.70
2026-04-15T01:26:00Z,68.00,32.01
2026-04-15T01:27:00Z,68.00,33.00
2026-04-15T01:28:00Z,66.00,33.00
2026-04-15T01:29:00Z,66.24,33.00
2026-04-15T01:30:00Z,68.00,32.53
2026-04-15T01:31:00Z,68.00,33.00
2026-04-15T01:32:00Z,68.00,32.00
2026-04-15T01:33:00Z,68.00,32.00
2026-04-15T01:34:00Z,66.00,32.91
2026-04-15T01:35:00Z,68.00,32.07
2026-04-15T01:36:00Z,68.00,33.00
2026-04-15T01:37:00Z,68.00,32.01
2026-04-15T01:38:00Z,66.00,33.00
2026-04-15T01:39:00Z,66.00,32.29
2026-04-15T01:40:00Z,66.00,32.61
2026-04-15T01:41:00Z,66.00,33.00
2026-04-15T01:42:00Z,68.00,33.00
2026-04-15T01:43:00Z,66.21,33.21
2026-04-15T01:44:00Z,66.22,33.99
2026-04-15T01:45:00Z,66.22,33.01
2026-04-15T01:46:00Z,66.22,33.00
2026-04-15T01:48:00Z,68.00,33.00
2026-04-15T01:49:00Z,66.00,33.00
2026-04-15T01:50:00Z,68.00,32.24
2026-04-15T01:51:00Z,66.33,32.00
2026-04-15T01:52:00Z,67.33,32.68
2026-04-15T01:53:00Z,66.00,32.68
2026-04-15T01:54:00Z,66.00,32.00
2026-04-15T01:55:00Z,66.00,33.38
2026-04-15T01:56:00Z,66.00,34.00
2026-04-15T01:57:00Z,68.00,34.00
2026-04-15T01:58:00Z,68.00,34.00
2026-04-15T01:59:00Z,68.00,32.00
2026-04-15T02:00:00Z,68.00,34.00
2026-04-15T02:01:00Z,68.00,34.00
2026-04-15T02:03:00Z,68.00,34.00
2026-04-15T02:04:00Z,68.00,33.42
2026-04-15T02:05:00Z,68.00,34.00
2026-04-15T02:06:00Z,67.16,32.28
2026-04-15T02:07:00Z,68.00,32.00
2026-04-15T02:08:00Z,68.00,33.42
2026-04-15T02:09:00Z,66.00,33.42
2026-04-15T02:10:00Z,68.00,32.18
2026-04-15T02:11:00Z,68.00,32.67
2026-04-15T02:12:00Z,67.26,32.00
2026-04-15T02:13:00Z,67.52,33.62
2026-04-15T02:14:00Z,68.00,33.98
2026-04-15T02:15:00Z,68.00,33.98
2026-04-15T02:16:00Z,68.00,33.98
2026-04-15T02:18:00Z,68.00,32.81
2026-04-15T02:19:00Z,68.00,34.00
2026-04-15T02:20:00Z,68.00,32.00
2026-04-15T02:21:00Z,67.00,32.00
2026-04-15T02:23:00Z,67.00,33.00
2026-04-15T02:24:00Z,67.19,33.00
2026-04-15T02:25:00Z,67.19,32.64
2026-04-15T02:26:00Z,67.21,32.63
2026-04-15T02:27:00Z,66.05,32.63
2026-04-15T02:28:00Z,66.05,33.33
2026-04-15T02:30:00Z,68.00,33.74
2026-04-15T02:31:00Z,66.00,34.00
2026-04-15T02:32:00Z,66.00,34.00
2026-04-15T02:33:00Z,68.00,34.00
2026-04-15T02:34:00Z,66.21,32.13
2026-04-15T02:35:00Z,67.64,32.13
2026-04-15T02:36:00Z,66.48,32.10
2026-04-15T02:37:00Z,66.00,32.10
2026-04-15T02:38:00Z,66.00,32.00
2026-04-15T02:39:00Z,66.00,32.11
2026-04-15T02:40:00Z,65.19,32.11
2026-04-15T02:41:00Z,65.19,33.00
2026-04-15T02:42:00Z,68.00,33.00
2026-04-15T02:43:00Z,68.00,32.20
2026-04-15T02:44:00Z,68.00,33.00
2026-04-15T02:45:00Z,67.84,33.00
2026-04-15T02:46:00Z,67.84,33.00
2026-04-15T02:47:00Z,67.84,33.00
2026-04-15T02:48:00Z,67.84,32.15
2026-04-15T02:49:00Z,67.84,33.00
2026-04-15T02:52:00Z,68.00,33.00
2026-04-15T02:53:00Z,68.00,33.00
2026-04-15T02:54:00Z,68.00,32.84
2026-04-15T02:55:00Z,68.00,32.75
2026-04-15T02:57:00Z,67.18,33.00
2026-04-15T02:58:00Z,66.00,32.21
2026-04-15T03:01:00Z,68.00,32.21
2026-04-15T03:02:00Z,68.00,32.00
2026-04-15T03:03:00Z,68.00,32.20
2026-04-15T03:04:00Z,68.00,32.05
2026-04-15T03:05:00Z,68.00,32.10
2026-04-15T03:06:00Z,68.00,32.10
2026-04-15T03:08:00Z,68.00,33.00
2026-04-15T03:10:00Z,66.00,33.00
2026-04-15T03:12:00Z,66.00,32.00
2026-04-15T03:14:00Z,66.00,33.00
2026-04-15T03:15:00Z,68.00,33.00
2026-04-15T03:16:00Z,68.00,32.03
2026-04-15T03:17:00Z,68.00,33.00
2026-04-15T03:18:00Z,67.00,32.22
2026-04-15T03:19:00Z,67.00,33.76
2026-04-15T03:20:00Z,67.00,35.00
2026-04-15T03:21:00Z,67.00,35.00
2026-04-15T03:22:00Z,67.00,35.00
