# event_ticker=KXATPMATCH-26FEB26MEDBRO
# final_score=6-2 6-1
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Jenson Brooksby
# kalshi_date=2026-02-26
timestamp,Daniil Medvedev,Jenson Brooksby
2026-02-25T22:27:00Z,80.00,
2026-02-25T22:52:00Z,79.00,
2026-02-25T23:06:00Z,79.00,22.00
2026-02-25T23:08:00Z,79.00,22.00
2026-02-25T23:12:00Z,79.00,22.00
2026-02-25T23:14:00Z,79.00,22.00
2026-02-25T23:18:00Z,79.00,22.00
2026-02-25T23:21:00Z,79.00,22.00
2026-02-25T23:29:00Z,79.00,22.00
2026-02-25T23:33:00Z,79.00,22.00
2026-02-25T23:41:00Z,79.00,22.00
2026-02-25T23:42:00Z,79.00,22.00
2026-02-25T23:51:00Z,79.00,22.00
2026-02-25T23:56:00Z,79.00,22.00
2026-02-26T00:14:00Z,79.00,22.00
2026-02-26T00:16:00Z,79.00,21.00
2026-02-26T00:20:00Z,75.33,21.00
2026-02-26T00:24:00Z,77.00,21.00
2026-02-26T00:25:00Z,77.00,21.00
2026-02-26T00:33:00Z,77.00,21.00
2026-02-26T00:40:00Z,77.00,21.00
2026-02-26T00:45:00Z,77.00,21.00
2026-02-26T00:46:00Z,77.00,22.00
2026-02-26T00:53:00Z,77.00,22.00
2026-02-26T01:03:00Z,78.00,22.00
2026-02-26T01:10:00Z,78.00,22.00
2026-02-26T01:20:00Z,78.00,22.00
2026-02-26T01:23:00Z,78.00,22.00
2026-02-26T01:26:00Z,78.00,22.00
2026-02-26T01:30:00Z,78.00,22.00
2026-02-26T01:49:00Z,78.00,22.00
2026-02-26T02:00:00Z,78.00,22.00
2026-02-26T02:05:00Z,78.00,22.00
2026-02-26T02:06:00Z,78.00,22.00
2026-02-26T02:11:00Z,78.00,22.26
2026-02-26T02:12:00Z,78.00,22.26
2026-02-26T02:14:00Z,78.00,22.26
2026-02-26T02:42:00Z,78.00,23.00
2026-02-26T02:49:00Z,78.00,23.00
2026-02-26T02:50:00Z,77.00,23.00
2026-02-26T02:53:00Z,78.00,23.00
2026-02-26T02:54:00Z,78.00,23.00
2026-02-26T02:56:00Z,78.00,22.00
2026-02-26T02:57:00Z,78.00,22.00
2026-02-26T03:01:00Z,78.00,22.00
2026-02-26T03:04:00Z,78.00,23.00
2026-02-26T03:05:00Z,78.00,23.00
2026-02-26T03:06:00Z,78.00,23.00
2026-02-26T03:09:00Z,78.00,23.00
2026-02-26T03:10:00Z,78.00,23.00
2026-02-26T03:13:00Z,78.00,23.00
2026-02-26T03:19:00Z,78.00,23.00
2026-02-26T03:22:00Z,78.00,23.00
2026-02-26T03:23:00Z,78.00,23.00
2026-02-26T03:25:00Z,78.00,23.00
2026-02-26T03:26:00Z,78.00,23.00
2026-02-26T03:32:00Z,78.00,23.00
2026-02-26T03:35:00Z,78.00,23.00
2026-02-26T03:36:00Z,78.00,23.00
2026-02-26T03:39:00Z,78.00,23.00
2026-02-26T03:41:00Z,78.00,23.00
2026-02-26T03:42:00Z,78.00,23.00
2026-02-26T03:45:00Z,78.00,23.00
2026-02-26T03:49:00Z,78.00,23.00
2026-02-26T03:51:00Z,78.00,23.00
2026-02-26T03:53:00Z,78.00,23.00
2026-02-26T03:55:00Z,78.00,23.00
2026-02-26T03:56:00Z,78.00,23.00
2026-02-26T03:58:00Z,78.00,23.00
2026-02-26T03:59:00Z,78.00,23.00
2026-02-26T04:01:00Z,78.00,23.00
2026-02-26T04:02:00Z,78.00,23.00
2026-02-26T04:16:00Z,78.00,23.00
2026-02-26T04:18:00Z,78.00,23.00
2026-02-26T04:21:00Z,78.00,22.00
