# event_ticker=KXATPMATCH-25OCT27POPBUB
# final_score=6-4 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Alexei Popyrin
# kalshi_date=2025-10-27
timestamp,Alexander Bublik,Alexei Popyrin
2025-10-27T03:40:00Z,69.00,
2025-10-27T03:46:00Z,69.00,32.00
2025-10-27T03:49:00Z,69.00,32.00
2025-10-27T03:56:00Z,69.00,32.00
2025-10-27T04:10:00Z,69.00,32.00
2025-10-27T04:13:00Z,69.00,32.00
2025-10-27T04:17:00Z,69.00,32.00
2025-10-27T04:24:00Z,69.00,32.00
2025-10-27T04:25:00Z,69.00,32.00
2025-10-27T04:26:00Z,69.00,32.00
2025-10-27T04:34:00Z,69.00,32.00
2025-10-27T04:44:00Z,68.00,31.00
2025-10-27T04:58:00Z,69.00,31.00
2025-10-27T05:00:00Z,69.00,32.18
2025-10-27T05:29:00Z,69.00,32.18
2025-10-27T05:53:00Z,69.00,32.18
2025-10-27T05:56:00Z,69.00,32.18
2025-10-27T06:12:00Z,69.00,32.18
2025-10-27T06:36:00Z,69.00,32.18
2025-10-27T06:53:00Z,69.00,32.18
2025-10-27T06:59:00Z,69.00,32.18
2025-10-27T07:04:00Z,69.00,32.18
2025-10-27T07:06:00Z,69.00,32.18
2025-10-27T07:11:00Z,68.00,32.18
2025-10-27T07:23:00Z,68.00,32.18
2025-10-27T07:29:00Z,68.00,32.18
2025-10-27T07:41:00Z,68.00,32.18
2025-10-27T07:51:00Z,68.00,32.18
2025-10-27T07:54:00Z,68.00,32.18
2025-10-27T08:06:00Z,68.00,32.18
2025-10-27T08:20:00Z,68.00,33.00
2025-10-27T09:24:00Z,68.00,33.00
2025-10-27T09:31:00Z,68.00,33.00
2025-10-27T10:27:00Z,68.00,33.00
2025-10-27T10:39:00Z,68.00,33.00
2025-10-27T11:26:00Z,68.00,33.00
2025-10-27T11:28:00Z,68.00,33.00
2025-10-27T11:35:00Z,68.00,33.00
2025-10-27T11:55:00Z,68.00,33.00
2025-10-27T11:59:00Z,68.00,33.00
2025-10-27T12:09:00Z,69.00,33.00
2025-10-27T12:17:00Z,69.00,33.00
2025-10-27T12:18:00Z,69.00,33.00
2025-10-27T12:20:00Z,69.00,33.00
2025-10-27T12:22:00Z,69.00,33.00
2025-10-27T12:32:00Z,69.00,33.00
2025-10-27T12:33:00Z,68.00,33.00
2025-10-27T12:40:00Z,69.00,33.00
2025-10-27T12:41:00Z,69.00,33.00
2025-10-27T12:43:00Z,67.00,33.00
2025-10-27T12:44:00Z,69.00,33.00
2025-10-27T12:49:00Z,69.00,33.00
2025-10-27T12:52:00Z,69.00,33.00
2025-10-27T12:55:00Z,69.00,33.00
2025-10-27T13:04:00Z,69.00,33.00
2025-10-27T13:08:00Z,69.00,32.00
2025-10-27T13:12:00Z,69.00,32.00
2025-10-27T13:14:00Z,69.00,33.00
2025-10-27T13:15:00Z,69.00,33.00
2025-10-27T13:16:00Z,69.00,33.00
2025-10-27T13:17:00Z,69.00,33.00
2025-10-27T13:19:00Z,69.00,33.00
2025-10-27T13:21:00Z,69.00,33.00
2025-10-27T13:33:00Z,70.00,33.00
2025-10-27T13:34:00Z,70.00,33.00
2025-10-27T13:36:00Z,70.00,33.00
2025-10-27T13:38:00Z,70.00,33.00
2025-10-27T13:39:00Z,70.00,33.00
2025-10-27T13:40:00Z,70.00,33.00
2025-10-27T13:42:00Z,70.00,33.00
2025-10-27T13:44:00Z,70.00,33.00
2025-10-27T13:45:00Z,70.00,33.00
2025-10-27T13:46:00Z,70.00,32.00
2025-10-27T13:51:00Z,70.00,32.00
2025-10-27T13:52:00Z,70.00,32.00
2025-10-27T13:55:00Z,70.00,32.00
2025-10-27T13:57:00Z,70.00,32.00
2025-10-27T13:58:00Z,70.00,32.00
2025-10-27T13:59:00Z,70.00,32.00
2025-10-27T14:00:00Z,70.00,32.00
2025-10-27T14:02:00Z,70.00,32.00
2025-10-27T14:03:00Z,70.00,32.00
2025-10-27T14:04:00Z,70.00,32.00
2025-10-27T14:05:00Z,70.00,32.00
2025-10-27T14:06:00Z,70.00,32.00
2025-10-27T14:09:00Z,70.00,31.00
2025-10-27T14:11:00Z,69.85,31.00
2025-10-27T14:12:00Z,69.00,31.00
2025-10-27T14:13:00Z,69.00,31.00
2025-10-27T14:15:00Z,69.00,31.00
2025-10-27T14:16:00Z,68.00,31.00
2025-10-27T14:18:00Z,69.00,31.00
2025-10-27T14:21:00Z,69.00,32.00
2025-10-27T14:22:00Z,69.00,32.00
2025-10-27T14:23:00Z,69.00,32.00
2025-10-27T14:26:00Z,69.00,32.00
2025-10-27T14:28:00Z,69.00,32.00
2025-10-27T14:31:00Z,69.00,32.00
2025-10-27T14:32:00Z,69.00,32.00
2025-10-27T14:33:00Z,70.00,32.00
2025-10-27T14:36:00Z,70.00,32.00
2025-10-27T14:37:00Z,69.93,33.00
2025-10-27T14:38:00Z,70.00,33.00
2025-10-27T14:42:00Z,70.00,33.00
2025-10-27T14:43:00Z,70.00,33.00
2025-10-27T14:45:00Z,70.00,33.00
2025-10-27T14:47:00Z,70.00,33.00
2025-10-27T14:50:00Z,70.00,33.00
2025-10-27T14:51:00Z,70.00,33.00
2025-10-27T14:52:00Z,70.00,33.00
2025-10-27T14:53:00Z,70.00,32.00
2025-10-27T14:54:00Z,70.00,31.00
2025-10-27T14:56:00Z,70.00,31.00
2025-10-27T14:57:00Z,69.53,31.00
2025-10-27T14:58:00Z,69.00,31.00
2025-10-27T14:59:00Z,69.00,31.00
2025-10-27T15:00:00Z,69.00,31.00
2025-10-27T15:01:00Z,69.00,31.00
2025-10-27T15:02:00Z,70.00,31.00
2025-10-27T15:03:00Z,70.00,30.00
2025-10-27T15:05:00Z,70.00,30.00
2025-10-27T15:07:00Z,70.00,30.00
2025-10-27T15:09:00Z,70.00,30.00
2025-10-27T15:10:00Z,70.00,30.00
2025-10-27T15:11:00Z,70.70,30.00
2025-10-27T15:12:00Z,71.00,30.00
2025-10-27T15:14:00Z,71.00,30.00
2025-10-27T15:15:00Z,71.00,30.00
2025-10-27T15:16:00Z,71.00,30.00
2025-10-27T15:17:00Z,71.00,30.00
2025-10-27T15:18:00Z,71.00,30.00
2025-10-27T15:19:00Z,71.00,29.96
2025-10-27T15:20:00Z,71.00,30.00
2025-10-27T15:21:00Z,69.75,30.00
2025-10-27T15:22:00Z,70.75,30.00
2025-10-27T15:23:00Z,70.74,31.00
2025-10-27T15:24:00Z,68.64,35.84
2025-10-27T15:25:00Z,68.70,32.46
2025-10-27T15:26:00Z,70.00,32.00
2025-10-27T15:27:00Z,71.46,29.51
2025-10-27T15:28:00Z,73.53,30.00
2025-10-27T15:29:00Z,70.00,30.50
2025-10-27T15:30:00Z,71.00,32.00
2025-10-27T15:31:00Z,71.16,30.80
2025-10-27T15:32:00Z,68.56,30.80
2025-10-27T15:33:00Z,70.33,30.00
2025-10-27T15:34:00Z,70.93,30.00
2025-10-27T15:35:00Z,71.05,30.00
2025-10-27T15:36:00Z,70.00,31.79
2025-10-27T15:37:00Z,67.00,33.93
2025-10-27T15:38:00Z,67.21,34.36
2025-10-27T15:39:00Z,63.90,37.85
2025-10-27T15:40:00Z,65.96,34.00
2025-10-27T15:41:00Z,68.13,33.00
2025-10-27T15:42:00Z,68.13,30.66
2025-10-27T15:43:00Z,74.21,24.40
2025-10-27T15:44:00Z,75.37,24.57
2025-10-27T15:45:00Z,75.16,26.60
2025-10-27T15:46:00Z,67.00,33.37
2025-10-27T15:47:00Z,64.19,35.54
2025-10-27T15:48:00Z,56.98,41.80
2025-10-27T15:49:00Z,64.16,36.50
2025-10-27T15:50:00Z,66.07,33.14
2025-10-27T15:51:00Z,67.00,32.00
2025-10-27T15:52:00Z,66.95,34.16
2025-10-27T15:53:00Z,63.38,37.98
2025-10-27T15:54:00Z,61.03,40.70
