# event_ticker=KXATPMATCH-26FEB18FONBUS
# final_score=5-7 6-3 6-4
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Joao Fonseca
# kalshi_date=2026-02-18
timestamp,Ignacio Buse,Joao Fonseca
2026-02-19T13:00:00Z,23.00,
2026-02-19T13:21:00Z,23.00,77.00
2026-02-19T13:43:00Z,23.00,77.00
2026-02-19T13:54:00Z,23.00,78.00
2026-02-19T13:57:00Z,23.00,78.00
2026-02-19T14:07:00Z,23.00,78.00
2026-02-19T14:17:00Z,23.00,78.00
2026-02-19T14:29:00Z,23.00,78.00
2026-02-19T14:37:00Z,23.00,78.00
2026-02-19T14:46:00Z,21.81,78.00
2026-02-19T15:13:00Z,21.81,79.00
2026-02-19T15:36:00Z,22.00,79.00
2026-02-19T15:45:00Z,21.00,79.00
2026-02-19T15:49:00Z,22.00,79.00
2026-02-19T16:08:00Z,22.00,79.00
2026-02-19T16:14:00Z,22.00,78.00
2026-02-19T16:16:00Z,22.00,78.00
2026-02-19T16:17:00Z,22.00,78.00
2026-02-19T16:20:00Z,22.00,78.00
2026-02-19T16:31:00Z,22.00,78.00
2026-02-19T16:32:00Z,22.00,78.00
2026-02-19T16:36:00Z,22.00,78.00
2026-02-19T16:37:00Z,22.00,78.00
2026-02-19T16:43:00Z,22.00,78.00
2026-02-19T16:46:00Z,22.00,78.00
2026-02-19T16:49:00Z,22.00,79.00
2026-02-19T16:55:00Z,22.00,79.00
2026-02-19T17:07:00Z,22.00,79.00
2026-02-19T17:13:00Z,22.00,79.00
2026-02-19T17:15:00Z,22.00,79.00
2026-02-19T17:22:00Z,22.00,78.00
2026-02-19T17:27:00Z,22.00,79.00
2026-02-19T17:28:00Z,22.00,79.00
2026-02-19T17:30:00Z,22.00,79.00
2026-02-19T17:35:00Z,22.00,79.00
2026-02-19T17:39:00Z,22.00,79.00
2026-02-19T17:44:00Z,22.00,79.00
2026-02-19T17:45:00Z,22.00,79.00
2026-02-19T17:47:00Z,22.00,79.00
2026-02-19T18:22:00Z,22.00,79.00
2026-02-19T18:49:00Z,22.00,79.00
2026-02-19T18:51:00Z,22.00,79.00
2026-02-19T18:59:00Z,22.00,79.00
2026-02-19T19:11:00Z,22.00,79.00
2026-02-19T19:12:00Z,22.00,79.00
2026-02-19T19:20:00Z,22.00,79.00
2026-02-19T19:26:00Z,22.00,79.00
2026-02-19T19:32:00Z,22.00,79.00
2026-02-19T19:42:00Z,22.00,79.00
2026-02-19T19:43:00Z,22.00,79.00
2026-02-19T19:46:00Z,22.00,79.00
2026-02-19T19:50:00Z,22.00,78.00
2026-02-19T19:51:00Z,22.00,78.00
2026-02-19T19:59:00Z,22.00,78.00
2026-02-19T20:02:00Z,22.00,78.00
2026-02-19T20:04:00Z,22.00,79.00
2026-02-19T20:06:00Z,22.00,79.00
2026-02-19T20:07:00Z,22.00,79.00
2026-02-19T20:10:00Z,21.00,79.00
2026-02-19T20:12:00Z,21.00,79.00
2026-02-19T20:22:00Z,21.00,79.00
2026-02-19T20:27:00Z,21.00,79.00
2026-02-19T20:28:00Z,21.00,79.00
2026-02-19T20:30:00Z,21.00,79.00
2026-02-19T20:33:00Z,21.00,79.00
2026-02-19T20:34:00Z,21.00,79.00
2026-02-19T20:35:00Z,21.00,78.00
2026-02-19T20:39:00Z,21.00,79.00
