# event_ticker=KXATPCHALLENGERMATCH-26APR11KWONRIE
# final_score=7-6(2) 6-4
# score_resolution=7-6 6-4
# match_winner=Leandro Riedi
# fav_player=Leandro Riedi
# dog_player=Soonwoo Kwon
# kalshi_date=2026-04-11
timestamp,Leandro Riedi,Soonwoo Kwon
2026-04-13T19:13:00Z,36.00,
2026-04-13T19:48:00Z,36.00,63.27
2026-04-13T20:02:00Z,36.00,64.01
2026-04-13T20:26:00Z,36.00,65.00
2026-04-13T20:50:00Z,36.00,65.00
2026-04-13T22:45:00Z,37.00,65.00
2026-04-13T22:49:00Z,36.00,65.00
2026-04-13T22:53:00Z,36.00,64.00
2026-04-13T23:15:00Z,36.00,64.00
2026-04-13T23:36:00Z,36.00,65.00
2026-04-13T23:37:00Z,36.00,65.00
2026-04-14T00:31:00Z,36.00,65.00
2026-04-14T00:47:00Z,36.00,65.00
2026-04-14T01:04:00Z,36.00,65.00
2026-04-14T01:34:00Z,37.00,65.00
2026-04-14T01:39:00Z,37.00,65.00
2026-04-14T02:21:00Z,37.00,65.00
2026-04-14T02:25:00Z,36.00,65.00
2026-04-14T02:39:00Z,36.00,65.00
2026-04-14T02:59:00Z,36.00,64.00
2026-04-14T03:10:00Z,36.00,65.00
2026-04-14T03:14:00Z,36.00,65.00
2026-04-14T03:23:00Z,37.00,65.00
2026-04-14T03:32:00Z,37.00,65.00
2026-04-14T03:35:00Z,37.00,65.00
2026-04-14T03:36:00Z,37.00,65.00
2026-04-14T03:55:00Z,37.00,65.00
2026-04-14T04:13:00Z,37.00,65.00
2026-04-14T04:26:00Z,37.00,65.00
2026-04-14T04:32:00Z,37.00,65.00
2026-04-14T04:33:00Z,37.00,65.00
2026-04-14T04:36:00Z,37.00,65.00
2026-04-14T04:37:00Z,37.00,65.00
2026-04-14T04:39:00Z,37.00,65.00
2026-04-14T04:43:00Z,37.00,65.00
2026-04-14T04:45:00Z,37.00,65.00
2026-04-14T04:46:00Z,35.00,65.00
2026-04-14T04:48:00Z,35.00,65.00
2026-04-14T04:49:00Z,35.00,65.00
2026-04-14T04:54:00Z,36.00,65.00
2026-04-14T04:55:00Z,36.00,65.00
2026-04-14T04:59:00Z,36.00,65.00
2026-04-14T05:01:00Z,36.00,65.00
2026-04-14T05:02:00Z,36.00,65.00
2026-04-14T05:04:00Z,36.00,63.00
2026-04-14T05:06:00Z,36.00,65.00
2026-04-14T05:09:00Z,36.00,65.00
2026-04-14T05:11:00Z,36.00,65.00
2026-04-14T05:13:00Z,36.00,65.00
2026-04-14T05:16:00Z,36.00,65.00
2026-04-14T05:25:00Z,36.00,66.00
2026-04-14T05:26:00Z,36.00,66.00
2026-04-14T05:27:00Z,36.00,66.00
2026-04-14T05:28:00Z,36.00,66.00
2026-04-14T05:29:00Z,36.00,66.00
2026-04-14T05:37:00Z,36.00,66.00
2026-04-14T05:39:00Z,36.00,66.00
2026-04-14T05:41:00Z,35.32,66.00
2026-04-14T05:46:00Z,35.32,66.00
2026-04-14T05:51:00Z,36.00,66.00
2026-04-14T05:53:00Z,36.00,66.00
2026-04-14T05:59:00Z,36.00,66.00
2026-04-14T06:02:00Z,36.00,64.03
2026-04-14T06:03:00Z,36.00,66.00
2026-04-14T06:05:00Z,36.00,66.00
2026-04-14T06:09:00Z,36.00,65.38
2026-04-14T06:14:00Z,36.00,66.00
2026-04-14T06:15:00Z,35.14,65.00
2026-04-14T06:16:00Z,33.24,66.00
2026-04-14T06:17:00Z,35.31,68.23
2026-04-14T06:18:00Z,36.84,64.67
2026-04-14T06:19:00Z,37.40,62.01
2026-04-14T06:20:00Z,37.95,64.01
2026-04-14T06:21:00Z,40.29,60.07
2026-04-14T06:22:00Z,43.78,53.61
2026-04-14T06:23:00Z,45.35,52.46
2026-04-14T06:24:00Z,41.77,57.78
2026-04-14T06:25:00Z,39.00,59.27
2026-04-14T06:26:00Z,36.13,65.00
2026-04-14T06:27:00Z,37.53,65.02
2026-04-14T06:28:00Z,41.99,59.94
2026-04-14T06:29:00Z,41.57,59.94
2026-04-14T06:30:00Z,51.41,52.04
2026-04-14T06:31:00Z,44.93,53.35
2026-04-14T06:32:00Z,52.20,47.96
2026-04-14T06:33:00Z,55.88,51.39
2026-04-14T06:34:00Z,53.06,49.98
2026-04-14T06:35:00Z,43.73,57.34
2026-04-14T06:36:00Z,40.65,60.00
2026-04-14T06:37:00Z,41.90,61.64
2026-04-14T06:38:00Z,39.00,56.00
2026-04-14T06:39:00Z,44.06,54.84
2026-04-14T06:40:00Z,45.17,54.58
2026-04-14T06:41:00Z,48.10,56.25
2026-04-14T06:42:00Z,45.73,54.00
2026-04-14T06:43:00Z,45.42,50.99
2026-04-14T06:44:00Z,45.80,55.00
2026-04-14T06:45:00Z,45.06,54.70
2026-04-14T06:46:00Z,44.88,54.01
2026-04-14T06:47:00Z,44.13,56.52
2026-04-14T06:48:00Z,44.00,57.66
2026-04-14T06:49:00Z,43.24,57.66
2026-04-14T06:50:00Z,43.38,56.09
2026-04-14T06:51:00Z,42.24,58.00
2026-04-14T06:52:00Z,44.00,58.00
2026-04-14T06:53:00Z,44.00,58.00
2026-04-14T06:55:00Z,44.00,57.02
2026-04-14T06:56:00Z,44.89,55.00
2026-04-14T06:57:00Z,46.44,55.00
2026-04-14T06:58:00Z,45.00,55.00
2026-04-14T07:00:00Z,47.00,52.00
2026-04-14T07:01:00Z,47.00,55.00
2026-04-14T07:03:00Z,46.15,55.00
2026-04-14T07:04:00Z,46.15,55.00
2026-04-14T07:05:00Z,46.15,55.00
2026-04-14T07:06:00Z,47.00,55.00
2026-04-14T07:07:00Z,47.00,55.00
2026-04-14T07:08:00Z,45.00,55.00
2026-04-14T07:09:00Z,45.00,53.05
2026-04-14T07:10:00Z,45.00,53.05
2026-04-14T07:11:00Z,46.00,53.05
2026-04-14T07:12:00Z,46.52,53.05
2026-04-14T07:13:00Z,46.57,53.05
2026-04-14T07:14:00Z,46.57,54.00
2026-04-14T07:15:00Z,47.00,54.00
2026-04-14T07:16:00Z,47.00,54.00
2026-04-14T07:17:00Z,47.00,55.00
2026-04-14T07:18:00Z,46.67,55.03
2026-04-14T07:20:00Z,47.00,55.03
2026-04-14T07:22:00Z,46.91,55.00
2026-04-14T07:23:00Z,47.00,55.00
2026-04-14T07:24:00Z,47.00,55.99
2026-04-14T07:25:00Z,47.00,56.00
2026-04-14T07:26:00Z,45.00,56.00
2026-04-14T07:28:00Z,45.00,54.00
2026-04-14T07:31:00Z,41.00,58.00
2026-04-14T07:32:00Z,42.23,58.21
2026-04-14T07:33:00Z,38.80,62.66
2026-04-14T07:34:00Z,38.25,63.75
2026-04-14T07:35:00Z,36.71,64.21
2026-04-14T07:36:00Z,32.50,66.23
2026-04-14T07:37:00Z,41.59,66.23
2026-04-14T07:38:00Z,44.99,57.00
2026-04-14T07:39:00Z,45.00,59.87
2026-04-14T07:40:00Z,43.04,60.00
2026-04-14T07:41:00Z,40.47,62.00
2026-04-14T07:42:00Z,43.98,58.00
2026-04-14T07:43:00Z,43.34,57.13
2026-04-14T07:44:00Z,45.99,57.13
2026-04-14T07:45:00Z,46.46,53.00
