# event_ticker=KXATPMATCH-26JUN10SHEGIR
# final_score=6-7(4) 6-4 7-6(5)
# score_resolution=6-7 6-4 7-6
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Marcos Giron
# kalshi_date=2026-06-10
timestamp,Ben Shelton,Marcos Giron
2026-06-12T00:35:00Z,41.00,59.13
2026-06-12T00:36:00Z,40.44,60.00
2026-06-12T00:37:00Z,40.00,60.00
2026-06-12T00:38:00Z,40.20,59.00
2026-06-12T00:39:00Z,39.20,59.00
2026-06-12T00:40:00Z,39.01,60.00
2026-06-12T00:41:00Z,39.01,60.00
2026-06-12T00:42:00Z,39.93,60.00
2026-06-12T00:43:00Z,39.00,60.00
2026-06-12T00:44:00Z,39.09,60.00
2026-06-12T00:45:00Z,39.93,59.00
2026-06-12T00:46:00Z,40.74,59.30
2026-06-12T00:47:00Z,40.74,60.00
2026-06-12T00:48:00Z,40.74,60.00
2026-06-12T00:49:00Z,40.11,60.00
2026-06-12T00:50:00Z,40.11,59.00
2026-06-12T00:51:00Z,39.14,59.00
2026-06-12T00:52:00Z,39.94,59.00
2026-06-12T00:53:00Z,40.00,60.00
2026-06-12T00:54:00Z,40.00,59.00
2026-06-12T00:55:00Z,39.73,59.00
2026-06-12T00:56:00Z,40.00,59.00
2026-06-12T00:57:00Z,39.49,59.00
2026-06-12T00:58:00Z,40.00,59.55
2026-06-12T00:59:00Z,40.00,59.00
2026-06-12T01:00:00Z,39.00,59.00
2026-06-12T01:01:00Z,41.00,60.00
2026-06-12T01:02:00Z,39.24,60.00
2026-06-12T01:03:00Z,40.98,60.00
2026-06-12T01:04:00Z,39.00,60.00
2026-06-12T01:05:00Z,39.83,59.48
2026-06-12T01:06:00Z,39.65,59.48
2026-06-12T01:07:00Z,39.00,59.26
2026-06-12T01:08:00Z,39.17,60.00
2026-06-12T01:09:00Z,39.05,59.00
2026-06-12T01:10:00Z,39.02,60.00
2026-06-12T01:11:00Z,39.00,60.00
2026-06-12T01:12:00Z,39.99,59.94
2026-06-12T01:13:00Z,40.00,59.00
2026-06-12T01:14:00Z,39.14,59.50
2026-06-12T01:15:00Z,40.92,59.71
2026-06-12T01:16:00Z,39.84,59.63
2026-06-12T01:17:00Z,39.18,59.63
2026-06-12T01:18:00Z,41.00,59.63
2026-06-12T01:19:00Z,39.14,59.26
2026-06-12T01:20:00Z,40.67,60.00
2026-06-12T01:21:00Z,40.00,60.00
2026-06-12T01:22:00Z,39.51,60.00
2026-06-12T01:23:00Z,40.23,59.02
2026-06-12T01:24:00Z,39.00,59.00
2026-06-12T01:25:00Z,39.97,60.00
2026-06-12T01:26:00Z,39.98,59.00
2026-06-12T01:27:00Z,39.01,59.00
2026-06-12T01:28:00Z,40.05,59.21
2026-06-12T01:29:00Z,41.00,59.21
2026-06-12T01:30:00Z,40.97,60.00
2026-06-12T01:31:00Z,41.00,60.00
2026-06-12T01:32:00Z,40.72,60.00
2026-06-12T01:33:00Z,41.00,60.00
2026-06-12T01:34:00Z,41.00,60.00
2026-06-12T01:35:00Z,40.15,59.29
2026-06-12T01:36:00Z,40.09,59.00
2026-06-12T01:37:00Z,40.66,59.63
2026-06-12T01:38:00Z,41.00,59.63
2026-06-12T01:39:00Z,40.62,59.63
2026-06-12T01:40:00Z,40.97,60.00
2026-06-12T01:41:00Z,40.00,59.01
2026-06-12T01:42:00Z,41.00,59.01
2026-06-12T01:43:00Z,40.12,60.00
2026-06-12T01:44:00Z,41.00,60.00
2026-06-12T01:45:00Z,41.00,59.78
2026-06-12T01:46:00Z,40.98,59.00
2026-06-12T01:47:00Z,41.00,59.01
2026-06-12T01:48:00Z,40.01,59.76
2026-06-12T01:49:00Z,39.40,60.00
2026-06-12T01:50:00Z,41.00,60.00
2026-06-12T01:51:00Z,41.00,60.00
2026-06-12T01:52:00Z,41.00,60.00
2026-06-12T01:53:00Z,40.99,60.00
2026-06-12T01:54:00Z,40.17,59.01
2026-06-12T01:55:00Z,40.13,59.01
2026-06-12T01:56:00Z,40.04,59.00
2026-06-12T01:57:00Z,40.92,59.00
2026-06-12T01:58:00Z,40.06,59.01
2026-06-12T01:59:00Z,41.00,60.00
2026-06-12T02:00:00Z,40.88,60.00
2026-06-12T02:01:00Z,41.00,60.00
