# event_ticker=KXATPMATCH-26JUN10LANFRI
# final_score=6-7(4) 7-5 7-6(3)
# score_resolution=6-7 7-5 7-6
# match_winner=Taylor Fritz
# fav_player=Taylor Fritz
# dog_player=Martin Landaluce
# kalshi_date=2026-06-10
timestamp,Martin Landaluce,Taylor Fritz
2026-06-11T02:56:00Z,31.00,
2026-06-11T02:59:00Z,33.00,
2026-06-11T03:09:00Z,33.00,
2026-06-11T03:11:00Z,33.00,69.00
2026-06-11T03:14:00Z,33.00,69.00
2026-06-11T03:22:00Z,33.00,69.00
2026-06-11T03:24:00Z,33.00,69.00
2026-06-11T03:25:00Z,33.00,69.00
2026-06-11T03:32:00Z,33.00,69.00
2026-06-11T03:33:00Z,33.00,69.00
2026-06-11T03:34:00Z,33.00,69.00
2026-06-11T03:35:00Z,33.00,68.35
2026-06-11T03:36:00Z,31.00,69.00
2026-06-11T03:37:00Z,31.00,69.00
2026-06-11T03:38:00Z,31.00,69.00
2026-06-11T03:39:00Z,30.06,69.00
2026-06-11T03:40:00Z,30.06,69.00
2026-06-11T03:41:00Z,33.00,69.00
2026-06-11T03:42:00Z,31.00,69.00
2026-06-11T03:43:00Z,33.00,69.00
2026-06-11T03:45:00Z,33.00,69.00
2026-06-11T03:46:00Z,33.00,69.00
2026-06-11T03:47:00Z,31.94,69.00
2026-06-11T03:48:00Z,33.00,69.45
2026-06-11T03:50:00Z,33.00,67.60
2026-06-11T03:51:00Z,33.00,70.00
2026-06-11T03:55:00Z,33.00,70.00
2026-06-11T03:57:00Z,32.00,70.00
2026-06-11T04:01:00Z,32.00,70.00
2026-06-11T04:02:00Z,32.00,70.00
2026-06-11T04:03:00Z,30.14,70.00
2026-06-11T04:04:00Z,32.00,70.00
2026-06-11T04:05:00Z,32.00,70.00
2026-06-11T04:06:00Z,32.00,70.00
2026-06-11T04:07:00Z,32.00,70.00
2026-06-11T04:08:00Z,32.00,70.00
2026-06-11T04:11:00Z,31.00,70.00
2026-06-11T04:12:00Z,31.00,70.00
2026-06-11T04:13:00Z,31.00,70.00
2026-06-11T04:14:00Z,31.00,70.00
2026-06-11T04:15:00Z,31.00,70.00
2026-06-11T04:16:00Z,31.00,70.00
2026-06-11T04:17:00Z,30.00,70.00
2026-06-11T04:19:00Z,31.00,70.00
2026-06-11T04:21:00Z,31.00,70.00
2026-06-11T04:22:00Z,31.00,70.00
2026-06-11T04:23:00Z,31.00,69.96
2026-06-11T04:24:00Z,31.00,70.00
2026-06-11T04:25:00Z,31.00,70.00
2026-06-11T04:27:00Z,31.00,70.00
2026-06-11T04:28:00Z,31.00,70.00
2026-06-11T04:29:00Z,31.00,70.00
2026-06-11T04:30:00Z,31.00,70.00
2026-06-11T04:33:00Z,31.00,70.00
2026-06-11T04:34:00Z,31.00,70.00
2026-06-11T04:35:00Z,31.00,69.82
2026-06-11T04:36:00Z,31.00,70.00
2026-06-11T04:37:00Z,31.00,70.00
2026-06-11T04:42:00Z,31.00,70.00
