# event_ticker=KXATPMATCH-26APR15FILNAK
# final_score=6-2 6-3
# match_winner=Arthur Fils
# fav_player=Arthur Fils
# dog_player=Brandon Nakashima
# kalshi_date=2026-04-15
timestamp,Arthur Fils,Brandon Nakashima
2026-04-16T05:47:00Z,74.00,
2026-04-16T05:54:00Z,74.00,
2026-04-16T05:59:00Z,74.00,28.00
2026-04-16T06:00:00Z,74.00,28.00
2026-04-16T06:08:00Z,74.00,28.00
2026-04-16T06:20:00Z,74.00,27.00
2026-04-16T06:21:00Z,74.00,26.12
2026-04-16T06:38:00Z,73.41,27.14
2026-04-16T06:42:00Z,73.41,28.00
2026-04-16T06:43:00Z,74.00,28.00
2026-04-16T06:45:00Z,74.00,28.00
2026-04-16T06:50:00Z,74.00,28.00
2026-04-16T06:51:00Z,74.00,28.00
2026-04-16T06:58:00Z,74.00,28.00
2026-04-16T07:00:00Z,74.00,28.00
2026-04-16T09:02:00Z,74.00,26.00
2026-04-16T09:15:00Z,74.00,26.00
2026-04-16T09:16:00Z,74.00,26.00
2026-04-16T09:18:00Z,74.00,26.00
2026-04-16T09:32:00Z,74.00,26.00
2026-04-16T09:33:00Z,75.18,26.00
2026-04-16T09:44:00Z,75.18,26.00
2026-04-16T09:48:00Z,75.18,26.00
2026-04-16T09:52:00Z,76.00,26.00
2026-04-16T09:58:00Z,76.00,26.00
2026-04-16T10:04:00Z,76.00,26.00
2026-04-16T10:08:00Z,76.00,26.00
2026-04-16T10:10:00Z,76.00,26.00
2026-04-16T10:12:00Z,76.00,26.00
2026-04-16T10:18:00Z,76.00,26.00
2026-04-16T10:21:00Z,76.72,26.00
2026-04-16T10:27:00Z,76.72,26.00
2026-04-16T10:34:00Z,76.00,26.00
2026-04-16T10:37:00Z,76.00,24.27
2026-04-16T10:41:00Z,76.00,24.27
2026-04-16T11:11:00Z,76.00,24.00
2026-04-16T11:20:00Z,76.00,25.00
2026-04-16T11:21:00Z,76.00,25.00
2026-04-16T11:33:00Z,76.95,25.00
2026-04-16T11:34:00Z,76.00,25.00
2026-04-16T11:38:00Z,76.00,25.00
2026-04-16T11:43:00Z,76.00,25.00
2026-04-16T11:44:00Z,76.50,25.00
2026-04-16T11:46:00Z,76.50,25.00
2026-04-16T11:48:00Z,77.00,25.00
2026-04-16T11:50:00Z,77.00,25.00
2026-04-16T11:58:00Z,77.00,24.00
2026-04-16T12:08:00Z,77.00,24.00
2026-04-16T12:09:00Z,77.00,25.00
2026-04-16T12:20:00Z,77.00,25.95
2026-04-16T12:21:00Z,77.00,25.95
2026-04-16T12:24:00Z,77.00,26.00
2026-04-16T12:25:00Z,76.00,26.00
