# event_ticker=KXATPMATCH-26JAN09KOVNAK
# final_score=7-6(4) 6-4
# score_resolution=6-7 4-6
# match_winner=Brandon Nakashima
# fav_player=Aleksandar Kovacevic
# dog_player=Brandon Nakashima
# kalshi_date=2026-01-09
timestamp,Aleksandar Kovacevic,Brandon Nakashima
2026-01-09T16:03:00Z,33.00,
2026-01-09T16:54:00Z,33.00,68.00
2026-01-09T17:01:00Z,33.00,69.00
2026-01-09T17:20:00Z,32.00,69.00
2026-01-09T17:27:00Z,32.00,69.00
2026-01-09T17:42:00Z,32.00,69.00
2026-01-09T17:57:00Z,32.00,70.00
2026-01-09T18:02:00Z,32.00,70.00
2026-01-09T18:17:00Z,32.00,70.00
2026-01-09T18:59:00Z,31.00,70.00
2026-01-09T19:08:00Z,31.00,70.00
2026-01-09T19:11:00Z,31.00,70.00
2026-01-09T19:24:00Z,31.00,72.00
2026-01-09T19:26:00Z,31.00,72.00
2026-01-09T19:32:00Z,31.00,72.00
2026-01-09T19:34:00Z,31.00,72.00
2026-01-09T20:27:00Z,31.00,72.00
2026-01-09T20:29:00Z,31.00,72.00
2026-01-09T20:59:00Z,30.00,72.00
2026-01-09T21:12:00Z,30.00,71.00
2026-01-09T21:21:00Z,30.00,72.00
2026-01-09T21:37:00Z,30.00,72.00
2026-01-09T21:43:00Z,29.00,72.00
2026-01-09T21:47:00Z,29.00,72.00
2026-01-09T21:53:00Z,29.00,72.00
2026-01-09T22:20:00Z,29.00,72.00
2026-01-09T22:29:00Z,29.00,72.00
2026-01-09T22:38:00Z,29.00,72.00
2026-01-09T22:42:00Z,29.00,72.00
2026-01-09T22:52:00Z,29.00,72.00
2026-01-09T22:59:00Z,29.00,72.00
2026-01-09T23:48:00Z,29.00,72.00
2026-01-09T23:51:00Z,29.00,72.00
2026-01-10T00:13:00Z,29.00,72.00
2026-01-10T00:15:00Z,29.00,72.00
2026-01-10T00:28:00Z,29.00,72.00
2026-01-10T00:53:00Z,29.00,72.00
2026-01-10T01:13:00Z,29.00,72.00
2026-01-10T01:16:00Z,29.00,72.00
2026-01-10T01:17:00Z,29.00,72.00
2026-01-10T01:20:00Z,29.00,72.00
2026-01-10T01:38:00Z,29.00,71.00
2026-01-10T01:50:00Z,29.00,71.00
2026-01-10T02:00:00Z,29.00,71.00
2026-01-10T02:09:00Z,29.00,71.00
2026-01-10T02:13:00Z,29.00,71.00
2026-01-10T02:14:00Z,29.00,72.00
2026-01-10T02:18:00Z,29.00,72.00
2026-01-10T02:20:00Z,29.00,72.00
2026-01-10T02:25:00Z,29.72,72.00
2026-01-10T02:29:00Z,29.46,72.00
2026-01-10T02:32:00Z,29.00,72.00
2026-01-10T02:34:00Z,29.00,72.00
2026-01-10T02:36:00Z,29.00,72.00
2026-01-10T02:37:00Z,29.00,72.00
2026-01-10T02:39:00Z,29.00,72.00
2026-01-10T02:41:00Z,29.00,72.00
2026-01-10T02:42:00Z,29.00,72.46
2026-01-10T02:43:00Z,29.00,73.00
2026-01-10T02:45:00Z,29.00,73.00
2026-01-10T02:49:00Z,29.00,73.00
2026-01-10T02:55:00Z,29.00,73.00
2026-01-10T02:56:00Z,29.00,73.00
2026-01-10T02:57:00Z,29.00,73.00
2026-01-10T02:58:00Z,29.00,72.94
2026-01-10T03:02:00Z,29.00,72.00
2026-01-10T03:03:00Z,29.00,72.00
2026-01-10T03:05:00Z,29.00,72.00
2026-01-10T03:06:00Z,29.00,72.00
2026-01-10T03:08:00Z,29.00,72.00
2026-01-10T03:09:00Z,29.00,72.00
2026-01-10T03:10:00Z,31.00,71.00
2026-01-10T03:11:00Z,31.00,72.00
2026-01-10T03:12:00Z,29.00,71.00
2026-01-10T03:13:00Z,29.00,72.00
2026-01-10T03:14:00Z,30.84,71.00
2026-01-10T03:15:00Z,29.76,70.86
2026-01-10T03:16:00Z,32.71,70.86
2026-01-10T03:17:00Z,41.41,65.00
2026-01-10T03:18:00Z,35.00,68.00
2026-01-10T03:20:00Z,32.00,68.00
2026-01-10T03:21:00Z,32.32,70.00
2026-01-10T03:22:00Z,35.00,70.00
2026-01-10T03:23:00Z,34.05,66.00
2026-01-10T03:24:00Z,34.00,69.00
2026-01-10T03:25:00Z,34.00,68.00
2026-01-10T03:26:00Z,37.00,68.02
2026-01-10T03:27:00Z,34.00,68.05
2026-01-10T03:28:00Z,34.00,67.00
2026-01-10T03:29:00Z,33.35,66.07
2026-01-10T03:30:00Z,26.07,73.00
2026-01-10T03:31:00Z,25.96,73.03
2026-01-10T03:32:00Z,35.26,67.00
2026-01-10T03:33:00Z,34.18,64.37
2026-01-10T03:34:00Z,35.73,63.51
2026-01-10T03:35:00Z,33.00,69.00
2026-01-10T03:36:00Z,33.00,69.00
2026-01-10T03:37:00Z,33.00,68.50
2026-01-10T03:38:00Z,35.10,66.00
2026-01-10T03:39:00Z,35.00,67.03
2026-01-10T03:40:00Z,35.17,65.28
2026-01-10T03:41:00Z,38.24,65.95
2026-01-10T03:42:00Z,43.54,60.21
2026-01-10T03:43:00Z,35.92,65.00
2026-01-10T03:44:00Z,36.00,66.14
2026-01-10T03:45:00Z,35.00,66.00
2026-01-10T03:46:00Z,31.93,66.00
2026-01-10T03:47:00Z,34.00,66.47
2026-01-10T03:48:00Z,31.11,69.16
2026-01-10T03:49:00Z,35.83,69.16
2026-01-10T03:50:00Z,36.91,65.34
2026-01-10T03:51:00Z,35.04,66.67
2026-01-10T03:52:00Z,35.04,66.38
2026-01-10T03:53:00Z,35.00,67.00
2026-01-10T03:54:00Z,38.00,67.00
2026-01-10T03:55:00Z,39.00,62.00
2026-01-10T03:56:00Z,34.93,62.37
2026-01-10T03:57:00Z,31.15,71.34
2026-01-10T03:58:00Z,39.00,64.44
2026-01-10T03:59:00Z,27.72,69.13
2026-01-10T04:00:00Z,25.87,73.00
2026-01-10T04:01:00Z,25.50,75.41
2026-01-10T04:02:00Z,26.88,70.49
2026-01-10T04:03:00Z,17.98,82.06
2026-01-10T04:04:00Z,17.27,82.00
2026-01-10T04:05:00Z,17.10,83.00
2026-01-10T04:06:00Z,18.00,82.00
2026-01-10T04:07:00Z,17.99,83.00
2026-01-10T04:08:00Z,17.07,83.00
2026-01-10T04:09:00Z,19.94,82.00
2026-01-10T04:10:00Z,21.67,75.18
2026-01-10T04:11:00Z,24.79,76.41
2026-01-10T04:12:00Z,21.35,82.00
2026-01-10T04:13:00Z,18.58,82.00
2026-01-10T04:14:00Z,17.00,83.00
2026-01-10T04:15:00Z,18.09,82.00
2026-01-10T04:16:00Z,19.33,82.00
2026-01-10T04:17:00Z,13.00,86.93
2026-01-10T04:18:00Z,6.35,93.13
2026-01-10T04:19:00Z,5.00,95.00
2026-01-10T04:20:00Z,4.19,96.93
2026-01-10T04:21:00Z,3.55,96.04
2026-01-10T04:22:00Z,3.00,96.25
2026-01-10T04:23:00Z,3.00,96.01
2026-01-10T04:24:00Z,2.02,98.00
2026-01-10T04:25:00Z,3.93,98.00
2026-01-10T04:26:00Z,3.00,98.00
2026-01-10T04:27:00Z,4.24,98.00
2026-01-10T04:28:00Z,3.00,97.61
2026-01-10T04:29:00Z,4.00,96.07
2026-01-10T04:30:00Z,3.00,95.73
2026-01-10T04:31:00Z,4.30,95.93
2026-01-10T04:32:00Z,5.24,95.93
2026-01-10T04:33:00Z,6.31,95.93
2026-01-10T04:34:00Z,4.00,98.00
2026-01-10T04:35:00Z,3.35,98.00
2026-01-10T04:36:00Z,3.02,96.06
2026-01-10T04:37:00Z,2.33,96.68
2026-01-10T04:38:00Z,3.00,97.67
2026-01-10T04:39:00Z,10.13,96.00
2026-01-10T04:40:00Z,3.75,96.00
2026-01-10T04:41:00Z,4.00,96.00
2026-01-10T04:42:00Z,5.07,96.16
2026-01-10T04:43:00Z,4.00,97.00
2026-01-10T04:44:00Z,5.11,98.00
2026-01-10T04:45:00Z,2.73,96.78
2026-01-10T04:46:00Z,3.72,99.00
2026-01-10T04:47:00Z,1.35,98.00
2026-01-10T04:48:00Z,1.58,97.70
2026-01-10T04:49:00Z,2.62,98.01
2026-01-10T04:50:00Z,2.44,98.42
2026-01-10T04:51:00Z,2.23,98.92
2026-01-10T04:52:00Z,2.34,98.08
2026-01-10T04:53:00Z,2.59,99.00
2026-01-10T04:54:00Z,1.16,99.00
2026-01-10T04:55:00Z,1.00,99.00
2026-01-10T04:56:00Z,1.00,99.00
2026-01-10T04:58:00Z,1.00,99.00
2026-01-10T04:59:00Z,1.00,99.00
2026-01-10T05:00:00Z,1.00,99.00
2026-01-10T05:03:00Z,1.00,99.00
