# event_ticker=KXATPMATCH-26MAR23SHEHUM
# final_score=6-4 7-6(2)
# score_resolution=4-6 6-7
# match_winner=Ugo Humbert
# fav_player=Alexander Shevchenko
# dog_player=Ugo Humbert
# kalshi_date=2026-03-23
timestamp,Alexander Shevchenko,Ugo Humbert
2026-03-23T03:26:00Z,,79.00
2026-03-23T03:28:00Z,22.66,79.00
2026-03-23T03:29:00Z,22.66,79.00
2026-03-23T03:30:00Z,23.00,79.00
2026-03-23T03:32:00Z,23.00,79.00
2026-03-23T03:35:00Z,23.00,79.00
2026-03-23T03:38:00Z,23.00,79.00
2026-03-23T03:39:00Z,23.00,79.00
2026-03-23T03:41:00Z,23.00,79.00
2026-03-23T03:42:00Z,23.00,79.00
2026-03-23T03:49:00Z,23.00,79.00
2026-03-23T03:50:00Z,23.00,79.00
2026-03-23T03:54:00Z,23.00,79.00
2026-03-23T04:01:00Z,23.00,79.00
2026-03-23T04:08:00Z,23.00,79.00
2026-03-23T04:09:00Z,23.00,77.01
2026-03-23T04:11:00Z,23.00,77.01
2026-03-23T04:14:00Z,23.00,79.00
2026-03-23T04:17:00Z,23.00,79.00
2026-03-23T04:23:00Z,23.00,79.00
2026-03-23T04:27:00Z,23.00,79.00
2026-03-23T04:29:00Z,23.00,79.00
2026-03-23T04:31:00Z,23.00,79.00
2026-03-23T04:42:00Z,23.00,79.00
2026-03-23T04:47:00Z,23.00,79.00
2026-03-23T04:50:00Z,23.00,79.00
2026-03-23T05:04:00Z,23.00,79.00
2026-03-23T05:05:00Z,23.00,79.00
2026-03-23T05:06:00Z,23.00,79.00
2026-03-23T05:08:00Z,23.00,79.00
2026-03-23T05:24:00Z,23.00,79.00
2026-03-23T05:29:00Z,23.00,79.00
2026-03-23T05:30:00Z,23.00,79.00
2026-03-23T05:31:00Z,23.00,79.00
2026-03-23T05:36:00Z,23.00,79.00
2026-03-23T05:41:00Z,23.00,79.00
2026-03-23T05:48:00Z,23.00,79.00
2026-03-23T05:53:00Z,23.00,79.00
2026-03-23T06:03:00Z,23.00,79.00
2026-03-23T06:10:00Z,23.00,77.00
2026-03-23T06:13:00Z,23.00,77.00
2026-03-23T06:19:00Z,23.00,78.13
2026-03-23T06:35:00Z,23.00,79.00
2026-03-23T07:05:00Z,23.00,79.00
2026-03-23T07:06:00Z,23.00,79.00
2026-03-23T07:13:00Z,23.00,79.00
2026-03-23T07:37:00Z,23.00,79.00
2026-03-23T07:46:00Z,23.00,79.00
2026-03-23T07:47:00Z,23.00,78.00
2026-03-23T07:49:00Z,22.00,78.00
2026-03-23T07:50:00Z,22.00,78.00
2026-03-23T07:51:00Z,22.00,79.00
2026-03-23T07:54:00Z,22.00,79.00
2026-03-23T07:55:00Z,22.00,79.00
2026-03-23T08:04:00Z,22.00,79.00
2026-03-23T08:05:00Z,22.00,79.00
2026-03-23T08:09:00Z,22.00,79.00
2026-03-23T08:11:00Z,22.00,79.00
2026-03-23T08:14:00Z,22.00,79.00
2026-03-23T08:16:00Z,22.00,79.00
2026-03-23T08:29:00Z,22.00,79.00
2026-03-23T08:31:00Z,22.00,79.00
2026-03-23T08:40:00Z,22.00,79.00
2026-03-23T08:41:00Z,23.00,79.00
2026-03-23T08:49:00Z,23.00,79.00
2026-03-23T08:52:00Z,23.00,79.00
2026-03-23T09:06:00Z,22.00,79.00
2026-03-23T09:16:00Z,22.00,79.00
2026-03-23T09:21:00Z,22.00,79.00
2026-03-23T09:25:00Z,22.00,78.00
2026-03-23T09:26:00Z,21.00,78.00
2026-03-23T09:31:00Z,22.00,79.00
2026-03-23T09:34:00Z,22.00,78.01
2026-03-23T09:42:00Z,22.00,79.00
2026-03-23T10:03:00Z,22.00,79.00
2026-03-23T10:06:00Z,22.00,79.00
2026-03-23T10:13:00Z,22.00,79.00
2026-03-23T10:15:00Z,22.00,79.00
2026-03-23T10:31:00Z,22.00,79.00
2026-03-23T10:52:00Z,22.00,79.00
2026-03-23T11:04:00Z,22.00,78.00
2026-03-23T11:05:00Z,22.00,79.00
2026-03-23T11:13:00Z,22.00,79.00
2026-03-23T11:16:00Z,22.00,79.00
2026-03-23T11:23:00Z,22.00,79.00
2026-03-23T11:36:00Z,22.00,79.00
2026-03-23T11:37:00Z,22.00,79.00
2026-03-23T11:38:00Z,22.00,79.00
2026-03-23T11:46:00Z,22.00,79.00
2026-03-23T11:54:00Z,22.00,79.00
2026-03-23T11:56:00Z,22.00,79.00
2026-03-23T12:00:00Z,22.00,79.00
2026-03-23T12:06:00Z,22.00,79.00
2026-03-23T12:14:00Z,22.00,79.00
2026-03-23T12:19:00Z,22.00,79.00
2026-03-23T12:20:00Z,22.00,79.00
2026-03-23T12:21:00Z,22.00,79.00
