# event_ticker=KXATPMATCH-26JUN08HUMYME
# final_score=6-4 6-3
# match_winner=Ugo Humbert
# fav_player=Ugo Humbert
# dog_player=Elias Ymer
# kalshi_date=2026-06-08
timestamp,Ugo Humbert,Elias Ymer
2026-06-08T04:19:00Z,83.00,
2026-06-08T04:49:00Z,83.00,
2026-06-08T04:52:00Z,83.00,
2026-06-08T04:53:00Z,83.00,19.00
2026-06-08T04:54:00Z,83.00,19.00
2026-06-08T05:03:00Z,83.00,19.00
2026-06-08T05:04:00Z,82.00,19.00
2026-06-08T05:12:00Z,82.00,19.00
2026-06-08T05:13:00Z,82.00,19.00
2026-06-08T05:16:00Z,82.00,18.00
2026-06-08T05:33:00Z,82.00,18.00
2026-06-08T05:43:00Z,82.00,18.00
2026-06-08T05:45:00Z,82.00,19.00
2026-06-08T06:03:00Z,82.00,19.00
2026-06-08T06:14:00Z,82.00,19.00
2026-06-08T06:15:00Z,82.00,19.00
2026-06-08T06:17:00Z,82.00,19.00
2026-06-08T06:24:00Z,82.00,19.00
2026-06-08T06:27:00Z,82.00,19.00
2026-06-08T06:29:00Z,82.00,19.00
2026-06-08T06:40:00Z,82.00,19.00
2026-06-08T07:01:00Z,82.00,19.00
2026-06-08T07:10:00Z,82.00,19.00
2026-06-08T07:22:00Z,82.00,19.00
2026-06-08T08:01:00Z,82.00,19.00
2026-06-08T08:14:00Z,81.00,19.00
2026-06-08T08:17:00Z,82.00,19.00
2026-06-08T08:55:00Z,82.00,19.00
2026-06-08T09:01:00Z,82.00,19.00
2026-06-08T09:06:00Z,82.00,19.00
2026-06-08T09:27:00Z,82.00,19.00
2026-06-08T09:36:00Z,82.00,19.00
2026-06-08T10:30:00Z,82.00,19.00
2026-06-08T10:33:00Z,82.00,19.00
2026-06-08T10:41:00Z,82.00,19.00
2026-06-08T10:49:00Z,82.00,19.00
2026-06-08T10:50:00Z,82.00,19.00
2026-06-08T10:54:00Z,81.00,19.00
2026-06-08T11:03:00Z,82.00,19.00
2026-06-08T11:11:00Z,82.00,19.00
2026-06-08T11:13:00Z,82.00,19.00
2026-06-08T11:25:00Z,82.00,19.00
2026-06-08T11:29:00Z,82.00,19.00
2026-06-08T11:30:00Z,82.00,19.00
2026-06-08T11:51:00Z,82.00,19.00
2026-06-08T11:59:00Z,82.00,19.00
2026-06-08T12:02:00Z,82.00,19.00
2026-06-08T12:05:00Z,82.00,19.00
2026-06-08T12:07:00Z,82.00,19.00
2026-06-08T12:08:00Z,82.00,19.00
2026-06-08T12:12:00Z,82.00,19.00
