# event_ticker=KXATPCHALLENGERMATCH-26MAR11MARKOT
# final_score=6-4 6-7(1) 7-6(3)
# score_resolution=4-6 7-6 6-7
# match_winner=Pavel Kotov
# fav_player=Matteo Martineau
# dog_player=Pavel Kotov
# kalshi_date=2026-03-11
timestamp,Matteo Martineau,Pavel Kotov
2026-03-11T06:06:00Z,,70.00
2026-03-11T10:30:00Z,33.00,70.00
2026-03-11T10:44:00Z,33.00,69.00
2026-03-11T10:45:00Z,33.00,70.00
2026-03-11T12:39:00Z,33.00,68.00
2026-03-11T12:53:00Z,32.00,67.00
2026-03-11T13:06:00Z,32.00,67.00
2026-03-11T13:40:00Z,32.00,67.00
2026-03-11T13:43:00Z,32.00,67.00
2026-03-11T14:56:00Z,32.00,67.00
2026-03-11T15:07:00Z,32.00,67.89
2026-03-11T15:08:00Z,33.00,67.89
2026-03-11T16:23:00Z,33.00,67.00
2026-03-11T16:34:00Z,33.00,67.00
2026-03-11T16:38:00Z,34.00,67.00
2026-03-11T16:39:00Z,34.00,67.00
2026-03-11T16:41:00Z,34.00,67.00
2026-03-11T16:47:00Z,34.00,66.50
2026-03-11T16:57:00Z,34.00,67.00
2026-03-11T17:14:00Z,34.00,67.00
2026-03-11T17:16:00Z,34.00,67.00
2026-03-11T17:24:00Z,34.00,66.00
2026-03-11T17:28:00Z,34.00,67.00
2026-03-11T17:31:00Z,34.00,67.00
2026-03-11T17:33:00Z,34.00,67.00
2026-03-11T17:34:00Z,35.80,67.00
2026-03-11T17:35:00Z,36.33,67.00
2026-03-11T17:36:00Z,36.00,67.00
2026-03-11T17:37:00Z,36.00,67.00
2026-03-11T17:38:00Z,39.42,66.55
2026-03-11T17:39:00Z,37.02,65.00
2026-03-11T17:40:00Z,36.00,63.00
2026-03-11T17:41:00Z,37.00,64.80
2026-03-11T17:42:00Z,36.65,65.00
2026-03-11T17:43:00Z,39.17,65.00
2026-03-11T17:44:00Z,37.52,63.00
2026-03-11T17:45:00Z,37.52,67.00
2026-03-11T17:46:00Z,31.11,71.61
2026-03-11T17:47:00Z,22.57,78.84
2026-03-11T17:48:00Z,20.00,82.00
2026-03-11T17:49:00Z,20.74,78.70
2026-03-11T17:50:00Z,23.06,76.11
2026-03-11T17:51:00Z,22.00,78.81
2026-03-11T17:52:00Z,21.00,81.02
2026-03-11T17:53:00Z,22.00,80.28
2026-03-11T17:54:00Z,16.00,83.79
2026-03-11T17:55:00Z,19.90,82.94
2026-03-11T17:56:00Z,22.00,82.94
2026-03-11T17:57:00Z,22.00,80.00
2026-03-11T17:58:00Z,23.00,80.00
2026-03-11T17:59:00Z,20.94,80.00
2026-03-11T18:00:00Z,21.00,81.59
2026-03-11T18:01:00Z,20.63,82.00
2026-03-11T18:02:00Z,19.00,81.89
2026-03-11T18:04:00Z,21.00,81.89
2026-03-11T18:05:00Z,21.00,81.00
2026-03-11T18:06:00Z,19.00,82.00
2026-03-11T18:07:00Z,16.39,84.63
2026-03-11T18:08:00Z,17.00,84.63
2026-03-11T18:09:00Z,17.00,84.63
2026-03-11T18:10:00Z,17.02,84.63
2026-03-11T18:11:00Z,18.00,83.00
2026-03-11T18:12:00Z,18.00,83.00
2026-03-11T18:13:00Z,17.00,85.00
2026-03-11T18:14:00Z,17.38,83.00
2026-03-11T18:16:00Z,15.04,83.03
2026-03-11T18:17:00Z,16.00,85.00
2026-03-11T18:18:00Z,15.01,85.00
2026-03-11T18:19:00Z,16.00,85.00
2026-03-11T18:20:00Z,16.00,85.00
2026-03-11T18:21:00Z,16.27,85.00
2026-03-11T18:22:00Z,13.38,86.00
2026-03-11T18:23:00Z,9.33,89.14
2026-03-11T18:24:00Z,5.08,95.41
2026-03-11T18:25:00Z,3.54,95.53
2026-03-11T18:26:00Z,3.21,97.03
2026-03-11T18:27:00Z,3.00,97.65
2026-03-11T18:28:00Z,2.03,97.52
2026-03-11T18:29:00Z,2.95,97.52
2026-03-11T18:30:00Z,3.76,97.00
2026-03-11T18:31:00Z,3.93,97.00
2026-03-11T18:32:00Z,3.00,97.00
2026-03-11T18:33:00Z,5.00,97.00
2026-03-11T18:34:00Z,2.00,98.62
2026-03-11T18:35:00Z,2.82,98.00
2026-03-11T18:36:00Z,4.47,97.00
2026-03-11T18:37:00Z,4.00,97.00
2026-03-11T18:38:00Z,5.00,97.00
2026-03-11T18:39:00Z,4.04,97.00
2026-03-11T18:40:00Z,5.00,96.16
2026-03-11T18:41:00Z,3.34,96.16
2026-03-11T18:42:00Z,3.97,98.06
2026-03-11T18:43:00Z,4.00,98.06
2026-03-11T18:44:00Z,3.51,97.43
2026-03-11T18:45:00Z,4.00,96.96
2026-03-11T18:46:00Z,5.00,96.99
2026-03-11T18:47:00Z,2.49,98.22
2026-03-11T18:48:00Z,1.03,99.00
2026-03-11T18:49:00Z,7.51,93.33
2026-03-11T18:50:00Z,5.89,94.00
2026-03-11T18:51:00Z,1.64,97.23
2026-03-11T18:52:00Z,3.36,98.29
2026-03-11T18:53:00Z,1.56,98.29
2026-03-11T18:54:00Z,2.42,97.25
2026-03-11T18:55:00Z,2.45,97.25
2026-03-11T18:56:00Z,1.24,98.13
2026-03-11T18:57:00Z,8.54,95.75
2026-03-11T18:58:00Z,14.61,85.39
2026-03-11T18:59:00Z,23.50,76.93
2026-03-11T19:00:00Z,27.58,73.96
2026-03-11T19:01:00Z,28.16,73.00
2026-03-11T19:02:00Z,27.85,73.00
2026-03-11T19:03:00Z,26.88,73.82
2026-03-11T19:04:00Z,32.80,67.01
2026-03-11T19:05:00Z,25.58,71.53
2026-03-11T19:06:00Z,29.94,65.83
2026-03-11T19:07:00Z,35.23,72.34
2026-03-11T19:08:00Z,34.41,66.40
2026-03-11T19:09:00Z,37.20,63.00
2026-03-11T19:10:00Z,34.31,66.24
2026-03-11T19:11:00Z,27.83,70.29
2026-03-11T19:12:00Z,35.07,65.84
2026-03-11T19:13:00Z,45.59,61.19
2026-03-11T19:14:00Z,51.79,52.53
2026-03-11T19:15:00Z,56.67,47.77
2026-03-11T19:16:00Z,53.62,52.18
2026-03-11T19:17:00Z,58.40,44.36
2026-03-11T19:18:00Z,58.25,45.02
2026-03-11T19:19:00Z,54.83,50.29
2026-03-11T19:20:00Z,46.44,52.81
2026-03-11T19:21:00Z,51.01,49.79
2026-03-11T19:22:00Z,54.34,49.06
2026-03-11T19:23:00Z,51.12,51.22
2026-03-11T19:24:00Z,48.19,50.35
2026-03-11T19:25:00Z,49.07,55.03
2026-03-11T19:26:00Z,44.17,59.11
2026-03-11T19:27:00Z,47.37,57.53
2026-03-11T19:28:00Z,53.00,49.94
2026-03-11T19:29:00Z,55.72,48.00
2026-03-11T19:30:00Z,49.42,52.62
2026-03-11T19:31:00Z,43.16,56.61
2026-03-11T19:32:00Z,44.63,58.92
2026-03-11T19:33:00Z,43.02,60.10
2026-03-11T19:34:00Z,38.06,61.79
2026-03-11T19:35:00Z,43.97,56.48
2026-03-11T19:36:00Z,46.31,51.89
2026-03-11T19:37:00Z,55.18,49.59
2026-03-11T19:38:00Z,49.06,56.60
2026-03-11T19:39:00Z,43.12,59.47
2026-03-11T19:40:00Z,41.57,59.41
2026-03-11T19:41:00Z,42.09,60.37
2026-03-11T19:42:00Z,42.84,59.40
2026-03-11T19:43:00Z,44.95,56.41
2026-03-11T19:44:00Z,49.77,52.78
2026-03-11T19:45:00Z,48.50,56.21
2026-03-11T19:46:00Z,46.49,58.65
2026-03-11T19:47:00Z,39.18,60.16
2026-03-11T19:48:00Z,40.14,60.84
2026-03-11T19:49:00Z,29.41,73.59
2026-03-11T19:50:00Z,21.82,76.37
2026-03-11T19:51:00Z,34.95,71.80
2026-03-11T19:52:00Z,44.22,58.80
2026-03-11T19:53:00Z,42.73,60.03
