# event_ticker=KXATPCHALLENGERMATCH-26APR01DUCTOB
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=James Duckworth
# fav_player=Miguel Tobon
# dog_player=James Duckworth
# kalshi_date=2026-04-01
timestamp,Miguel Tobon,James Duckworth
2026-04-01T14:39:00Z,32.00,
2026-04-01T14:40:00Z,32.00,
2026-04-01T14:44:00Z,32.00,68.00
2026-04-01T14:45:00Z,32.00,66.00
2026-04-01T14:50:00Z,32.00,68.00
2026-04-01T14:52:00Z,32.00,67.98
2026-04-01T15:02:00Z,32.00,68.00
2026-04-01T15:13:00Z,32.00,68.00
2026-04-01T15:14:00Z,32.00,68.00
2026-04-01T15:42:00Z,33.00,68.00
2026-04-01T15:47:00Z,33.00,68.00
2026-04-01T16:02:00Z,32.00,68.00
2026-04-01T16:28:00Z,33.00,68.00
2026-04-01T16:32:00Z,33.00,68.00
2026-04-01T17:36:00Z,33.00,69.00
2026-04-01T18:12:00Z,33.00,69.00
2026-04-01T19:06:00Z,33.00,69.00
2026-04-01T19:20:00Z,33.00,69.00
2026-04-01T19:31:00Z,33.00,69.00
2026-04-01T19:33:00Z,31.00,69.00
2026-04-01T19:49:00Z,31.00,69.00
2026-04-01T20:26:00Z,31.00,69.00
2026-04-01T20:27:00Z,31.00,69.00
2026-04-01T20:43:00Z,31.00,69.00
2026-04-01T20:44:00Z,31.00,69.00
2026-04-01T20:53:00Z,31.00,69.00
2026-04-01T21:07:00Z,31.00,69.00
2026-04-01T21:18:00Z,31.00,69.00
2026-04-01T21:49:00Z,31.00,69.00
2026-04-01T22:04:00Z,31.00,69.00
2026-04-01T22:10:00Z,31.00,69.00
2026-04-01T22:14:00Z,31.00,69.00
2026-04-01T22:16:00Z,33.65,69.00
2026-04-01T22:17:00Z,33.65,69.00
2026-04-01T22:24:00Z,33.65,69.00
2026-04-01T22:25:00Z,33.65,69.00
2026-04-01T22:30:00Z,33.65,69.00
2026-04-01T22:31:00Z,33.00,69.00
2026-04-01T22:39:00Z,32.45,69.00
2026-04-01T22:41:00Z,32.45,69.00
2026-04-01T22:43:00Z,32.45,69.00
2026-04-01T22:47:00Z,34.00,69.00
2026-04-01T22:48:00Z,34.00,69.00
2026-04-01T22:53:00Z,34.00,69.00
2026-04-01T22:54:00Z,34.00,69.00
2026-04-01T22:57:00Z,34.00,69.00
2026-04-01T23:00:00Z,34.00,69.00
2026-04-01T23:01:00Z,34.00,69.00
2026-04-01T23:03:00Z,34.00,69.00
2026-04-01T23:04:00Z,34.00,69.00
2026-04-01T23:15:00Z,34.00,68.00
2026-04-01T23:16:00Z,34.00,69.00
2026-04-01T23:18:00Z,34.00,69.00
2026-04-01T23:23:00Z,34.00,68.97
2026-04-01T23:37:00Z,34.00,69.00
2026-04-01T23:41:00Z,34.00,69.00
2026-04-01T23:45:00Z,32.00,69.00
2026-04-01T23:47:00Z,30.25,69.00
2026-04-01T23:48:00Z,30.25,69.00
2026-04-01T23:51:00Z,32.00,69.00
2026-04-01T23:56:00Z,32.00,69.00
2026-04-01T23:57:00Z,32.00,69.00
2026-04-01T23:58:00Z,32.00,69.00
2026-04-02T00:03:00Z,32.00,69.00
2026-04-02T00:14:00Z,32.00,69.00
2026-04-02T00:17:00Z,32.00,69.00
2026-04-02T00:18:00Z,32.00,69.00
2026-04-02T00:19:00Z,32.00,69.00
2026-04-02T00:20:00Z,32.00,69.00
2026-04-02T00:33:00Z,32.00,70.00
2026-04-02T00:36:00Z,32.00,70.00
2026-04-02T00:38:00Z,32.00,71.00
2026-04-02T00:40:00Z,32.00,71.00
2026-04-02T00:41:00Z,32.00,71.00
2026-04-02T00:43:00Z,32.00,70.67
2026-04-02T00:44:00Z,32.00,70.00
2026-04-02T00:45:00Z,32.00,70.00
2026-04-02T00:46:00Z,32.00,70.00
2026-04-02T00:49:00Z,32.00,70.00
2026-04-02T00:51:00Z,32.00,70.99
2026-04-02T00:52:00Z,31.00,70.99
2026-04-02T00:54:00Z,31.00,70.76
2026-04-02T00:55:00Z,31.00,70.00
2026-04-02T00:56:00Z,31.00,70.57
2026-04-02T00:57:00Z,31.97,70.57
2026-04-02T01:00:00Z,31.97,71.00
2026-04-02T01:01:00Z,31.97,70.00
2026-04-02T01:03:00Z,31.57,70.00
2026-04-02T01:04:00Z,31.57,71.00
2026-04-02T01:06:00Z,31.00,71.00
2026-04-02T01:07:00Z,31.00,71.00
2026-04-02T01:08:00Z,31.00,71.00
2026-04-02T01:09:00Z,31.01,71.00
2026-04-02T01:10:00Z,31.00,70.02
2026-04-02T01:11:00Z,36.64,65.91
2026-04-02T01:12:00Z,39.87,59.42
2026-04-02T01:13:00Z,43.59,60.00
2026-04-02T01:14:00Z,34.93,67.81
2026-04-02T01:15:00Z,39.62,64.61
2026-04-02T01:16:00Z,44.96,56.46
2026-04-02T01:17:00Z,48.91,51.69
2026-04-02T01:18:00Z,49.40,51.19
2026-04-02T01:19:00Z,52.89,46.08
2026-04-02T01:20:00Z,51.50,49.78
2026-04-02T01:21:00Z,49.63,50.97
2026-04-02T01:22:00Z,49.77,52.50
2026-04-02T01:23:00Z,41.57,59.92
2026-04-02T01:24:00Z,33.13,70.77
2026-04-02T01:25:00Z,28.68,71.43
2026-04-02T01:26:00Z,25.02,74.05
2026-04-02T01:27:00Z,26.06,73.08
2026-04-02T01:28:00Z,26.66,73.07
2026-04-02T01:29:00Z,26.00,73.04
2026-04-02T01:30:00Z,30.67,74.00
2026-04-02T01:31:00Z,31.18,70.75
2026-04-02T01:32:00Z,32.27,69.48
2026-04-02T01:33:00Z,30.55,70.33
2026-04-02T01:34:00Z,26.72,74.94
2026-04-02T01:35:00Z,26.00,75.00
