# event_ticker=KXATPCHALLENGERMATCH-26MAR11BLAGOJ
# final_score=7-5 6-7(4) 6-4
# score_resolution=7-5 6-7 6-4
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Geoffrey Blancaneaux
# kalshi_date=2026-03-11
timestamp,Borna Gojo,Geoffrey Blancaneaux
2026-03-11T14:58:00Z,78.00,25.00
2026-03-11T14:59:00Z,78.00,25.00
2026-03-11T15:00:00Z,78.00,25.00
2026-03-11T15:01:00Z,78.00,25.00
2026-03-11T15:02:00Z,78.00,25.00
2026-03-11T15:03:00Z,78.00,22.00
2026-03-11T15:04:00Z,78.00,24.00
2026-03-11T15:06:00Z,78.00,24.00
2026-03-11T15:09:00Z,78.00,24.00
2026-03-11T15:12:00Z,78.00,24.00
2026-03-11T15:14:00Z,78.00,24.00
2026-03-11T15:15:00Z,78.00,24.00
2026-03-11T15:17:00Z,79.00,24.00
2026-03-11T15:18:00Z,79.00,24.00
2026-03-11T15:20:00Z,79.00,24.00
2026-03-11T15:26:00Z,79.00,22.00
2026-03-11T15:30:00Z,79.00,24.00
2026-03-11T15:31:00Z,79.00,24.00
2026-03-11T15:33:00Z,79.00,23.98
2026-03-11T15:35:00Z,79.00,23.99
2026-03-11T15:36:00Z,78.00,23.99
2026-03-11T15:43:00Z,78.00,24.00
2026-03-11T15:44:00Z,78.00,24.00
2026-03-11T15:48:00Z,78.00,24.00
2026-03-11T15:52:00Z,78.24,24.00
2026-03-11T16:00:00Z,78.24,21.00
2026-03-11T16:05:00Z,78.24,23.97
2026-03-11T16:09:00Z,79.00,23.97
2026-03-11T16:13:00Z,79.00,24.00
2026-03-11T16:14:00Z,79.00,24.00
2026-03-11T16:15:00Z,79.00,23.00
2026-03-11T16:16:00Z,79.00,23.00
2026-03-11T16:17:00Z,79.00,23.00
2026-03-11T16:18:00Z,79.00,23.00
2026-03-11T16:19:00Z,79.00,21.00
2026-03-11T16:20:00Z,81.00,19.88
2026-03-11T16:21:00Z,80.00,22.41
2026-03-11T16:22:00Z,82.06,16.00
2026-03-11T16:23:00Z,81.00,21.00
2026-03-11T16:24:00Z,80.00,22.26
2026-03-11T16:25:00Z,81.81,22.26
2026-03-11T16:26:00Z,81.81,21.00
2026-03-11T16:27:00Z,82.00,21.00
2026-03-11T16:28:00Z,82.00,21.72
2026-03-11T16:29:00Z,79.00,23.02
2026-03-11T16:30:00Z,77.63,24.00
2026-03-11T16:31:00Z,79.00,23.28
2026-03-11T16:32:00Z,78.49,23.00
2026-03-11T16:33:00Z,77.15,24.05
2026-03-11T16:34:00Z,77.15,23.06
2026-03-11T16:35:00Z,80.00,22.00
2026-03-11T16:36:00Z,80.00,22.00
2026-03-11T16:37:00Z,82.42,19.87
2026-03-11T16:38:00Z,80.32,20.43
2026-03-11T16:39:00Z,84.72,18.88
2026-03-11T16:40:00Z,87.98,13.95
2026-03-11T16:41:00Z,82.94,19.10
2026-03-11T16:42:00Z,80.23,22.00
2026-03-11T16:43:00Z,79.08,23.86
2026-03-11T16:44:00Z,77.14,26.90
2026-03-11T16:45:00Z,77.68,25.92
2026-03-11T16:46:00Z,79.00,23.06
2026-03-11T16:47:00Z,79.00,21.99
2026-03-11T16:48:00Z,79.00,21.31
2026-03-11T16:49:00Z,80.92,23.00
2026-03-11T16:50:00Z,80.92,23.82
2026-03-11T16:51:00Z,82.08,19.43
2026-03-11T16:52:00Z,84.70,16.66
2026-03-11T16:53:00Z,81.10,22.98
2026-03-11T16:54:00Z,84.12,17.24
2026-03-11T16:55:00Z,78.62,22.25
2026-03-11T16:56:00Z,77.19,25.18
2026-03-11T16:57:00Z,80.00,24.00
2026-03-11T16:58:00Z,78.48,23.97
2026-03-11T16:59:00Z,78.45,21.17
2026-03-11T17:00:00Z,78.45,23.00
2026-03-11T17:01:00Z,78.06,23.00
2026-03-11T17:02:00Z,78.06,26.97
2026-03-11T17:03:00Z,74.70,25.98
2026-03-11T17:04:00Z,71.00,30.71
2026-03-11T17:05:00Z,66.54,37.46
2026-03-11T17:06:00Z,66.54,29.92
2026-03-11T17:07:00Z,74.40,26.44
2026-03-11T17:08:00Z,74.11,25.00
2026-03-11T17:09:00Z,74.00,27.27
2026-03-11T17:10:00Z,78.84,24.49
2026-03-11T17:11:00Z,83.07,18.25
2026-03-11T17:12:00Z,86.35,14.06
2026-03-11T17:13:00Z,90.98,9.81
2026-03-11T17:14:00Z,91.00,10.89
2026-03-11T17:15:00Z,91.19,10.12
2026-03-11T17:16:00Z,91.76,10.59
2026-03-11T17:17:00Z,91.98,9.00
2026-03-11T17:18:00Z,91.44,9.61
2026-03-11T17:19:00Z,87.71,11.30
2026-03-11T17:20:00Z,90.00,11.65
2026-03-11T17:21:00Z,90.78,11.59
2026-03-11T17:22:00Z,91.06,10.00
2026-03-11T17:23:00Z,92.90,9.24
2026-03-11T17:24:00Z,93.31,8.58
2026-03-11T17:25:00Z,93.00,7.94
2026-03-11T17:26:00Z,91.96,9.17
2026-03-11T17:27:00Z,93.75,7.11
2026-03-11T17:28:00Z,95.20,5.00
2026-03-11T17:29:00Z,94.97,6.91
2026-03-11T17:30:00Z,93.32,9.63
2026-03-11T17:31:00Z,92.58,9.96
2026-03-11T17:32:00Z,92.91,7.20
2026-03-11T17:33:00Z,94.82,6.32
2026-03-11T17:34:00Z,93.67,8.73
2026-03-11T17:35:00Z,91.00,9.73
2026-03-11T17:36:00Z,90.28,11.23
2026-03-11T17:37:00Z,90.00,11.40
2026-03-11T17:38:00Z,92.00,9.38
2026-03-11T17:39:00Z,90.56,9.98
2026-03-11T17:40:00Z,91.00,10.63
2026-03-11T17:41:00Z,89.70,11.37
2026-03-11T17:42:00Z,88.20,12.89
2026-03-11T17:43:00Z,87.00,14.77
2026-03-11T17:44:00Z,88.83,12.62
2026-03-11T17:45:00Z,89.93,10.18
2026-03-11T17:46:00Z,88.87,11.15
2026-03-11T17:47:00Z,88.83,13.27
2026-03-11T17:48:00Z,89.05,12.40
2026-03-11T17:49:00Z,90.00,10.98
2026-03-11T17:50:00Z,91.17,10.00
2026-03-11T17:51:00Z,90.95,10.59
2026-03-11T17:52:00Z,90.81,11.03
2026-03-11T17:53:00Z,87.84,13.57
2026-03-11T17:54:00Z,89.21,11.05
2026-03-11T17:55:00Z,90.21,10.24
2026-03-11T17:56:00Z,90.00,10.24
2026-03-11T17:57:00Z,92.72,7.51
2026-03-11T17:58:00Z,94.73,6.32
2026-03-11T17:59:00Z,95.42,4.74
2026-03-11T18:00:00Z,95.84,4.90
2026-03-11T18:01:00Z,92.17,8.37
2026-03-11T18:02:00Z,90.51,11.22
2026-03-11T18:03:00Z,89.03,11.40
2026-03-11T18:04:00Z,89.10,13.64
2026-03-11T18:05:00Z,88.64,11.62
2026-03-11T18:06:00Z,89.58,12.26
2026-03-11T18:07:00Z,90.31,10.03
2026-03-11T18:08:00Z,90.99,9.93
2026-03-11T18:09:00Z,89.18,12.00
2026-03-11T18:10:00Z,90.94,10.38
2026-03-11T18:11:00Z,92.76,8.56
2026-03-11T18:12:00Z,93.24,5.77
2026-03-11T18:13:00Z,91.02,12.29
2026-03-11T18:14:00Z,87.81,12.85
2026-03-11T18:15:00Z,82.86,17.16
2026-03-11T18:16:00Z,80.11,21.06
2026-03-11T18:17:00Z,84.87,16.31
2026-03-11T18:18:00Z,69.71,25.22
2026-03-11T18:19:00Z,64.82,33.06
2026-03-11T18:20:00Z,69.11,33.35
2026-03-11T18:21:00Z,72.40,25.62
2026-03-11T18:22:00Z,74.41,27.04
2026-03-11T18:23:00Z,71.04,29.64
2026-03-11T18:24:00Z,66.43,31.84
2026-03-11T18:25:00Z,68.20,32.83
2026-03-11T18:26:00Z,69.29,31.55
2026-03-11T18:27:00Z,67.77,32.62
2026-03-11T18:28:00Z,68.83,34.83
2026-03-11T18:29:00Z,68.71,33.21
2026-03-11T18:30:00Z,69.06,32.15
2026-03-11T18:31:00Z,65.88,34.80
2026-03-11T18:32:00Z,68.22,32.47
2026-03-11T18:33:00Z,70.28,30.13
2026-03-11T18:34:00Z,68.01,31.37
2026-03-11T18:35:00Z,63.36,37.19
2026-03-11T18:36:00Z,62.97,35.51
2026-03-11T18:37:00Z,67.57,33.43
2026-03-11T18:38:00Z,71.02,32.23
2026-03-11T18:39:00Z,68.81,31.55
2026-03-11T18:40:00Z,69.21,38.88
2026-03-11T18:41:00Z,76.53,22.98
2026-03-11T18:42:00Z,74.65,22.72
2026-03-11T18:43:00Z,78.54,20.71
2026-03-11T18:44:00Z,70.62,29.71
2026-03-11T18:45:00Z,65.96,34.01
2026-03-11T18:46:00Z,63.74,33.36
2026-03-11T18:47:00Z,63.21,37.77
2026-03-11T18:48:00Z,57.59,43.02
2026-03-11T18:49:00Z,57.41,42.88
2026-03-11T18:50:00Z,60.89,36.36
2026-03-11T18:51:00Z,53.98,48.77
2026-03-11T18:52:00Z,56.95,41.66
2026-03-11T18:53:00Z,65.87,35.60
2026-03-11T18:54:00Z,65.59,37.84
2026-03-11T18:55:00Z,61.90,39.36
2026-03-11T18:56:00Z,58.11,43.04
2026-03-11T18:57:00Z,58.87,40.97
2026-03-11T18:58:00Z,61.93,42.43
2026-03-11T18:59:00Z,64.19,37.00
2026-03-11T19:00:00Z,63.92,36.47
2026-03-11T19:01:00Z,63.32,40.21
2026-03-11T19:02:00Z,64.56,37.99
2026-03-11T19:03:00Z,68.05,34.33
2026-03-11T19:04:00Z,71.16,31.71
2026-03-11T19:05:00Z,77.98,21.67
2026-03-11T19:06:00Z,92.43,8.10
2026-03-11T19:07:00Z,92.35,6.89
2026-03-11T19:08:00Z,93.62,5.29
2026-03-11T19:09:00Z,91.86,9.21
2026-03-11T19:10:00Z,94.50,5.84
2026-03-11T19:11:00Z,95.15,5.17
2026-03-11T19:12:00Z,93.64,6.23
2026-03-11T19:13:00Z,95.10,5.00
2026-03-11T19:14:00Z,96.86,3.27
2026-03-11T19:15:00Z,94.51,5.75
2026-03-11T19:16:00Z,93.73,6.87
2026-03-11T19:17:00Z,93.83,6.96
2026-03-11T19:18:00Z,95.70,4.17
2026-03-11T19:19:00Z,92.85,8.83
2026-03-11T19:20:00Z,98.01,3.58
2026-03-11T19:21:00Z,99.00,1.20
2026-03-11T19:22:00Z,99.00,1.20
