# event_ticker=KXATPCHALLENGERMATCH-26APR11ZHOKOT
# final_score=6-1 2-0 RET
# match_winner=Pavel Kotov
# fav_player=Yi Zhou
# dog_player=Pavel Kotov
# kalshi_date=2026-04-11
timestamp,Yi Zhou,Pavel Kotov
2026-04-13T20:50:00Z,,59.00
2026-04-13T21:25:00Z,,59.00
2026-04-13T22:10:00Z,,57.00
2026-04-13T23:05:00Z,43.00,57.00
2026-04-13T23:15:00Z,43.00,58.00
2026-04-13T23:17:00Z,43.00,58.00
2026-04-13T23:18:00Z,42.00,57.00
2026-04-13T23:28:00Z,42.50,58.13
2026-04-13T23:31:00Z,43.00,58.13
2026-04-13T23:36:00Z,42.00,59.00
2026-04-13T23:42:00Z,42.00,59.00
2026-04-13T23:52:00Z,42.00,59.00
2026-04-14T00:25:00Z,42.00,59.00
2026-04-14T00:36:00Z,42.00,59.00
2026-04-14T00:44:00Z,42.00,59.00
2026-04-14T00:52:00Z,42.00,59.00
2026-04-14T01:09:00Z,42.00,59.00
2026-04-14T01:13:00Z,42.00,60.00
2026-04-14T01:24:00Z,42.00,60.00
2026-04-14T01:45:00Z,42.00,60.82
2026-04-14T01:58:00Z,42.00,61.00
2026-04-14T02:00:00Z,42.00,61.00
2026-04-14T02:04:00Z,42.00,61.00
2026-04-14T02:09:00Z,42.00,61.00
2026-04-14T02:14:00Z,42.00,61.00
2026-04-14T02:21:00Z,42.00,61.00
2026-04-14T02:31:00Z,42.00,61.00
2026-04-14T02:32:00Z,41.00,61.00
2026-04-14T02:33:00Z,41.00,61.00
2026-04-14T02:35:00Z,41.00,61.00
2026-04-14T02:38:00Z,41.00,61.00
2026-04-14T02:39:00Z,41.00,61.00
2026-04-14T02:42:00Z,41.00,59.49
2026-04-14T02:47:00Z,41.00,59.49
2026-04-14T03:02:00Z,41.00,59.00
2026-04-14T03:13:00Z,41.00,59.00
2026-04-14T03:23:00Z,41.00,60.00
2026-04-14T03:28:00Z,40.00,60.00
2026-04-14T03:29:00Z,40.00,61.00
2026-04-14T03:31:00Z,40.00,61.00
2026-04-14T03:34:00Z,41.00,61.00
2026-04-14T03:36:00Z,41.00,61.00
2026-04-14T03:38:00Z,41.00,61.00
2026-04-14T03:41:00Z,41.00,61.00
2026-04-14T03:45:00Z,41.00,61.00
2026-04-14T03:47:00Z,41.00,61.00
2026-04-14T03:48:00Z,41.00,61.00
2026-04-14T03:52:00Z,41.00,61.00
2026-04-14T04:02:00Z,41.00,61.00
2026-04-14T04:12:00Z,41.00,61.00
2026-04-14T04:13:00Z,41.00,61.00
2026-04-14T04:14:00Z,41.00,61.00
2026-04-14T04:15:00Z,39.00,61.00
2026-04-14T04:16:00Z,39.00,61.00
2026-04-14T04:24:00Z,39.00,61.00
2026-04-14T04:26:00Z,39.00,61.00
2026-04-14T04:27:00Z,40.00,61.00
2026-04-14T04:28:00Z,38.00,61.00
2026-04-14T04:31:00Z,40.00,61.00
2026-04-14T04:32:00Z,40.00,61.00
2026-04-14T04:33:00Z,40.00,62.00
2026-04-14T04:34:00Z,40.00,62.00
2026-04-14T04:37:00Z,40.00,62.00
2026-04-14T04:38:00Z,40.00,62.00
2026-04-14T04:39:00Z,40.00,62.00
2026-04-14T04:40:00Z,40.00,62.00
2026-04-14T04:41:00Z,40.00,62.00
2026-04-14T04:42:00Z,40.00,63.00
2026-04-14T04:43:00Z,40.00,62.13
2026-04-14T04:44:00Z,40.00,63.00
2026-04-14T04:45:00Z,40.00,62.00
2026-04-14T04:46:00Z,40.00,62.93
2026-04-14T04:47:00Z,38.00,62.98
2026-04-14T04:48:00Z,38.00,63.00
2026-04-14T04:49:00Z,38.00,63.00
2026-04-14T04:50:00Z,38.00,63.00
2026-04-14T04:51:00Z,38.00,63.00
2026-04-14T04:54:00Z,38.00,63.00
2026-04-14T04:55:00Z,38.00,63.00
2026-04-14T04:57:00Z,38.00,63.00
2026-04-14T04:58:00Z,38.00,61.00
2026-04-14T04:59:00Z,38.00,63.00
2026-04-14T05:00:00Z,38.00,63.00
2026-04-14T05:02:00Z,38.00,63.00
2026-04-14T05:04:00Z,38.00,63.00
2026-04-14T05:06:00Z,38.00,62.06
2026-04-14T05:07:00Z,38.00,63.46
2026-04-14T05:08:00Z,38.00,64.00
2026-04-14T05:10:00Z,38.00,64.00
2026-04-14T05:11:00Z,38.00,64.00
2026-04-14T05:12:00Z,38.00,62.00
2026-04-14T05:13:00Z,38.00,62.34
2026-04-14T05:14:00Z,38.00,63.00
2026-04-14T05:16:00Z,38.00,60.88
2026-04-14T05:17:00Z,38.00,63.00
2026-04-14T05:19:00Z,38.00,63.00
2026-04-14T05:21:00Z,38.00,63.00
2026-04-14T05:22:00Z,38.00,63.00
2026-04-14T05:23:00Z,37.00,63.00
2026-04-14T05:26:00Z,37.00,63.50
2026-04-14T05:28:00Z,37.00,64.00
2026-04-14T05:29:00Z,38.00,63.00
2026-04-14T05:30:00Z,38.00,64.00
