# event_ticker=KXATPCHALLENGERMATCH-26APR07CHIMOC
# final_score=6-4 6-1
# match_winner=Clement Chidekh
# fav_player=Clement Chidekh
# dog_player=Yuki Mochizuki
# kalshi_date=2026-04-07
timestamp,Clement Chidekh,Yuki Mochizuki
2026-04-07T05:36:00Z,91.00,12.01
2026-04-07T05:39:00Z,91.00,10.00
2026-04-07T05:43:00Z,91.00,10.00
2026-04-07T05:46:00Z,91.00,12.00
2026-04-07T05:53:00Z,91.00,12.00
2026-04-07T05:59:00Z,91.00,12.00
2026-04-07T06:14:00Z,91.00,11.00
2026-04-07T06:18:00Z,91.00,11.00
2026-04-07T06:37:00Z,91.00,11.00
2026-04-07T06:38:00Z,91.00,11.00
2026-04-07T06:44:00Z,91.00,11.00
2026-04-07T06:50:00Z,91.00,11.00
2026-04-07T06:52:00Z,91.00,11.00
2026-04-07T06:53:00Z,91.00,11.00
2026-04-07T06:56:00Z,91.00,11.00
2026-04-07T06:57:00Z,91.00,11.00
2026-04-07T06:59:00Z,91.00,11.00
2026-04-07T07:03:00Z,91.00,11.00
2026-04-07T07:43:00Z,91.00,11.00
2026-04-07T07:47:00Z,91.00,11.02
2026-04-07T07:51:00Z,91.00,11.00
2026-04-07T07:58:00Z,91.00,11.00
2026-04-07T08:21:00Z,91.00,11.00
2026-04-07T08:28:00Z,91.00,11.08
2026-04-07T08:36:00Z,90.00,11.92
2026-04-07T08:41:00Z,90.00,12.00
2026-04-07T08:42:00Z,90.00,11.24
2026-04-07T09:06:00Z,90.00,11.00
2026-04-07T09:07:00Z,90.00,11.00
2026-04-07T09:10:00Z,89.00,12.04
2026-04-07T09:11:00Z,91.01,11.00
2026-04-07T09:12:00Z,91.00,9.81
2026-04-07T09:13:00Z,91.00,9.42
2026-04-07T09:14:00Z,91.95,9.17
2026-04-07T09:15:00Z,90.79,11.41
2026-04-07T09:16:00Z,89.00,13.00
2026-04-07T09:17:00Z,89.00,13.90
2026-04-07T09:18:00Z,91.00,11.78
2026-04-07T09:19:00Z,90.00,10.44
2026-04-07T09:20:00Z,91.41,8.64
2026-04-07T09:21:00Z,91.41,11.42
2026-04-07T09:22:00Z,87.59,15.50
2026-04-07T09:23:00Z,85.55,14.83
2026-04-07T09:24:00Z,84.94,15.33
2026-04-07T09:25:00Z,81.88,20.34
2026-04-07T09:26:00Z,78.00,22.82
2026-04-07T09:27:00Z,78.00,24.36
2026-04-07T09:28:00Z,75.57,26.53
2026-04-07T09:29:00Z,75.81,28.00
2026-04-07T09:30:00Z,68.76,30.23
2026-04-07T09:31:00Z,70.99,29.24
2026-04-07T09:32:00Z,70.99,25.75
2026-04-07T09:33:00Z,70.99,28.00
2026-04-07T09:34:00Z,75.06,27.00
2026-04-07T09:35:00Z,75.04,28.00
2026-04-07T09:36:00Z,77.57,27.15
2026-04-07T09:37:00Z,69.00,29.74
2026-04-07T09:38:00Z,71.93,30.35
2026-04-07T09:39:00Z,72.06,26.63
2026-04-07T09:40:00Z,77.10,22.03
2026-04-07T09:41:00Z,76.69,22.33
2026-04-07T09:42:00Z,82.73,17.85
2026-04-07T09:43:00Z,83.48,18.51
2026-04-07T09:44:00Z,83.50,14.97
2026-04-07T09:45:00Z,86.00,15.07
2026-04-07T09:46:00Z,81.00,18.35
2026-04-07T09:47:00Z,84.60,16.44
2026-04-07T09:48:00Z,85.00,14.25
2026-04-07T09:49:00Z,88.91,11.95
2026-04-07T09:50:00Z,92.17,8.13
2026-04-07T09:51:00Z,92.17,6.78
2026-04-07T09:52:00Z,93.00,8.90
2026-04-07T09:53:00Z,94.00,8.18
2026-04-07T09:54:00Z,94.03,8.18
2026-04-07T09:55:00Z,93.73,8.97
2026-04-07T09:56:00Z,94.92,5.09
2026-04-07T09:57:00Z,96.00,3.92
2026-04-07T09:58:00Z,96.00,3.09
2026-04-07T09:59:00Z,96.00,3.63
2026-04-07T10:00:00Z,97.77,2.41
2026-04-07T10:01:00Z,99.00,2.05
2026-04-07T10:02:00Z,97.97,4.00
2026-04-07T10:03:00Z,98.32,4.00
2026-04-07T10:04:00Z,97.00,3.98
2026-04-07T10:05:00Z,97.90,4.50
2026-04-07T10:06:00Z,97.09,3.85
2026-04-07T10:07:00Z,97.06,5.82
2026-04-07T10:08:00Z,97.01,3.27
2026-04-07T10:09:00Z,98.00,2.70
2026-04-07T10:10:00Z,98.00,1.96
2026-04-07T10:11:00Z,96.29,2.99
2026-04-07T10:12:00Z,96.29,3.00
2026-04-07T10:13:00Z,97.00,4.36
2026-04-07T10:14:00Z,97.44,3.06
2026-04-07T10:15:00Z,98.00,2.00
2026-04-07T10:16:00Z,97.36,4.49
2026-04-07T10:17:00Z,98.04,3.00
2026-04-07T10:18:00Z,98.04,2.95
2026-04-07T10:19:00Z,99.00,2.95
2026-04-07T10:20:00Z,99.00,1.37
2026-04-07T10:21:00Z,99.00,1.13
2026-04-07T10:22:00Z,99.00,1.27
2026-04-07T10:23:00Z,99.00,1.00
2026-04-07T10:24:00Z,99.00,1.00
2026-04-07T10:25:00Z,99.00,1.00
2026-04-07T10:26:00Z,99.00,1.00
2026-04-07T10:27:00Z,99.00,1.00
2026-04-07T10:32:00Z,99.00,1.00
