# event_ticker=KXATPCHALLENGERMATCH-26APR28BRUBAR
# final_score=6-3 4-6 6-3
# score_resolution=3-6 6-4 3-6
# match_winner=Mika Brunold
# fav_player=Alex Barrena
# dog_player=Mika Brunold
# kalshi_date=2026-04-28
timestamp,Mika Brunold,Alex Barrena
2026-04-28T01:17:00Z,55.00,
2026-04-28T03:28:00Z,55.00,50.00
2026-04-28T05:00:00Z,55.00,50.00
2026-04-28T05:27:00Z,53.00,50.00
2026-04-28T05:55:00Z,53.00,50.00
2026-04-28T06:00:00Z,53.00,50.00
2026-04-28T06:16:00Z,51.00,50.00
2026-04-28T06:41:00Z,54.70,50.00
2026-04-28T07:56:00Z,54.80,47.00
2026-04-28T07:59:00Z,52.00,47.00
2026-04-28T08:00:00Z,52.00,48.00
2026-04-28T11:12:00Z,54.00,48.00
2026-04-28T11:13:00Z,54.00,48.00
2026-04-28T11:18:00Z,54.00,49.35
2026-04-28T11:20:00Z,54.00,49.00
2026-04-28T11:21:00Z,54.00,54.00
2026-04-28T11:23:00Z,54.00,45.00
2026-04-28T11:25:00Z,54.00,43.00
2026-04-28T11:26:00Z,55.00,45.00
2026-04-28T11:28:00Z,55.00,49.00
2026-04-28T11:29:00Z,53.00,46.00
2026-04-28T11:30:00Z,57.00,46.00
2026-04-28T11:33:00Z,60.00,40.00
2026-04-28T11:34:00Z,64.93,36.23
2026-04-28T11:35:00Z,66.00,34.00
2026-04-28T11:37:00Z,71.71,28.02
2026-04-28T11:38:00Z,72.00,27.00
2026-04-28T11:40:00Z,72.00,26.00
2026-04-28T11:41:00Z,75.74,26.00
2026-04-28T11:44:00Z,74.00,26.00
2026-04-28T11:45:00Z,74.00,25.92
2026-04-28T11:48:00Z,74.00,23.00
2026-04-28T11:49:00Z,74.00,21.72
2026-04-28T11:50:00Z,78.00,23.17
2026-04-28T11:51:00Z,78.00,24.00
2026-04-28T11:52:00Z,70.00,24.00
2026-04-28T11:53:00Z,70.00,24.00
2026-04-28T11:55:00Z,76.33,24.81
2026-04-28T11:56:00Z,80.02,20.00
2026-04-28T11:57:00Z,80.02,21.00
2026-04-28T11:58:00Z,80.02,21.00
2026-04-28T12:00:00Z,80.79,21.00
2026-04-28T12:01:00Z,87.57,16.00
2026-04-28T12:02:00Z,89.77,11.24
2026-04-28T12:03:00Z,89.77,8.00
2026-04-28T12:04:00Z,92.00,8.00
2026-04-28T12:06:00Z,93.31,8.00
2026-04-28T12:07:00Z,94.00,5.97
2026-04-28T12:08:00Z,91.18,7.20
2026-04-28T12:10:00Z,90.00,10.07
2026-04-28T12:11:00Z,90.00,14.31
2026-04-28T12:12:00Z,82.20,17.44
2026-04-28T12:13:00Z,83.97,15.67
2026-04-28T12:14:00Z,87.16,12.59
2026-04-28T12:15:00Z,91.89,9.00
2026-04-28T12:16:00Z,87.98,12.90
2026-04-28T12:17:00Z,79.72,20.13
2026-04-28T12:18:00Z,79.72,24.78
2026-04-28T12:19:00Z,74.00,27.14
2026-04-28T12:20:00Z,73.84,28.00
2026-04-28T12:21:00Z,70.84,29.64
2026-04-28T12:22:00Z,72.98,27.03
2026-04-28T12:23:00Z,77.15,22.95
2026-04-28T12:24:00Z,75.04,24.03
2026-04-28T12:25:00Z,75.05,25.32
2026-04-28T12:26:00Z,74.60,25.78
2026-04-28T12:27:00Z,77.70,22.22
2026-04-28T12:28:00Z,77.43,20.46
2026-04-28T12:29:00Z,75.47,25.83
2026-04-28T12:30:00Z,75.47,26.00
2026-04-28T12:31:00Z,71.62,28.86
2026-04-28T12:32:00Z,71.49,30.30
2026-04-28T12:33:00Z,73.06,26.00
2026-04-28T12:34:00Z,77.62,25.30
2026-04-28T12:35:00Z,74.47,25.51
2026-04-28T12:36:00Z,74.13,26.21
2026-04-28T12:37:00Z,70.06,30.83
2026-04-28T12:38:00Z,73.18,28.01
2026-04-28T12:39:00Z,75.05,26.00
2026-04-28T12:40:00Z,76.98,23.09
2026-04-28T12:41:00Z,74.94,25.18
2026-04-28T12:42:00Z,71.00,29.00
2026-04-28T12:43:00Z,71.00,30.00
2026-04-28T12:44:00Z,71.30,27.98
2026-04-28T12:45:00Z,74.15,25.00
2026-04-28T12:46:00Z,70.07,29.15
2026-04-28T12:47:00Z,64.18,36.19
2026-04-28T12:48:00Z,54.57,44.52
2026-04-28T12:49:00Z,51.31,49.86
2026-04-28T12:50:00Z,50.00,50.00
2026-04-28T12:51:00Z,50.99,49.70
2026-04-28T12:52:00Z,50.99,50.00
2026-04-28T12:53:00Z,50.33,49.58
2026-04-28T12:54:00Z,51.00,50.00
2026-04-28T12:55:00Z,51.99,50.40
2026-04-28T12:56:00Z,55.89,47.84
2026-04-28T12:57:00Z,44.90,53.21
2026-04-28T12:58:00Z,44.05,56.73
2026-04-28T12:59:00Z,44.71,57.88
2026-04-28T13:00:00Z,41.79,60.36
2026-04-28T13:01:00Z,29.35,66.17
2026-04-28T13:02:00Z,26.02,75.11
2026-04-28T13:03:00Z,15.14,82.57
2026-04-28T13:04:00Z,15.51,85.16
2026-04-28T13:05:00Z,15.21,84.10
2026-04-28T13:06:00Z,13.03,86.11
2026-04-28T13:07:00Z,12.02,87.42
2026-04-28T13:08:00Z,12.67,90.67
2026-04-28T13:09:00Z,11.96,88.29
2026-04-28T13:10:00Z,17.07,84.71
2026-04-28T13:11:00Z,15.04,84.69
2026-04-28T13:12:00Z,17.26,81.91
2026-04-28T13:13:00Z,24.62,72.59
2026-04-28T13:14:00Z,24.91,73.82
2026-04-28T13:15:00Z,36.13,61.78
2026-04-28T13:16:00Z,39.31,56.55
2026-04-28T13:17:00Z,42.79,56.02
