# event_ticker=KXATPMATCH-26MAY09SINOFN
# final_score=6-3 6-4
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Sebastian Ofner
# kalshi_date=2026-05-09
timestamp,Jannik Sinner,Sebastian Ofner
2026-05-09T17:10:00Z,99.00,2.10
2026-05-09T17:11:00Z,99.00,2.35
2026-05-09T17:12:00Z,98.05,2.00
2026-05-09T17:13:00Z,98.00,2.00
2026-05-09T17:14:00Z,98.00,2.05
2026-05-09T17:15:00Z,97.00,3.00
2026-05-09T17:16:00Z,97.01,3.00
2026-05-09T17:17:00Z,97.01,3.00
2026-05-09T17:18:00Z,98.71,2.07
2026-05-09T17:19:00Z,99.00,2.00
2026-05-09T17:20:00Z,99.00,2.00
2026-05-09T17:21:00Z,99.00,2.00
2026-05-09T17:22:00Z,98.83,2.00
2026-05-09T17:23:00Z,99.00,1.15
2026-05-09T17:24:00Z,98.00,2.00
2026-05-09T17:25:00Z,98.00,2.92
2026-05-09T17:26:00Z,97.90,2.39
2026-05-09T17:27:00Z,98.98,2.98
2026-05-09T17:28:00Z,98.98,2.96
2026-05-09T17:29:00Z,98.98,1.20
2026-05-09T17:30:00Z,98.98,1.06
2026-05-09T17:31:00Z,99.00,1.82
2026-05-09T17:32:00Z,99.00,1.66
2026-05-09T17:33:00Z,98.73,1.84
2026-05-09T17:34:00Z,99.00,1.22
2026-05-09T17:35:00Z,99.00,1.75
2026-05-09T17:36:00Z,99.00,2.00
2026-05-09T17:37:00Z,99.00,1.91
2026-05-09T17:38:00Z,99.00,1.97
2026-05-09T17:39:00Z,99.00,1.23
2026-05-09T17:40:00Z,99.00,1.25
2026-05-09T17:41:00Z,99.00,1.30
2026-05-09T17:42:00Z,99.00,2.00
2026-05-09T17:43:00Z,99.00,1.99
2026-05-09T17:44:00Z,99.00,1.84
2026-05-09T17:45:00Z,99.00,1.99
2026-05-09T17:46:00Z,99.00,1.94
2026-05-09T17:47:00Z,99.00,1.04
2026-05-09T17:48:00Z,99.00,2.00
2026-05-09T17:49:00Z,99.00,1.05
2026-05-09T17:50:00Z,99.00,1.00
2026-05-09T17:51:00Z,99.00,1.00
2026-05-09T17:52:00Z,99.00,1.00
2026-05-09T17:53:00Z,99.00,1.00
2026-05-09T17:54:00Z,99.00,1.00
2026-05-09T17:55:00Z,99.00,1.00
2026-05-09T17:56:00Z,99.00,1.00
2026-05-09T17:57:00Z,99.00,1.00
2026-05-09T17:59:00Z,99.00,1.00
2026-05-09T18:00:00Z,99.00,1.00
2026-05-09T18:01:00Z,99.00,1.00
2026-05-09T18:02:00Z,99.00,1.00
2026-05-09T18:03:00Z,99.00,1.00
2026-05-09T18:04:00Z,99.00,1.00
2026-05-09T18:05:00Z,99.00,1.00
2026-05-09T18:06:00Z,99.00,1.00
2026-05-09T18:07:00Z,99.00,1.00
2026-05-09T18:08:00Z,99.00,1.00
2026-05-09T18:09:00Z,99.00,1.00
2026-05-09T18:10:00Z,99.00,1.00
2026-05-09T18:11:00Z,99.00,1.00
2026-05-09T18:12:00Z,99.00,1.00
2026-05-09T18:13:00Z,99.00,1.00
2026-05-09T18:14:00Z,99.00,1.00
2026-05-09T18:15:00Z,99.00,1.00
2026-05-09T18:16:00Z,99.00,1.00
2026-05-09T18:17:00Z,99.00,1.00
2026-05-09T18:19:00Z,99.00,1.00
2026-05-09T18:20:00Z,99.00,1.00
2026-05-09T18:21:00Z,99.00,1.00
2026-05-09T18:22:00Z,99.00,1.00
2026-05-09T18:23:00Z,99.00,1.00
2026-05-09T18:24:00Z,99.00,1.00
2026-05-09T18:25:00Z,99.00,1.00
2026-05-09T18:26:00Z,99.00,1.00
2026-05-09T18:27:00Z,99.00,1.00
2026-05-09T18:28:00Z,99.00,1.00
2026-05-09T18:29:00Z,99.00,1.00
2026-05-09T18:30:00Z,99.00,1.00
2026-05-09T18:31:00Z,99.00,1.00
2026-05-09T18:32:00Z,99.00,1.00
2026-05-09T18:33:00Z,99.00,1.00
2026-05-09T18:34:00Z,99.00,1.00
2026-05-09T18:35:00Z,99.00,1.00
2026-05-09T18:36:00Z,99.00,1.00
2026-05-09T18:37:00Z,99.00,1.00
2026-05-09T18:38:00Z,99.00,1.00
2026-05-09T18:39:00Z,99.00,1.00
2026-05-09T18:40:00Z,99.00,1.00
2026-05-09T18:41:00Z,99.00,1.00
2026-05-09T18:42:00Z,99.00,1.00
2026-05-09T18:43:00Z,99.00,1.00
2026-05-09T18:45:00Z,99.00,1.00
2026-05-09T18:46:00Z,99.00,1.00
2026-05-09T18:47:00Z,99.00,1.00
2026-05-09T18:48:00Z,99.00,1.00
2026-05-09T18:49:00Z,99.00,1.00
2026-05-09T18:51:00Z,99.00,1.00
