# event_ticker=KXATPMATCH-26MAY09SINOFN
# final_score=6-3 6-4
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Sebastian Ofner
# kalshi_date=2026-05-09
timestamp,Jannik Sinner,Sebastian Ofner
2026-05-09T05:36:00Z,,3.00
2026-05-09T05:46:00Z,,3.00
2026-05-09T05:51:00Z,98.00,3.00
2026-05-09T06:17:00Z,98.00,3.00
2026-05-09T06:27:00Z,98.00,3.00
2026-05-09T06:38:00Z,98.00,3.00
2026-05-09T06:50:00Z,98.00,3.00
2026-05-09T06:54:00Z,98.00,3.00
2026-05-09T07:01:00Z,98.00,3.00
2026-05-09T07:09:00Z,98.00,3.00
2026-05-09T07:36:00Z,98.00,3.00
2026-05-09T08:03:00Z,98.00,3.00
2026-05-09T08:19:00Z,98.00,3.00
2026-05-09T08:45:00Z,98.00,3.00
2026-05-09T09:05:00Z,98.00,3.00
2026-05-09T09:18:00Z,98.00,3.00
2026-05-09T09:30:00Z,98.00,3.00
2026-05-09T11:34:00Z,98.00,3.00
2026-05-09T12:01:00Z,98.00,3.00
2026-05-09T12:19:00Z,98.00,3.00
2026-05-09T12:27:00Z,98.00,3.00
2026-05-09T12:28:00Z,98.00,3.00
2026-05-09T12:33:00Z,97.00,3.00
2026-05-09T12:37:00Z,97.00,3.00
2026-05-09T12:38:00Z,97.00,3.00
2026-05-09T12:40:00Z,98.00,3.00
2026-05-09T12:43:00Z,98.00,3.00
2026-05-09T12:47:00Z,98.00,3.00
2026-05-09T12:59:00Z,98.00,3.00
2026-05-09T13:10:00Z,98.00,3.00
2026-05-09T13:15:00Z,98.00,3.00
2026-05-09T13:16:00Z,98.00,3.00
2026-05-09T13:17:00Z,98.00,3.00
2026-05-09T13:20:00Z,98.00,3.00
2026-05-09T13:29:00Z,98.00,3.00
2026-05-09T13:39:00Z,98.00,3.00
2026-05-09T13:40:00Z,98.00,3.00
2026-05-09T13:47:00Z,98.00,3.00
2026-05-09T13:48:00Z,98.00,3.00
2026-05-09T13:50:00Z,98.00,3.00
2026-05-09T13:52:00Z,98.00,3.00
2026-05-09T13:57:00Z,98.00,3.00
2026-05-09T14:02:00Z,98.00,3.00
2026-05-09T14:04:00Z,98.00,3.00
2026-05-09T14:05:00Z,98.00,3.00
2026-05-09T14:06:00Z,98.00,3.00
2026-05-09T14:07:00Z,98.00,3.00
2026-05-09T14:08:00Z,98.00,3.00
2026-05-09T14:20:00Z,98.00,3.00
2026-05-09T14:22:00Z,98.00,3.00
2026-05-09T14:23:00Z,98.00,3.00
2026-05-09T14:29:00Z,98.00,3.00
2026-05-09T14:32:00Z,98.00,3.00
2026-05-09T14:33:00Z,98.00,3.00
2026-05-09T14:37:00Z,98.00,3.00
2026-05-09T14:38:00Z,98.00,3.00
2026-05-09T14:41:00Z,98.00,3.00
2026-05-09T14:42:00Z,98.00,3.00
2026-05-09T14:47:00Z,98.00,3.00
2026-05-09T14:49:00Z,97.87,3.00
2026-05-09T14:54:00Z,97.87,3.00
2026-05-09T14:57:00Z,97.87,3.00
2026-05-09T14:59:00Z,97.87,3.00
2026-05-09T15:02:00Z,97.87,3.00
2026-05-09T15:09:00Z,97.87,3.00
2026-05-09T15:16:00Z,98.00,3.00
2026-05-09T15:19:00Z,98.00,3.00
2026-05-09T15:24:00Z,98.00,2.00
2026-05-09T15:26:00Z,98.00,3.00
2026-05-09T15:27:00Z,98.00,3.00
2026-05-09T15:31:00Z,98.00,3.00
2026-05-09T15:33:00Z,98.00,3.00
2026-05-09T15:34:00Z,98.00,3.00
2026-05-09T15:35:00Z,98.00,3.00
2026-05-09T15:36:00Z,98.00,3.00
2026-05-09T15:37:00Z,98.00,3.00
2026-05-09T15:40:00Z,98.00,3.00
2026-05-09T15:41:00Z,98.00,3.00
2026-05-09T15:42:00Z,98.00,3.00
2026-05-09T15:43:00Z,98.00,3.00
2026-05-09T15:44:00Z,97.00,3.00
2026-05-09T15:45:00Z,97.00,3.00
2026-05-09T15:46:00Z,97.00,2.98
2026-05-09T15:50:00Z,97.00,3.00
2026-05-09T15:51:00Z,97.00,3.73
2026-05-09T15:54:00Z,97.00,3.00
2026-05-09T15:56:00Z,97.00,3.12
2026-05-09T15:59:00Z,98.00,3.12
2026-05-09T16:00:00Z,97.00,3.12
2026-05-09T16:01:00Z,97.00,3.00
2026-05-09T16:02:00Z,97.00,3.00
2026-05-09T16:03:00Z,97.00,3.00
2026-05-09T16:04:00Z,97.00,3.00
2026-05-09T16:05:00Z,97.00,3.00
2026-05-09T16:07:00Z,98.00,3.00
2026-05-09T16:08:00Z,98.00,3.00
2026-05-09T16:10:00Z,98.00,3.00
2026-05-09T16:11:00Z,98.00,3.00
2026-05-09T16:12:00Z,98.00,3.00
2026-05-09T16:13:00Z,98.00,3.00
2026-05-09T16:14:00Z,98.00,3.38
2026-05-09T16:16:00Z,97.50,4.00
2026-05-09T16:17:00Z,97.50,4.00
2026-05-09T16:18:00Z,98.00,3.32
2026-05-09T16:19:00Z,98.00,3.00
2026-05-09T16:20:00Z,98.00,3.00
2026-05-09T16:22:00Z,98.00,3.00
2026-05-09T16:23:00Z,98.00,3.00
2026-05-09T16:24:00Z,98.00,3.72
2026-05-09T16:25:00Z,98.00,3.97
2026-05-09T16:26:00Z,98.00,3.00
2026-05-09T16:27:00Z,97.00,3.00
2026-05-09T16:28:00Z,97.00,3.00
2026-05-09T16:29:00Z,97.00,4.00
2026-05-09T16:30:00Z,97.00,4.00
2026-05-09T16:31:00Z,97.00,4.00
2026-05-09T16:32:00Z,98.00,4.00
2026-05-09T16:33:00Z,98.00,2.06
2026-05-09T16:34:00Z,98.00,3.00
2026-05-09T16:35:00Z,98.00,3.00
2026-05-09T16:36:00Z,98.00,3.00
2026-05-09T16:37:00Z,98.00,3.00
2026-05-09T16:38:00Z,98.00,3.00
2026-05-09T16:39:00Z,98.00,3.00
2026-05-09T16:40:00Z,98.00,3.00
2026-05-09T16:42:00Z,98.00,3.00
2026-05-09T16:43:00Z,98.00,3.00
2026-05-09T16:44:00Z,98.00,3.00
2026-05-09T16:45:00Z,98.00,3.00
2026-05-09T16:46:00Z,98.00,3.00
2026-05-09T16:47:00Z,98.00,3.00
2026-05-09T16:48:00Z,98.00,3.00
2026-05-09T16:49:00Z,98.00,3.00
2026-05-09T16:50:00Z,98.00,3.00
2026-05-09T16:51:00Z,98.00,3.00
2026-05-09T16:53:00Z,98.00,3.00
2026-05-09T16:55:00Z,98.00,3.00
2026-05-09T16:56:00Z,98.00,3.00
2026-05-09T16:57:00Z,98.00,3.00
2026-05-09T16:58:00Z,98.00,3.00
2026-05-09T16:59:00Z,98.00,3.00
2026-05-09T17:00:00Z,98.00,3.00
2026-05-09T17:01:00Z,97.95,3.99
2026-05-09T17:02:00Z,97.95,3.00
2026-05-09T17:03:00Z,97.95,3.00
2026-05-09T17:04:00Z,97.00,3.00
2026-05-09T17:05:00Z,98.45,3.00
2026-05-09T17:06:00Z,98.00,2.97
2026-05-09T17:07:00Z,98.95,2.98
2026-05-09T17:08:00Z,98.00,3.00
2026-05-09T17:09:00Z,98.00,3.00
