# event_ticker=KXATPMATCH-25AUG19NAVGIR
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Mariano Navone
# fav_player=Marcos Giron
# dog_player=Mariano Navone
# kalshi_date=2025-08-19
timestamp,Marcos Giron,Mariano Navone
2025-08-19T13:26:00Z,58.00,
2025-08-19T13:29:00Z,58.00,
2025-08-19T14:15:00Z,58.00,
2025-08-19T14:27:00Z,58.00,
2025-08-19T14:45:00Z,58.00,
2025-08-19T15:02:00Z,58.00,
2025-08-19T15:37:00Z,58.00,
2025-08-19T15:41:00Z,58.00,43.00
2025-08-19T15:59:00Z,58.00,43.00
2025-08-19T16:16:00Z,58.00,43.00
2025-08-19T16:22:00Z,58.00,43.00
2025-08-19T16:50:00Z,58.00,44.20
2025-08-19T16:59:00Z,58.00,44.00
2025-08-19T17:23:00Z,58.00,44.00
2025-08-19T17:35:00Z,59.00,44.00
2025-08-19T18:13:00Z,58.00,44.00
2025-08-19T18:15:00Z,59.00,44.00
2025-08-19T19:48:00Z,59.00,42.00
2025-08-19T19:55:00Z,59.00,42.00
2025-08-19T20:01:00Z,59.00,42.00
2025-08-19T20:03:00Z,59.00,42.00
2025-08-19T20:07:00Z,59.00,42.00
2025-08-19T20:22:00Z,59.00,42.00
2025-08-19T20:31:00Z,59.00,44.00
2025-08-19T20:32:00Z,57.00,44.00
2025-08-19T20:35:00Z,59.15,44.00
2025-08-19T20:37:00Z,60.39,41.17
2025-08-19T20:38:00Z,60.00,41.17
2025-08-19T20:39:00Z,60.00,41.17
2025-08-19T20:40:00Z,60.00,42.00
2025-08-19T20:42:00Z,60.00,42.00
2025-08-19T20:43:00Z,61.72,40.47
2025-08-19T20:44:00Z,67.00,36.45
2025-08-19T20:45:00Z,66.65,31.00
2025-08-19T20:46:00Z,59.00,31.00
2025-08-19T20:47:00Z,57.00,45.00
2025-08-19T20:48:00Z,57.00,43.00
2025-08-19T20:49:00Z,55.61,45.52
2025-08-19T20:50:00Z,55.61,44.00
2025-08-19T20:51:00Z,55.63,46.00
2025-08-19T20:53:00Z,55.63,46.00
2025-08-19T20:54:00Z,56.00,46.00
2025-08-19T20:55:00Z,54.32,46.00
2025-08-19T20:56:00Z,54.32,47.00
2025-08-19T20:57:00Z,53.00,47.00
2025-08-19T20:58:00Z,52.00,48.20
2025-08-19T20:59:00Z,54.40,51.00
2025-08-19T21:00:00Z,47.00,52.00
2025-08-19T21:01:00Z,47.00,53.01
2025-08-19T21:02:00Z,44.84,57.19
2025-08-19T21:03:00Z,39.69,61.33
2025-08-19T21:04:00Z,33.75,65.48
2025-08-19T21:05:00Z,31.41,68.66
2025-08-19T21:06:00Z,33.39,70.24
2025-08-19T21:07:00Z,33.00,69.00
2025-08-19T21:08:00Z,33.00,69.00
2025-08-19T21:09:00Z,32.00,67.00
2025-08-19T21:10:00Z,33.00,68.00
2025-08-19T21:11:00Z,33.00,68.49
2025-08-19T21:12:00Z,35.53,66.00
2025-08-19T21:13:00Z,36.68,67.49
2025-08-19T21:14:00Z,35.74,63.06
2025-08-19T21:15:00Z,37.00,63.06
2025-08-19T21:16:00Z,35.00,66.66
2025-08-19T21:18:00Z,35.00,64.60
2025-08-19T21:19:00Z,30.66,73.33
2025-08-19T21:20:00Z,31.00,73.33
2025-08-19T21:21:00Z,27.15,78.31
2025-08-19T21:22:00Z,25.83,79.66
2025-08-19T21:23:00Z,24.00,80.19
2025-08-19T21:24:00Z,24.00,79.00
2025-08-19T21:25:00Z,23.00,79.00
2025-08-19T21:26:00Z,21.00,79.64
2025-08-19T21:27:00Z,21.00,80.97
2025-08-19T21:28:00Z,24.00,80.16
2025-08-19T21:29:00Z,22.58,80.00
2025-08-19T21:30:00Z,21.00,81.95
2025-08-19T21:31:00Z,21.00,80.00
2025-08-19T21:32:00Z,19.00,82.44
2025-08-19T21:33:00Z,19.00,88.00
2025-08-19T21:34:00Z,17.51,83.38
2025-08-19T21:35:00Z,12.94,94.26
2025-08-19T21:36:00Z,10.96,91.42
2025-08-19T21:37:00Z,8.23,89.00
2025-08-19T21:38:00Z,8.23,91.00
2025-08-19T21:39:00Z,12.33,91.14
2025-08-19T21:40:00Z,8.93,93.52
2025-08-19T21:41:00Z,13.17,89.34
2025-08-19T21:42:00Z,12.82,90.48
2025-08-19T21:43:00Z,10.00,90.57
2025-08-19T21:44:00Z,7.97,94.95
2025-08-19T21:45:00Z,7.97,94.40
2025-08-19T21:46:00Z,6.74,94.26
2025-08-19T21:47:00Z,9.16,93.83
2025-08-19T21:48:00Z,8.00,92.00
2025-08-19T21:49:00Z,7.00,93.61
2025-08-19T21:50:00Z,5.46,97.76
2025-08-19T21:51:00Z,1.00,98.83
2025-08-19T21:52:00Z,1.00,99.00
2025-08-19T21:54:00Z,1.00,99.00
2025-08-19T21:56:00Z,1.00,99.00
2025-08-19T21:57:00Z,1.00,99.00
2025-08-19T21:58:00Z,1.00,99.00
2025-08-19T21:59:00Z,1.00,99.00
2025-08-19T22:00:00Z,1.00,99.00
2025-08-19T22:01:00Z,2.52,98.20
2025-08-19T22:02:00Z,4.56,96.99
2025-08-19T22:03:00Z,2.20,99.00
2025-08-19T22:04:00Z,1.00,99.00
2025-08-19T22:05:00Z,2.28,99.00
2025-08-19T22:06:00Z,1.00,99.00
2025-08-19T22:07:00Z,1.00,99.00
2025-08-19T22:08:00Z,1.00,99.00
