# event_ticker=KXATPMATCH-25AUG06SHEFRI
# final_score=6-4 6-3
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Taylor Fritz
# kalshi_date=2025-08-06
timestamp,Ben Shelton,Taylor Fritz
2025-08-06T15:12:00Z,,73.00
2025-08-06T15:27:00Z,,73.00
2025-08-06T15:45:00Z,,62.33
2025-08-06T15:48:00Z,,61.00
2025-08-06T16:11:00Z,,61.04
2025-08-06T16:15:00Z,40.00,61.04
2025-08-06T16:22:00Z,40.00,61.00
2025-08-06T16:26:00Z,40.00,61.00
2025-08-06T16:53:00Z,40.00,61.00
2025-08-06T16:56:00Z,40.96,61.00
2025-08-06T17:03:00Z,40.00,61.00
2025-08-06T17:09:00Z,40.00,61.00
2025-08-06T17:17:00Z,40.00,61.00
2025-08-06T17:56:00Z,40.00,62.00
2025-08-06T18:00:00Z,40.00,62.00
2025-08-06T18:01:00Z,40.00,62.00
2025-08-06T18:10:00Z,40.00,62.00
2025-08-06T18:12:00Z,40.00,62.00
2025-08-06T18:18:00Z,40.00,62.00
2025-08-06T18:26:00Z,40.00,61.00
2025-08-06T18:28:00Z,40.29,61.00
2025-08-06T18:30:00Z,40.00,61.00
2025-08-06T18:35:00Z,41.00,61.00
2025-08-06T18:38:00Z,41.00,61.00
2025-08-06T18:39:00Z,41.00,61.00
2025-08-06T18:41:00Z,41.00,60.00
2025-08-06T18:42:00Z,40.61,61.00
2025-08-06T18:44:00Z,41.00,61.00
2025-08-06T19:00:00Z,40.00,61.00
2025-08-06T19:04:00Z,40.00,61.00
2025-08-06T19:09:00Z,40.00,62.00
2025-08-06T19:14:00Z,39.00,62.00
2025-08-06T19:16:00Z,39.00,62.00
2025-08-06T19:17:00Z,39.00,62.68
2025-08-06T19:18:00Z,39.00,62.68
2025-08-06T19:32:00Z,39.00,62.94
2025-08-06T19:33:00Z,39.00,62.94
2025-08-06T19:37:00Z,39.00,62.94
2025-08-06T19:38:00Z,39.00,62.94
2025-08-06T19:44:00Z,39.00,62.94
2025-08-06T19:54:00Z,39.00,62.94
2025-08-06T19:56:00Z,39.00,62.68
2025-08-06T19:57:00Z,39.00,62.68
2025-08-06T19:58:00Z,39.00,62.68
2025-08-06T20:05:00Z,39.00,62.87
2025-08-06T20:07:00Z,39.00,63.00
2025-08-06T20:14:00Z,39.00,63.00
2025-08-06T20:15:00Z,39.00,63.00
2025-08-06T20:16:00Z,39.00,63.00
2025-08-06T20:22:00Z,39.00,63.00
2025-08-06T20:25:00Z,39.00,63.00
2025-08-06T20:29:00Z,39.00,63.00
2025-08-06T20:32:00Z,39.00,63.00
2025-08-06T20:37:00Z,38.00,63.00
2025-08-06T20:39:00Z,38.00,63.00
2025-08-06T20:42:00Z,39.00,63.00
2025-08-06T20:54:00Z,39.00,63.00
2025-08-06T21:02:00Z,39.00,63.00
2025-08-06T21:13:00Z,39.00,63.00
2025-08-06T21:14:00Z,39.00,63.00
2025-08-06T21:15:00Z,39.00,62.00
2025-08-06T21:16:00Z,39.00,62.00
2025-08-06T21:22:00Z,39.00,63.00
2025-08-06T21:23:00Z,39.00,63.00
2025-08-06T21:28:00Z,39.00,63.00
2025-08-06T21:29:00Z,39.00,63.00
2025-08-06T21:30:00Z,39.00,63.00
2025-08-06T21:32:00Z,39.00,63.00
2025-08-06T21:33:00Z,39.00,63.00
2025-08-06T21:38:00Z,39.00,63.00
2025-08-06T21:43:00Z,39.00,63.00
2025-08-06T21:45:00Z,39.00,63.00
2025-08-06T21:47:00Z,38.00,63.00
2025-08-06T21:50:00Z,38.00,63.00
2025-08-06T21:51:00Z,39.00,63.00
2025-08-06T21:54:00Z,40.00,63.00
2025-08-06T21:55:00Z,40.00,63.00
2025-08-06T22:03:00Z,40.00,61.00
2025-08-06T22:16:00Z,40.00,61.95
2025-08-06T22:24:00Z,40.00,61.95
2025-08-06T22:25:00Z,40.00,61.95
2025-08-06T22:29:00Z,40.00,61.95
2025-08-06T22:32:00Z,40.00,61.95
2025-08-06T22:36:00Z,40.00,61.95
2025-08-06T22:43:00Z,40.00,60.00
2025-08-06T22:46:00Z,40.00,60.00
2025-08-06T22:47:00Z,40.00,60.00
2025-08-06T22:48:00Z,40.00,60.00
2025-08-06T22:51:00Z,40.79,60.00
2025-08-06T23:01:00Z,40.00,62.00
2025-08-06T23:07:00Z,40.00,62.00
2025-08-06T23:08:00Z,40.00,62.00
2025-08-06T23:09:00Z,40.00,62.00
2025-08-06T23:12:00Z,40.00,62.00
2025-08-06T23:14:00Z,40.00,62.00
2025-08-06T23:17:00Z,40.00,62.00
2025-08-06T23:19:00Z,40.00,62.00
2025-08-06T23:25:00Z,40.45,61.34
2025-08-06T23:27:00Z,40.45,62.00
2025-08-06T23:32:00Z,39.79,61.78
2025-08-06T23:36:00Z,40.54,61.00
2025-08-06T23:37:00Z,40.00,61.00
2025-08-06T23:42:00Z,40.00,61.00
2025-08-06T23:46:00Z,40.00,61.00
2025-08-06T23:48:00Z,40.00,61.00
2025-08-06T23:50:00Z,40.00,62.00
2025-08-06T23:54:00Z,39.33,62.00
2025-08-06T23:55:00Z,39.33,62.00
2025-08-06T23:57:00Z,39.33,62.00
2025-08-06T23:59:00Z,40.39,61.00
2025-08-07T00:00:00Z,40.00,61.37
2025-08-07T00:05:00Z,40.56,61.00
2025-08-07T00:06:00Z,40.00,61.00
2025-08-07T00:08:00Z,40.00,62.00
2025-08-07T00:10:00Z,40.00,61.14
2025-08-07T00:11:00Z,40.00,61.14
2025-08-07T00:13:00Z,40.00,62.00
2025-08-07T00:14:00Z,40.00,62.00
2025-08-07T00:18:00Z,40.00,62.00
2025-08-07T00:19:00Z,40.00,62.00
2025-08-07T00:22:00Z,40.00,62.00
2025-08-07T00:24:00Z,40.00,62.00
2025-08-07T00:25:00Z,38.00,59.37
2025-08-07T00:26:00Z,40.00,59.37
2025-08-07T00:31:00Z,40.00,59.37
2025-08-07T00:37:00Z,40.00,59.37
2025-08-07T00:40:00Z,40.00,59.37
2025-08-07T00:42:00Z,40.00,59.37
2025-08-07T00:43:00Z,40.00,59.37
2025-08-07T00:44:00Z,40.00,62.00
2025-08-07T00:45:00Z,40.00,62.00
2025-08-07T00:54:00Z,40.00,62.00
2025-08-07T00:56:00Z,40.00,62.00
2025-08-07T00:57:00Z,40.00,62.00
2025-08-07T00:58:00Z,40.00,62.00
2025-08-07T00:59:00Z,40.00,62.00
2025-08-07T01:00:00Z,40.00,62.00
2025-08-07T01:01:00Z,37.00,62.00
2025-08-07T01:02:00Z,40.00,62.00
2025-08-07T01:04:00Z,40.00,62.00
2025-08-07T01:05:00Z,40.00,62.00
2025-08-07T01:07:00Z,40.00,62.00
2025-08-07T01:08:00Z,40.00,62.00
2025-08-07T01:10:00Z,40.00,59.76
2025-08-07T01:12:00Z,42.00,59.76
2025-08-07T01:13:00Z,37.09,59.76
2025-08-07T01:14:00Z,40.00,59.76
2025-08-07T01:16:00Z,40.85,59.76
2025-08-07T01:17:00Z,42.00,59.76
2025-08-07T01:18:00Z,40.00,59.76
2025-08-07T01:19:00Z,40.00,60.00
2025-08-07T01:22:00Z,41.00,60.00
2025-08-07T01:23:00Z,41.00,60.00
2025-08-07T01:25:00Z,41.00,60.00
2025-08-07T01:26:00Z,41.00,60.00
2025-08-07T01:27:00Z,40.70,60.00
2025-08-07T01:31:00Z,41.00,60.00
2025-08-07T01:33:00Z,41.00,60.00
2025-08-07T01:36:00Z,40.00,60.00
2025-08-07T01:37:00Z,40.00,60.00
2025-08-07T01:38:00Z,40.00,60.00
2025-08-07T01:39:00Z,40.00,60.00
2025-08-07T01:41:00Z,40.00,60.92
2025-08-07T01:43:00Z,38.00,60.92
2025-08-07T01:44:00Z,40.00,60.92
2025-08-07T01:45:00Z,40.00,60.92
2025-08-07T01:47:00Z,40.00,62.00
2025-08-07T01:50:00Z,40.00,62.00
2025-08-07T01:51:00Z,40.00,62.00
2025-08-07T01:52:00Z,40.00,62.00
2025-08-07T01:53:00Z,40.00,62.00
2025-08-07T01:54:00Z,40.00,62.00
2025-08-07T01:57:00Z,40.00,62.00
2025-08-07T01:59:00Z,40.00,62.00
2025-08-07T02:00:00Z,40.00,62.00
2025-08-07T02:02:00Z,40.00,62.00
2025-08-07T02:03:00Z,40.00,62.00
2025-08-07T02:07:00Z,40.00,62.00
2025-08-07T02:08:00Z,40.60,62.00
2025-08-07T02:09:00Z,40.97,61.05
2025-08-07T02:10:00Z,41.00,62.00
2025-08-07T02:11:00Z,41.00,62.00
2025-08-07T02:12:00Z,40.72,62.00
2025-08-07T02:13:00Z,40.00,62.00
2025-08-07T02:14:00Z,40.00,62.00
2025-08-07T02:15:00Z,40.00,62.00
2025-08-07T02:16:00Z,40.00,62.00
2025-08-07T02:17:00Z,40.00,62.00
2025-08-07T02:18:00Z,40.00,62.00
2025-08-07T02:19:00Z,40.00,62.00
2025-08-07T02:20:00Z,40.00,62.00
