# event_ticker=KXATPCHALLENGERMATCH-26APR13POPKIN
# final_score=6-3 3-6 7-5
# match_winner=Cannon Kingsley
# fav_player=Cannon Kingsley
# dog_player=Dmitry Popko
# kalshi_date=2026-04-13
timestamp,Cannon Kingsley,Dmitry Popko
2026-04-13T12:58:00Z,65.00,39.00
2026-04-13T13:20:00Z,61.00,39.00
2026-04-13T13:33:00Z,61.00,39.00
2026-04-13T13:37:00Z,57.00,39.00
2026-04-13T13:44:00Z,65.00,39.00
2026-04-13T14:50:00Z,58.89,39.00
2026-04-13T14:57:00Z,57.00,39.00
2026-04-13T15:43:00Z,57.00,39.00
2026-04-13T16:28:00Z,58.00,39.00
2026-04-13T17:01:00Z,57.00,39.00
2026-04-13T17:26:00Z,57.00,48.00
2026-04-13T17:28:00Z,57.00,48.00
2026-04-13T17:48:00Z,58.00,48.00
2026-04-13T18:07:00Z,58.00,48.00
2026-04-13T18:18:00Z,58.00,48.00
2026-04-13T18:39:00Z,59.83,43.33
2026-04-13T18:44:00Z,59.83,47.00
2026-04-13T18:55:00Z,60.00,43.20
2026-04-13T19:06:00Z,59.00,43.20
2026-04-13T19:21:00Z,59.00,43.20
2026-04-13T19:22:00Z,59.00,43.20
2026-04-13T19:24:00Z,59.00,43.20
2026-04-13T19:27:00Z,59.00,43.20
2026-04-13T19:28:00Z,59.00,47.00
2026-04-13T19:31:00Z,59.00,47.00
2026-04-13T19:32:00Z,59.00,47.00
2026-04-13T19:39:00Z,59.00,47.00
2026-04-13T19:42:00Z,59.00,47.00
2026-04-13T19:48:00Z,59.00,47.00
2026-04-13T19:56:00Z,59.00,47.00
2026-04-13T20:02:00Z,59.00,47.00
2026-04-13T20:03:00Z,59.00,47.00
2026-04-13T20:04:00Z,59.00,47.97
2026-04-13T20:10:00Z,59.00,47.97
2026-04-13T20:12:00Z,59.00,47.97
2026-04-13T20:15:00Z,58.00,47.97
2026-04-13T20:27:00Z,58.00,47.97
2026-04-13T20:31:00Z,58.00,47.97
2026-04-13T20:32:00Z,58.00,42.00
2026-04-13T20:34:00Z,59.00,42.00
2026-04-13T20:36:00Z,59.00,42.00
2026-04-13T20:40:00Z,59.00,42.00
2026-04-13T20:42:00Z,59.00,42.00
2026-04-13T20:45:00Z,59.00,42.00
2026-04-13T20:47:00Z,59.00,39.00
2026-04-13T20:51:00Z,63.00,39.00
2026-04-13T20:52:00Z,65.00,42.00
2026-04-13T20:53:00Z,65.00,42.00
2026-04-13T20:57:00Z,64.57,42.00
2026-04-13T20:58:00Z,65.48,42.00
2026-04-13T20:59:00Z,66.96,38.00
2026-04-13T21:03:00Z,66.00,38.00
2026-04-13T21:05:00Z,66.00,38.00
2026-04-13T21:06:00Z,66.00,38.00
2026-04-13T21:08:00Z,66.00,38.00
2026-04-13T21:09:00Z,65.00,38.00
2026-04-13T21:10:00Z,66.00,39.00
2026-04-13T21:11:00Z,66.00,39.00
2026-04-13T21:12:00Z,66.00,39.00
2026-04-13T21:15:00Z,66.00,39.00
2026-04-13T21:17:00Z,66.00,38.00
2026-04-13T21:19:00Z,66.00,39.00
2026-04-13T21:25:00Z,68.00,39.00
2026-04-13T21:34:00Z,66.00,39.00
2026-04-13T21:38:00Z,66.00,38.00
2026-04-13T21:43:00Z,66.00,38.00
2026-04-13T21:49:00Z,66.00,39.00
2026-04-13T21:52:00Z,67.00,38.00
2026-04-13T21:53:00Z,66.00,38.00
2026-04-13T21:55:00Z,66.84,37.38
2026-04-13T21:56:00Z,73.96,34.77
2026-04-13T21:57:00Z,67.11,36.29
2026-04-13T21:58:00Z,66.00,38.00
2026-04-13T22:03:00Z,66.00,38.00
2026-04-13T22:05:00Z,65.00,39.00
2026-04-13T22:06:00Z,66.00,39.00
2026-04-13T22:07:00Z,66.00,39.00
2026-04-13T22:09:00Z,66.00,39.00
2026-04-13T22:12:00Z,66.00,39.00
2026-04-13T22:25:00Z,66.00,38.00
2026-04-13T22:30:00Z,65.00,39.00
2026-04-13T22:33:00Z,66.00,37.86
2026-04-13T22:34:00Z,66.00,34.00
2026-04-13T22:35:00Z,68.00,34.00
2026-04-13T22:36:00Z,66.76,34.55
2026-04-13T22:37:00Z,66.00,34.55
2026-04-13T22:38:00Z,67.00,35.28
2026-04-13T22:39:00Z,67.00,36.08
2026-04-13T22:40:00Z,66.00,35.00
2026-04-13T22:41:00Z,66.00,35.00
2026-04-13T22:42:00Z,67.00,33.00
2026-04-13T22:43:00Z,70.00,33.00
2026-04-13T22:48:00Z,70.00,35.90
2026-04-13T22:50:00Z,70.00,36.00
2026-04-13T22:52:00Z,70.00,36.00
2026-04-13T22:55:00Z,66.00,41.00
2026-04-13T22:56:00Z,67.00,41.00
2026-04-13T22:57:00Z,67.00,36.00
2026-04-13T23:00:00Z,67.23,34.00
2026-04-13T23:01:00Z,67.79,34.00
2026-04-13T23:03:00Z,68.00,36.00
2026-04-13T23:05:00Z,66.00,36.00
2026-04-13T23:06:00Z,67.00,35.80
2026-04-13T23:07:00Z,69.00,35.80
2026-04-13T23:10:00Z,69.00,35.00
2026-04-13T23:12:00Z,68.00,35.00
2026-04-13T23:13:00Z,66.68,35.00
2026-04-13T23:14:00Z,66.68,36.00
2026-04-13T23:16:00Z,66.00,36.00
2026-04-13T23:18:00Z,69.38,36.00
2026-04-13T23:20:00Z,71.70,36.00
2026-04-13T23:21:00Z,71.70,36.00
2026-04-13T23:22:00Z,67.00,36.00
2026-04-13T23:23:00Z,66.00,37.00
2026-04-13T23:26:00Z,67.00,36.00
2026-04-13T23:29:00Z,65.33,37.09
