# event_ticker=KXATPMATCH-26FEB23HALDRA
# final_score=7-6(8) 6-3
# score_resolution=7-6 6-3
# match_winner=Jack Draper
# fav_player=Jack Draper
# dog_player=Quentin Halys
# kalshi_date=2026-02-23
timestamp,Jack Draper,Quentin Halys
2026-02-23T05:38:00Z,73.00,28.00
2026-02-23T05:43:00Z,73.00,28.00
2026-02-23T05:44:00Z,73.00,28.00
2026-02-23T05:48:00Z,73.00,28.00
2026-02-23T05:50:00Z,73.00,28.00
2026-02-23T05:55:00Z,73.00,28.00
2026-02-23T05:57:00Z,73.00,28.00
2026-02-23T06:03:00Z,73.00,28.00
2026-02-23T06:07:00Z,73.00,28.00
2026-02-23T06:09:00Z,72.33,28.00
2026-02-23T06:13:00Z,72.00,28.00
2026-02-23T06:22:00Z,72.00,28.00
2026-02-23T06:24:00Z,72.00,28.00
2026-02-23T06:25:00Z,72.00,28.00
2026-02-23T06:55:00Z,72.00,28.00
2026-02-23T06:56:00Z,73.00,28.00
2026-02-23T06:57:00Z,73.00,28.00
2026-02-23T06:58:00Z,73.00,28.00
2026-02-23T06:59:00Z,73.00,28.00
2026-02-23T07:00:00Z,73.96,28.00
2026-02-23T07:02:00Z,73.87,28.00
2026-02-23T07:05:00Z,73.87,28.00
2026-02-23T07:11:00Z,73.00,28.00
2026-02-23T07:12:00Z,73.00,29.00
2026-02-23T07:30:00Z,73.00,29.00
2026-02-23T07:31:00Z,73.00,30.00
2026-02-23T07:43:00Z,73.00,30.00
2026-02-23T07:50:00Z,73.00,30.00
2026-02-23T08:03:00Z,73.55,30.00
2026-02-23T08:04:00Z,74.00,30.00
2026-02-23T08:12:00Z,73.00,30.00
2026-02-23T08:17:00Z,73.00,30.00
2026-02-23T08:18:00Z,73.00,30.00
2026-02-23T08:34:00Z,73.00,29.00
2026-02-23T08:47:00Z,73.00,29.00
2026-02-23T09:06:00Z,73.00,29.00
2026-02-23T09:07:00Z,73.00,29.00
2026-02-23T09:12:00Z,73.00,29.00
2026-02-23T09:18:00Z,73.00,28.96
2026-02-23T09:22:00Z,73.00,28.96
2026-02-23T09:23:00Z,73.16,28.96
2026-02-23T09:24:00Z,73.00,28.96
2026-02-23T09:28:00Z,73.00,28.96
2026-02-23T09:30:00Z,73.00,29.00
2026-02-23T10:22:00Z,73.00,29.00
2026-02-23T10:53:00Z,73.00,29.00
2026-02-23T10:57:00Z,72.00,29.00
2026-02-23T11:09:00Z,74.00,29.00
2026-02-23T11:18:00Z,74.00,29.00
2026-02-23T11:36:00Z,74.00,29.00
2026-02-23T11:44:00Z,74.00,29.00
2026-02-23T11:46:00Z,74.00,28.00
2026-02-23T11:51:00Z,74.00,28.00
2026-02-23T11:52:00Z,74.00,28.00
2026-02-23T12:05:00Z,74.00,28.00
2026-02-23T12:20:00Z,74.00,28.00
2026-02-23T12:29:00Z,74.00,28.00
2026-02-23T12:30:00Z,74.00,28.00
2026-02-23T13:01:00Z,74.00,28.00
2026-02-23T13:02:00Z,74.00,28.00
2026-02-23T13:08:00Z,74.00,28.00
2026-02-23T13:19:00Z,74.00,28.00
2026-02-23T13:20:00Z,74.00,28.00
2026-02-23T13:26:00Z,74.00,28.00
2026-02-23T13:27:00Z,74.00,28.00
2026-02-23T13:28:00Z,74.00,28.00
2026-02-23T13:31:00Z,74.00,26.00
2026-02-23T13:33:00Z,74.00,26.00
2026-02-23T13:34:00Z,74.00,26.00
2026-02-23T13:38:00Z,74.00,29.00
2026-02-23T13:42:00Z,74.00,29.00
2026-02-23T13:49:00Z,74.00,29.00
2026-02-23T13:53:00Z,74.00,29.00
2026-02-23T13:55:00Z,74.00,28.00
2026-02-23T13:57:00Z,74.00,28.00
2026-02-23T13:59:00Z,74.00,28.00
2026-02-23T14:01:00Z,73.00,28.00
2026-02-23T14:16:00Z,74.00,28.00
2026-02-23T14:19:00Z,74.00,28.00
2026-02-23T14:21:00Z,74.00,28.00
2026-02-23T14:22:00Z,74.00,28.00
2026-02-23T14:26:00Z,74.00,28.00
2026-02-23T14:29:00Z,74.00,28.00
2026-02-23T14:30:00Z,74.00,28.00
2026-02-23T14:32:00Z,74.00,28.00
2026-02-23T14:33:00Z,74.00,28.00
2026-02-23T14:37:00Z,74.00,28.00
2026-02-23T14:39:00Z,74.00,28.00
2026-02-23T14:40:00Z,73.50,28.00
2026-02-23T14:42:00Z,73.50,28.00
2026-02-23T14:43:00Z,74.00,28.00
2026-02-23T14:45:00Z,74.00,28.00
2026-02-23T14:46:00Z,74.00,28.00
2026-02-23T14:47:00Z,74.00,28.00
2026-02-23T14:52:00Z,75.00,28.00
2026-02-23T14:53:00Z,73.00,28.00
2026-02-23T14:57:00Z,74.00,28.00
2026-02-23T14:59:00Z,74.27,28.00
2026-02-23T15:01:00Z,73.73,28.00
2026-02-23T15:05:00Z,73.00,28.00
